Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																			
Дата голосования: 07.12.2003 0:00:00																																																																			
																																																																			
"Наименование Избирательной комиссии:    Саратов, Октябрьская"																																																																			
																																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																			
																																																																			
		Сумма	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	5052	100	100	100	100	100	100	120	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	132	100	0	0	0	0	0	0	0	0	0	0	100					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	2657	40	34	22	28	21	45	105	29	81	41	44	77	51	37	27	65	39	45	34	37	72	57	84	57	49	61	73	49	47	43	25	41	39	54	37	41	39	54	48	92	56	57	82	100	35	47	80	102	60	0	0	0	0	0	0	0	0	0	0	74					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	3610	28	8	19	3	7	77	38	6	20	9	17	18	13	5	17	15	9	14	5	6	77	8	10	17	9	13	11	13	5	13	21	20	18	12	15	8	13	14	17	17	11	1	7	8	26	13	12	4	20	0	265	159	840	183	142	201	150	416	485	2					
14	Число погашенных открепительных удостоверений	2395	60	66	78	72	79	55	15	71	19	59	56	23	49	63	73	35	61	55	66	63	28	43	16	43	51	39	27	51	53	57	75	59	61	46	63	59	61	46	52	8	44	43	18	0	65	53	20	30	40	0	0	0	0	0	0	0	0	0	0	26					
15	Число открепительных удостоверений выданных ТИК	38	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	1	2	1	3	0	1	2	1	0	1	2	1	2	0	2	4	0	2	1	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	"1. ""ЕДИНЕНИЕ"""	358	2	3	6	3	4	5	4	3	0	1	7	10	9	7	5	11	10	7	3	5	7	8	10	4	5	13	8	15	5	8	7	7	7	7	17	2	7	10	11	7	1	6	0	8	7	2	3	7	4	1	4	0	0	1	0	6	3	6	6	23					
		0.65%	0.26%	0.35%	1.16%	0.62%	0.60%	0.62%	0.47%	0.46%	0.0%	0.08%	0.62%	0.65%	0.69%	1.06%	0.56%	0.65%	1.08%	0.66%	0.32%	0.68%	0.49%	0.72%	0.66%	0.35%	0.44%	1.01%	0.53%	1.63%	0.47%	0.81%	0.70%	0.60%	0.82%	0.57%	1.33%	0.28%	0.59%	0.84%	1.10%	0.49%	0.09%	0.42%	0.0%	0.64%	1.07%	0.43%	0.24%	0.69%	0.95%	0.41%	1.50%	0.0%	0.0%	0.54%	0.0%	2.98%	2.0%	0.87%	1.22%	1.37%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3543	84	73	45	74	69	84	67	67	63	103	94	142	96	51	56	106	65	55	47	66	84	72	111	74	95	95	114	57	71	71	38	48	34	73	55	51	59	79	50	93	90	93	88	76	21	22	53	49	19	4	6	3	0	5	0	6	2	29	14	32					
		6.46%	11.2%	8.62%	8.73%	15.35%	10.47%	10.42%	7.89%	10.32%	8.88%	9.22%	8.42%	9.25%	7.39%	7.77%	6.35%	6.32%	7.08%	5.25%	5.09%	9.04%	5.94%	6.52%	7.42%	6.50%	8.52%	7.38%	7.6%	6.21%	6.74%	7.22%	3.85%	4.16%	4.02%	6.04%	4.31%	7.35%	4.97%	6.66%	5.04%	6.58%	8.87%	6.61%	7.18%	6.17%	3.22%	4.77%	4.28%	4.84%	4.52%	1.66%	2.26%	1.88%	0.0%	2.73%	0.0%	2.98%	1.33%	4.23%	2.86%	1.91%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1613	24	28	18	7	20	29	18	20	10	38	43	41	35	8	17	40	30	44	31	21	36	44	46	33	29	36	46	43	43	44	39	43	27	35	59	25	33	36	29	37	14	41	41	38	22	23	32	27	10	3	4	5	0	2	0	5	11	18	10	22					
		2.94%	3.2%	3.30%	3.49%	1.45%	3.03%	3.59%	2.12%	3.08%	1.41%	3.40%	3.85%	2.67%	2.69%	1.21%	1.92%	2.38%	3.26%	4.20%	3.35%	2.87%	2.54%	3.98%	3.07%	2.89%	2.60%	2.79%	3.06%	4.68%	4.08%	4.47%	3.95%	3.73%	3.19%	2.89%	4.62%	3.60%	2.78%	3.03%	2.92%	2.61%	1.38%	2.91%	3.34%	3.08%	3.37%	4.98%	2.58%	2.66%	2.38%	1.25%	1.50%	3.14%	0.0%	1.09%	0.0%	2.48%	7.33%	2.62%	2.04%	1.31%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3734	86	68	43	45	68	81	67	72	92	94	114	140	108	26	50	140	72	70	34	74	74	83	125	109	87	92	122	63	95	78	79	54	53	68	92	46	81	64	62	97	68	88	65	51	22	24	98	44	16	1	9	4	0	2	0	5	7	25	14	23					
		6.81%	11.46%	8.03%	8.34%	9.33%	10.31%	10.04%	7.89%	11.09%	12.97%	8.41%	10.21%	9.12%	8.31%	3.96%	5.67%	8.34%	7.84%	6.69%	3.68%	10.13%	5.23%	7.52%	8.36%	9.57%	7.80%	7.15%	8.13%	6.87%	9.02%	7.93%	8.00%	4.68%	6.27%	5.63%	7.21%	6.63%	6.83%	5.40%	6.25%	6.86%	6.70%	6.26%	5.30%	4.14%	3.37%	5.20%	7.91%	4.34%	3.80%	0.41%	3.39%	2.51%	0.0%	1.09%	0.0%	2.48%	4.66%	3.64%	2.86%	1.37%					
22	"5. ""За Русь Святую"""	255	2	4	1	1	1	3	5	3	2	1	3	1	6	1	8	9	8	5	6	3	4	6	20	3	5	8	13	5	5	3	10	12	4	2	5	3	6	6	8	6	8	5	2	7	2	2	3	4	1	0	0	1	0	1	0	0	0	2	0	10					
		0.46%	0.26%	0.47%	0.19%	0.20%	0.15%	0.37%	0.58%	0.46%	0.28%	0.08%	0.26%	0.06%	0.46%	0.15%	0.90%	0.53%	0.87%	0.47%	0.65%	0.41%	0.28%	0.54%	1.33%	0.26%	0.44%	0.62%	0.86%	0.54%	0.47%	0.30%	1.01%	1.04%	0.47%	0.16%	0.39%	0.43%	0.50%	0.50%	0.80%	0.42%	0.78%	0.35%	0.16%	0.56%	0.30%	0.43%	0.24%	0.39%	0.23%	0.0%	0.0%	0.62%	0.0%	0.54%	0.0%	0.0%	0.0%	0.29%	0.0%	0.59%					
23	"6. ""Объединенная Российская партия ""Русь"""	192	4	0	2	0	1	3	6	0	3	6	1	7	2	1	3	9	1	0	5	6	4	3	4	3	5	6	7	11	4	2	2	2	1	1	9	4	2	4	4	4	10	9	5	2	0	0	2	3	1	1	0	1	0	1	0	1	2	4	0	8					
		0.35%	0.53%	0.0%	0.38%	0.0%	0.15%	0.37%	0.70%	0.0%	0.42%	0.53%	0.08%	0.45%	0.15%	0.15%	0.34%	0.53%	0.10%	0.0%	0.54%	0.82%	0.28%	0.27%	0.26%	0.26%	0.44%	0.46%	0.46%	1.19%	0.37%	0.20%	0.20%	0.17%	0.11%	0.08%	0.70%	0.57%	0.16%	0.33%	0.40%	0.28%	0.98%	0.64%	0.40%	0.16%	0.0%	0.0%	0.16%	0.29%	0.23%	0.41%	0.0%	0.62%	0.0%	0.54%	0.0%	0.49%	1.33%	0.58%	0.0%	0.47%					
24	"7. ""Новый курс - Автомобильная Россия"""	444	6	8	4	4	8	6	6	2	6	10	14	11	7	9	5	7	7	12	2	9	5	11	3	16	7	14	6	7	12	6	9	14	5	16	6	12	9	7	7	15	17	21	11	9	6	6	11	9	1	0	1	0	0	0	0	2	1	2	2	15					
		0.81%	0.8%	0.94%	0.77%	0.82%	1.21%	0.74%	0.70%	0.30%	0.84%	0.89%	1.25%	0.71%	0.53%	1.37%	0.56%	0.41%	0.76%	1.14%	0.21%	1.23%	0.35%	0.99%	0.20%	1.40%	0.62%	1.08%	0.4%	0.76%	1.13%	0.61%	0.91%	1.21%	0.59%	1.32%	0.47%	1.73%	0.75%	0.59%	0.70%	1.06%	1.67%	1.49%	0.89%	0.73%	0.92%	1.30%	0.88%	0.88%	0.23%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.99%	0.66%	0.29%	0.40%	0.89%					
25	"8. ""Народно-республиканская партия России"""	40	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	4	1	0	1	0	1	1	1	1	0	1	0	1	2	2	0	2	2	1	0	2	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	5					
		0.07%	0.26%	0.11%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.10%	0.0%	0.0%	0.36%	0.06%	0.0%	0.08%	0.0%	0.06%	0.10%	0.09%	0.10%	0.0%	0.08%	0.0%	0.08%	0.15%	0.28%	0.0%	0.16%	0.20%	0.07%	0.0%	0.14%	0.0%	0.0%	0.15%	0.0%	0.0%	0.19%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%					
26	"9. ""Российская экологическая партия ""Зеленые"""	292	1	2	2	1	2	3	10	2	8	6	7	3	13	9	11	12	0	5	4	4	7	9	9	4	11	3	14	6	5	5	6	3	4	6	1	3	7	7	7	4	8	10	7	6	1	1	7	7	2	0	0	0	0	0	0	1	0	6	1	9					
		0.53%	0.13%	0.23%	0.38%	0.20%	0.30%	0.37%	1.17%	0.30%	1.12%	0.53%	0.62%	0.19%	1.00%	1.37%	1.24%	0.71%	0.0%	0.47%	0.43%	0.54%	0.49%	0.81%	0.60%	0.35%	0.98%	0.23%	0.93%	0.65%	0.47%	0.50%	0.60%	0.26%	0.47%	0.49%	0.07%	0.43%	0.59%	0.59%	0.70%	0.28%	0.78%	0.71%	0.57%	0.48%	0.15%	0.21%	0.56%	0.69%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.87%	0.20%	0.53%					
27	"10. ""Аграрная партия России"""	788	3	13	3	3	10	5	8	11	12	22	17	22	12	17	16	25	19	17	9	4	18	32	34	18	11	10	41	14	12	17	25	12	13	18	21	17	15	20	23	21	7	12	17	22	15	8	14	12	7	1	1	0	0	1	0	3	2	6	0	20					
		1.43%	0.4%	1.53%	0.58%	0.62%	1.51%	0.62%	0.94%	1.69%	1.69%	1.96%	1.52%	1.43%	0.92%	2.59%	1.81%	1.49%	2.06%	1.62%	0.97%	0.54%	1.27%	2.90%	2.27%	1.58%	0.98%	0.77%	2.73%	1.52%	1.13%	1.72%	2.53%	1.04%	1.54%	1.49%	1.64%	2.45%	1.26%	1.68%	2.31%	1.48%	0.69%	0.85%	1.38%	1.78%	2.30%	1.73%	1.13%	1.18%	1.66%	0.41%	0.37%	0.0%	0.0%	0.54%	0.0%	1.49%	1.33%	0.87%	0.0%	1.19%					
28	"11. ""Истинные патриоты России"""	104	0	1	6	0	0	1	11	1	0	3	3	4	5	0	1	17	3	0	2	0	4	0	3	4	0	4	1	0	3	0	0	2	1	2	1	0	2	0	4	4	4	1	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0					
		0.18%	0.0%	0.11%	1.16%	0.0%	0.0%	0.12%	1.29%	0.15%	0.0%	0.26%	0.26%	0.26%	0.38%	0.0%	0.11%	1.01%	0.32%	0.0%	0.21%	0.0%	0.28%	0.0%	0.20%	0.35%	0.0%	0.31%	0.06%	0.0%	0.28%	0.0%	0.0%	0.17%	0.11%	0.16%	0.07%	0.0%	0.16%	0.0%	0.40%	0.28%	0.39%	0.07%	0.0%	0.0%	0.46%	0.0%	0.08%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	540	5	8	3	5	7	8	5	4	10	6	10	20	16	4	9	13	8	13	6	9	18	17	12	4	13	13	15	15	10	10	13	14	13	12	15	7	17	18	5	7	9	14	7	13	4	3	8	13	7	0	2	2	0	1	0	2	2	8	3	25					
		0.98%	0.66%	0.94%	0.58%	1.03%	1.06%	0.99%	0.58%	0.61%	1.41%	0.53%	0.89%	1.30%	1.23%	0.60%	1.02%	0.77%	0.87%	1.24%	0.65%	1.23%	1.27%	1.54%	0.80%	0.35%	1.16%	1.01%	1.0%	1.63%	0.94%	1.01%	1.31%	1.21%	1.54%	0.99%	1.17%	1.01%	1.43%	1.51%	0.50%	0.49%	0.88%	0.99%	0.57%	1.05%	0.61%	0.65%	0.64%	1.28%	1.66%	0.0%	0.75%	1.25%	0.0%	0.54%	0.0%	0.99%	1.33%	1.16%	0.61%	1.49%					
30	"13. ""Демократическая партия России"""	76	1	1	0	0	0	0	1	2	0	0	3	2	4	2	1	2	3	1	1	1	2	0	2	1	1	2	0	0	0	2	2	1	2	2	2	0	3	0	1	2	2	3	3	8	1	0	1	0	0	0	0	0	0	1	0	1	0	2	0	4					
		0.13%	0.13%	0.11%	0.0%	0.0%	0.0%	0.0%	0.11%	0.30%	0.0%	0.0%	0.26%	0.13%	0.30%	0.30%	0.11%	0.11%	0.32%	0.09%	0.10%	0.13%	0.14%	0.0%	0.13%	0.08%	0.08%	0.15%	0.0%	0.0%	0.0%	0.20%	0.20%	0.08%	0.23%	0.16%	0.15%	0.0%	0.25%	0.0%	0.10%	0.14%	0.19%	0.21%	0.24%	0.64%	0.15%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.49%	0.0%	0.29%	0.0%	0.23%					
31	"14. ""Великая Россия - Евразийский Союз"""	134	1	3	0	1	3	3	0	1	4	0	2	0	15	1	2	5	0	4	4	1	4	2	1	2	3	1	5	6	3	2	1	2	2	4	2	4	2	5	3	5	0	4	4	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	8					
		0.24%	0.13%	0.35%	0.0%	0.20%	0.45%	0.37%	0.0%	0.15%	0.56%	0.0%	0.17%	0.0%	1.15%	0.15%	0.22%	0.29%	0.0%	0.38%	0.43%	0.13%	0.28%	0.18%	0.06%	0.17%	0.26%	0.07%	0.33%	0.65%	0.28%	0.20%	0.10%	0.17%	0.23%	0.33%	0.15%	0.57%	0.16%	0.42%	0.30%	0.35%	0.0%	0.28%	0.32%	0.48%	0.15%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.47%					
32	"15. ""Партия СЛОН"""	109	3	1	2	3	0	0	3	0	2	5	2	3	2	1	1	3	0	2	2	2	0	5	2	1	1	4	5	5	5	3	2	2	2	3	0	2	2	2	2	3	2	5	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3	1	7					
		0.19%	0.4%	0.11%	0.38%	0.62%	0.0%	0.0%	0.35%	0.0%	0.28%	0.44%	0.17%	0.19%	0.15%	0.15%	0.11%	0.17%	0.0%	0.19%	0.21%	0.27%	0.0%	0.45%	0.13%	0.08%	0.08%	0.31%	0.33%	0.54%	0.47%	0.30%	0.20%	0.17%	0.23%	0.24%	0.0%	0.28%	0.16%	0.16%	0.20%	0.21%	0.19%	0.35%	0.0%	0.0%	0.0%	0.21%	0.08%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.20%	0.41%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5789	78	128	64	54	88	92	62	73	67	141	144	172	147	44	46	153	118	105	118	89	109	135	204	155	149	145	156	102	129	67	117	119	95	148	152	72	135	112	114	168	79	182	164	168	57	32	183	126	56	1	6	3	0	6	0	3	13	30	26	88					
		10.56%	10.4%	15.13%	12.42%	11.20%	13.35%	11.41%	7.30%	11.24%	9.44%	12.62%	12.90%	11.21%	11.31%	6.70%	5.22%	9.12%	12.85%	10.03%	12.78%	12.19%	7.70%	12.23%	13.64%	13.62%	13.36%	11.27%	10.4%	11.12%	12.25%	6.81%	11.85%	10.32%	11.25%	12.26%	11.91%	10.38%	11.39%	9.45%	11.49%	11.88%	7.79%	12.95%	13.38%	13.64%	8.75%	6.94%	14.78%	12.45%	13.33%	0.41%	2.26%	1.88%	0.0%	3.27%	0.0%	1.49%	8.66%	4.37%	5.32%	5.27%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	85	0	0	0	1	0	0	2	0	1	2	1	2	0	1	1	4	3	2	3	2	2	2	1	4	1	3	4	2	1	0	2	0	1	2	1	1	3	5	1	4	1	1	1	2	0	4	1	0	0	1	0	0	0	0	0	0	0	1	2	6					
		0.15%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.23%	0.0%	0.14%	0.17%	0.08%	0.13%	0.0%	0.15%	0.11%	0.23%	0.32%	0.19%	0.32%	0.27%	0.14%	0.18%	0.06%	0.35%	0.08%	0.23%	0.26%	0.21%	0.09%	0.0%	0.20%	0.0%	0.11%	0.16%	0.07%	0.14%	0.25%	0.42%	0.10%	0.28%	0.09%	0.07%	0.08%	0.16%	0.0%	0.86%	0.08%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.40%	0.35%					
35	"18. ""ЛДПР"""	4409	42	59	27	58	26	59	101	44	51	60	95	37	86	64	85	175	63	92	84	53	78	80	95	73	92	104	116	76	97	103	69	105	49	103	115	69	93	137	113	120	113	150	127	122	81	41	91	92	25	4	10	3	0	5	0	15	12	54	30	186					
		8.04%	5.6%	6.97%	5.24%	12.03%	3.94%	7.32%	11.89%	6.77%	7.19%	5.37%	8.51%	2.41%	6.62%	9.75%	9.64%	10.43%	6.86%	8.79%	9.10%	7.26%	5.51%	7.25%	6.35%	6.41%	8.25%	8.08%	7.73%	8.28%	9.21%	10.47%	6.99%	9.11%	5.80%	8.53%	9.01%	9.95%	7.84%	11.56%	11.39%	8.49%	11.14%	10.67%	10.36%	9.91%	12.44%	8.89%	7.35%	9.09%	5.95%	1.66%	3.77%	1.88%	0.0%	2.73%	0.0%	7.46%	8.0%	7.88%	6.14%	11.15%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	588	8	11	1	2	9	12	8	8	6	3	10	7	14	9	16	12	8	16	17	9	8	8	16	15	7	23	28	6	12	11	15	11	8	12	18	4	8	24	4	12	13	17	9	13	16	16	10	13	4	4	2	2	0	0	0	1	7	9	2	14					
		1.07%	1.06%	1.30%	0.19%	0.41%	1.36%	1.48%	0.94%	1.23%	0.84%	0.26%	0.89%	0.45%	1.07%	1.37%	1.81%	0.71%	0.87%	1.52%	1.84%	1.23%	0.56%	0.72%	1.07%	1.31%	0.62%	1.78%	1.86%	0.65%	1.13%	1.11%	1.51%	0.95%	0.94%	0.99%	1.41%	0.57%	0.67%	2.02%	0.40%	0.84%	1.28%	1.20%	0.73%	1.05%	2.45%	3.47%	0.80%	1.28%	0.95%	1.66%	0.75%	1.25%	0.0%	0.0%	0.0%	0.49%	4.66%	1.31%	0.40%	0.83%					
37	"20. ""Политическая партия ""Единая Россия"""	19107	241	228	221	134	199	236	315	196	217	349	330	633	401	290	335	568	298	301	330	194	729	334	390	287	350	359	452	279	325	323	295	398	288	346	378	178	354	372	300	452	324	365	376	370	238	173	362	349	175	184	183	117	696	131	157	117	44	331	276	934					
		34.85%	32.13%	26.95%	42.91%	27.80%	30.19%	29.28%	37.10%	30.20%	30.60%	31.24%	29.56%	41.26%	30.86%	44.20%	38.02%	33.87%	32.46%	28.77%	35.75%	26.57%	51.55%	30.28%	26.08%	25.21%	31.39%	27.91%	30.13%	30.42%	30.86%	32.85%	29.88%	34.54%	34.12%	28.66%	29.62%	25.68%	29.87%	31.39%	30.24%	31.98%	31.95%	25.97%	30.69%	30.05%	36.55%	37.52%	29.24%	34.48%	41.66%	76.66%	69.05%	73.58%	82.85%	71.58%	87.70%	58.20%	29.33%	48.32%	56.55%	56.02%					
38	"21. ""Российская Конституционно-демократическая партия"""	70	2	1	0	1	0	0	2	0	0	0	1	2	0	1	0	1	2	0	0	0	4	1	1	1	3	1	3	2	1	1	1	1	0	0	4	2	2	1	1	1	2	6	1	2	0	2	2	0	0	4	1	0	0	1	0	0	0	2	1	2					
		0.12%	0.26%	0.11%	0.0%	0.20%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.08%	0.13%	0.0%	0.15%	0.0%	0.05%	0.21%	0.0%	0.0%	0.0%	0.28%	0.09%	0.06%	0.08%	0.26%	0.07%	0.2%	0.21%	0.09%	0.10%	0.10%	0.08%	0.0%	0.0%	0.31%	0.28%	0.16%	0.08%	0.10%	0.07%	0.19%	0.42%	0.08%	0.16%	0.0%	0.43%	0.16%	0.0%	0.0%	1.66%	0.37%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.29%	0.20%	0.11%					
39	"22. ""Развитие предпринимательства"""	156	0	1	2	1	1	3	1	3	2	6	0	9	2	3	3	3	1	11	3	6	1	4	5	6	6	6	8	2	5	4	0	1	2	6	2	4	2	2	1	2	5	3	2	1	0	1	6	2	1	0	0	0	0	0	0	0	1	1	1	2					
		0.28%	0.0%	0.11%	0.38%	0.20%	0.15%	0.37%	0.11%	0.46%	0.28%	0.53%	0.0%	0.58%	0.15%	0.45%	0.34%	0.17%	0.10%	1.05%	0.32%	0.82%	0.07%	0.36%	0.33%	0.52%	0.53%	0.46%	0.53%	0.21%	0.47%	0.40%	0.0%	0.08%	0.23%	0.49%	0.15%	0.57%	0.16%	0.16%	0.10%	0.14%	0.49%	0.21%	0.16%	0.08%	0.0%	0.21%	0.48%	0.19%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.14%	0.20%	0.11%					
