Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
"Наименование Избирательной комиссии:    Уфа, Демская"																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №3454	УИК №3455									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	910	20	30	20	20	25	30	30	35	30	20	20	33	25	40	37	30	40	35	20	20	20	20	25	30	30	20	25	30	50	45	0	20	35									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	808	20	27	19	20	23	28	29	33	28	9	19	32	20	34	35	24	36	33	19	20	20	16	25	20	26	11	20	25	43	43	0	17	34									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	495	1	10	26	14	19	15	22	10	9	24	7	20	10	18	25	22	19	0	11	13	3	23	17	26	12	8	8	16	17	18	18	11	23									
14	Число погашенных неиспользованных открепительных удостоверений	102	0	3	1	0	2	2	1	2	2	11	1	1	5	6	2	6	4	2	1	0	0	4	0	10	4	9	5	5	7	2	0	3	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	290	8	14	13	7	11	6	8	16	11	11	5	6	16	7	12	16	6	5	10	12	5	4	12	9	7	7	6	14	6	3	0	7	10									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	122	4	20	0	1	0	6	7	0	0	14	5	0	8	4	0	4	2	1	18	12	6	0	2	0	2	2	0	1	0	0	3	0	0									
		0.41%	0.67%	1.67%	0.00%	0.13%	0.00%	1.23%	0.66%	0.00%	0.00%	1.91%	0.97%	0.00%	1.54%	0.46%	0.00%	0.38%	0.21%	0.09%	2.27%	1.21%	0.63%	0.00%	0.16%	0.00%	0.17%	0.27%	0.00%	0.09%	0.00%	0.00%	1.30%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	283	3	5	0	2	0	21	16	0	1	9	8	0	22	6	3	7	3	3	26	84	1	19	0	0	23	7	0	3	0	0	11	0	0									
		0.96%	0.50%	0.42%	0.00%	0.27%	0.00%	4.32%	1.51%	0.00%	0.11%	1.23%	1.55%	0.00%	4.24%	0.69%	0.40%	0.66%	0.32%	0.27%	3.28%	8.50%	0.11%	1.92%	0.00%	0.00%	1.93%	0.94%	0.00%	0.27%	0.00%	0.00%	4.78%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	206	11	10	0	1	0	27	7	0	4	18	13	0	16	2	9	6	2	3	15	18	0	19	2	0	15	6	0	0	0	0	2	0	0									
		0.70%	1.85%	0.84%	0.00%	0.13%	0.00%	5.56%	0.66%	0.00%	0.43%	2.45%	2.52%	0.00%	3.08%	0.23%	1.19%	0.57%	0.21%	0.27%	1.89%	1.82%	0.00%	1.92%	0.16%	0.00%	1.26%	0.81%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15663	464	614	411	380	453	241	589	474	472	411	287	420	275	444	346	550	478	557	406	534	485	707	657	446	614	372	638	604	662	469	142	491	570									
		53.02%	77.98%	51.38%	50.68%	51.01%	50.96%	49.59%	55.72%	49.58%	50.70%	55.99%	55.62%	54.40%	52.99%	51.33%	45.89%	51.84%	50.96%	50.77%	51.20%	54.05%	50.99%	71.41%	51.41%	51.21%	51.42%	50.07%	51.41%	53.55%	54.26%	50.98%	61.74%	50.99%	51.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	88	1	2	0	1	0	8	2	0	1	3	1	0	6	2	0	6	5	0	6	11	2	9	0	2	7	7	0	3	0	0	3	0	0									
		0.30%	0.17%	0.17%	0.00%	0.13%	0.00%	1.65%	0.19%	0.00%	0.11%	0.41%	0.19%	0.00%	1.16%	0.23%	0.00%	0.57%	0.53%	0.00%	0.76%	1.11%	0.21%	0.91%	0.00%	0.23%	0.59%	0.94%	0.00%	0.27%	0.00%	0.00%	1.30%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	2	5	0	0	0	0	2	0	0	0	1	0	3	1	0	0	1	0	2	9	0	0	0	0	1	5	0	3	0	0	0	0	0									
		0.12%	0.34%	0.42%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.19%	0.00%	0.58%	0.12%	0.00%	0.00%	0.11%	0.00%	0.25%	0.91%	0.00%	0.00%	0.00%	0.00%	0.08%	0.67%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5483	48	219	169	153	187	50	231	239	148	92	91	160	64	147	156	215	197	232	139	177	200	74	252	183	189	150	259	223	260	193	31	200	155									
		18.56%	8.07%	18.33%	20.84%	20.54%	21.03%	10.29%	21.85%	25.00%	15.90%	12.53%	17.64%	20.73%	12.33%	16.99%	20.69%	20.26%	21.00%	21.15%	17.53%	17.91%	21.03%	7.47%	19.72%	21.01%	15.83%	20.19%	20.87%	19.77%	21.31%	20.98%	13.48%	20.77%	13.93%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	67	4	10	0	2	0	2	3	0	0	6	2	0	4	2	0	2	0	2	3	3	6	4	0	0	3	3	0	3	0	0	1	2	0									
		0.23%	0.67%	0.84%	0.00%	0.27%	0.00%	0.41%	0.28%	0.00%	0.00%	0.82%	0.39%	0.00%	0.77%	0.23%	0.00%	0.19%	0.00%	0.18%	0.38%	0.30%	0.63%	0.40%	0.00%	0.00%	0.25%	0.40%	0.00%	0.27%	0.00%	0.00%	0.43%	0.21%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	69	5	3	0	2	0	3	5	0	1	3	6	0	4	3	0	4	0	1	3	3	0	9	0	0	5	5	2	1	0	0	1	0	0									
		0.23%	0.84%	0.25%	0.00%	0.27%	0.00%	0.62%	0.47%	0.00%	0.11%	0.41%	1.16%	0.00%	0.77%	0.35%	0.00%	0.38%	0.00%	0.09%	0.38%	0.30%	0.00%	0.91%	0.00%	0.00%	0.42%	0.67%	0.16%	0.09%	0.00%	0.00%	0.43%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	1	8	0	1	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	2	0	0	0	0	2	1	2	2	0	0	2	0	0									
		0.10%	0.17%	0.67%	0.00%	0.13%	0.00%	0.00%	0.28%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.17%	0.13%	0.16%	0.18%	0.00%	0.00%	0.87%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	496	1	10	18	5	18	11	17	1	18	18	9	5	10	10	10	9	4	2	4	10	0	9	42	10	13	11	13	7	24	0	1	10	166									
		1.68%	0.17%	0.84%	2.22%	0.67%	2.02%	2.26%	1.61%	0.10%	1.93%	2.45%	1.74%	0.65%	1.93%	1.16%	1.33%	0.85%	0.43%	0.18%	0.50%	1.01%	0.00%	0.91%	3.29%	1.15%	1.09%	1.48%	1.05%	0.62%	1.97%	0.00%	0.43%	1.04%	14.91%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4146	29	103	128	116	142	62	115	147	230	75	59	120	48	140	117	155	150	177	60	77	152	53	192	140	184	102	195	169	217	148	20	154	170									
		14.03%	4.87%	8.62%	15.78%	15.57%	15.97%	12.76%	10.88%	15.38%	24.70%	10.22%	11.43%	15.54%	9.25%	16.18%	15.52%	14.61%	15.99%	16.13%	7.57%	7.79%	15.98%	5.35%	15.02%	16.07%	15.41%	13.73%	15.71%	14.98%	17.79%	16.09%	8.70%	15.99%	15.27%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	161	0	63	0	2	0	3	6	0	0	2	1	0	2	0	10	4	2	7	0	11	0	0	0	0	3	2	4	0	5	18	1	15	0									
		0.54%	0.00%	5.27%	0.00%	0.27%	0.00%	0.62%	0.57%	0.00%	0.00%	0.27%	0.19%	0.00%	0.39%	0.00%	1.33%	0.38%	0.21%	0.64%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.25%	0.27%	0.32%	0.00%	0.41%	1.96%	0.43%	1.56%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2451	13	105	80	74	89	36	54	91	55	61	19	67	35	93	96	86	94	109	107	36	95	47	128	88	124	63	120	109	52	92	6	90	37									
		8.30%	2.18%	8.79%	9.86%	9.93%	10.01%	7.41%	5.11%	9.52%	5.91%	8.31%	3.68%	8.68%	6.74%	10.75%	12.73%	8.11%	10.02%	9.94%	13.49%	3.64%	9.99%	4.75%	10.02%	10.10%	10.39%	8.48%	9.67%	9.66%	4.26%	10.00%	2.61%	9.35%	3.32%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
