Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
"Наименование Избирательной комиссии:    Казань, Авиастроительная"																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2844	80	53	175	59	89	63	59	20	141	20	99	79	12	62	40	56	53	160	15	108	49	96	135	86	96	22	151	44	69	161	103	84	7	21	1	88	86	14	88					
		3.84%	3.92%	2.91%	7.49%	3.16%	4.01%	3.14%	2.81%	0.92%	6.77%	0.81%	4.75%	3.25%	0.57%	2.88%	2.72%	2.65%	2.57%	7.28%	0.62%	4.88%	3.85%	5.87%	8.22%	4.41%	6.20%	0.95%	6.59%	1.77%	5.06%	6.78%	6.16%	3.81%	2.27%	2.43%	0.12%	3.75%	5.64%	2.20%	3.66%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	274	8	5	3	2	10	4	3	9	13	14	9	9	1	6	0	3	5	16	0	12	4	7	10	10	9	13	13	10	7	12	3	11	0	1	1	6	9	1	15					
		0.37%	0.39%	0.27%	0.13%	0.11%	0.45%	0.20%	0.14%	0.42%	0.62%	0.57%	0.43%	0.37%	0.05%	0.28%	0.00%	0.14%	0.24%	0.73%	0.00%	0.54%	0.31%	0.43%	0.61%	0.51%	0.58%	0.56%	0.57%	0.40%	0.51%	0.51%	0.18%	0.50%	0.00%	0.12%	0.12%	0.26%	0.59%	0.16%	0.62%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	59464	1589	1420	1921	1537	1814	1719	1681	1762	1668	1957	1646	1963	1884	1756	1187	1721	1700	1580	1935	1694	1023	1236	1000	1561	1248	1860	1683	2174	1088	1916	1341	1755	293	795	731	2002	1125	561	1938					
		80.35%	77.93%	78.06%	82.16%	82.41%	81.64%	85.74%	80.09%	81.39%	80.08%	79.20%	78.94%	80.65%	89.93%	81.48%	80.64%	81.53%	82.48%	71.88%	79.93%	76.62%	80.36%	75.55%	60.90%	80.01%	80.62%	80.62%	73.40%	87.31%	79.82%	80.67%	80.25%	79.52%	95.13%	92.12%	89.26%	85.26%	73.82%	88.21%	80.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	543	4	4	5	3	10	11	8	2	10	9	15	15	7	2	0	7	11	43	7	27	9	27	59	44	21	23	32	28	10	16	2	11	0	2	4	7	20	6	22					
		0.73%	0.20%	0.22%	0.21%	0.16%	0.45%	0.55%	0.38%	0.09%	0.48%	0.36%	0.72%	0.62%	0.33%	0.09%	0.00%	0.33%	0.53%	1.96%	0.29%	1.22%	0.71%	1.65%	3.59%	2.26%	1.36%	0.99%	1.40%	1.12%	0.73%	0.67%	0.12%	0.50%	0.00%	0.23%	0.49%	0.30%	1.31%	0.94%	0.91%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
