Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Балтийская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43					
41	Против всех	1094	25	114	57	75	53	89	73	93	98	77	118	74	25	34	78	11					
		6.85%	6.44%	9.01%	7.79%	5.32%	4.45%	6.89%	6.51%	6.33%	6.25%	6.84%	9.48%	7.99%	5.23%	7.39%	7.62%	4.11%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
