Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Бичурская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	375	15	10	15	10	10	10	15	15	10	10	10	10	10	5	10	5	10	10	5	10	10	5	10	5	10	5	5	10	15	10	10	10	10	10	10	10	15	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	148	1	3	3	1	1	1	3	6	1	0	10	1	10	5	3	0	10	0	0	10	10	5	3	0	3	5	5	5	3	1	1	3	0	5	10	10	0	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	60	1	1	2	2	2	0	1	1	0	1	1	1	7	0	1	1	0	0	0	1	3	1	3	1	2	1	0	0	6	3	1	3	1	9	2	0	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	227	14	7	12	9	9	9	12	9	9	10	0	9	0	0	7	5	0	10	5	0	0	0	7	5	7	0	0	5	12	9	9	7	10	5	0	0	15	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	3	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	49	3	3	4	2	0	0	1	4	3	2	0	0	0	0	1	0	1	0	0	0	1	0	4	3	4	1	0	2	3	1	0	1	2	1	0	1	0	1									
		0.73%	1.02%	1.52%	1.43%	1.07%	0.00%	0.00%	0.29%	1.14%	1.52%	2.56%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.53%	0.00%	0.00%	0.00%	0.87%	0.00%	2.41%	3.09%	2.15%	1.79%	0.00%	1.01%	1.07%	0.76%	0.00%	0.39%	1.26%	0.29%	0.00%	0.46%	0.00%	0.43%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	243	7	5	7	4	6	9	16	9	7	4	6	9	8	0	21	2	4	4	0	5	4	7	12	1	10	0	8	12	11	1	7	4	5	3	6	4	8	7									
		3.64%	2.37%	2.53%	2.51%	2.14%	3.16%	5.29%	4.60%	2.56%	3.55%	5.13%	6.38%	9.28%	3.08%	0.00%	7.72%	2.44%	2.14%	3.81%	0.00%	3.16%	3.48%	12.73%	7.23%	1.03%	5.38%	0.00%	9.52%	6.06%	3.91%	0.76%	7.07%	1.54%	3.14%	0.88%	3.75%	1.85%	4.17%	3.04%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	144	16	7	11	4	6	2	18	9	7	0	2	5	5	0	4	0	1	1	0	1	3	2	3	1	5	0	0	0	5	8	2	5	2	4	1	0	2	2									
		2.16%	5.42%	3.54%	3.94%	2.14%	3.16%	1.18%	5.17%	2.56%	3.55%	0.00%	2.13%	5.15%	1.92%	0.00%	1.47%	0.00%	0.53%	0.95%	0.00%	0.63%	2.61%	3.64%	1.81%	1.03%	2.69%	0.00%	0.00%	0.00%	1.78%	6.11%	2.02%	1.93%	1.26%	1.18%	0.63%	0.00%	1.04%	0.87%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3048	99	65	89	65	64	70	122	118	63	31	53	41	100	29	106	47	125	49	23	81	62	23	64	55	92	37	53	109	100	66	40	120	80	201	118	145	76	167									
		45.72%	33.56%	32.83%	31.90%	34.76%	33.68%	41.18%	35.06%	33.62%	31.98%	39.74%	56.38%	42.27%	38.46%	44.62%	38.97%	57.32%	66.84%	46.67%	74.19%	51.27%	53.91%	41.82%	38.55%	56.70%	49.46%	66.07%	63.10%	55.05%	35.59%	50.38%	40.40%	46.33%	50.31%	59.29%	73.75%	67.13%	39.58%	72.61%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	0	1	1	0	3	0	1	1	3	0	0	1	1	0	5	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0									
		0.37%	0.00%	0.51%	0.36%	0.00%	1.58%	0.00%	0.29%	0.28%	1.52%	0.00%	0.00%	1.03%	0.38%	0.00%	1.84%	0.00%	1.07%	0.00%	0.00%	0.00%	0.87%	0.00%	0.60%	0.00%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.63%	0.00%	0.63%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	0	1	0	0	1	0	1	0	2	1	1	1	1	2	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	2	0	1	0									
		0.28%	0.00%	0.00%	0.36%	0.00%	0.00%	0.59%	0.00%	0.28%	0.00%	2.56%	1.06%	1.03%	0.38%	1.54%	0.74%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	1.79%	1.19%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	1.25%	0.00%	0.52%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	906	46	34	58	51	43	33	55	66	40	3	9	15	33	1	25	6	4	15	5	27	15	8	24	6	18	5	7	36	50	18	16	38	15	15	1	2	54	9									
		13.59%	15.59%	17.17%	20.79%	27.27%	22.63%	19.41%	15.80%	18.80%	20.30%	3.85%	9.57%	15.46%	12.69%	1.54%	9.19%	7.32%	2.14%	14.29%	16.13%	17.09%	13.04%	14.55%	14.46%	6.19%	9.68%	8.93%	8.33%	18.18%	17.79%	13.74%	16.16%	14.67%	9.43%	4.42%	0.63%	0.93%	28.13%	3.91%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	0	0	2	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0									
		0.18%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.57%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	265	14	5	18	10	10	9	12	12	9	3	3	8	25	4	4	0	15	2	1	3	3	2	7	9	13	0	0	3	12	4	6	11	7	3	5	4	6	3									
		3.97%	4.75%	2.53%	6.45%	5.35%	5.26%	5.29%	3.45%	3.42%	4.57%	3.85%	3.19%	8.25%	9.62%	6.15%	1.47%	0.00%	8.02%	1.90%	3.23%	1.90%	2.61%	3.64%	4.22%	9.28%	6.99%	0.00%	0.00%	1.52%	4.27%	3.05%	6.06%	4.25%	4.40%	0.88%	3.13%	1.85%	3.13%	1.30%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	1	0	0	0	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0									
		0.16%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.51%	1.28%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.36%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	5	2	0	1	1	2	0	0	1	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	3	0	0	0	0									
		0.40%	1.69%	1.01%	0.00%	0.53%	0.53%	1.18%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	1.07%	1.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.71%	0.76%	1.01%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1516	82	56	65	40	48	34	103	107	45	22	15	12	72	15	79	13	18	28	1	34	21	9	44	12	37	8	14	24	82	25	20	49	37	95	22	56	35	37									
		22.74%	27.80%	28.28%	23.30%	21.39%	25.26%	20.00%	29.60%	30.48%	22.84%	28.21%	15.96%	12.37%	27.69%	23.08%	29.04%	15.85%	9.63%	26.67%	3.23%	21.52%	18.26%	16.36%	26.51%	12.37%	19.89%	14.29%	16.67%	12.12%	29.18%	19.08%	20.20%	18.92%	23.27%	28.02%	13.75%	25.93%	18.23%	16.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	1	0	5	0	0	0	3	0	2	0	0	0	2	1	3	7	2	0	0	1	0	0	0	0	0	0	0	1	2	0	0	2	0	1	0	2	1	0									
		0.54%	0.34%	0.00%	1.79%	0.00%	0.00%	0.00%	0.86%	0.00%	1.02%	0.00%	0.00%	0.00%	0.77%	1.54%	1.10%	8.54%	1.07%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.71%	0.00%	0.00%	0.77%	0.00%	0.29%	0.00%	0.93%	0.52%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	220	11	9	16	2	4	4	10	6	5	8	4	3	7	14	12	7	10	2	1	5	2	2	5	4	2	0	1	1	7	4	2	25	9	3	3	2	4	4									
		3.30%	3.73%	4.55%	5.73%	1.07%	2.11%	2.35%	2.87%	1.71%	2.54%	10.26%	4.26%	3.09%	2.69%	21.54%	4.41%	8.54%	5.35%	1.90%	3.23%	3.16%	1.74%	3.64%	3.01%	4.12%	1.08%	0.00%	1.19%	0.51%	2.49%	3.05%	2.02%	9.65%	5.66%	0.88%	1.88%	0.93%	2.08%	1.74%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
