Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Цимлянская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434									
		0.69%	0.66%	1.19%	1.70%	0.48%	1.26%	1.55%	0.50%	0.00%	0.00%	0.49%	0.27%	0.52%	0.00%	0.57%	0.84%	0.44%	1.05%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.55%	1.42%	0.00%	0.60%	0.58%	0.00%	0.57%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	2	0	1	2	2	1	0	0	0	1	1	1	3	3	1	1	0	1	0	0	1	0	0	3	0	0	0	0	0	0									
		0.21%	0.00%	0.24%	0.00%	0.24%	0.28%	0.31%	0.17%	0.00%	0.00%	0.00%	0.27%	0.52%	0.67%	0.34%	0.42%	0.44%	0.52%	0.00%	0.64%	0.00%	0.00%	1.47%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2097	124	110	80	87	160	100	108	101	37	52	82	39	22	166	147	39	37	105	32	12	52	11	23	33	61	22	12	69	32	106	36									
		17.98%	16.40%	13.10%	19.46%	20.67%	22.41%	15.48%	18.15%	18.23%	15.95%	25.62%	21.87%	20.21%	14.77%	18.80%	20.50%	17.18%	19.37%	18.04%	20.38%	15.00%	18.12%	16.18%	21.70%	11.46%	16.67%	15.60%	12.77%	13.80%	18.60%	19.63%	20.45%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	44	4	3	1	1	5	3	6	1	0	1	2	0	0	4	5	0	0	2	0	0	2	0	0	0	1	1	0	1	1	0	0									
		0.38%	0.53%	0.36%	0.24%	0.24%	0.70%	0.46%	1.01%	0.18%	0.00%	0.49%	0.53%	0.00%	0.00%	0.45%	0.70%	0.00%	0.00%	0.34%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.27%	0.71%	0.00%	0.20%	0.58%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	88	8	5	5	7	5	3	4	2	5	1	0	4	0	6	5	3	1	7	0	1	0	1	0	3	1	0	0	0	3	8	0									
		0.75%	1.06%	0.60%	1.22%	1.66%	0.70%	0.46%	0.67%	0.36%	2.16%	0.49%	0.00%	2.07%	0.00%	0.68%	0.70%	1.32%	0.52%	1.20%	0.00%	1.25%	0.00%	1.47%	0.00%	1.04%	0.27%	0.00%	0.00%	0.00%	1.74%	1.48%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	1	1	1	2	3	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0									
		0.12%	0.00%	0.12%	0.24%	0.24%	0.28%	0.46%	0.17%	0.00%	0.00%	0.49%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.58%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	72	17	4	5	1	5	2	4	3	9	1	0	2	0	5	1	3	0	2	0	0	0	0	0	2	1	0	0	4	0	1	0									
		0.62%	2.25%	0.48%	1.22%	0.24%	0.70%	0.31%	0.67%	0.54%	3.88%	0.49%	0.00%	1.04%	0.00%	0.57%	0.14%	1.32%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.27%	0.00%	0.00%	0.80%	0.00%	0.19%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1980	164	166	74	81	108	135	123	107	40	22	49	22	17	184	118	27	25	82	17	14	33	16	15	48	52	29	19	75	21	65	32									
		16.98%	21.69%	19.76%	18.00%	19.24%	15.13%	20.90%	20.67%	19.31%	17.24%	10.84%	13.07%	11.40%	11.41%	20.84%	16.46%	11.89%	13.09%	14.09%	10.83%	17.50%	11.50%	23.53%	14.15%	16.67%	14.21%	20.57%	20.21%	15.00%	12.21%	12.04%	18.18%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	1	3	0	0	1	5	3	2	0	0	0	0	0	4	0	2	0	0	0	0	2	0	0	0	1	0	0	0	1	2	0									
		0.23%	0.13%	0.36%	0.00%	0.00%	0.14%	0.77%	0.50%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.58%	0.37%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1058	81	123	45	29	84	63	69	58	25	26	28	7	8	59	50	21	12	31	21	2	24	3	8	25	38	4	8	47	13	38	8									
		9.07%	10.71%	14.64%	10.95%	6.89%	11.76%	9.75%	11.60%	10.47%	10.78%	12.81%	7.47%	3.63%	5.37%	6.68%	6.97%	9.25%	6.28%	5.33%	13.38%	2.50%	8.36%	4.41%	7.55%	8.68%	10.38%	2.84%	8.51%	9.40%	7.56%	7.04%	4.55%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
