Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																															
Дата голосования: 02.12.2007																																																																															
																																																																															
Наименование Избирательной комиссии:    Коломенская городская																																																																															
																																																																															
Сводная таблица результатов выборов																																																																															
																																																																															
		Сумма	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	3221	20	40	50	40	40	67	60	40	80	40	60	40	40	40	40	40	40	65	60	40	40	40	60	45	40	40	60	40	40	40	50	60	60	40	80	40	45	40	45	40	60	60	50	40	50	40	40	40	60	60	40	60	40	60	80	60	40	75	40	40	40	40	0	0	0	0	0	0	40	70	49	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2625	20	29	48	38	19	63	48	39	77	38	53	23	29	40	21	23	36	63	46	23	8	11	44	41	27	19	60	28	35	31	48	60	60	40	80	20	40	33	39	30	50	56	44	21	49	33	38	13	58	48	32	59	40	52	64	41	39	55	28	26	29	16	0	0	0	0	0	0	36	70	44	54					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2648	786	10	19	152	162	26	35	44	44	12	24	15	18	117	100	20	20	42	15	27	21	18	30	7	20	16	26	15	38	27	41	12	25	47	21	17	20	24	28	15	22	24	18	18	18	14	17	7	12	13	21	12	10	17	13	27	73	13	10	17	26	17	0	0	2	0	7	1	8	17	21	17					
14	Число погашенных неиспользованных открепительных удостоверений	596	0	11	2	2	21	4	12	1	3	2	7	17	11	0	19	17	4	2	14	17	32	29	16	4	13	21	0	12	5	9	2	0	0	0	0	20	5	7	6	10	10	4	6	19	1	7	2	27	2	12	8	1	0	8	16	19	1	20	12	14	11	24	0	0	0	0	0	0	4	0	5	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	101	1	0	0	2	1	2	3	1	5	2	1	2	1	2	2	2	1	3	3	2	1	1	3	1	3	0	2	0	3	0	2	2	2	0	1	1	4	1	2	2	1	2	1	3	1	3	1	0	3	0	2	3	0	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																															
18	1.Политическая партия «Аграрная партия России»	2060	31	33	27	23	19	29	55	26	35	21	42	24	29	36	25	41	25	26	43	11	13	14	34	12	54	20	38	20	40	37	42	51	31	25	39	30	39	23	35	49	39	36	34	32	44	28	18	17	37	32	36	28	32	47	28	32	43	34	26	32	27	16	4	1	5	0	1	1	17	30	28	28					
		2.89%	1.99%	5.42%	3.71%	2.47%	1.87%	1.67%	3.94%	3.35%	2.19%	2.75%	3.71%	2.71%	3.77%	3.26%	3.14%	3.86%	3.17%	1.94%	3.96%	1.94%	2.95%	2.74%	2.94%	1.38%	4.12%	3.62%	2.59%	2.49%	3.65%	3.20%	3.76%	3.68%	2.17%	2.63%	2.44%	3.20%	3.55%	2.70%	3.71%	5.32%	3.54%	2.91%	3.40%	3.60%	3.47%	2.86%	1.83%	3.13%	2.83%	2.49%	3.20%	2.04%	4.14%	3.54%	2.65%	2.42%	3.34%	1.86%	2.25%	3.42%	2.42%	2.78%	1.78%	0.76%	2.50%	0.00%	1.47%	1.47%	2.34%	2.26%	1.96%	2.26%					
19	2.Всероссийская политическая партия «Гражданская Сила»	891	10	5	10	16	8	11	25	14	20	3	10	6	9	10	6	8	17	20	26	4	6	5	22	15	13	11	15	11	18	18	13	27	23	14	29	6	18	12	14	10	15	16	30	13	16	9	19	8	17	11	7	20	9	8	19	7	19	17	8	5	15	5	3	0	2	0	0	1	5	15	13	21					
		1.25%	0.64%	0.82%	1.38%	1.72%	0.79%	0.64%	1.79%	1.80%	1.25%	0.39%	0.88%	0.68%	1.17%	0.91%	0.75%	0.75%	2.15%	1.49%	2.39%	0.71%	1.36%	0.98%	1.90%	1.73%	0.99%	1.99%	1.02%	1.37%	1.64%	1.56%	1.16%	1.95%	1.61%	1.47%	1.81%	0.64%	1.64%	1.41%	1.48%	1.09%	1.36%	1.29%	3.00%	1.46%	1.26%	0.92%	1.93%	1.47%	1.30%	0.86%	0.62%	1.46%	1.16%	0.60%	1.80%	0.53%	1.48%	0.93%	0.69%	0.53%	1.34%	0.87%	1.33%	0.00%	1.00%	0.00%	0.00%	1.47%	0.69%	1.13%	0.91%	1.70%					
20	3.Политическая партия «Демократическая партия России»	97	2	0	1	0	3	4	6	1	2	2	1	1	1	2	1	1	1	2	0	0	2	0	1	0	1	0	5	2	5	1	1	0	2	2	1	0	0	0	0	2	3	0	1	2	0	1	2	1	3	5	1	2	2	3	3	1	1	0	4	0	0	0	0	0	0	1	0	0	0	4	0	1					
		0.14%	0.13%	0.00%	0.14%	0.00%	0.29%	0.23%	0.43%	0.13%	0.13%	0.26%	0.09%	0.11%	0.13%	0.18%	0.13%	0.09%	0.13%	0.15%	0.00%	0.00%	0.45%	0.00%	0.09%	0.00%	0.08%	0.00%	0.34%	0.25%	0.46%	0.09%	0.09%	0.00%	0.14%	0.21%	0.06%	0.00%	0.00%	0.00%	0.00%	0.22%	0.27%	0.00%	0.10%	0.22%	0.00%	0.10%	0.20%	0.18%	0.23%	0.39%	0.09%	0.15%	0.26%	0.23%	0.28%	0.08%	0.08%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.96%	0.00%	0.00%	0.00%	0.30%	0.00%	0.08%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	11306	160	92	117	148	92	172	216	108	247	92	231	154	149	164	115	191	89	240	245	53	75	91	264	154	244	101	270	164	195	195	191	277	256	146	259	154	161	148	169	146	197	208	168	140	308	165	124	107	166	207	199	258	144	236	182	146	146	230	108	104	168	96	35	4	43	2	7	5	122	192	187	167					
		15.89%	10.32%	15.11%	16.09%	15.88%	9.05%	9.93%	15.47%	13.90%	15.45%	12.06%	20.41%	17.38%	19.35%	14.87%	14.45%	18.00%	11.28%	17.94%	22.56%	9.36%	17.01%	17.81%	22.84%	17.74%	18.61%	18.30%	18.37%	20.45%	17.81%	16.85%	17.10%	20.00%	17.91%	15.34%	16.21%	16.44%	14.65%	17.37%	17.92%	15.85%	17.89%	16.81%	16.80%	15.75%	24.29%	16.85%	12.58%	19.67%	12.71%	16.12%	17.67%	18.79%	18.63%	17.78%	17.20%	11.04%	11.34%	12.56%	9.37%	11.11%	15.05%	16.70%	15.56%	3.05%	21.50%	3.92%	10.29%	7.35%	16.78%	14.45%	13.11%	13.50%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	741	9	5	10	2	13	18	6	8	29	7	15	8	12	11	7	16	10	13	11	7	19	4	30	12	26	5	15	0	13	22	8	14	11	12	16	6	13	11	9	12	11	13	9	8	13	8	14	5	8	6	14	7	10	15	10	12	6	9	12	10	18	8	0	0	1	0	0	0	4	16	10	9					
		1.04%	0.58%	0.82%	1.38%	0.21%	1.28%	1.04%	0.43%	1.03%	1.81%	0.92%	1.33%	0.90%	1.56%	0.99%	0.88%	1.51%	1.27%	0.97%	1.01%	1.24%	4.31%	0.78%	2.60%	1.38%	1.98%	0.91%	1.02%	0.00%	1.19%	1.90%	0.72%	1.01%	0.77%	1.26%	1.00%	0.64%	1.18%	1.29%	0.95%	1.30%	0.99%	1.05%	0.90%	0.90%	1.03%	0.82%	1.42%	0.92%	0.61%	0.47%	1.24%	0.51%	1.29%	1.13%	0.95%	0.91%	0.47%	0.49%	1.04%	1.07%	1.61%	1.39%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.55%	1.20%	0.70%	0.73%					
23	6.Политическая партия «Партия социальной справедливости»	211	4	3	1	3	8	2	3	2	4	1	1	1	3	3	3	4	3	7	4	6	0	2	1	6	6	3	4	2	2	3	4	3	6	6	4	1	4	2	4	1	6	4	3	0	1	1	6	0	4	1	6	3	0	7	4	3	3	2	3	1	4	1	0	1	1	0	0	1	2	0	7	6					
		0.30%	0.26%	0.49%	0.14%	0.32%	0.79%	0.12%	0.21%	0.26%	0.25%	0.13%	0.09%	0.11%	0.39%	0.27%	0.38%	0.38%	0.38%	0.52%	0.37%	1.06%	0.00%	0.39%	0.09%	0.69%	0.46%	0.54%	0.27%	0.25%	0.18%	0.26%	0.36%	0.22%	0.42%	0.63%	0.25%	0.11%	0.36%	0.23%	0.42%	0.11%	0.54%	0.32%	0.30%	0.00%	0.08%	0.10%	0.61%	0.00%	0.31%	0.08%	0.53%	0.22%	0.00%	0.53%	0.38%	0.23%	0.23%	0.11%	0.26%	0.11%	0.36%	0.17%	0.00%	0.76%	0.50%	0.00%	0.00%	1.47%	0.28%	0.00%	0.49%	0.49%					
24	7.Политическая партия «Либерально-демократическая партия России»	5530	116	39	62	49	247	219	130	55	97	75	74	61	50	70	72	62	56	82	69	49	47	44	72	70	90	37	102	48	93	91	85	92	89	53	125	65	69	47	48	60	71	81	47	64	64	78	65	38	103	91	72	70	46	80	110	136	144	267	105	103	72	36	21	14	7	5	5	13	53	85	116	107					
		7.77%	7.48%	6.40%	8.53%	5.26%	24.29%	12.64%	9.31%	7.08%	6.07%	9.83%	6.54%	6.88%	6.49%	6.35%	9.05%	5.84%	7.10%	6.13%	6.35%	8.66%	10.66%	8.61%	6.23%	8.06%	6.86%	6.70%	6.94%	5.99%	8.49%	7.87%	7.61%	6.64%	6.23%	5.57%	7.82%	6.94%	6.28%	5.52%	5.09%	6.51%	6.45%	6.55%	4.70%	7.20%	5.05%	7.97%	6.59%	6.99%	7.89%	7.09%	6.39%	5.10%	5.95%	6.03%	10.40%	10.28%	11.19%	14.58%	9.11%	11.00%	6.45%	6.26%	9.33%	10.69%	3.50%	9.80%	7.35%	19.12%	7.29%	6.40%	8.13%	8.65%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7706	91	58	76	95	52	117	176	88	185	72	144	125	76	130	82	170	82	171	118	62	42	53	112	99	133	61	157	82	98	128	112	162	175	114	186	94	114	92	95	67	124	141	118	109	154	161	119	44	155	162	154	148	85	186	112	138	119	139	97	73	122	61	33	7	28	0	3	4	78	161	202	123					
		10.83%	5.87%	9.52%	10.45%	10.19%	5.11%	6.76%	12.61%	11.33%	11.57%	9.44%	12.72%	14.11%	9.87%	11.79%	10.30%	16.02%	10.39%	12.78%	10.87%	10.95%	9.52%	10.37%	9.69%	11.41%	10.14%	11.05%	10.68%	10.22%	8.95%	11.06%	10.03%	11.70%	12.25%	11.97%	11.64%	10.03%	10.37%	10.80%	10.07%	7.27%	11.26%	11.40%	11.80%	12.26%	12.15%	16.45%	12.07%	8.09%	11.87%	12.62%	13.68%	10.78%	10.99%	14.02%	10.59%	10.43%	9.25%	7.59%	8.41%	7.80%	10.93%	10.61%	14.67%	5.34%	14.00%	0.00%	4.41%	5.88%	10.73%	12.11%	14.17%	9.94%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	745	9	3	8	10	12	34	21	12	11	10	20	8	4	7	17	9	8	18	15	5	5	2	13	6	11	6	8	6	5	11	8	25	22	15	22	9	9	11	5	8	11	14	14	8	11	6	11	10	13	10	8	8	13	18	8	12	10	17	13	8	16	4	2	1	1	0	0	1	8	12	21	8					
		1.05%	0.58%	0.49%	1.10%	1.07%	1.18%	1.96%	1.50%	1.54%	0.69%	1.31%	1.77%	0.90%	0.52%	0.63%	2.14%	0.85%	1.01%	1.35%	1.38%	0.88%	1.13%	0.39%	1.12%	0.69%	0.84%	1.09%	0.54%	0.75%	0.46%	0.95%	0.72%	1.81%	1.54%	1.58%	1.38%	0.96%	0.82%	1.29%	0.53%	0.87%	0.99%	1.13%	1.40%	0.90%	0.87%	0.61%	1.12%	1.84%	0.99%	0.78%	0.71%	0.58%	1.68%	1.36%	0.76%	0.91%	0.78%	0.93%	1.13%	0.85%	1.43%	0.70%	0.89%	0.76%	0.50%	0.00%	0.00%	1.47%	1.10%	0.90%	1.47%	0.65%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	39627	1083	357	393	556	508	1056	730	429	909	458	549	479	414	633	445	522	470	713	489	348	217	277	569	456	686	284	808	442	584	594	615	698	771	528	858	547	645	474	522	533	602	685	543	488	631	500	587	296	752	730	601	784	404	695	557	800	770	1072	748	584	645	340	124	102	105	43	51	41	412	766	799	721					
		55.69%	69.83%	58.62%	54.06%	59.66%	49.95%	60.97%	52.29%	55.21%	56.85%	60.03%	48.50%	54.06%	53.77%	57.39%	55.90%	49.20%	59.57%	53.29%	45.03%	61.48%	49.21%	54.21%	49.22%	52.53%	52.33%	51.45%	54.97%	55.11%	53.33%	51.34%	55.06%	50.40%	53.95%	55.46%	53.69%	58.38%	58.69%	55.63%	55.36%	57.87%	54.68%	55.38%	54.30%	54.89%	49.76%	51.07%	59.53%	54.41%	57.58%	56.85%	53.37%	57.10%	52.26%	52.37%	52.65%	60.47%	59.83%	58.55%	64.87%	62.39%	57.80%	59.13%	55.11%	77.86%	52.50%	84.31%	75.00%	60.29%	56.67%	57.64%	56.03%	58.29%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1386	15	7	14	15	17	22	16	29	47	12	30	13	17	25	16	26	16	27	50	15	10	10	30	30	32	14	26	21	28	34	22	25	28	26	33	17	16	24	21	21	15	27	19	16	16	12	16	11	24	20	15	31	16	17	20	15	9	24	19	9	14	8	2	0	5	0	0	1	13	32	29	34					
		1.95%	0.97%	1.15%	1.93%	1.61%	1.67%	1.27%	1.15%	3.73%	2.94%	1.57%	2.65%	1.47%	2.21%	2.27%	2.01%	2.45%	2.03%	2.02%	4.60%	2.65%	2.27%	1.96%	2.60%	3.46%	2.44%	2.54%	1.77%	2.62%	2.56%	2.94%	1.97%	1.81%	1.96%	2.73%	2.07%	1.81%	1.46%	2.82%	2.23%	2.28%	1.36%	2.18%	1.90%	1.80%	1.26%	1.23%	1.62%	2.02%	1.84%	1.56%	1.33%	2.26%	2.07%	1.28%	1.89%	1.13%	0.70%	1.31%	1.65%	0.96%	1.25%	1.39%	0.89%	0.00%	2.50%	0.00%	0.00%	1.47%	1.79%	2.41%	2.03%	2.75%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
