Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																
Дата голосования: 04.12.2011																																																																																
																																																																																
Наименование Избирательной комиссии:    Коломенская городская																																																																																
																																																																																
Сводная таблица результатов выборов																																																																																
																																																																																
		Сумма	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3006	40	30	30	30	23	45	75	51	71	38	55	40	30	55	30	40	30	68	65	30	30	28	52	52	45	30	45	35	56	35	40	65	65	46	65	40	50	30	30	40	48	50	46	48	58	55	40	30	51	45	40	50	50	42	50	30	53	65	50	40	30	40	90	50	30	40	30	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2429	20	26	29	24	18	37	62	47	68	34	54	29	20	47	23	40	21	54	47	18	7	23	41	48	38	23	45	31	41	24	33	65	57	41	65	24	41	23	19	21	48	48	41	39	46	48	23	14	51	43	35	43	40	41	40	20	53	55	46	27	6	26	78	31	17	25	17	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1746	366	20	19	42	30	21	193	17	22	9	19	16	21	70	20	18	26	17	18	21	11	3	15	11	30	10	15	12	16	14	26	24	18	14	20	17	16	39	28	13	21	21	14	15	13	11	6	16	5	14	15	8	9	13	16	10	11	19	25	9	13	40	16	12	17	21	14	0	0	5	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	577	20	4	1	6	5	8	13	4	3	4	1	11	10	8	7	0	9	14	18	12	23	5	11	4	7	7	0	4	15	11	7	0	8	5	0	16	9	7	11	19	0	2	5	9	12	7	17	16	0	2	5	7	10	1	10	10	0	10	4	13	24	14	12	19	13	15	13	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	52	0	1	1	0	0	0	0	0	4	2	0	1	0	1	0	1	0	0	2	0	0	0	1	1	0	0	0	0	3	0	1	1	3	0	2	0	1	2	1	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	2	2	1	1	1	0	4	4	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	11761	150	89	139	134	98	135	218	185	289	118	211	160	162	192	72	280	94	237	216	97	62	74	248	150	255	87	248	137	196	173	212	282	245	223	285	159	147	121	172	136	201	239	156	191	223	197	178	65	243	209	171	224	204	201	180	102	227	202	233	150	52	132	206	150	111	229	84	38	21	33	4	12	5					
		19.88%	14.22%	19.35%	21.75%	21.65%	11.30%	19.48%	14.71%	19.79%	22.21%	19.03%	21.16%	22.66%	21.80%	21.45%	16.51%	21.93%	19.42%	21.20%	21.14%	20.86%	18.51%	17.87%	23.73%	18.29%	23.18%	18.59%	20.00%	20.15%	21.05%	18.04%	22.65%	21.96%	20.80%	23.04%	19.40%	20.98%	17.50%	17.56%	21.74%	19.40%	20.72%	22.25%	18.31%	22.16%	19.72%	20.25%	21.76%	19.82%	23.28%	20.25%	18.11%	18.41%	23.92%	18.94%	19.46%	19.81%	22.08%	19.57%	20.33%	16.54%	15.90%	15.87%	14.82%	17.79%	20.94%	23.78%	16.12%	19.39%	18.26%	18.03%	13.33%	29.27%	10.64%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7988	118	56	80	78	273	92	275	123	147	80	131	78	99	115	74	131	85	156	114	84	52	69	96	124	118	54	155	74	129	143	107	137	123	117	226	110	118	94	76	86	107	129	87	107	111	125	104	46	115	158	129	150	110	109	143	65	136	144	169	136	48	167	296	148	71	109	67	47	16	21	1	6	14					
		13.50%	11.18%	12.17%	12.52%	12.60%	31.49%	13.28%	18.56%	13.16%	11.30%	12.90%	13.14%	11.05%	13.32%	12.85%	16.97%	10.26%	17.56%	13.95%	11.15%	18.06%	15.52%	16.67%	9.19%	15.12%	10.73%	11.54%	12.50%	10.88%	13.86%	14.91%	11.43%	10.67%	10.44%	12.09%	15.38%	14.51%	14.05%	13.64%	9.61%	12.27%	11.03%	12.01%	10.21%	12.41%	9.81%	12.85%	12.71%	14.02%	11.02%	15.31%	13.67%	12.33%	12.90%	10.27%	15.46%	12.62%	13.23%	13.95%	14.75%	14.99%	14.68%	20.07%	21.29%	17.56%	13.40%	11.32%	12.86%	23.98%	13.91%	11.48%	3.33%	14.63%	29.79%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	742	7	10	7	7	7	11	25	13	17	8	12	5	3	9	11	7	3	24	16	5	4	3	13	10	16	4	23	13	8	7	10	16	15	19	23	7	9	11	6	8	6	10	18	8	12	12	14	5	11	5	11	8	12	13	11	8	8	14	16	8	2	27	29	10	11	6	5	3	3	1	0	2	1					
		1.25%	0.66%	2.17%	1.10%	1.13%	0.81%	1.59%	1.69%	1.39%	1.31%	1.29%	1.20%	0.71%	0.40%	1.01%	2.52%	0.55%	0.62%	2.15%	1.57%	1.08%	1.19%	0.72%	1.24%	1.22%	1.45%	0.85%	1.85%	1.91%	0.86%	0.73%	1.07%	1.25%	1.27%	1.96%	1.57%	0.92%	1.07%	1.60%	0.76%	1.14%	0.62%	0.93%	2.11%	0.93%	1.06%	1.23%	1.71%	1.52%	1.05%	0.48%	1.17%	0.66%	1.41%	1.23%	1.19%	1.55%	0.78%	1.36%	1.40%	0.88%	0.61%	3.25%	2.09%	1.19%	2.08%	0.62%	0.96%	1.53%	2.61%	0.55%	0.00%	4.88%	2.13%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	17238	232	133	175	196	148	175	351	259	381	153	311	196	228	271	128	408	141	324	353	103	102	139	357	260	366	166	398	191	271	272	276	444	382	228	432	197	256	191	256	216	262	317	248	234	454	280	212	89	322	310	312	370	224	339	289	166	298	303	296	231	94	213	331	208	147	290	177	51	15	69	7	8	6					
		29.14%	21.99%	28.91%	27.39%	31.66%	17.07%	25.25%	23.68%	27.70%	29.29%	24.68%	31.19%	27.76%	30.69%	30.28%	29.36%	31.95%	29.13%	28.98%	34.54%	22.15%	30.45%	33.57%	34.16%	31.71%	33.27%	35.47%	32.10%	28.09%	29.11%	28.36%	29.49%	34.58%	32.43%	23.55%	29.41%	25.99%	30.48%	27.72%	32.36%	30.81%	27.01%	29.52%	29.11%	27.15%	40.14%	28.78%	25.92%	27.13%	30.84%	30.04%	33.05%	30.40%	26.26%	31.95%	31.24%	32.23%	28.99%	29.36%	25.83%	25.47%	28.75%	25.60%	23.81%	24.67%	27.74%	30.11%	33.97%	26.02%	13.04%	37.70%	23.33%	19.51%	12.77%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2981	38	19	26	30	47	54	43	64	95	29	53	35	48	45	11	85	27	63	90	21	19	19	71	58	96	20	71	37	54	54	56	77	56	78	79	38	44	57	36	34	37	57	62	48	20	47	29	9	45	49	40	51	30	45	35	20	46	42	56	42	11	32	34	33	21	38	16	3	1	3	0	2	0					
		5.04%	3.60%	4.13%	4.07%	4.85%	5.42%	7.79%	2.90%	6.84%	7.30%	4.68%	5.32%	4.96%	6.46%	5.03%	2.52%	6.66%	5.58%	5.64%	8.81%	4.52%	5.67%	4.59%	6.79%	7.07%	8.73%	4.27%	5.73%	5.44%	5.80%	5.63%	5.98%	5.99%	4.75%	8.06%	5.38%	5.01%	5.24%	8.27%	4.55%	4.85%	3.81%	5.31%	7.28%	5.57%	1.77%	4.83%	3.55%	2.74%	4.31%	4.75%	4.24%	4.19%	3.52%	4.24%	3.78%	3.88%	4.47%	4.07%	4.89%	4.63%	3.36%	3.85%	2.45%	3.91%	3.96%	3.95%	3.07%	1.53%	0.87%	1.64%	0.00%	4.88%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16214	466	134	183	160	240	198	525	260	334	213	244	212	173	233	127	322	110	278	207	136	85	91	228	193	210	111	300	215	247	208	242	294	286	263	359	221	241	188	214	199	312	285	245	251	280	277	244	99	272	253	247	363	248	312	240	137	287	289	322	298	105	229	452	269	147	262	158	41	47	50	16	11	16					
		27.41%	44.17%	29.13%	28.64%	25.85%	27.68%	28.57%	35.43%	27.81%	25.67%	34.35%	24.47%	30.03%	23.28%	26.03%	29.13%	25.22%	22.73%	24.87%	20.25%	29.25%	25.37%	21.98%	21.82%	23.54%	19.09%	23.72%	24.19%	31.62%	26.53%	21.69%	25.85%	22.90%	24.28%	27.17%	24.44%	29.16%	28.69%	27.29%	27.05%	28.39%	32.16%	26.54%	28.76%	29.12%	24.76%	28.47%	29.83%	30.18%	26.05%	24.52%	26.17%	29.83%	29.07%	29.41%	25.95%	26.60%	27.92%	28.00%	28.10%	32.86%	32.11%	27.52%	32.52%	31.91%	27.74%	27.21%	30.33%	20.92%	40.87%	27.32%	53.33%	26.83%	34.04%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	691	10	8	9	5	3	13	16	14	11	5	11	8	12	13	6	8	3	10	14	7	4	6	10	12	24	9	15	5	9	13	12	12	27	15	25	5	9	7	12	8	11	4	4	4	10	11	9	3	16	4	12	24	5	11	8	3	6	14	22	9	3	17	11	6	13	11	7	3	3	2	0	0	0					
		1.17%	0.95%	1.74%	1.41%	0.81%	0.35%	1.88%	1.08%	1.50%	0.85%	0.81%	1.10%	1.13%	1.62%	1.45%	1.38%	0.63%	0.62%	0.89%	1.37%	1.51%	1.19%	1.45%	0.96%	1.46%	2.18%	1.92%	1.21%	0.74%	0.97%	1.36%	1.28%	0.93%	2.29%	1.55%	1.70%	0.66%	1.07%	1.02%	1.52%	1.14%	1.13%	0.37%	0.47%	0.46%	0.88%	1.13%	1.10%	0.91%	1.53%	0.39%	1.27%	1.97%	0.59%	1.04%	0.86%	0.58%	0.58%	1.36%	1.92%	0.99%	0.92%	2.04%	0.79%	0.71%	2.45%	1.14%	1.34%	1.53%	2.61%	1.09%	0.00%	0.00%	0.00%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
