Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Заозерная городская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106					
		2.18%	2.08%	1.88%	3.00%	2.63%	2.70%	2.60%	1.29%	1.87%	2.17%	2.01%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	76	18	14	17	5	0	7	5	2	3	5					
		1.78%	2.67%	2.03%	2.83%	1.87%	0.0%	1.82%	1.29%	0.75%	0.81%	0.91%					
22	"5. ""За Русь Святую"""	17	6	2	3	3	0	1	0	0	1	1					
		0.40%	0.89%	0.29%	0.50%	1.12%	0.0%	0.26%	0.0%	0.0%	0.27%	0.18%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	0	2	2	0	0	2	3	1	0	2					
		0.28%	0.0%	0.29%	0.33%	0.0%	0.0%	0.52%	0.77%	0.37%	0.0%	0.36%					
24	"7. ""Новый курс - Автомобильная Россия"""	24	3	5	6	2	0	2	2	2	1	1					
		0.56%	0.44%	0.72%	1.00%	0.75%	0.0%	0.52%	0.51%	0.75%	0.27%	0.18%					
25	"8. ""Народно-республиканская партия России"""	7	1	1	2	0	0	0	2	0	0	1					
		0.16%	0.14%	0.14%	0.33%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.18%					
26	"9. ""Российская экологическая партия ""Зеленые"""	8	3	0	2	1	0	2	0	0	0	0					
		0.18%	0.44%	0.0%	0.33%	0.37%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	83	14	13	14	4	1	7	8	6	4	12					
		1.95%	2.08%	1.88%	2.33%	1.50%	1.35%	1.82%	2.07%	2.25%	1.08%	2.20%					
28	"11. ""Истинные патриоты России"""	3	0	0	0	0	0	0	0	1	1	1					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.27%	0.18%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	19	4	2	4	1	0	2	1	1	1	3					
		0.44%	0.59%	0.29%	0.66%	0.37%	0.0%	0.52%	0.25%	0.37%	0.27%	0.55%					
30	"13. ""Демократическая партия России"""	9	1	1	0	1	0	0	1	3	1	1					
		0.21%	0.14%	0.14%	0.0%	0.37%	0.0%	0.0%	0.25%	1.12%	0.27%	0.18%					
31	"14. ""Великая Россия - Евразийский Союз"""	7	1	0	0	1	0	4	0	0	0	1					
		0.16%	0.14%	0.0%	0.0%	0.37%	0.0%	1.04%	0.0%	0.0%	0.0%	0.18%					
32	"15. ""Партия СЛОН"""	9	1	1	3	0	1	1	0	1	0	1					
		0.21%	0.14%	0.14%	0.50%	0.0%	1.35%	0.26%	0.0%	0.37%	0.0%	0.18%					
33	"16. ""Родина"" (народно-патриотический союз)"""	803	127	141	120	38	10	76	78	34	69	110					
		18.90%	18.89%	20.46%	20.03%	14.28%	13.51%	19.79%	20.25%	12.78%	18.75%	20.18%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	10	2	3	1	1	0	1	0	1	0	1					
		0.23%	0.29%	0.43%	0.16%	0.37%	0.0%	0.26%	0.0%	0.37%	0.0%	0.18%					
35	"18. ""ЛДПР"""	669	113	99	81	47	6	60	57	39	69	98					
		15.74%	16.81%	14.36%	13.52%	17.66%	8.10%	15.62%	14.80%	14.66%	18.75%	17.98%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	55	7	8	5	2	0	9	4	5	3	12					
		1.29%	1.04%	1.16%	0.83%	0.75%	0.0%	2.34%	1.03%	1.87%	0.81%	2.20%					
37	"20. ""Политическая партия ""Единая Россия"""	1268	193	208	151	94	39	119	114	90	108	152					
		29.84%	28.72%	30.18%	25.20%	35.33%	52.70%	30.98%	29.61%	33.83%	29.34%	27.88%					
38	"21. ""Российская Конституционно-демократическая партия"""	5	1	0	1	0	0	1	1	1	0	0					
		0.11%	0.14%	0.0%	0.16%	0.0%	0.0%	0.26%	0.25%	0.37%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	5	3	1	0	0	0	0	0	0	0	1					
		0.11%	0.44%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	711	107	103	124	32	9	52	64	46	72	102					
		16.73%	15.92%	14.94%	20.70%	12.03%	12.16%	13.54%	16.62%	17.29%	19.56%	18.71%					
																	
41	Против всех	94	13	15	12	6	1	8	9	5	8	17					
		2.21%	1.93%	2.17%	2.00%	2.25%	1.35%	2.08%	2.33%	1.87%	2.17%	3.11%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
