Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Мокроусовская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	307	3	15	4	12	5	15	15	2	4	0	15	0	15	5	20	20	4	12	6	9	12	5	10	5	10	3	0	15	14	15	7	15	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	58	3	9	1	1	2	4	2	5	0	1	2	0	0	0	1	2	2	4	1	3	1	1	1	2	1	2	0	2	2	1	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	98	2	0	16	8	5	0	0	8	6	10	0	0	0	0	0	0	6	8	1	6	8	0	0	0	0	0	5	0	1	0	8	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	75	7	2	6	9	2	4	0	6	4	1	0	0	0	0	4	7	1	0	0	1	1	0	5	1	1	0	0	3	0	0	1	8	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	57	1	2	1	4	1	2	1	1	0	2	1	0	1	1	3	2	1	5	2	2	0	0	1	2	1	0	0	2	3	1	8	5	1									
		1.12%	0.70%	1.02%	0.31%	1.44%	0.83%	1.15%	0.68%	0.51%	0.00%	1.71%	1.35%	0.00%	0.62%	1.25%	1.59%	0.88%	0.68%	3.13%	3.85%	0.69%	0.00%	0.00%	0.60%	2.00%	0.64%	0.00%	0.00%	0.73%	1.70%	0.80%	4.73%	2.73%	0.73%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	126	2	5	9	2	2	5	2	7	5	4	1	2	4	3	2	10	4	3	2	7	0	3	8	0	5	2	0	2	6	2	9	2	6									
		2.47%	1.40%	2.55%	2.81%	0.72%	1.65%	2.87%	1.37%	3.54%	3.11%	3.42%	1.35%	3.28%	2.47%	3.75%	1.06%	4.42%	2.74%	1.88%	3.85%	2.42%	0.00%	3.80%	4.76%	0.00%	3.21%	4.17%	0.00%	0.73%	3.41%	1.60%	5.33%	1.09%	4.38%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	96	4	4	8	5	1	3	2	4	3	1	0	3	1	0	5	5	4	2	0	4	1	2	3	4	1	0	0	7	2	1	6	2	8									
		1.88%	2.80%	2.04%	2.50%	1.80%	0.83%	1.72%	1.37%	2.02%	1.86%	0.85%	0.00%	4.92%	0.62%	0.00%	2.65%	2.21%	2.74%	1.25%	0.00%	1.38%	0.79%	2.53%	1.79%	4.00%	0.64%	0.00%	0.00%	2.55%	1.14%	0.80%	3.55%	1.09%	5.84%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2549	74	98	152	126	46	64	58	76	54	56	42	32	75	43	117	127	67	63	19	146	93	34	107	64	75	15	45	139	102	73	74	115	78									
		49.95%	51.75%	50.00%	47.50%	45.32%	38.02%	36.78%	39.73%	38.38%	33.54%	47.86%	56.76%	52.46%	46.30%	53.75%	61.90%	56.19%	45.89%	39.38%	36.54%	50.52%	73.81%	43.04%	63.69%	64.00%	48.08%	31.25%	65.22%	50.73%	57.95%	58.40%	43.79%	62.84%	56.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	1	0	1	2	0	3	2	1	0	1	0	0	0	0	1	1	0	0	0	1	2	2	0	1	1	0	0	0	0	1	1	0	0									
		0.43%	0.70%	0.00%	0.31%	0.72%	0.00%	1.72%	1.37%	0.51%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.53%	0.44%	0.00%	0.00%	0.00%	0.35%	1.59%	2.53%	0.00%	1.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.80%	0.59%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.50%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.80%	0.59%	0.00%	0.73%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1119	28	38	80	68	30	57	44	38	54	17	15	10	47	11	28	28	41	36	23	56	11	25	22	18	38	22	16	67	29	31	37	25	29									
		21.93%	19.58%	19.39%	25.00%	24.46%	24.79%	32.76%	30.14%	19.19%	33.54%	14.53%	20.27%	16.39%	29.01%	13.75%	14.81%	12.39%	28.08%	22.50%	44.23%	19.38%	8.73%	31.65%	13.10%	18.00%	24.36%	45.83%	23.19%	24.45%	16.48%	24.80%	21.89%	13.66%	21.17%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0									
		0.18%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.57%	0.00%	0.59%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	23	1	2	0	1	3	0	1	1	0	3	0	0	0	1	1	1	0	0	0	3	0	0	0	0	2	0	0	2	0	0	1	0	0									
		0.45%	0.70%	1.02%	0.00%	0.36%	2.48%	0.00%	0.68%	0.51%	0.00%	2.56%	0.00%	0.00%	0.00%	1.25%	0.53%	0.44%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.73%	0.00%	0.00%	0.59%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0									
		0.20%	0.00%	0.00%	0.00%	0.36%	0.00%	0.57%	0.68%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.08%	0.00%	0.00%	0.00%	1.60%	0.59%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	2	0	2	4	0	0	1	4	2	2	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	2	1	1									
		0.53%	1.40%	0.00%	0.63%	1.44%	0.00%	0.00%	0.68%	2.02%	1.24%	1.71%	1.35%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.80%	1.18%	0.55%	0.73%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	432	7	18	24	27	14	16	9	20	19	9	4	5	8	14	9	23	16	20	3	26	6	9	12	4	19	7	2	16	18	5	16	20	7									
		8.47%	4.90%	9.18%	7.50%	9.71%	11.57%	9.20%	6.16%	10.10%	11.80%	7.69%	5.41%	8.20%	4.94%	17.50%	4.76%	10.18%	10.96%	12.50%	5.77%	8.99%	4.76%	11.39%	7.14%	4.00%	12.18%	14.58%	2.90%	5.84%	10.23%	4.00%	9.47%	10.93%	5.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	3	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0									
		0.25%	2.10%	0.00%	0.00%	0.36%	0.00%	0.00%	1.37%	0.00%	0.62%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	532	15	25	38	35	22	17	20	43	22	19	8	8	20	3	21	24	11	24	3	41	12	3	14	4	8	1	1	34	10	5	6	9	6									
		10.43%	10.49%	12.76%	11.88%	12.59%	18.18%	9.77%	13.70%	21.72%	13.66%	16.24%	10.81%	13.11%	12.35%	3.75%	11.11%	10.62%	7.53%	15.00%	5.77%	14.19%	9.52%	3.80%	8.33%	4.00%	5.13%	2.08%	1.45%	12.41%	5.68%	4.00%	3.55%	4.92%	4.38%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
