Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    район Чертаново Северное																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046									
		3.32%	4.76%	5.61%	2.61%	3.08%	3.26%	3.65%	3.85%	3.05%	1.95%	3.85%	3.19%	3.17%	1.35%	3.44%	2.08%	4.44%	3.14%	2.97%	2.07%	3.41%	3.81%	2.93%	2.72%	4.23%	1.59%	4.77%	3.51%	5.07%	3.12%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	376	13	12	16	12	17	14	7	19	9	20	10	11	12	13	9	7	13	12	9	9	19	15	4	12	14	5	23	19	21									
		1.56%	1.38%	1.25%	1.90%	1.37%	1.98%	1.70%	0.84%	1.71%	1.03%	2.85%	1.60%	1.16%	1.47%	1.60%	0.99%	0.84%	1.57%	1.62%	1.33%	1.09%	2.26%	1.91%	0.68%	1.59%	1.49%	1.33%	2.31%	2.29%	1.87%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	626	28	28	25	29	30	23	28	36	1	18	11	32	2	22	30	21	22	35	9	20	26	18	32	18	9	6	10	24	33									
		2.60%	2.96%	2.91%	2.96%	3.31%	3.50%	2.79%	3.37%	3.23%	0.11%	2.57%	1.76%	3.38%	0.25%	2.70%	3.29%	2.52%	2.65%	4.72%	1.33%	2.43%	3.10%	2.29%	5.43%	2.38%	0.96%	1.59%	1.00%	2.90%	2.94%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10104	273	327	375	305	359	277	319	457	511	304	276	383	468	311	479	310	350	330	411	337	347	347	195	229	517	139	427	293	448									
		41.97%	28.89%	33.96%	44.43%	34.78%	41.84%	33.66%	38.34%	41.06%	58.60%	43.37%	44.09%	40.49%	57.49%	38.21%	52.46%	37.21%	42.22%	44.53%	60.89%	40.99%	41.36%	44.15%	33.11%	30.25%	54.88%	36.87%	42.87%	35.39%	39.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	427	23	14	14	13	16	27	27	21	1	16	13	23	1	12	11	17	19	10	5	11	16	10	15	22	7	14	9	22	18									
		1.77%	2.43%	1.45%	1.66%	1.48%	1.86%	3.28%	3.25%	1.89%	0.11%	2.28%	2.08%	2.43%	0.12%	1.47%	1.20%	2.04%	2.29%	1.35%	0.74%	1.34%	1.91%	1.27%	2.55%	2.91%	0.74%	3.71%	0.90%	2.66%	1.60%									
24	"6. Политическая партия ""Гражданская Платформа"""	85	5	4	5	4	2	4	2	4	0	5	0	2	0	5	3	5	3	2	1	3	3	2	1	5	4	1	2	3	5									
		0.35%	0.53%	0.42%	0.59%	0.46%	0.23%	0.49%	0.24%	0.36%	0.00%	0.71%	0.00%	0.21%	0.00%	0.61%	0.33%	0.60%	0.36%	0.27%	0.15%	0.36%	0.36%	0.25%	0.17%	0.66%	0.42%	0.27%	0.20%	0.36%	0.45%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2604	101	113	73	87	109	101	85	148	83	74	66	106	91	94	94	88	92	81	71	122	110	76	90	67	64	35	94	87	102									
		10.82%	10.69%	11.73%	8.65%	9.92%	12.70%	12.27%	10.22%	13.30%	9.52%	10.56%	10.54%	11.21%	11.18%	11.55%	10.30%	10.56%	11.10%	10.93%	10.52%	14.84%	13.11%	9.67%	15.28%	8.85%	6.79%	9.28%	9.44%	10.51%	9.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	603	22	36	19	21	19	18	19	35	6	21	15	33	5	19	14	20	15	24	13	25	17	28	17	19	12	26	25	29	31									
		2.50%	2.33%	3.74%	2.25%	2.39%	2.21%	2.19%	2.28%	3.14%	0.69%	2.99%	2.40%	3.49%	0.61%	2.33%	1.53%	2.40%	1.81%	3.24%	1.93%	3.04%	2.03%	3.56%	2.89%	2.51%	1.27%	6.90%	2.51%	3.50%	2.76%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	807	46	38	21	38	24	30	31	34	3	27	24	28	2	28	28	27	27	20	19	28	22	23	20	42	22	21	53	21	60									
		3.35%	4.87%	3.95%	2.49%	4.33%	2.80%	3.65%	3.73%	3.05%	0.34%	3.85%	3.83%	2.96%	0.25%	3.44%	3.07%	3.24%	3.26%	2.70%	2.81%	3.41%	2.62%	2.93%	3.40%	5.55%	2.34%	5.57%	5.32%	2.54%	5.35%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	49	1	2	3	4	1	0	1	3	3	2	2	3	4	1	5	0	0	1	0	0	0	7	1	1	2	0	0	0	2									
		0.20%	0.11%	0.21%	0.36%	0.46%	0.12%	0.00%	0.12%	0.27%	0.34%	0.29%	0.32%	0.32%	0.49%	0.12%	0.55%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.89%	0.17%	0.13%	0.21%	0.00%	0.00%	0.00%	0.18%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2383	176	121	70	108	82	116	89	50	75	58	47	65	66	85	72	104	93	58	28	59	69	92	63	112	72	42	96	88	127									
		9.90%	18.62%	12.56%	8.29%	12.31%	9.56%	14.09%	10.70%	4.49%	8.60%	8.27%	7.51%	6.87%	8.11%	10.44%	7.89%	12.48%	11.22%	7.83%	4.15%	7.18%	8.22%	11.70%	10.70%	14.80%	7.64%	11.14%	9.64%	10.63%	11.32%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3134	143	128	106	140	97	104	113	155	94	73	80	105	100	117	81	118	92	106	61	106	96	91	79	138	114	42	168	145	142									
		13.02%	15.13%	13.29%	12.56%	15.96%	11.31%	12.64%	13.58%	13.93%	10.78%	10.41%	12.78%	11.10%	12.29%	14.37%	8.87%	14.17%	11.10%	14.30%	9.04%	12.90%	11.44%	11.58%	13.41%	18.23%	12.10%	11.14%	16.87%	17.51%	12.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	179	5	4	3	13	6	7	5	6	2	1	7	12	6	5	4	4	7	4	6	3	5	6	8	7	17	0	5	8	13									
		0.74%	0.53%	0.42%	0.36%	1.48%	0.70%	0.85%	0.60%	0.54%	0.23%	0.14%	1.12%	1.27%	0.74%	0.61%	0.44%	0.48%	0.84%	0.54%	0.89%	0.36%	0.60%	0.76%	1.36%	0.92%	1.80%	0.00%	0.50%	0.97%	1.16%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1489	49	65	50	59	56	56	63	82	53	43	44	78	32	55	58	61	54	30	28	60	63	40	44	41	48	25	44	30	78									
		6.18%	5.19%	6.75%	5.92%	6.73%	6.53%	6.80%	7.57%	7.37%	6.08%	6.13%	7.03%	8.25%	3.93%	6.76%	6.35%	7.32%	6.51%	4.05%	4.15%	7.30%	7.51%	5.09%	7.47%	5.42%	5.10%	6.63%	4.42%	3.62%	6.95%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
