Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Троснянская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №668	УИК №669	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686									
		0.07%	0.00%	0.44%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	10	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1									
		0.28%	0.76%	0.44%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.88%	0.43%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	596	202	12	26	26	19	14	13	38	11	21	18	50	37	18	33	25	33									
		10.52%	15.42%	5.24%	11.21%	10.53%	4.30%	5.28%	4.68%	10.95%	9.73%	8.94%	7.53%	12.59%	7.20%	9.23%	14.93%	9.84%	22.30%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	7	0	0	1	1	0	0	0	0	1	0	1	0	0	0	5	0									
		0.28%	0.53%	0.00%	0.00%	0.40%	0.23%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.25%	0.00%	0.00%	0.00%	1.97%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	136	26	4	0	13	10	7	2	12	6	10	13	14	6	1	6	0	6									
		2.40%	1.98%	1.75%	0.00%	5.26%	2.26%	2.64%	0.72%	3.46%	5.31%	4.26%	5.44%	3.53%	1.17%	0.51%	2.71%	0.00%	4.05%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
