Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Варненская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №2234	УИК №2235					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1522	7	14	24	77	13	60	130	102	176	85	10	27	13	59	9	9	11	6	0	60	13	13	12	1	34	9	28	4	46	29	12	13	56	11	26	22	9	81	10	36	49	116					
		10.41%	1.08%	11.02%	8.76%	10.07%	16.25%	7.25%	14.93%	14.91%	16.36%	13.02%	4.33%	7.78%	13.00%	11.97%	9.89%	9.38%	7.48%	2.93%	0.00%	11.52%	10.57%	9.35%	5.22%	1.89%	6.48%	7.09%	5.22%	5.80%	9.33%	11.84%	7.69%	10.74%	14.04%	5.34%	14.44%	11.40%	9.09%	14.67%	5.59%	7.59%	11.72%	14.09%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1555	16	9	28	68	22	56	111	83	104	109	17	28	9	75	10	18	14	24	7	50	13	13	9	5	37	17	12	7	56	36	30	15	51	52	15	13	20	68	19	54	53	102					
		10.64%	2.47%	7.09%	10.22%	8.89%	27.50%	6.76%	12.74%	12.13%	9.67%	16.69%	7.36%	8.07%	9.00%	15.21%	10.99%	18.75%	9.52%	11.71%	18.92%	9.60%	10.57%	9.35%	3.91%	9.43%	7.05%	13.39%	2.24%	10.14%	11.36%	14.69%	19.23%	12.40%	12.78%	25.24%	8.33%	6.74%	20.20%	12.32%	10.61%	11.39%	12.68%	12.39%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	0	1	0	1	0	2	3	1	5	6	0	1	0	4	1	0	0	0	0	5	1	0	2	1	1	0	0	0	7	0	4	0	2	0	0	0	1	4	0	1	4	9					
		0.46%	0.00%	0.79%	0.00%	0.13%	0.00%	0.24%	0.34%	0.15%	0.46%	0.92%	0.00%	0.29%	0.00%	0.81%	1.10%	0.00%	0.00%	0.00%	0.00%	0.96%	0.81%	0.00%	0.87%	1.89%	0.19%	0.00%	0.00%	0.00%	1.42%	0.00%	2.56%	0.00%	0.50%	0.00%	0.00%	0.00%	1.01%	0.72%	0.00%	0.21%	0.96%	1.09%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2492	25	38	69	152	8	110	176	134	255	89	13	36	12	50	15	13	19	19	5	103	39	12	45	12	154	41	31	2	100	72	29	39	95	43	13	17	15	88	38	105	49	112					
		17.05%	3.86%	29.92%	25.18%	19.87%	10.00%	13.29%	20.21%	19.59%	23.70%	13.63%	5.63%	10.37%	12.00%	10.14%	16.48%	13.54%	12.93%	9.27%	13.51%	19.77%	31.71%	8.63%	19.57%	22.64%	29.33%	32.28%	5.78%	2.90%	20.28%	29.39%	18.59%	32.23%	23.81%	20.87%	7.22%	8.81%	15.15%	15.94%	21.23%	22.15%	11.72%	13.61%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	144	2	0	0	5	1	8	5	17	19	10	0	1	0	2	3	0	0	2	0	7	0	2	1	1	3	0	1	1	2	0	3	1	8	0	1	0	0	3	1	3	11	20					
		0.99%	0.31%	0.00%	0.00%	0.65%	1.25%	0.97%	0.57%	2.49%	1.77%	1.53%	0.00%	0.29%	0.00%	0.41%	3.30%	0.00%	0.00%	0.98%	0.00%	1.34%	0.00%	1.44%	0.43%	1.89%	0.57%	0.00%	0.19%	1.45%	0.41%	0.00%	1.92%	0.83%	2.01%	0.00%	0.56%	0.00%	0.00%	0.54%	0.56%	0.63%	2.63%	2.43%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8578	594	61	143	434	31	587	431	335	498	336	191	253	65	296	53	53	100	153	25	285	57	98	154	33	288	59	459	55	267	102	77	52	177	95	124	137	53	303	105	272	244	443					
		58.70%	91.67%	48.03%	52.19%	56.73%	38.75%	70.89%	49.48%	48.98%	46.28%	51.45%	82.68%	72.91%	65.00%	60.04%	58.24%	55.21%	68.03%	74.63%	67.57%	54.70%	46.34%	70.50%	66.96%	62.26%	54.86%	46.46%	85.63%	79.71%	54.16%	41.63%	49.36%	42.98%	44.36%	46.12%	68.89%	70.98%	53.54%	54.89%	58.66%	57.38%	58.37%	53.83%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	49	1	1	0	0	2	2	7	4	4	1	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	4	1	1	0	0	1	0	0	0	1	3	1	3	6					
		0.34%	0.15%	0.79%	0.00%	0.00%	2.50%	0.24%	0.80%	0.58%	0.37%	0.15%	0.00%	0.00%	1.00%	0.20%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.19%	0.00%	0.81%	0.41%	0.64%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.18%	1.68%	0.21%	0.72%	0.73%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
