Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Воркутинская городская																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	660	5	5	5	20	10	15	10	15	20	10	10	15	15	10	10	15	20	15	20	15	10	20	10	10	10	10	20	10	10	10	10	10	10	15	10	10	10	10	15	10	10	15	10	10	10	10	10	15	15	15	10	10	10	20	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	487	0	3	1	13	6	13	9	12	12	9	9	10	14	6	10	13	19	11	15	7	8	17	8	6	8	7	16	8	4	8	7	9	8	11	9	8	6	7	11	8	9	11	5	7	5	7	5	14	14	9	7	7	3	18	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	391	3	2	3	0	5	12	5	4	7	0	10	7	4	12	8	10	1	2	3	1	6	1	6	3	4	1	11	0	1	3	1	0	1	7	5	1	0	1	1	5	1	0	3	2	12	4	1	2	0	4	1	1	0	0	150	53					
14	Число погашенных открепительных удостоверений	173	5	2	4	7	4	2	1	3	8	1	1	5	1	4	0	2	1	4	5	8	2	3	2	4	2	3	4	2	6	2	3	1	2	4	1	2	4	3	4	2	1	4	5	3	5	3	5	1	1	6	3	3	7	2	0	0					
15	Число открепительных удостоверений выданных ТИК	13	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	"1. ""ЕДИНЕНИЕ"""	459	5	5	13	5	10	6	4	6	3	5	13	6	7	11	11	4	8	5	12	8	6	12	6	5	8	8	7	6	10	8	4	8	12	15	8	13	1	10	13	8	12	7	11	8	13	7	2	8	20	16	5	10	7	9	7	2					
		1.00%	4.0%	1.84%	5.2%	0.54%	1.40%	0.64%	0.49%	0.61%	0.36%	0.56%	1.39%	0.54%	0.81%	1.22%	0.98%	0.37%	0.76%	0.51%	1.12%	0.77%	0.67%	1.03%	0.64%	0.48%	0.83%	0.77%	0.74%	0.79%	1.17%	0.98%	0.47%	1.01%	1.25%	1.84%	0.91%	1.62%	0.18%	1.06%	1.44%	0.89%	1.21%	0.92%	1.22%	0.85%	1.85%	2.21%	1.06%	0.82%	1.97%	1.42%	0.60%	1.25%	2.70%	1.05%	2.72%	2.40%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1559	3	0	3	33	26	21	50	48	35	43	24	41	33	33	46	58	52	39	45	37	42	45	45	36	36	60	34	30	24	22	23	27	33	23	10	12	9	19	18	23	20	11	25	25	12	8	6	28	33	51	33	34	5	15	12	0					
		3.42%	2.4%	0.0%	1.2%	3.59%	3.64%	2.27%	6.21%	4.95%	4.27%	4.84%	2.57%	3.74%	3.84%	3.68%	4.12%	5.42%	4.97%	4.02%	4.20%	3.59%	4.69%	3.87%	4.83%	3.47%	3.75%	5.78%	3.60%	3.99%	2.81%	2.69%	2.72%	3.43%	3.45%	2.83%	1.14%	1.49%	1.64%	2.01%	2.0%	2.57%	2.02%	1.45%	2.77%	2.66%	1.70%	2.53%	3.19%	2.90%	3.25%	4.54%	3.96%	4.28%	1.93%	1.75%	4.66%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1645	10	14	14	37	24	20	25	36	24	34	43	40	26	23	33	46	30	32	20	37	30	19	21	37	27	32	37	27	22	28	31	29	22	30	57	33	32	35	46	40	47	31	38	39	33	15	12	23	30	39	35	36	9	44	7	4					
		3.61%	8.0%	5.16%	5.6%	4.03%	3.36%	2.16%	3.10%	3.71%	2.93%	3.83%	4.60%	3.64%	3.03%	2.56%	2.95%	4.29%	2.86%	3.29%	1.87%	3.59%	3.35%	1.63%	2.25%	3.57%	2.81%	3.08%	3.91%	3.59%	2.57%	3.43%	3.67%	3.68%	2.30%	3.69%	6.50%	4.11%	5.83%	3.71%	5.11%	4.47%	4.76%	4.10%	4.21%	4.15%	4.70%	4.74%	6.38%	2.38%	2.95%	3.47%	4.20%	4.53%	3.47%	5.15%	2.72%	4.81%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3699	0	3	7	73	68	90	70	95	108	89	86	90	66	89	102	116	118	115	107	88	84	84	81	122	94	106	74	62	71	73	80	57	86	21	28	32	44	73	67	61	46	68	55	85	49	21	11	50	56	75	63	72	11	41	9	7					
		8.13%	0.0%	1.10%	2.8%	7.96%	9.52%	9.72%	8.69%	9.81%	13.20%	10.03%	9.21%	8.21%	7.69%	9.94%	9.14%	10.84%	11.28%	11.85%	10.00%	8.56%	9.38%	7.23%	8.70%	11.78%	9.81%	10.22%	7.83%	8.25%	8.31%	8.94%	9.48%	7.24%	9.01%	2.58%	3.19%	3.99%	8.02%	7.74%	7.44%	6.83%	4.66%	8.99%	6.10%	9.06%	6.98%	6.64%	5.85%	5.18%	5.52%	6.68%	7.56%	9.06%	4.24%	4.80%	3.50%	8.43%					
22	"5. ""За Русь Святую"""	214	0	0	2	7	2	3	5	9	3	3	2	4	2	6	7	1	7	5	5	3	4	10	2	1	3	4	3	4	1	2	4	4	8	5	5	3	1	5	7	14	7	6	2	4	0	0	0	7	2	5	1	5	1	4	3	1					
		0.47%	0.0%	0.0%	0.8%	0.76%	0.28%	0.32%	0.62%	0.92%	0.36%	0.33%	0.21%	0.36%	0.23%	0.67%	0.62%	0.09%	0.66%	0.51%	0.46%	0.29%	0.44%	0.86%	0.21%	0.09%	0.31%	0.38%	0.31%	0.53%	0.11%	0.24%	0.47%	0.50%	0.83%	0.61%	0.57%	0.37%	0.18%	0.53%	0.77%	1.56%	0.70%	0.79%	0.22%	0.42%	0.0%	0.0%	0.0%	0.72%	0.19%	0.44%	0.12%	0.62%	0.38%	0.46%	1.16%	1.20%					
23	"6. ""Объединенная Российская партия ""Русь"""	117	0	0	1	1	3	2	2	0	1	0	3	0	1	0	2	2	2	2	3	1	2	2	3	4	1	5	3	0	3	1	5	2	3	3	2	6	2	1	6	4	3	0	3	3	2	0	0	1	6	6	5	2	0	1	0	1					
		0.25%	0.0%	0.0%	0.4%	0.10%	0.42%	0.21%	0.24%	0.0%	0.12%	0.0%	0.32%	0.0%	0.11%	0.0%	0.17%	0.18%	0.19%	0.20%	0.28%	0.09%	0.22%	0.17%	0.32%	0.38%	0.10%	0.48%	0.31%	0.0%	0.35%	0.12%	0.59%	0.25%	0.31%	0.36%	0.22%	0.74%	0.36%	0.10%	0.66%	0.44%	0.30%	0.0%	0.33%	0.31%	0.28%	0.0%	0.0%	0.10%	0.59%	0.53%	0.60%	0.25%	0.0%	0.11%	0.0%	1.20%					
24	"7. ""Новый курс - Автомобильная Россия"""	447	0	0	2	6	8	6	12	8	10	8	4	9	14	13	7	9	21	12	13	8	5	14	5	15	8	10	16	5	5	6	6	6	9	11	5	10	5	8	13	5	16	5	7	8	10	5	1	10	6	10	9	5	2	12	4	0					
		0.98%	0.0%	0.0%	0.8%	0.65%	1.12%	0.64%	1.49%	0.82%	1.22%	0.90%	0.42%	0.82%	1.63%	1.45%	0.62%	0.84%	2.00%	1.23%	1.21%	0.77%	0.55%	1.20%	0.53%	1.44%	0.83%	0.96%	1.69%	0.66%	0.58%	0.73%	0.71%	0.76%	0.94%	1.35%	0.57%	1.24%	0.91%	0.84%	1.44%	0.55%	1.62%	0.66%	0.77%	0.85%	1.42%	1.58%	0.53%	1.03%	0.59%	0.89%	1.08%	0.62%	0.77%	1.40%	1.55%	0.0%					
25	"8. ""Народно-республиканская партия России"""	46	0	1	1	0	1	1	1	2	1	1	2	0	0	2	0	1	1	0	3	0	0	1	0	2	0	0	1	0	1	2	0	1	2	1	2	1	0	0	1	0	2	1	0	1	1	0	0	0	0	1	1	1	0	2	3	0					
		0.10%	0.0%	0.36%	0.4%	0.0%	0.14%	0.10%	0.12%	0.20%	0.12%	0.11%	0.21%	0.0%	0.0%	0.22%	0.0%	0.09%	0.09%	0.0%	0.28%	0.0%	0.0%	0.08%	0.0%	0.19%	0.0%	0.0%	0.10%	0.0%	0.11%	0.24%	0.0%	0.12%	0.20%	0.12%	0.22%	0.12%	0.0%	0.0%	0.11%	0.0%	0.20%	0.13%	0.0%	0.10%	0.14%	0.0%	0.0%	0.0%	0.0%	0.08%	0.12%	0.12%	0.0%	0.23%	1.16%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	268	0	0	1	7	7	8	5	9	4	7	8	7	2	5	7	4	8	9	7	6	3	9	11	4	4	4	5	5	1	2	6	3	6	2	6	8	3	6	6	3	9	4	4	4	0	2	1	3	4	11	5	4	2	3	2	2					
		0.58%	0.0%	0.0%	0.4%	0.76%	0.98%	0.86%	0.62%	0.92%	0.48%	0.78%	0.85%	0.63%	0.23%	0.55%	0.62%	0.37%	0.76%	0.92%	0.65%	0.58%	0.33%	0.77%	1.18%	0.38%	0.41%	0.38%	0.52%	0.66%	0.11%	0.24%	0.71%	0.38%	0.62%	0.24%	0.68%	0.99%	0.54%	0.63%	0.66%	0.33%	0.91%	0.52%	0.44%	0.42%	0.0%	0.63%	0.53%	0.31%	0.39%	0.98%	0.60%	0.50%	0.77%	0.35%	0.77%	2.40%					
27	"10. ""Аграрная партия России"""	875	10	7	4	17	15	13	19	15	21	15	23	19	13	22	19	27	21	19	14	30	16	16	20	20	11	21	13	12	21	16	22	21	15	16	15	22	12	19	28	18	24	15	19	11	6	6	4	15	14	16	15	10	3	15	2	3					
		1.92%	8.0%	2.58%	1.6%	1.85%	2.10%	1.40%	2.36%	1.54%	2.56%	1.69%	2.46%	1.73%	1.51%	2.45%	1.70%	2.52%	2.00%	1.95%	1.30%	2.91%	1.78%	1.37%	2.15%	1.93%	1.14%	2.02%	1.37%	1.59%	2.45%	1.96%	2.60%	2.66%	1.57%	1.97%	1.71%	2.74%	2.18%	2.01%	3.11%	2.01%	2.43%	1.98%	2.10%	1.17%	0.85%	1.89%	2.12%	1.55%	1.38%	1.42%	1.80%	1.25%	1.15%	1.75%	0.77%	3.61%					
28	"11. ""Истинные патриоты России"""	142	1	1	1	1	0	1	2	2	0	2	3	0	1	1	5	3	1	0	6	0	0	9	2	2	1	0	6	0	2	1	2	2	6	2	4	1	1	1	2	4	4	1	5	2	5	1	0	5	7	7	12	6	3	3	2	0					
		0.31%	0.8%	0.36%	0.4%	0.10%	0.0%	0.10%	0.24%	0.20%	0.0%	0.22%	0.32%	0.0%	0.11%	0.11%	0.44%	0.28%	0.09%	0.0%	0.56%	0.0%	0.0%	0.77%	0.21%	0.19%	0.10%	0.0%	0.63%	0.0%	0.23%	0.12%	0.23%	0.25%	0.62%	0.24%	0.45%	0.12%	0.18%	0.10%	0.22%	0.44%	0.40%	0.13%	0.55%	0.21%	0.71%	0.31%	0.0%	0.51%	0.69%	0.62%	1.44%	0.75%	1.15%	0.35%	0.77%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	661	6	4	4	16	16	13	8	15	11	12	10	20	13	6	15	13	29	11	17	12	10	14	13	20	15	24	9	17	7	14	16	11	13	18	9	9	9	8	8	16	11	16	11	13	13	2	3	9	14	14	14	7	4	14	1	4					
		1.45%	4.8%	1.47%	1.6%	1.74%	2.24%	1.40%	0.99%	1.54%	1.34%	1.35%	1.07%	1.82%	1.51%	0.67%	1.34%	1.21%	2.77%	1.13%	1.59%	1.16%	1.11%	1.20%	1.39%	1.93%	1.56%	2.31%	0.95%	2.26%	0.81%	1.71%	1.89%	1.39%	1.36%	2.21%	1.02%	1.12%	1.64%	0.84%	0.88%	1.79%	1.11%	2.11%	1.22%	1.38%	1.85%	0.63%	1.59%	0.93%	1.38%	1.24%	1.68%	0.88%	1.54%	1.63%	0.38%	4.81%					
30	"13. ""Демократическая партия России"""	125	0	3	0	1	1	4	2	2	1	0	1	2	4	6	4	1	6	0	4	2	0	6	2	2	1	5	5	2	1	3	2	0	3	4	1	0	4	3	0	5	5	1	3	3	3	0	0	0	3	2	1	1	0	4	6	0					
		0.27%	0.0%	1.10%	0.0%	0.10%	0.14%	0.43%	0.24%	0.20%	0.12%	0.0%	0.10%	0.18%	0.46%	0.67%	0.35%	0.09%	0.57%	0.0%	0.37%	0.19%	0.0%	0.51%	0.21%	0.19%	0.10%	0.48%	0.52%	0.26%	0.11%	0.36%	0.23%	0.0%	0.31%	0.49%	0.11%	0.0%	0.72%	0.31%	0.0%	0.55%	0.50%	0.13%	0.33%	0.31%	0.42%	0.0%	0.0%	0.0%	0.29%	0.17%	0.12%	0.12%	0.0%	0.46%	2.33%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	120	0	0	1	1	4	0	3	1	3	5	3	1	5	2	7	0	0	2	3	2	0	4	1	4	6	0	4	3	0	3	0	4	3	1	2	11	0	5	3	1	3	3	0	3	2	0	1	2	3	2	2	1	0	0	0	0					
		0.26%	0.0%	0.0%	0.4%	0.10%	0.56%	0.0%	0.37%	0.10%	0.36%	0.56%	0.32%	0.09%	0.58%	0.22%	0.62%	0.0%	0.0%	0.20%	0.28%	0.19%	0.0%	0.34%	0.10%	0.38%	0.62%	0.0%	0.42%	0.39%	0.0%	0.36%	0.0%	0.50%	0.31%	0.12%	0.22%	1.37%	0.0%	0.53%	0.33%	0.11%	0.30%	0.39%	0.0%	0.31%	0.28%	0.0%	0.53%	0.20%	0.29%	0.17%	0.24%	0.12%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	104	1	0	0	2	3	1	1	2	1	1	2	11	1	2	3	3	1	1	1	3	3	2	1	3	1	6	1	0	1	4	1	0	0	1	3	4	2	3	3	1	2	1	3	1	1	1	0	2	4	2	1	2	0	3	1	0					
		0.22%	0.8%	0.0%	0.0%	0.21%	0.42%	0.10%	0.12%	0.20%	0.12%	0.11%	0.21%	1.00%	0.11%	0.22%	0.26%	0.28%	0.09%	0.10%	0.09%	0.29%	0.33%	0.17%	0.10%	0.28%	0.10%	0.57%	0.10%	0.0%	0.11%	0.49%	0.11%	0.0%	0.0%	0.12%	0.34%	0.49%	0.36%	0.31%	0.33%	0.11%	0.20%	0.13%	0.33%	0.10%	0.14%	0.31%	0.0%	0.20%	0.39%	0.17%	0.12%	0.25%	0.0%	0.35%	0.38%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4607	5	12	19	89	63	105	86	114	101	95	94	133	81	112	106	108	115	105	87	92	98	80	132	147	131	111	111	83	90	79	97	76	83	82	75	92	59	102	86	76	102	71	92	110	64	22	21	86	103	95	76	67	21	55	1	9					
		10.13%	4.0%	4.42%	7.6%	9.70%	8.82%	11.35%	10.68%	11.77%	12.34%	10.71%	10.07%	12.13%	9.44%	12.51%	9.50%	10.09%	10.99%	10.82%	8.13%	8.94%	10.94%	6.89%	14.19%	14.20%	13.67%	10.70%	11.75%	11.05%	10.53%	9.68%	11.50%	9.65%	8.70%	10.11%	8.56%	11.48%	10.76%	10.81%	9.55%	8.51%	10.33%	9.39%	10.21%	11.72%	9.11%	6.96%	11.17%	8.91%	10.15%	8.46%	9.12%	8.43%	8.10%	6.44%	0.38%	10.84%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	73	0	1	3	2	1	2	0	1	1	2	1	3	1	1	1	3	1	0	4	2	0	1	0	1	0	3	2	0	1	1	1	1	0	2	1	1	0	0	0	2	0	3	2	2	0	0	0	4	2	2	1	1	4	3	2	0					
		0.16%	0.0%	0.36%	1.2%	0.21%	0.14%	0.21%	0.0%	0.10%	0.12%	0.22%	0.10%	0.27%	0.11%	0.11%	0.08%	0.28%	0.09%	0.0%	0.37%	0.19%	0.0%	0.08%	0.0%	0.09%	0.0%	0.28%	0.21%	0.0%	0.11%	0.12%	0.11%	0.12%	0.0%	0.24%	0.11%	0.12%	0.0%	0.0%	0.0%	0.22%	0.0%	0.39%	0.22%	0.21%	0.0%	0.0%	0.0%	0.41%	0.19%	0.17%	0.12%	0.12%	1.54%	0.35%	0.77%	0.0%					
35	"18. ""ЛДПР"""	9070	18	42	71	204	146	186	161	170	141	155	181	212	169	147	178	160	178	183	204	205	157	287	141	144	168	209	196	144	174	178	171	136	183	198	206	192	113	186	169	169	184	166	164	213	175	72	41	206	246	224	199	155	68	187	121	17					
		19.94%	14.4%	15.49%	28.4%	22.24%	20.44%	20.10%	20.0%	17.56%	17.23%	17.47%	19.39%	19.34%	19.69%	16.42%	15.96%	14.95%	17.01%	18.86%	19.08%	19.94%	17.54%	24.72%	15.16%	13.91%	17.53%	20.15%	20.76%	19.17%	20.37%	21.81%	20.28%	17.28%	19.18%	24.41%	23.51%	23.97%	20.62%	19.72%	18.77%	18.92%	18.64%	21.95%	18.20%	22.70%	24.92%	22.78%	21.80%	21.34%	24.26%	19.96%	23.88%	19.52%	26.25%	21.89%	47.08%	20.48%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	627	1	4	4	24	5	17	15	11	8	8	8	14	9	11	16	18	2	15	10	15	16	21	9	13	12	18	7	8	15	12	17	12	11	6	5	10	15	17	10	17	17	12	10	11	9	6	4	12	15	10	14	14	3	19	2	3					
		1.37%	0.8%	1.47%	1.6%	2.61%	0.70%	1.83%	1.86%	1.13%	0.97%	0.90%	0.85%	1.27%	1.04%	1.22%	1.43%	1.68%	0.19%	1.54%	0.93%	1.45%	1.78%	1.80%	0.96%	1.25%	1.25%	1.73%	0.74%	1.06%	1.75%	1.47%	2.01%	1.52%	1.15%	0.73%	0.57%	1.24%	2.73%	1.80%	1.11%	1.90%	1.72%	1.58%	1.10%	1.17%	1.28%	1.89%	2.12%	1.24%	1.47%	0.89%	1.68%	1.76%	1.15%	2.22%	0.77%	3.61%					
37	"20. ""Политическая партия ""Единая Россия"""	14085	48	136	78	251	231	296	225	294	253	276	301	316	286	254	401	337	293	294	360	344	295	369	317	314	268	288	274	239	281	229	252	269	311	250	276	224	159	304	288	300	306	223	284	263	213	103	59	383	276	345	206	227	80	303	15	18					
		30.97%	38.4%	50.18%	31.2%	27.37%	32.35%	32.0%	27.95%	30.37%	30.92%	31.11%	32.26%	28.83%	33.33%	28.37%	35.96%	31.49%	28.01%	30.30%	33.67%	33.46%	32.96%	31.78%	34.08%	30.33%	27.97%	27.77%	29.02%	31.82%	32.90%	28.06%	29.89%	34.18%	32.59%	30.82%	31.50%	27.96%	29.01%	32.23%	32.0%	33.59%	31.00%	29.49%	31.52%	28.03%	30.34%	32.59%	31.38%	39.68%	27.21%	30.74%	24.72%	28.58%	30.88%	35.48%	5.83%	21.68%					
38	"21. ""Российская Конституционно-демократическая партия"""	70	0	0	1	1	1	3	2	0	1	2	0	1	1	1	2	2	2	2	0	1	0	2	1	1	3	1	3	2	1	1	0	6	3	0	1	1	2	2	0	0	2	2	0	1	2	0	1	1	0	3	1	3	0	0	1	0					
		0.15%	0.0%	0.0%	0.4%	0.10%	0.14%	0.32%	0.24%	0.0%	0.12%	0.22%	0.0%	0.09%	0.11%	0.11%	0.17%	0.18%	0.19%	0.20%	0.0%	0.09%	0.0%	0.17%	0.10%	0.09%	0.31%	0.09%	0.31%	0.26%	0.11%	0.12%	0.0%	0.76%	0.31%	0.0%	0.11%	0.12%	0.36%	0.21%	0.0%	0.0%	0.20%	0.26%	0.0%	0.10%	0.28%	0.0%	0.53%	0.10%	0.0%	0.26%	0.12%	0.37%	0.0%	0.0%	0.38%	0.0%					
39	"22. ""Развитие предпринимательства"""	101	0	0	0	2	0	3	3	0	6	1	3	3	1	0	0	3	3	1	5	4	1	4	2	7	1	4	5	2	2	1	2	0	4	0	1	3	1	3	0	1	1	1	2	0	1	0	0	2	3	2	1	0	0	2	4	0					
		0.22%	0.0%	0.0%	0.0%	0.21%	0.0%	0.32%	0.37%	0.0%	0.73%	0.11%	0.32%	0.27%	0.11%	0.0%	0.0%	0.28%	0.28%	0.10%	0.46%	0.38%	0.11%	0.34%	0.21%	0.67%	0.10%	0.38%	0.52%	0.26%	0.23%	0.12%	0.23%	0.0%	0.41%	0.0%	0.11%	0.37%	0.18%	0.31%	0.0%	0.11%	0.10%	0.13%	0.22%	0.0%	0.14%	0.0%	0.0%	0.20%	0.29%	0.17%	0.12%	0.0%	0.0%	0.23%	1.55%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3440	10	22	9	79	48	74	58	79	51	77	54	108	57	81	91	92	82	75	67	70	72	81	60	58	93	61	69	51	69	80	59	56	80	67	86	59	32	77	74	64	88	48	96	64	48	22	9	62	80	82	59	60	12	60	14	4					
		7.56%	8.0%	8.11%	3.6%	8.61%	6.72%	8.0%	7.20%	8.16%	6.23%	8.68%	5.78%	9.85%	6.64%	9.05%	8.16%	8.59%	7.83%	7.73%	6.26%	6.80%	8.04%	6.97%	6.45%	5.60%	9.70%	5.88%	7.30%	6.79%	8.07%	9.80%	6.99%	7.11%	8.38%	8.26%	9.81%	7.36%	5.83%	8.16%	8.22%	7.16%	8.91%	6.34%	10.65%	6.82%	6.83%	6.96%	4.78%	6.42%	7.88%	7.30%	7.08%	7.55%	4.63%	7.02%	5.44%	4.81%					
																																																															
41	Против всех	2513	3	13	9	46	26	42	39	39	25	43	57	49	57	57	45	54	58	37	62	56	46	60	47	66	63	54	56	41	46	38	33	45	45	48	49	45	39	46	49	56	65	53	54	58	36	20	9	39	77	93	62	59	19	45	29	6					
		5.52%	2.4%	4.79%	3.6%	5.01%	3.64%	4.54%	4.84%	4.02%	3.05%	4.84%	6.10%	4.47%	6.64%	6.36%	4.03%	5.04%	5.54%	3.81%	5.79%	5.44%	5.13%	5.16%	5.05%	6.37%	6.57%	5.20%	5.93%	5.45%	5.38%	4.65%	3.91%	5.71%	4.71%	5.91%	5.59%	5.61%	7.11%	4.87%	5.44%	6.27%	6.58%	7.01%	5.99%	6.18%	5.12%	6.32%	4.78%	4.04%	7.59%	8.28%	7.44%	7.43%	7.33%	5.26%	11.28%	7.22%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
