Выборы Президента Российской Федерации																																																															
																																																															
Наименование Избирательной комиссии:    Курганинская																																																															
																																																															
Итоги голосования 																																																															
																																																															
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756					
11	Число полученных открепительных  удостоверений	994	25	26	25	25	25	25	25	25	25	25	25	25	25	25	25	10	10	20	20	20	10	10	10	10	20	20	20	20	20	10	10	20	20	10	20	20	25	15	20	10	10	10	10	10	10	10	10	20	7	18	15	15	15	20	20	18					
12	Число выданных открепительных удостоверений	464	25	13	18	9	10	14	10	10	11	16	13	11	11	6	9	5	0	20	5	19	3	0	0	0	10	5	8	12	13	6	6	3	18	5	6	5	12	2	10	1	1	3	1	1	0	2	4	4	3	18	4	10	11	17	8	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	254	0	0	15	6	4	3	1	16	3	9	9	95	7	5	3	5	1	0	1	1	0	0	0	0	1	1	3	2	3	0	0	0	3	4	1	3	4	2	1	1	1	3	1	1	3	1	1	0	1	4	2	5	6	1	5	6					
14	Число неиспользованных открепительных удостоверений	530	0	13	7	16	15	11	15	15	14	9	12	14	14	19	16	5	10	0	15	1	7	10	10	10	10	15	12	8	7	4	4	17	2	5	14	15	13	13	10	9	9	7	9	9	10	8	6	16	4	0	11	5	4	3	12	1					
15	"Число открепительных удостоверений, выданных в ТИК"	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																															
18	. Глазьев Сергей Юрьевич	1640	44	71	69	49	32	52	61	47	48	56	54	59	75	48	35	23	6	15	26	31	19	6	1	2	18	11	20	48	32	8	10	9	33	35	30	31	23	4	22	1	2	3	0	16	3	5	3	25	15	37	36	26	38	70	57	40					
		3.29%	3.55%	5.14%	4.93%	3.85%	3.06%	4.13%	4.31%	3.55%	5.14%	3.91%	4.30%	3.55%	4.83%	3.51%	2.28%	5.74%	1.73%	1.69%	3.08%	2.86%	2.65%	6.45%	0.75%	1.47%	2.71%	1.65%	2.68%	4.90%	3.54%	1.29%	2.56%	1.27%	3.49%	3.22%	3.77%	3.62%	2.01%	0.97%	2.56%	0.89%	1.47%	1.41%	0.00%	2.53%	0.99%	1.54%	1.89%	2.03%	2.24%	2.49%	3.36%	3.00%	3.00%	3.62%	4.01%	2.84%					
19	. Малышкин Олег Александрович	1265	23	24	37	30	27	30	44	18	29	41	27	47	41	24	34	20	11	28	23	23	25	8	3	3	29	5	11	25	12	16	16	17	39	17	35	21	38	7	21	7	9	6	1	20	6	9	3	17	6	34	33	32	39	42	30	42					
		2.54%	1.85%	1.74%	2.64%	2.36%	2.58%	2.38%	3.11%	1.36%	3.10%	2.86%	2.15%	2.83%	2.64%	1.75%	2.21%	4.99%	3.18%	3.16%	2.73%	2.12%	3.48%	8.60%	2.26%	2.21%	4.37%	0.75%	1.48%	2.55%	1.33%	2.58%	4.10%	2.41%	4.13%	1.56%	4.40%	2.45%	3.31%	1.69%	2.44%	6.25%	6.62%	2.82%	1.10%	3.16%	1.97%	2.77%	1.89%	1.38%	0.90%	2.29%	3.08%	3.69%	3.08%	2.17%	2.11%	2.99%					
20	. Миронов Сергей Михайлович	209	10	2	2	9	2	2	1	4	5	1	3	12	8	5	5	1	0	2	2	1	5	3	1	1	1	4	7	4	12	5	3	4	1	6	3	4	6	1	0	1	1	0	1	5	0	1	1	5	3	7	5	0	12	7	8	4					
		0.42%	0.81%	0.14%	0.14%	0.71%	0.19%	0.16%	0.07%	0.30%	0.54%	0.07%	0.24%	0.72%	0.52%	0.37%	0.33%	0.25%	0.00%	0.23%	0.24%	0.09%	0.70%	3.23%	0.75%	0.74%	0.15%	0.60%	0.94%	0.41%	1.33%	0.81%	0.77%	0.57%	0.11%	0.55%	0.38%	0.47%	0.52%	0.24%	0.00%	0.89%	0.74%	0.00%	1.10%	0.79%	0.00%	0.31%	0.63%	0.41%	0.45%	0.47%	0.47%	0.00%	0.95%	0.36%	0.56%	0.28%					
21	. Путин Владимир Владимирович	32440	856	947	886	935	746	870	914	852	531	851	857	1067	1153	999	1105	214	162	625	570	671	463	43	102	83	372	463	468	629	624	376	229	519	635	827	539	634	775	302	579	56	74	151	66	311	205	208	112	685	353	831	716	513	664	1211	933	878					
		65.11%	69.03%	68.52%	63.29%	73.51%	71.25%	69.10%	64.59%	64.40%	56.85%	59.43%	68.18%	64.24%	74.24%	72.97%	71.94%	53.37%	46.82%	70.54%	67.62%	61.96%	64.48%	46.24%	76.69%	61.03%	56.02%	69.42%	62.82%	64.18%	69.03%	60.65%	58.72%	73.51%	67.20%	76.01%	67.71%	73.98%	67.57%	73.12%	67.40%	50.00%	54.41%	70.89%	72.53%	49.13%	67.43%	64.00%	70.44%	55.65%	52.69%	55.92%	66.79%	59.10%	52.41%	62.65%	65.66%	62.45%					
22	. Хакамада Ирина Муцуовна	944	28	33	41	27	16	14	19	26	20	33	21	27	33	20	26	6	9	20	26	27	16	1	0	4	5	16	11	22	7	5	3	4	12	11	16	8	12	8	14	3	4	3	2	4	2	11	13	21	6	39	12	4	30	80	32	31					
		1.89%	2.26%	2.39%	2.93%	2.12%	1.53%	1.11%	1.34%	1.97%	2.14%	2.30%	1.67%	1.63%	2.12%	1.46%	1.69%	1.50%	2.60%	2.26%	3.08%	2.49%	2.23%	1.08%	0.00%	2.94%	0.75%	2.40%	1.48%	2.24%	0.77%	0.81%	0.77%	0.57%	1.27%	1.01%	2.01%	0.93%	1.05%	1.94%	1.63%	2.68%	2.94%	1.41%	2.20%	0.63%	0.66%	3.38%	8.18%	1.71%	0.90%	2.62%	1.12%	0.46%	2.37%	4.14%	2.25%	2.20%					
23	. Харитонов Николай Михайлович	11651	233	278	299	190	193	253	327	324	258	380	232	387	183	240	251	121	150	180	175	293	174	27	21	40	228	157	208	245	197	181	118	142	200	155	141	134	250	79	198	42	45	48	20	265	84	72	22	435	276	484	223	252	428	436	322	355					
		23.38%	18.79%	20.12%	21.36%	14.94%	18.43%	20.10%	23.11%	24.49%	27.62%	26.54%	18.46%	23.30%	11.78%	17.53%	16.34%	30.17%	43.35%	20.32%	20.76%	27.05%	24.23%	29.03%	15.79%	29.41%	34.34%	23.54%	27.92%	25.00%	21.79%	29.19%	30.26%	20.11%	21.16%	14.25%	17.71%	15.64%	21.80%	19.13%	23.05%	37.50%	33.09%	22.54%	21.98%	41.86%	27.63%	22.15%	13.84%	35.34%	41.19%	32.57%	20.80%	29.03%	33.78%	22.56%	22.66%	25.25%					
																																																															
24	Против всех	1280	34	27	54	29	27	26	39	47	42	57	53	62	52	31	55	14	5	10	13	25	16	5	1	2	9	5	16	7	10	23	7	10	17	29	24	24	40	12	11	0	1	2	0	10	3	15	2	25	11	31	38	30	37	41	26	38					
		2.57%	2.74%	1.95%	3.86%	2.28%	2.58%	2.07%	2.76%	3.55%	4.50%	3.98%	4.22%	3.73%	3.35%	2.26%	3.58%	3.49%	1.45%	1.13%	1.54%	2.31%	2.23%	5.38%	0.75%	1.47%	1.36%	0.75%	2.15%	0.71%	1.11%	3.71%	1.79%	1.42%	1.80%	2.67%	3.02%	2.80%	3.49%	2.91%	1.28%	0.00%	0.74%	0.94%	0.00%	1.58%	0.99%	4.62%	1.26%	2.03%	1.64%	2.09%	3.54%	3.46%	2.92%	2.12%	1.83%	2.70%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
