Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Зубцовская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	38	1	4	6	3	6	1	1	1	1	2	0	0	0	0	2	0	2	0	0	0	0	0	1	1	0	4	0	1	0	1									
		0.60%	0.40%	0.51%	0.82%	1.17%	1.38%	1.52%	0.56%	0.67%	0.52%	2.38%	0.00%	0.00%	0.00%	0.00%	1.26%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.81%	0.00%	0.80%	0.00%	1.10%	0.00%	0.51%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	1	3	0	1	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0									
		0.21%	0.00%	0.13%	0.41%	0.00%	0.23%	3.03%	0.00%	0.67%	0.52%	0.00%	0.00%	0.00%	0.00%	0.46%	0.63%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1192	59	143	135	55	98	12	15	29	33	19	7	29	5	44	40	73	34	46	17	32	29	7	9	22	14	68	35	26	16	41									
		18.83%	23.32%	18.22%	18.49%	21.40%	22.48%	18.18%	8.43%	19.46%	17.19%	22.62%	8.97%	22.66%	7.81%	20.09%	25.16%	34.11%	15.04%	16.49%	16.67%	26.45%	15.59%	10.77%	9.47%	17.74%	17.72%	13.60%	20.47%	28.57%	15.84%	20.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	37	1	7	6	1	6	0	0	0	1	0	0	2	1	2	0	1	3	0	1	1	0	0	0	1	0	1	1	0	0	1									
		0.58%	0.40%	0.89%	0.82%	0.39%	1.38%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	1.56%	1.56%	0.91%	0.00%	0.47%	1.33%	0.00%	0.98%	0.83%	0.00%	0.00%	0.00%	0.81%	0.00%	0.20%	0.58%	0.00%	0.00%	0.51%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	71	3	10	13	1	9	2	3	1	1	0	0	4	0	5	0	1	3	1	1	0	2	0	0	2	1	7	1	0	0	0									
		1.12%	1.19%	1.27%	1.78%	0.39%	2.06%	3.03%	1.69%	0.67%	0.52%	0.00%	0.00%	3.13%	0.00%	2.28%	0.00%	0.47%	1.33%	0.36%	0.98%	0.00%	1.08%	0.00%	0.00%	1.61%	1.27%	1.40%	0.58%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	1	1	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0									
		0.16%	0.00%	0.13%	0.14%	0.00%	0.46%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.11%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	76	3	10	13	8	11	0	2	5	1	0	0	2	0	2	1	0	1	1	1	2	2	1	1	1	1	2	3	0	0	2									
		1.20%	1.19%	1.27%	1.78%	3.11%	2.52%	0.00%	1.12%	3.36%	0.52%	0.00%	0.00%	1.56%	0.00%	0.91%	0.63%	0.00%	0.44%	0.36%	0.98%	1.65%	1.08%	1.54%	1.05%	0.81%	1.27%	0.40%	1.75%	0.00%	0.00%	1.02%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1131	37	181	145	40	80	18	21	17	42	12	6	29	4	40	44	10	38	66	20	26	18	7	15	18	12	76	45	16	14	34									
		17.87%	14.62%	23.06%	19.86%	15.56%	18.35%	27.27%	11.80%	11.41%	21.88%	14.29%	7.69%	22.66%	6.25%	18.26%	27.67%	4.67%	16.81%	23.66%	19.61%	21.49%	9.68%	10.77%	15.79%	14.52%	15.19%	15.20%	26.32%	17.58%	13.86%	17.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	2	6	2	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	5	0	0	0	1									
		0.35%	0.79%	0.76%	0.27%	0.39%	0.00%	0.00%	0.00%	0.67%	0.52%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	1.00%	0.00%	0.00%	0.00%	0.51%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	385	28	63	68	18	35	1	7	3	8	1	2	0	1	18	8	13	15	4	4	2	5	11	2	4	3	41	11	1	4	4									
		6.08%	11.07%	8.03%	9.32%	7.00%	8.03%	1.52%	3.93%	2.01%	4.17%	1.19%	2.56%	0.00%	1.56%	8.22%	5.03%	6.07%	6.64%	1.43%	3.92%	1.65%	2.69%	16.92%	2.11%	3.23%	3.80%	8.20%	6.43%	1.10%	3.96%	2.03%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
