Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Савеловский район																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №3157	УИК №3158					
23	6.Политическая партия «Партия социальной справедливости»	91	9	6	2	5	4	7	3	5	5	4	9	5	7	9	10	0	1					
		0.45%	0.63%	0.53%	0.17%	0.40%	0.34%	0.61%	0.23%	0.44%	0.41%	0.29%	0.48%	0.35%	0.53%	0.65%	0.65%	0.00%	0.45%					
24	7.Политическая партия «Либерально-демократическая партия России»	1503	115	63	87	84	85	92	91	72	109	71	230	102	77	101	97	8	19					
		7.43%	8.02%	5.56%	7.44%	6.65%	7.21%	8.06%	6.86%	6.37%	9.00%	5.17%	12.30%	7.04%	5.84%	7.34%	6.33%	7.92%	8.64%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1608	147	85	90	102	79	90	106	101	82	128	113	122	118	121	98	6	20					
		7.95%	10.25%	7.50%	7.69%	8.07%	6.70%	7.88%	7.99%	8.94%	6.77%	9.32%	6.04%	8.43%	8.95%	8.79%	6.40%	5.94%	9.09%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	343	30	22	16	20	18	17	25	26	19	28	29	18	25	26	22	0	2					
		1.70%	2.09%	1.94%	1.37%	1.58%	1.53%	1.49%	1.89%	2.30%	1.57%	2.04%	1.55%	1.24%	1.90%	1.89%	1.44%	0.00%	0.91%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9703	641	536	568	575	574	572	661	573	601	625	1027	644	617	610	666	72	141					
		47.97%	44.70%	47.31%	48.55%	45.49%	48.69%	50.09%	49.85%	50.71%	49.63%	45.52%	54.92%	44.48%	46.78%	44.33%	43.47%	71.29%	64.09%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1457	103	93	111	129	71	60	85	73	86	106	65	110	103	102	152	1	7					
		7.20%	7.18%	8.21%	9.49%	10.21%	6.02%	5.25%	6.41%	6.46%	7.10%	7.72%	3.48%	7.60%	7.81%	7.41%	9.92%	0.99%	3.18%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
