Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Краснозоренская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366					
		0.75%	0.77%	0.0%	0.0%	0.20%	0.0%	1.62%	0.48%	1.14%	0.65%	1.19%	1.49%	0.28%	0.94%	0.67%	1.92%	1.76%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	27	7	2	0	0	2	0	1	1	2	0	4	2	3	1	0	2	0					
		0.50%	0.67%	0.47%	0.0%	0.0%	3.07%	0.0%	0.48%	0.57%	0.65%	0.0%	1.49%	0.57%	0.94%	0.67%	0.0%	0.88%	0.0%					
22	"5. ""За Русь Святую"""	34	15	3	0	3	0	1	0	2	1	2	1	0	1	1	1	2	1					
		0.64%	1.44%	0.71%	0.0%	0.62%	0.0%	0.27%	0.0%	1.14%	0.32%	0.79%	0.37%	0.0%	0.31%	0.67%	0.48%	0.88%	0.58%					
23	"6. ""Объединенная Российская партия ""Русь"""	11	2	0	2	1	2	0	0	0	0	0	1	0	0	0	3	0	0					
		0.20%	0.19%	0.0%	0.62%	0.20%	3.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	1.44%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	19	6	0	2	1	0	2	1	0	0	0	0	1	0	0	4	1	1					
		0.35%	0.57%	0.0%	0.62%	0.20%	0.0%	0.54%	0.48%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	1.92%	0.44%	0.58%					
25	"8. ""Народно-республиканская партия России"""	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.09%	0.0%	0.0%	0.20%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	185	35	3	8	13	3	6	0	8	24	13	10	17	15	9	12	3	6					
		3.48%	3.38%	0.71%	2.48%	2.71%	4.61%	1.62%	0.0%	4.59%	7.89%	5.17%	3.74%	4.89%	4.73%	6.04%	5.76%	1.32%	3.52%					
28	"11. ""Истинные патриоты России"""	5	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0					
		0.09%	0.09%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.79%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	23	7	1	1	4	0	0	0	0	0	1	0	0	4	0	1	4	0					
		0.43%	0.67%	0.23%	0.31%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	1.26%	0.0%	0.48%	1.76%	0.0%					
30	"13. ""Демократическая партия России"""	5	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.09%	0.09%	0.23%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	8	1	0	2	0	0	0	1	0	1	0	2	0	1	0	0	0	0					
		0.15%	0.09%	0.0%	0.62%	0.0%	0.0%	0.0%	0.48%	0.0%	0.32%	0.0%	0.74%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	6	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1					
		0.11%	0.19%	0.0%	0.0%	0.0%	0.0%	0.27%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.58%					
33	"16. ""Родина"" (народно-патриотический союз)"""	261	64	5	11	17	6	35	8	12	11	11	15	16	19	6	9	14	2					
		4.91%	6.18%	1.19%	3.41%	3.55%	9.23%	9.45%	3.90%	6.89%	3.61%	4.38%	5.61%	4.61%	5.99%	4.02%	4.32%	6.16%	1.17%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	12	1	2	2	0	0	1	2	0	0	2	0	0	1	1	0	0	0					
		0.22%	0.09%	0.47%	0.62%	0.0%	0.0%	0.27%	0.97%	0.0%	0.0%	0.79%	0.0%	0.0%	0.31%	0.67%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	515	119	25	36	28	4	25	17	19	17	41	37	58	23	14	24	15	13					
		9.70%	11.49%	5.99%	11.18%	5.85%	6.15%	6.75%	8.29%	10.91%	5.59%	16.33%	13.85%	16.71%	7.25%	9.39%	11.53%	6.60%	7.64%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	71	15	2	12	6	0	2	3	1	3	5	1	6	4	0	6	3	2					
		1.33%	1.44%	0.47%	3.72%	1.25%	0.0%	0.54%	1.46%	0.57%	0.98%	1.99%	0.37%	1.72%	1.26%	0.0%	2.88%	1.32%	1.17%					
37	"20. ""Политическая партия ""Единая Россия"""	3098	502	326	197	257	36	230	142	93	203	116	148	197	174	88	119	146	124					
		58.38%	48.50%	78.17%	61.18%	53.76%	55.38%	62.16%	69.26%	53.44%	66.77%	46.21%	55.43%	56.77%	54.88%	59.06%	57.21%	64.31%	72.94%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	3	4	0	2	0	1	0	0	6	0	1	0	3	0	0	0	0					
		0.37%	0.28%	0.95%	0.0%	0.41%	0.0%	0.27%	0.0%	0.0%	1.97%	0.0%	0.37%	0.0%	0.94%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	6	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1					
		0.11%	0.09%	0.0%	0.31%	0.20%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	697	168	28	34	127	12	45	15	31	26	36	29	33	53	17	12	14	17					
		13.13%	16.23%	6.71%	10.55%	26.56%	18.46%	12.16%	7.31%	17.81%	8.55%	14.34%	10.86%	9.51%	16.71%	11.40%	5.76%	6.16%	10.0%					
																								
41	Против всех	153	48	9	9	10	0	9	5	2	5	4	6	14	8	6	2	14	2					
		2.88%	4.63%	2.15%	2.79%	2.09%	0.0%	2.43%	2.43%	1.14%	1.64%	1.59%	2.24%	4.03%	2.52%	4.02%	0.96%	6.16%	1.17%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
