Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Апшеронская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357					
		0.65%	0.00%	0.00%	0.00%	1.87%	0.56%	1.73%	0.00%	0.47%	0.00%	0.00%	0.00%	0.11%	0.00%	1.17%	0.87%	1.34%	0.63%	2.70%	0.00%	0.00%	0.30%	2.29%	0.41%	0.00%	2.45%	1.09%	1.02%	0.99%	1.88%	0.00%	3.17%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	1.36%	1.19%	0.00%	3.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.50%	0.00%	0.30%	0.00%	0.90%	0.18%	0.00%	0.46%	0.00%	1.72%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26380	496	447	145	465	909	480	625	969	1024	812	765	1183	1016	1305	766	135	81	795	640	654	1080	745	773	113	134	646	398	546	205	317	44	238	419	527	79	176	124	83	856	20	234	67	80	31	505	99	326	234	218	620	338	373	402	130	1033	338	117					
		61.37%	39.33%	41.08%	64.73%	39.51%	84.95%	41.45%	50.12%	65.03%	65.14%	65.01%	56.92%	65.00%	65.00%	76.49%	66.72%	60.27%	50.94%	61.39%	62.99%	62.82%	65.06%	53.37%	62.95%	67.66%	54.69%	50.35%	67.69%	67.49%	55.11%	63.02%	34.92%	56.53%	65.06%	62.37%	63.71%	64.47%	61.69%	56.46%	67.72%	58.82%	72.67%	65.05%	75.47%	77.50%	64.33%	65.13%	65.07%	65.00%	60.72%	62.00%	62.94%	67.33%	72.17%	64.36%	68.27%	62.71%	67.24%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	87	0	0	0	5	2	3	0	1	0	0	0	0	0	7	3	0	0	3	0	0	5	6	0	0	1	17	0	0	4	0	1	0	0	3	0	0	0	0	6	1	1	0	0	0	0	0	2	3	0	0	0	2	5	0	5	0	1					
		0.20%	0.00%	0.00%	0.00%	0.42%	0.19%	0.26%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.26%	0.00%	0.00%	0.23%	0.00%	0.00%	0.30%	0.43%	0.00%	0.00%	0.41%	1.33%	0.00%	0.00%	1.08%	0.00%	0.79%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.47%	2.94%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.83%	0.00%	0.00%	0.00%	0.36%	0.90%	0.00%	0.33%	0.00%	0.57%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
