Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва															
Дата голосования: 07.12.2003 0:00:00															
															
Наименование Избирательной комиссии:    Ногликская															
															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)															
															
		Сумма	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115					
		0.09%	0.21%	0.0%	0.0%	0.12%	0.0%	0.12%	0.28%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	42	5	9	5	9	5	4	0	5					
		0.78%	1.05%	1.67%	1.36%	0.57%	0.69%	0.51%	0.0%	0.86%					
30	"13. ""Демократическая партия России"""	12	1	2	0	3	2	1	0	3					
		0.22%	0.21%	0.37%	0.0%	0.19%	0.27%	0.12%	0.0%	0.52%					
31	"14. ""Великая Россия - Евразийский Союз"""	8	3	0	0	3	0	2	0	0					
		0.14%	0.63%	0.0%	0.0%	0.19%	0.0%	0.25%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	11	2	1	0	5	1	1	0	1					
		0.20%	0.42%	0.18%	0.0%	0.32%	0.13%	0.12%	0.0%	0.17%					
33	"16. ""Родина"" (народно-патриотический союз)"""	600	38	77	43	196	104	88	22	32					
		11.23%	8.0%	14.31%	11.78%	12.62%	14.52%	11.42%	6.32%	5.56%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	21	1	1	1	6	1	3	1	7					
		0.39%	0.21%	0.18%	0.27%	0.38%	0.13%	0.38%	0.28%	1.21%					
35	"18. ""ЛДПР"""	912	97	77	70	264	120	124	55	105					
		17.07%	20.42%	14.31%	19.17%	16.99%	16.75%	16.10%	15.80%	18.26%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	112	17	13	9	32	13	11	5	12					
		2.09%	3.57%	2.41%	2.46%	2.06%	1.81%	1.42%	1.43%	2.08%					
37	"20. ""Политическая партия ""Единая Россия"""	1576	189	144	103	453	172	231	111	173					
		29.51%	39.78%	26.76%	28.21%	29.16%	24.02%	30.0%	31.89%	30.08%					
38	"21. ""Российская Конституционно-демократическая партия"""	7	1	0	1	1	1	3	0	0					
		0.13%	0.21%	0.0%	0.27%	0.06%	0.13%	0.38%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	14	0	2	1	4	2	3	1	1					
		0.26%	0.0%	0.37%	0.27%	0.25%	0.27%	0.38%	0.28%	0.17%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	653	42	53	40	176	112	105	43	82					
		12.22%	8.84%	9.85%	10.95%	11.33%	15.64%	13.63%	12.35%	14.26%					
															
41	Против всех	371	20	40	17	113	48	48	33	52					
		6.94%	4.21%	7.43%	4.65%	7.27%	6.70%	6.23%	9.48%	9.04%					
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
