Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Демянская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133					
14	Число погашенных неиспользованных открепительных удостоверений	42	0	4	0	1	4	4	0	4	0	4	7	4	0	1	1	8	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	331	9	5	12	38	58	2	19	6	40	43	3	2	7	12	7	8	17	3	40					
		3.96%	6.47%	1.89%	5.97%	2.89%	3.70%	1.54%	8.02%	2.73%	4.66%	4.58%	2.13%	1.77%	2.13%	3.83%	2.62%	3.35%	4.67%	1.74%	7.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	37	1	4	0	3	12	1	2	0	5	2	0	0	0	0	0	0	1	0	6					
		0.44%	0.72%	1.51%	0.00%	0.23%	0.76%	0.77%	0.84%	0.00%	0.58%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	1.09%					
20	3.Политическая партия «Демократическая партия России»	4	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0					
		0.05%	0.00%	0.38%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	736	19	14	11	108	167	5	21	36	65	92	6	10	26	31	17	25	19	15	49					
		8.80%	13.67%	5.28%	5.47%	8.22%	10.64%	3.85%	8.86%	16.36%	7.58%	9.80%	4.26%	8.85%	7.93%	9.90%	6.37%	10.46%	5.22%	8.72%	8.88%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	16	0	0	1	8	2	0	0	1	3	0	0	0	0	0	0	0	0	0	1					
		0.19%	0.00%	0.00%	0.50%	0.61%	0.13%	0.00%	0.00%	0.45%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%					
23	6.Политическая партия «Партия социальной справедливости»	26	0	0	2	9	10	1	0	0	0	3	1	0	0	0	0	0	0	0	0					
		0.31%	0.00%	0.00%	0.99%	0.68%	0.64%	0.77%	0.00%	0.00%	0.00%	0.32%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	624	8	17	28	122	155	11	18	8	59	70	11	6	23	23	15	5	15	9	21					
		7.46%	5.76%	6.42%	13.93%	9.28%	9.88%	8.46%	7.59%	3.64%	6.88%	7.45%	7.80%	5.31%	7.01%	7.35%	5.62%	2.09%	4.12%	5.23%	3.80%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	472	8	8	12	83	115	9	9	12	46	47	9	9	10	32	7	6	18	8	24					
		5.65%	5.76%	3.02%	5.97%	6.32%	7.33%	6.92%	3.80%	5.45%	5.36%	5.01%	6.38%	7.96%	3.05%	10.22%	2.62%	2.51%	4.95%	4.65%	4.35%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	88	2	4	2	26	18	0	2	4	6	5	1	2	1	1	1	0	6	3	4					
		1.05%	1.44%	1.51%	0.99%	1.98%	1.15%	0.00%	0.84%	1.82%	0.70%	0.53%	0.71%	1.77%	0.30%	0.32%	0.37%	0.00%	1.65%	1.74%	0.72%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5903	91	210	131	893	985	100	162	152	630	661	110	81	257	211	219	193	284	130	403					
		70.60%	65.47%	79.25%	65.17%	67.96%	62.78%	76.92%	68.35%	69.09%	73.43%	70.39%	78.01%	71.68%	78.35%	67.41%	82.02%	80.75%	78.02%	75.58%	73.01%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	54	1	1	1	10	20	0	1	0	3	8	0	2	4	0	0	0	1	1	1					
		0.65%	0.72%	0.38%	0.50%	0.76%	1.27%	0.00%	0.42%	0.00%	0.35%	0.85%	0.00%	1.77%	1.22%	0.00%	0.00%	0.00%	0.27%	0.58%	0.18%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
