Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Жуковская городская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №634	УИК №637	УИК №638	УИК №643	УИК №645	УИК №646	УИК №647	УИК №648	УИК №652	УИК №653	УИК №655	УИК №656	УИК №658									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9039	175	244	289	223	247	259	224	206	230	210	241	294	270	279	208	297	227	235	290	320	248	212	283	299	250	176	346	200	304	289	217	250	213	245	267	272									
		34.30%	32.47%	31.04%	40.08%	31.86%	33.20%	33.99%	30.27%	31.74%	28.22%	27.89%	38.38%	36.48%	34.75%	35.91%	29.59%	34.66%	28.84%	32.73%	34.56%	39.60%	39.18%	33.92%	39.42%	37.85%	35.01%	31.21%	36.15%	31.75%	34.16%	36.68%	34.89%	37.94%	32.42%	35.51%	35.04%	36.71%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	465	8	19	10	18	12	12	21	10	15	13	13	17	15	18	19	12	16	10	11	17	8	7	18	12	6	8	30	9	16	10	9	9	7	4	11	15									
		1.76%	1.48%	2.42%	1.39%	2.57%	1.61%	1.57%	2.84%	1.54%	1.84%	1.73%	2.07%	2.11%	1.93%	2.32%	2.70%	1.40%	2.03%	1.39%	1.31%	2.10%	1.26%	1.12%	2.51%	1.52%	0.84%	1.42%	3.13%	1.43%	1.80%	1.27%	1.45%	1.37%	1.07%	0.58%	1.44%	2.02%									
24	"6. Политическая партия ""Гражданская Платформа"""	64	1	3	3	2	1	1	1	3	1	5	1	1	1	2	4	0	2	0	3	2	3	2	0	3	3	1	1	0	1	1	2	1	2	3	2	2									
		0.24%	0.19%	0.38%	0.42%	0.29%	0.13%	0.13%	0.14%	0.46%	0.12%	0.66%	0.16%	0.12%	0.13%	0.26%	0.57%	0.00%	0.25%	0.00%	0.36%	0.25%	0.47%	0.32%	0.00%	0.38%	0.42%	0.18%	0.10%	0.00%	0.11%	0.13%	0.32%	0.15%	0.30%	0.43%	0.26%	0.27%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3227	54	93	83	83	95	88	91	76	76	84	75	94	73	82	82	111	87	96	94	68	99	93	112	97	91	81	116	93	96	108	96	89	87	98	106	80									
		12.25%	10.02%	11.83%	11.51%	11.86%	12.77%	11.55%	12.30%	11.71%	9.33%	11.16%	11.94%	11.66%	9.40%	10.55%	11.66%	12.95%	11.05%	13.37%	11.20%	8.42%	15.64%	14.88%	15.60%	12.28%	12.75%	14.36%	12.12%	14.76%	10.79%	13.71%	15.43%	13.51%	13.24%	14.20%	13.91%	10.80%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	447	11	18	14	8	11	22	16	12	19	13	6	12	19	18	11	12	14	11	9	9	16	5	9	15	5	12	19	13	24	9	12	11	10	6	5	11									
		1.70%	2.04%	2.29%	1.94%	1.14%	1.48%	2.89%	2.16%	1.85%	2.33%	1.73%	0.96%	1.49%	2.45%	2.32%	1.56%	1.40%	1.78%	1.53%	1.07%	1.11%	2.53%	0.80%	1.25%	1.90%	0.70%	2.13%	1.99%	2.06%	2.70%	1.14%	1.93%	1.67%	1.52%	0.87%	0.66%	1.48%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	698	15	29	21	16	14	24	23	14	31	24	4	16	21	17	34	16	17	26	21	17	8	10	19	23	18	14	36	11	36	21	23	13	15	12	24	15									
		2.65%	2.78%	3.69%	2.91%	2.29%	1.88%	3.15%	3.11%	2.16%	3.80%	3.19%	0.64%	1.99%	2.70%	2.19%	4.84%	1.87%	2.16%	3.62%	2.50%	2.10%	1.26%	1.60%	2.65%	2.91%	2.52%	2.48%	3.76%	1.75%	4.04%	2.66%	3.70%	1.97%	2.28%	1.74%	3.15%	2.02%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	32	1	2	0	1	0	0	2	1	1	0	0	1	0	1	1	0	2	0	1	0	1	1	0	1	0	2	2	0	4	0	0	1	1	2	1	2									
		0.12%	0.19%	0.25%	0.00%	0.14%	0.00%	0.00%	0.27%	0.15%	0.12%	0.00%	0.00%	0.12%	0.00%	0.13%	0.14%	0.00%	0.25%	0.00%	0.12%	0.00%	0.16%	0.16%	0.00%	0.13%	0.00%	0.35%	0.21%	0.00%	0.45%	0.00%	0.00%	0.15%	0.15%	0.29%	0.13%	0.27%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1932	45	64	42	50	58	39	85	45	97	79	32	56	71	53	76	59	105	63	50	46	21	30	29	49	47	37	90	27	81	52	42	37	29	40	55	51									
		7.33%	8.35%	8.14%	5.83%	7.14%	7.80%	5.12%	11.49%	6.93%	11.90%	10.49%	5.10%	6.95%	9.14%	6.82%	10.81%	6.88%	13.34%	8.77%	5.96%	5.69%	3.32%	4.80%	4.04%	6.20%	6.58%	6.56%	9.40%	4.29%	9.10%	6.60%	6.75%	5.61%	4.41%	5.80%	7.22%	6.88%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4918	107	152	129	155	141	155	137	137	180	165	123	156	171	156	130	152	151	138	180	166	100	117	115	115	134	113	128	135	140	136	98	100	123	119	137	127									
		18.66%	19.85%	19.34%	17.89%	22.14%	18.95%	20.34%	18.51%	21.11%	22.09%	21.91%	19.59%	19.35%	22.01%	20.08%	18.49%	17.74%	19.19%	19.22%	21.45%	20.54%	15.80%	18.72%	16.02%	14.56%	18.77%	20.04%	13.38%	21.43%	15.73%	17.26%	15.76%	15.17%	18.72%	17.25%	17.98%	17.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	134	5	6	3	3	3	2	3	1	6	7	2	0	3	0	2	3	4	5	2	3	4	2	4	4	8	4	8	2	7	9	3	2	4	5	3	2									
		0.51%	0.93%	0.76%	0.42%	0.43%	0.40%	0.26%	0.41%	0.15%	0.74%	0.93%	0.32%	0.00%	0.39%	0.00%	0.28%	0.35%	0.51%	0.70%	0.24%	0.37%	0.63%	0.32%	0.56%	0.51%	1.12%	0.71%	0.84%	0.32%	0.79%	1.14%	0.48%	0.30%	0.61%	0.72%	0.39%	0.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2355	56	76	58	67	61	74	49	65	53	76	47	67	50	51	58	91	67	54	75	72	44	63	48	80	65	51	84	65	81	72	58	68	85	88	67	69									
		8.94%	10.39%	9.67%	8.04%	9.57%	8.20%	9.71%	6.62%	10.02%	6.50%	10.09%	7.48%	8.31%	6.44%	6.56%	8.25%	10.62%	8.51%	7.52%	8.94%	8.91%	6.95%	10.08%	6.69%	10.13%	9.10%	9.04%	8.78%	10.32%	9.10%	9.14%	9.32%	10.32%	12.94%	12.75%	8.79%	9.31%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
