Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Верхневилюйская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	343	10	16	10	10	14	7	10	3	16	5	10	10	25	12	10	11	5	15	18	7	20	18	0	17	1	15	5	5	3	5	5	10	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	287	8	15	7	10	12	7	7	0	16	4	0	10	25	12	10	11	3	12	18	7	20	18	0	17	1	6	5	5	0	2	5	7	6	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	152	14	28	5	15	0	5	11	4	4	1	3	4	5	6	0	4	2	6	5	2	3	1	0	0	2	2	5	0	0	7	1	4	3	0									
14	Число погашенных неиспользованных открепительных удостоверений	56	2	1	3	0	2	0	3	3	0	1	10	0	0	0	0	0	2	3	0	0	0	0	0	0	0	9	0	0	3	3	0	3	4	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	202	13	21	9	10	20	10	7	0	0	3	1	6	4	5	9	4	5	4	8	4	3	6	0	16	1	6	3	6	1	7	4	2	2	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	37	2	3	1	1	3	2	0	0	0	0	1	3	4	0	2	1	2	0	1	0	0	2	0	4	0	1	0	0	0	0	2	0	2	0									
		0.51%	0.56%	0.77%	0.33%	0.26%	0.63%	0.51%	0.00%	0.00%	0.00%	0.00%	0.78%	0.92%	1.21%	0.00%	0.81%	0.49%	1.08%	0.00%	0.47%	0.00%	0.00%	1.13%	0.00%	1.26%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	1.38%	0.00%	1.09%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	242	15	14	5	14	18	12	11	0	6	1	4	8	12	6	7	12	6	4	12	13	7	5	0	5	1	6	3	4	2	3	2	13	10	1									
		3.37%	4.20%	3.58%	1.67%	3.68%	3.77%	3.06%	3.16%	0.00%	3.24%	1.15%	3.10%	2.45%	3.63%	4.69%	2.83%	5.88%	3.23%	1.36%	5.63%	6.99%	3.40%	2.82%	0.00%	1.58%	3.23%	3.95%	2.21%	3.39%	5.41%	1.86%	1.38%	5.86%	5.46%	1.06%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	99	5	9	4	9	4	9	4	0	1	0	4	4	3	2	5	2	2	0	2	2	4	0	1	6	0	0	1	3	0	2	6	3	1	1									
		1.38%	1.40%	2.30%	1.33%	2.37%	0.84%	2.30%	1.15%	0.00%	0.54%	0.00%	3.10%	1.22%	0.91%	1.56%	2.02%	0.98%	1.08%	0.00%	0.94%	1.08%	1.94%	0.00%	4.55%	1.89%	0.00%	0.00%	0.74%	2.54%	0.00%	1.24%	4.14%	1.35%	0.55%	1.06%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3642	155	201	157	184	207	196	165	16	104	42	36	161	148	93	109	117	70	159	99	88	117	116	7	163	16	81	87	72	24	77	73	121	113	68									
		50.68%	43.42%	51.41%	52.33%	48.42%	43.40%	50.00%	47.41%	72.73%	56.22%	48.28%	27.91%	49.24%	44.71%	72.66%	44.13%	57.35%	37.63%	53.90%	46.48%	47.31%	56.80%	65.54%	31.82%	51.42%	51.61%	53.29%	63.97%	61.02%	64.86%	47.83%	50.34%	54.50%	61.75%	72.34%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	35	4	2	2	1	2	5	0	0	0	0	0	1	3	1	0	0	0	0	2	3	0	1	0	1	0	1	0	0	1	0	2	2	1	0									
		0.49%	1.12%	0.51%	0.67%	0.26%	0.42%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.91%	0.78%	0.00%	0.00%	0.00%	0.00%	0.94%	1.61%	0.00%	0.56%	0.00%	0.32%	0.00%	0.66%	0.00%	0.00%	2.70%	0.00%	1.38%	0.90%	0.55%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	51	3	4	6	5	4	2	1	0	1	2	1	2	1	1	2	0	0	1	5	1	1	0	0	1	0	1	2	1	1	0	0	0	2	0									
		0.71%	0.84%	1.02%	2.00%	1.32%	0.84%	0.51%	0.29%	0.00%	0.54%	2.30%	0.78%	0.61%	0.30%	0.78%	0.81%	0.00%	0.00%	0.34%	2.35%	0.54%	0.49%	0.00%	0.00%	0.32%	0.00%	0.66%	1.47%	0.85%	2.70%	0.00%	0.00%	0.00%	1.09%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	131	10	8	0	6	10	15	6	0	1	2	1	9	15	1	2	4	2	3	6	1	1	2	1	6	0	1	0	2	2	2	5	3	2	2									
		1.82%	2.80%	2.05%	0.00%	1.58%	2.10%	3.83%	1.72%	0.00%	0.54%	2.30%	0.78%	2.75%	4.53%	0.78%	0.81%	1.96%	1.08%	1.02%	2.82%	0.54%	0.49%	1.13%	4.55%	1.89%	0.00%	0.66%	0.00%	1.69%	5.41%	1.24%	3.45%	1.35%	1.09%	2.13%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.26%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	3.23%	0.00%	0.00%	0.85%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	1	1	0	1	2	6	1	0	1	0	0	2	1	0	1	0	0	2	0	0	0	1	0	10	0	0	0	0	0	0	1	1	1	1									
		0.47%	0.28%	0.26%	0.00%	0.26%	0.42%	1.53%	0.29%	0.00%	0.54%	0.00%	0.00%	0.61%	0.30%	0.00%	0.40%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.56%	0.00%	3.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.45%	0.55%	1.06%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	2	0									
		0.17%	0.00%	0.00%	0.00%	0.26%	0.00%	0.26%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	1.38%	0.00%	1.09%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	2	1	3	1	3	1	1	2	1	3	0	0	1	0	0	1	1	2	4	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0									
		0.46%	0.56%	0.26%	1.00%	0.26%	0.63%	0.26%	0.29%	9.09%	0.54%	3.45%	0.00%	0.00%	0.30%	0.00%	0.00%	0.49%	0.54%	0.68%	1.88%	1.08%	0.00%	1.69%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1043	62	66	52	46	81	61	58	2	21	7	28	43	43	13	41	26	19	34	40	39	14	16	6	47	6	20	23	23	6	35	19	27	16	3									
		14.51%	17.37%	16.88%	17.33%	12.11%	16.98%	15.56%	16.67%	9.09%	11.35%	8.05%	21.71%	13.15%	12.99%	10.16%	16.60%	12.75%	10.22%	11.53%	18.78%	20.97%	6.80%	9.04%	27.27%	14.83%	19.35%	13.16%	16.91%	19.49%	16.22%	21.74%	13.10%	12.16%	8.74%	3.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	0	2	1	2	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	5	1	0	0	1	0	0	1	0	0	0	0	0	0	0									
		0.26%	0.00%	0.51%	0.33%	0.53%	0.21%	0.00%	0.29%	0.00%	0.00%	0.00%	0.78%	0.31%	0.00%	0.00%	0.40%	0.49%	0.00%	0.00%	0.00%	2.69%	0.49%	0.00%	0.00%	0.32%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1706	92	74	65	104	137	77	92	1	45	30	51	88	94	10	73	39	81	84	37	30	61	29	7	61	6	39	18	12	1	41	30	50	30	17									
		23.74%	25.77%	18.93%	21.67%	27.37%	28.72%	19.64%	26.44%	4.55%	24.32%	34.48%	39.53%	26.91%	28.40%	7.81%	29.55%	19.12%	43.55%	28.47%	17.37%	16.13%	29.61%	16.38%	31.82%	19.24%	19.35%	25.66%	13.24%	10.17%	2.70%	25.47%	20.69%	22.52%	16.39%	18.09%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
