Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Олонецкая																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	37	1	5	5	2	0	3	2	2	2	0	3	1	1	0	3	0	2	0	1	0	1	1	2									
		0.45%	0.13%	0.57%	0.61%	0.23%	0.00%	0.69%	0.31%	0.45%	1.77%	0.00%	0.74%	0.20%	0.41%	0.00%	1.31%	0.00%	1.67%	0.00%	0.29%	0.00%	0.35%	0.52%	0.56%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	2	2	1	2	0	0	5	3	0	1	0	2	3	1	0	0	0	0	1	0	0	0	1									
		0.29%	0.26%	0.23%	0.12%	0.23%	0.00%	0.00%	0.77%	0.68%	0.00%	0.93%	0.00%	0.40%	1.23%	1.56%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.28%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1278	130	112	122	130	22	65	118	86	21	19	62	89	21	8	25	5	21	22	50	14	55	35	46									
		15.52%	16.62%	12.81%	14.97%	14.77%	22.92%	15.01%	18.10%	19.50%	18.58%	17.59%	15.20%	17.98%	8.64%	12.50%	10.92%	19.23%	17.50%	13.58%	14.45%	12.39%	19.03%	18.13%	12.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	41	6	3	6	2	3	1	3	3	2	0	1	0	2	0	1	0	3	1	1	1	0	0	2									
		0.50%	0.77%	0.34%	0.74%	0.23%	3.13%	0.23%	0.46%	0.68%	1.77%	0.00%	0.25%	0.00%	0.82%	0.00%	0.44%	0.00%	2.50%	0.62%	0.29%	0.88%	0.00%	0.00%	0.56%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	93	5	15	12	11	1	7	7	10	1	3	3	5	0	4	1	0	0	0	2	0	2	3	1									
		1.13%	0.64%	1.72%	1.47%	1.25%	1.04%	1.62%	1.07%	2.27%	0.88%	2.78%	0.74%	1.01%	0.00%	6.25%	0.44%	0.00%	0.00%	0.00%	0.58%	0.00%	0.69%	1.55%	0.28%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	0	3	4	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1									
		0.17%	0.13%	0.00%	0.37%	0.45%	0.00%	0.23%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	982	156	136	151	127	10	41	61	32	4	3	37	54	5	5	32	3	8	16	16	13	29	15	28									
		11.92%	19.95%	15.56%	18.53%	14.43%	10.42%	9.47%	9.36%	7.26%	3.54%	2.78%	9.07%	10.91%	2.06%	7.81%	13.97%	11.54%	6.67%	9.88%	4.62%	11.50%	10.03%	7.77%	7.91%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	783	60	108	65	75	9	48	74	53	7	5	51	50	10	4	17	1	11	16	26	13	34	19	27									
		9.51%	7.67%	12.36%	7.98%	8.52%	9.38%	11.09%	11.35%	12.02%	6.19%	4.63%	12.50%	10.10%	4.12%	6.25%	7.42%	3.85%	9.17%	9.88%	7.51%	11.50%	11.76%	9.84%	7.63%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	5	1	1	5	0	1	3	1	0	0	2	2	1	1	1	0	0	1	2	0	1	0	3									
		0.38%	0.64%	0.11%	0.12%	0.57%	0.00%	0.23%	0.46%	0.23%	0.00%	0.00%	0.49%	0.40%	0.41%	1.56%	0.44%	0.00%	0.00%	0.62%	0.58%	0.00%	0.35%	0.00%	0.85%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	802	69	104	74	104	8	35	54	29	16	17	33	67	3	5	20	3	10	11	38	11	15	14	62									
		9.74%	8.82%	11.90%	9.08%	11.82%	8.33%	8.08%	8.28%	6.58%	14.16%	15.74%	8.09%	13.54%	1.23%	7.81%	8.73%	11.54%	8.33%	6.79%	10.98%	9.73%	5.19%	7.25%	17.51%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
