Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Пластовская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309									
		0.47%	0.84%	0.94%	0.32%	0.70%	0.11%	0.63%	0.70%	0.41%	0.65%	0.24%	0.64%	0.00%	0.00%	0.00%	1.32%	0.00%	1.47%	0.00%	0.00%	1.01%	0.00%	0.54%	0.00%	0.00%	0.00%	1.20%	0.60%	0.84%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	61	4	10	8	3	6	3	3	1	3	0	0	0	1	0	0	2	0	0	2	0	0	6	1	1	7	0	0	0	0									
		0.50%	0.48%	0.85%	0.64%	0.30%	0.64%	0.47%	0.70%	0.21%	0.49%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.66%	0.00%	0.00%	2.33%	0.00%	0.00%	1.08%	0.26%	0.50%	3.43%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	1	3	4	1	1	1	0	1	1	2	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0									
		0.17%	0.12%	0.26%	0.32%	0.10%	0.11%	0.16%	0.00%	0.21%	0.16%	0.48%	0.00%	0.00%	0.00%	0.00%	0.44%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	118	3	12	19	5	5	25	3	6	3	1	0	2	3	0	5	13	0	0	0	0	1	4	2	1	2	0	2	1	0									
		0.97%	0.36%	1.02%	1.53%	0.50%	0.54%	3.92%	0.70%	1.24%	0.49%	0.24%	0.00%	0.50%	0.87%	0.00%	2.20%	4.29%	0.00%	0.00%	0.00%	0.00%	0.93%	0.72%	0.53%	0.50%	0.98%	0.00%	1.20%	0.42%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1377	107	147	164	123	101	80	46	62	52	46	16	26	20	4	28	33	8	12	15	23	5	53	37	5	29	13	18	16	88									
		11.37%	12.85%	12.55%	13.18%	12.24%	10.84%	12.56%	10.80%	12.84%	8.48%	10.95%	10.26%	6.52%	5.78%	3.81%	12.33%	10.89%	11.76%	21.82%	17.44%	23.23%	4.63%	9.55%	9.79%	2.50%	14.22%	15.66%	10.84%	6.72%	15.44%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	58	3	2	14	10	4	3	4	2	3	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	2	0	2	1	2									
		0.48%	0.36%	0.17%	1.13%	0.99%	0.43%	0.47%	0.94%	0.41%	0.49%	0.24%	0.64%	0.25%	0.00%	0.00%	0.44%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.98%	0.00%	1.20%	0.42%	0.35%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	898	58	121	116	107	78	53	38	24	45	43	11	9	9	2	12	20	4	0	4	4	2	37	41	3	14	0	3	11	29									
		7.42%	6.96%	10.33%	9.32%	10.65%	8.37%	8.32%	8.92%	4.97%	7.34%	10.24%	7.05%	2.26%	2.60%	1.90%	5.29%	6.60%	5.88%	0.00%	4.65%	4.04%	1.85%	6.67%	10.85%	1.50%	6.86%	0.00%	1.81%	4.62%	5.09%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
