Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Ивантеевская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	911	47	47	54	28	50	73	58	49	44	70	41	22	63	30	27	47	37	50	35	39									
		5.14%	5.27%	5.10%	7.12%	3.64%	4.95%	6.80%	6.74%	5.75%	4.92%	7.88%	4.87%	2.33%	6.65%	4.30%	2.01%	5.37%	4.60%	5.81%	4.37%	5.59%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
