Выборы Президента Российской Федерации																																																								
																																																								
Наименование Избирательной комиссии:    Красноярская																																																								
																																																								
Итоги голосования 																																																								
																																																								
		Сумма	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782					
11	Число полученных открепительных  удостоверений	1128	12	8	5	65	60	27	20	5	13	15	25	36	11	7	15	12	33	38	10	25	4	50	65	60	20	20	20	20	25	22	23	20	10	10	5	75	15	15	20	40	30	30	7	40	5	5	5	22	3					
12	Число выданных открепительных удостоверений	1041	12	8	5	65	60	27	20	5	13	15	25	36	11	7	7	12	33	38	8	25	4	50	58	46	15	12	18	16	25	22	23	19	7	8	1	64	14	15	16	36	30	30	7	40	3	0	5	22	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	652	4	8	6	13	20	8	14	1	7	41	24	6	10	8	14	44	28	31	7	6	1	10	40	2	27	13	8	17	13	24	11	13	3	5	2	25	2	22	5	8	11	42	15	13	6	2	4	6	2					
14	Число неиспользованных открепительных удостоверений	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	7	14	5	8	2	4	0	0	0	1	3	2	4	11	1	0	4	4	0	0	0	0	2	5	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																								
18	. Глазьев Сергей Юрьевич	970	7	5	10	18	11	5	17	1	11	46	60	18	1	1	8	52	50	40	5	6	17	57	58	36	65	53	33	24	38	12	7	55	6	12	6	17	3	16	5	12	8	11	10	22	5	0	1	4	5					
		3.31%	2.35%	2.21%	5.29%	4.41%	2.15%	2.89%	3.62%	0.81%	2.82%	4.76%	3.88%	2.18%	0.52%	1.28%	1.05%	3.32%	3.28%	2.88%	1.68%	3.26%	6.09%	4.35%	3.82%	3.34%	4.74%	4.12%	2.64%	2.93%	6.21%	3.64%	4.96%	4.27%	1.49%	3.17%	2.43%	2.44%	0.96%	4.23%	4.72%	4.86%	2.23%	2.42%	2.58%	2.17%	2.33%	0.00%	0.73%	1.18%	3.97%					
19	. Малышкин Олег Александрович	807	5	3	0	10	13	8	19	2	24	40	46	15	3	2	12	48	27	40	5	9	7	45	54	28	29	23	17	16	18	13	3	35	10	13	3	24	23	14	3	6	15	17	8	39	3	0	0	6	4					
		2.75%	1.68%	1.33%	0.00%	2.45%	2.54%	4.62%	4.05%	1.61%	6.15%	4.14%	2.97%	1.82%	1.56%	2.56%	1.57%	3.07%	1.77%	2.88%	1.68%	4.89%	2.51%	3.44%	3.55%	2.60%	2.12%	1.79%	1.36%	1.96%	2.94%	3.94%	2.13%	2.72%	2.48%	3.44%	1.21%	3.44%	7.35%	3.70%	2.83%	2.43%	4.18%	3.74%	2.07%	3.84%	1.40%	0.00%	0.00%	1.78%	3.17%					
20	. Миронов Сергей Михайлович	218	4	1	1	2	5	3	2	3	1	14	13	6	3	2	6	10	5	7	0	2	1	11	6	7	19	11	8	11	5	1	0	14	0	1	1	2	1	5	1	0	3	3	4	4	2	0	4	3	0					
		0.74%	1.34%	0.44%	0.53%	0.49%	0.98%	1.73%	0.43%	2.42%	0.26%	1.45%	0.84%	0.73%	1.56%	2.56%	0.78%	0.64%	0.33%	0.50%	0.00%	1.09%	0.36%	0.84%	0.39%	0.65%	1.39%	0.86%	0.64%	1.34%	0.82%	0.30%	0.00%	1.09%	0.00%	0.26%	0.40%	0.29%	0.32%	1.32%	0.94%	0.00%	0.84%	0.66%	1.03%	0.39%	0.93%	0.00%	2.92%	0.89%	0.00%					
21	. Путин Владимир Владимирович	19694	178	178	142	281	345	110	320	109	258	578	1022	550	122	57	576	1002	1009	930	210	108	189	842	1041	730	883	886	821	559	406	205	103	870	293	252	159	480	210	258	64	139	274	316	285	697	166	72	98	229	82					
		67.22%	59.73%	78.76%	75.13%	68.87%	67.38%	63.58%	68.23%	87.90%	66.15%	59.83%	66.06%	66.67%	63.54%	73.08%	75.29%	64.03%	66.21%	66.86%	70.71%	58.70%	67.74%	64.32%	68.53%	67.78%	64.45%	68.90%	65.68%	68.34%	66.34%	62.12%	73.05%	67.60%	72.52%	66.67%	64.37%	68.77%	67.09%	68.25%	60.38%	56.28%	76.32%	69.45%	73.64%	68.60%	77.21%	77.42%	71.53%	67.75%	65.08%					
22	. Хакамада Ирина Муцуовна	692	8	6	3	6	16	0	5	3	4	34	55	18	0	0	17	34	45	33	9	7	1	26	38	23	39	25	42	18	20	13	0	23	18	5	5	14	1	17	2	9	6	7	5	9	13	0	2	7	1					
		2.36%	2.68%	2.65%	1.59%	1.47%	3.12%	0.00%	1.07%	2.42%	1.03%	3.52%	3.56%	2.18%	0.00%	0.00%	2.22%	2.17%	2.95%	2.37%	3.03%	3.80%	0.36%	1.99%	2.50%	2.14%	2.85%	1.94%	3.36%	2.20%	3.27%	3.94%	0.00%	1.79%	4.46%	1.32%	2.02%	2.01%	0.32%	4.50%	1.89%	3.64%	1.67%	1.54%	1.29%	0.89%	6.05%	0.00%	1.46%	2.07%	0.79%					
23	. Харитонов Николай Михайлович	5580	80	22	24	75	102	40	94	2	75	209	266	190	60	15	107	313	300	268	59	49	60	253	245	204	259	217	276	162	97	76	16	230	63	81	65	131	65	58	27	72	45	88	60	208	17	20	25	81	29					
		19.05%	26.85%	9.73%	12.70%	18.38%	19.92%	23.12%	20.04%	1.61%	19.23%	21.64%	17.19%	23.03%	31.25%	19.23%	13.99%	20.00%	19.69%	19.27%	19.87%	26.63%	21.51%	19.33%	16.13%	18.94%	18.91%	16.87%	22.08%	19.80%	15.85%	23.03%	11.35%	17.87%	15.59%	21.43%	26.32%	18.77%	20.77%	15.34%	25.47%	29.15%	12.53%	19.34%	15.50%	20.47%	7.91%	21.51%	18.25%	23.96%	23.02%					
																																																								
24	Против всех	864	7	2	0	11	13	3	9	3	8	35	58	17	2	0	29	65	65	66	4	3	0	54	57	37	51	32	39	17	20	7	11	45	3	8	1	20	8	7	3	3	3	8	5	12	7	0	1	2	3					
		2.95%	2.35%	0.88%	0.00%	2.70%	2.54%	1.73%	1.92%	2.42%	2.05%	3.62%	3.75%	2.06%	1.04%	0.00%	3.79%	4.15%	4.27%	4.74%	1.35%	1.63%	0.00%	4.13%	3.75%	3.44%	3.72%	2.49%	3.12%	2.08%	3.27%	2.12%	7.80%	3.50%	0.74%	2.12%	0.40%	2.87%	2.56%	1.85%	2.83%	1.21%	0.84%	1.76%	1.29%	1.18%	3.26%	0.00%	0.73%	0.59%	2.38%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
