Выборы Президента Российской Федерации																																																																				
																																																																				
Наименование Избирательной комиссии:    Колпинская №21																																																																				
																																																																				
Итоги голосования 																																																																				
																																																																				
		Сумма	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694					
11	Число полученных открепительных  удостоверений	3988	58	70	70	70	70	70	70	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65					
12	Число выданных открепительных удостоверений	1212	29	14	19	29	19	23	24	18	26	26	23	28	17	35	34	16	19	22	9	17	17	20	25	15	19	17	20	19	31	32	19	21	18	16	9	23	17	23	25	22	20	15	25	28	28	10	15	10	16	19	9	6	9	23	27	14	16	8	29	22	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	785	14	59	22	21	21	13	12	9	8	18	17	9	13	18	10	11	5	12	15	5	16	16	14	10	13	12	9	19	11	17	6	16	11	8	13	11	12	18	11	8	13	14	7	10	9	14	14	5	2	11	11	20	7	19	6	4	4	3	9	5	35					
14	Число неиспользованных открепительных удостоверений	2776	29	56	51	41	51	47	46	47	39	39	42	37	48	30	31	49	46	43	56	48	48	45	40	50	46	48	45	46	34	33	46	44	47	49	56	42	48	42	40	43	45	50	40	37	37	55	50	55	49	46	56	59	56	42	38	51	49	57	36	43	57					
15	"Число открепительных удостоверений, выданных в ТИК"	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																				
18	. Глазьев Сергей Юрьевич	2987	13	54	48	50	40	37	40	43	64	31	60	74	105	57	46	28	68	73	23	46	42	79	21	32	29	55	50	81	56	60	64	60	60	55	60	46	38	65	47	48	69	58	49	59	68	29	43	31	41	44	23	25	38	44	55	34	39	55	59	63	13					
		3.71%	1.77%	4.97%	3.86%	3.53%	3.04%	2.58%	3.07%	3.14%	4.26%	2.07%	3.47%	4.56%	5.62%	4.15%	3.98%	2.51%	5.65%	4.50%	2.44%	3.86%	3.82%	4.96%	2.06%	3.51%	2.63%	4.40%	4.50%	5.33%	3.55%	3.66%	3.70%	3.61%	4.15%	4.15%	3.93%	3.53%	2.72%	4.09%	3.06%	2.99%	4.31%	3.74%	3.58%	4.09%	4.38%	2.48%	4.15%	3.07%	3.47%	3.91%	3.31%	4.39%	3.11%	3.31%	3.61%	2.81%	2.74%	4.54%	3.64%	4.57%	2.06%					
19	. Малышкин Олег Александрович	754	7	9	10	10	13	9	16	11	16	14	20	17	27	19	5	8	10	10	9	9	8	13	11	9	8	19	8	12	18	10	16	12	22	7	14	14	19	12	9	21	16	10	19	13	20	14	5	7	13	17	2	9	5	11	15	12	15	5	15	7	13					
		0.94%	0.95%	0.83%	0.80%	0.71%	0.99%	0.63%	1.23%	0.80%	1.06%	0.93%	1.16%	1.05%	1.45%	1.38%	0.43%	0.72%	0.83%	0.62%	0.96%	0.76%	0.73%	0.82%	1.08%	0.99%	0.73%	1.52%	0.72%	0.79%	1.14%	0.61%	0.92%	0.72%	1.52%	0.53%	0.92%	1.08%	1.36%	0.76%	0.59%	1.31%	1.00%	0.64%	1.39%	0.90%	1.29%	1.20%	0.48%	0.69%	1.10%	1.51%	0.29%	1.58%	0.41%	0.83%	0.98%	0.99%	1.06%	0.41%	0.92%	0.51%	2.06%					
20	. Миронов Сергей Михайлович	829	11	14	20	20	10	10	14	12	13	16	13	9	22	20	11	2	13	16	19	14	9	13	8	10	12	11	10	14	13	15	13	17	11	15	14	13	14	18	11	14	17	14	14	16	17	13	10	11	15	9	15	10	15	16	14	21	11	8	19	19	11					
		1.03%	1.49%	1.29%	1.61%	1.41%	0.76%	0.70%	1.08%	0.88%	0.86%	1.07%	0.75%	0.55%	1.18%	1.46%	0.95%	0.18%	1.08%	0.99%	2.02%	1.17%	0.82%	0.82%	0.78%	1.10%	1.09%	0.88%	0.90%	0.92%	0.82%	0.92%	0.75%	1.02%	0.76%	1.13%	0.92%	1.00%	1.00%	1.13%	0.72%	0.87%	1.06%	0.90%	1.02%	1.11%	1.10%	1.11%	0.97%	1.09%	1.27%	0.80%	2.16%	1.76%	1.23%	1.20%	0.92%	1.74%	0.77%	0.66%	1.17%	1.38%	1.74%					
21	. Путин Владимир Владимирович	63059	620	812	934	1101	986	1136	1068	1080	1186	1239	1315	1277	1404	1012	911	861	916	1208	739	951	898	1215	826	705	872	935	889	1162	1263	1332	1343	1325	1152	1017	1218	1032	1100	1248	1247	1303	1234	1223	1107	1150	1227	969	825	798	937	866	553	422	937	1041	1176	947	1151	920	1212	1052	474					
		78.30%	84.24%	74.70%	75.02%	77.75%	74.92%	79.11%	82.09%	78.83%	78.91%	82.54%	75.97%	78.63%	75.16%	73.76%	78.81%	77.22%	76.08%	74.52%	78.45%	79.78%	81.71%	76.22%	80.90%	77.39%	79.13%	74.80%	79.95%	76.45%	80.14%	81.27%	77.59%	79.68%	79.67%	76.70%	79.87%	79.26%	78.74%	78.54%	81.18%	81.18%	77.08%	78.85%	80.80%	79.70%	79.06%	82.82%	79.63%	79.09%	79.34%	76.98%	79.57%	74.17%	76.68%	78.33%	77.22%	78.26%	81.00%	75.91%	74.68%	76.23%	75.12%					
22	. Хакамада Ирина Муцуовна	3618	17	86	59	60	57	70	46	73	57	67	118	70	98	78	45	48	53	85	50	39	39	61	37	39	63	58	32	76	65	62	63	58	58	65	63	56	79	80	56	52	79	77	56	62	78	34	39	33	30	33	27	26	45	66	79	51	73	57	87	110	38					
		4.49%	2.31%	7.91%	4.74%	4.24%	4.33%	4.87%	3.54%	5.33%	3.79%	4.46%	6.82%	4.31%	5.25%	5.69%	3.89%	4.30%	4.40%	5.24%	5.31%	3.27%	3.55%	3.83%	3.62%	4.28%	5.72%	4.64%	2.88%	5.00%	4.12%	3.78%	3.64%	3.49%	4.01%	4.90%	4.13%	4.30%	5.65%	5.03%	3.65%	3.24%	4.93%	4.96%	4.09%	4.30%	5.03%	2.91%	3.76%	3.27%	2.54%	2.93%	3.88%	4.57%	3.68%	4.97%	5.19%	4.21%	5.14%	4.70%	5.36%	7.97%	6.02%					
23	. Харитонов Николай Михайлович	6382	24	85	132	124	156	123	86	104	123	78	127	121	142	131	103	131	102	114	68	99	70	149	89	79	78	119	86	128	108	100	180	131	99	116	110	106	100	115	111	123	120	127	70	67	87	78	81	98	110	115	57	60	135	103	125	93	82	131	138	71	64					
		7.92%	3.26%	7.82%	10.60%	8.76%	11.85%	8.57%	6.61%	7.59%	8.18%	5.20%	7.34%	7.45%	7.60%	9.55%	8.91%	11.75%	8.47%	7.03%	7.22%	8.31%	6.37%	9.35%	8.72%	8.67%	7.08%	9.52%	7.73%	8.42%	6.85%	6.10%	10.40%	7.88%	6.85%	8.75%	7.21%	8.14%	7.16%	7.24%	7.23%	7.66%	7.50%	8.19%	5.11%	4.64%	5.61%	6.67%	7.82%	9.71%	9.31%	10.22%	8.20%	10.54%	11.05%	7.75%	8.21%	7.69%	5.77%	10.81%	8.50%	5.14%	10.14%					
																																																																				
24	Против всех	2540	43	26	33	41	48	41	27	45	39	51	68	48	61	48	27	32	29	99	27	31	29	57	27	32	35	47	30	41	50	59	43	56	39	45	42	32	42	40	45	36	61	33	50	64	52	29	24	29	32	36	16	14	39	37	55	47	43	34	87	53	14					
		3.15%	5.84%	2.39%	2.65%	2.90%	3.65%	2.86%	2.08%	3.28%	2.59%	3.40%	3.93%	2.96%	3.27%	3.50%	2.34%	2.87%	2.41%	6.11%	2.87%	2.60%	2.64%	3.58%	2.64%	3.51%	3.18%	3.76%	2.70%	2.70%	3.17%	3.60%	2.48%	3.37%	2.70%	3.39%	2.75%	2.46%	3.01%	2.52%	2.93%	2.24%	3.81%	2.13%	3.65%	4.44%	3.35%	2.48%	2.32%	2.87%	2.71%	3.20%	2.30%	2.46%	3.19%	2.78%	3.61%	3.88%	3.03%	2.81%	5.36%	3.84%	2.22%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
