Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
"Наименование Избирательной комиссии:    Орел, Советская"																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1700	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0	0	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	478	5	11	13	14	28	23	17	13	20	16	11	10	13	22	14	14	37	13	14	7	8	3	13	11	11	18	14	10	13	4	3	12	19	24	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1097	9	10	13	15	18	16	7	68	9	62	13	11	6	31	10	8	6	54	49	3	201	168	9	56	20	11	20	4	62	14	20	24	14	30	10	0	14	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	1222	45	39	37	36	22	27	33	37	30	34	39	40	37	28	36	36	13	37	36	43	42	47	37	39	39	32	36	40	37	46	47	38	31	26	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	55	0	2	3	0	5	3	3	1	2	1	1	1	0	2	0	0	2	1	2	2	1	1	1	6	1	1	1	0	2	0	2	1	1	6	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	670	9	18	31	29	30	29	26	20	19	27	20	9	16	16	20	15	20	11	20	7	7	24	24	20	18	24	15	19	21	12	9	13	19	40	5	1	2	3	0	2									
		2.13%	1.58%	2.27%	3.16%	2.59%	2.22%	2.04%	2.22%	1.73%	1.74%	2.28%	2.16%	1.48%	1.91%	1.55%	2.67%	1.51%	1.75%	1.74%	1.90%	1.15%	0.96%	2.45%	3.08%	2.77%	2.25%	2.38%	2.07%	3.13%	2.64%	2.21%	1.90%	1.83%	2.19%	2.99%	1.28%	1.79%	2.20%	5.26%	0.00%	0.76%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1136	22	20	32	39	48	39	41	41	42	40	30	36	41	50	41	47	39	15	34	23	32	22	22	26	19	34	28	35	13	24	16	33	35	35	27	5	3	4	2	1									
		3.61%	3.85%	2.52%	3.26%	3.49%	3.55%	2.74%	3.50%	3.56%	3.84%	3.38%	3.23%	5.90%	4.89%	4.84%	5.47%	4.74%	3.41%	2.38%	3.23%	3.76%	4.39%	2.25%	2.83%	3.61%	2.38%	3.37%	3.87%	5.76%	1.64%	4.42%	3.38%	4.65%	4.04%	2.61%	6.91%	8.93%	3.30%	7.02%	2.74%	0.38%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	792	16	18	0	39	43	36	47	35	27	15	24	17	16	37	19	21	34	11	18	13	11	5	24	21	18	30	26	23	26	18	10	22	28	29	9	1	2	0	1	2									
		2.52%	2.80%	2.27%	0.00%	3.49%	3.18%	2.53%	4.02%	3.04%	2.47%	1.27%	2.59%	2.79%	1.91%	3.59%	2.54%	2.12%	2.97%	1.74%	1.71%	2.13%	1.51%	0.51%	3.08%	2.91%	2.25%	2.97%	3.60%	3.78%	3.27%	3.31%	2.11%	3.10%	3.23%	2.17%	2.30%	1.79%	2.20%	0.00%	1.37%	0.76%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11014	173	252	344	339	448	473	365	405	336	476	298	175	262	331	262	338	355	307	428	238	312	696	264	209	234	324	210	187	294	188	160	200	270	535	138	24	32	28	37	67									
		35.04%	30.30%	31.74%	35.07%	30.29%	33.09%	33.29%	31.20%	35.13%	30.74%	40.24%	32.11%	28.69%	31.23%	32.07%	34.98%	34.07%	31.00%	48.65%	40.65%	38.95%	42.80%	71.09%	33.93%	28.99%	29.29%	32.11%	29.05%	30.76%	37.03%	34.62%	33.76%	28.17%	31.18%	39.96%	35.29%	42.86%	35.16%	49.12%	50.68%	25.38%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	490	7	23	22	14	26	20	22	12	11	19	17	5	9	8	6	12	15	22	17	8	12	3	17	11	12	19	18	6	16	8	3	14	16	33	4	0	0	0	1	2									
		1.56%	1.23%	2.90%	2.24%	1.25%	1.92%	1.41%	1.88%	1.04%	1.01%	1.61%	1.83%	0.82%	1.07%	0.78%	0.80%	1.21%	1.31%	3.49%	1.61%	1.31%	1.65%	0.31%	2.19%	1.53%	1.50%	1.88%	2.49%	0.99%	2.02%	1.47%	0.63%	1.97%	1.85%	2.46%	1.02%	0.00%	0.00%	0.00%	1.37%	0.76%									
24	"6. Политическая партия ""Гражданская Платформа"""	106	3	3	3	1	3	13	4	2	3	0	5	5	0	4	2	0	1	0	1	1	3	4	6	4	2	5	3	2	2	1	2	7	3	7	1	0	0	0	0	0									
		0.34%	0.53%	0.38%	0.31%	0.09%	0.22%	0.91%	0.34%	0.17%	0.27%	0.00%	0.54%	0.82%	0.00%	0.39%	0.27%	0.00%	0.09%	0.00%	0.09%	0.16%	0.41%	0.41%	0.77%	0.55%	0.25%	0.50%	0.41%	0.33%	0.25%	0.18%	0.42%	0.99%	0.35%	0.52%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5166	89	130	151	176	216	242	195	193	214	183	125	115	136	171	140	203	242	89	150	118	130	94	103	103	116	152	112	85	130	77	81	113	117	204	77	6	17	15	18	138									
		16.43%	15.59%	16.37%	15.39%	15.73%	15.95%	17.03%	16.67%	16.74%	19.58%	15.47%	13.47%	18.85%	16.21%	16.57%	18.69%	20.46%	21.14%	14.10%	14.25%	19.31%	17.83%	9.60%	13.24%	14.29%	14.52%	15.06%	15.49%	13.98%	16.37%	14.18%	17.09%	15.92%	13.51%	15.24%	19.69%	10.71%	18.68%	26.32%	24.66%	52.27%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	406	6	19	21	15	14	13	17	18	12	11	10	6	8	12	6	9	21	5	19	4	6	3	14	14	6	18	9	10	13	10	6	5	10	24	5	0	2	0	0	5									
		1.29%	1.05%	2.39%	2.14%	1.34%	1.03%	0.91%	1.45%	1.56%	1.10%	0.93%	1.08%	0.98%	0.95%	1.16%	0.80%	0.91%	1.83%	0.79%	1.80%	0.65%	0.82%	0.31%	1.80%	1.94%	0.75%	1.78%	1.24%	1.64%	1.64%	1.84%	1.27%	0.70%	1.15%	1.79%	1.28%	0.00%	2.20%	0.00%	0.00%	1.89%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	657	8	27	20	21	47	36	14	21	25	27	15	9	10	10	6	16	27	12	30	6	6	6	9	15	27	23	14	14	32	9	13	22	38	35	1	0	4	2	0	0									
		2.09%	1.40%	3.40%	2.04%	1.88%	3.47%	2.53%	1.20%	1.82%	2.29%	2.28%	1.62%	1.48%	1.19%	0.97%	0.80%	1.61%	2.36%	1.90%	2.85%	0.98%	0.82%	0.61%	1.16%	2.08%	3.38%	2.28%	1.94%	2.30%	4.03%	1.66%	2.74%	3.10%	4.39%	2.61%	0.26%	0.00%	4.40%	3.51%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	65	2	1	3	1	4	2	2	3	2	5	1	1	2	1	4	0	2	1	5	1	2	5	0	1	2	1	2	0	1	0	0	4	1	2	1	0	0	0	0	0									
		0.21%	0.35%	0.13%	0.31%	0.09%	0.30%	0.14%	0.17%	0.26%	0.18%	0.42%	0.11%	0.16%	0.24%	0.10%	0.53%	0.00%	0.17%	0.16%	0.47%	0.16%	0.27%	0.51%	0.00%	0.14%	0.25%	0.10%	0.28%	0.00%	0.13%	0.00%	0.00%	0.56%	0.12%	0.15%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	830	10	34	18	31	41	52	20	31	34	25	16	8	16	18	19	8	36	13	29	15	7	18	20	29	46	36	27	22	28	13	11	27	21	45	5	1	0	0	0	0									
		2.64%	1.75%	4.28%	1.83%	2.77%	3.03%	3.66%	1.71%	2.69%	3.11%	2.11%	1.72%	1.31%	1.91%	1.74%	2.54%	0.81%	3.14%	2.06%	2.75%	2.45%	0.96%	1.84%	2.57%	4.02%	5.76%	3.57%	3.73%	3.62%	3.53%	2.39%	2.32%	3.80%	2.42%	3.36%	1.28%	1.79%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5843	139	128	182	225	254	240	213	197	202	192	209	145	179	207	105	172	239	90	167	105	110	51	200	176	188	207	167	114	129	101	93	186	189	195	90	17	18	0	8	14									
		18.59%	24.34%	16.12%	18.55%	20.11%	18.76%	16.89%	18.21%	17.09%	18.48%	16.23%	22.52%	23.77%	21.33%	20.06%	14.02%	17.34%	20.87%	14.26%	15.86%	17.18%	15.09%	5.21%	25.71%	24.41%	23.53%	20.52%	23.10%	18.75%	16.25%	18.60%	19.62%	26.20%	21.82%	14.56%	23.02%	30.36%	19.78%	0.00%	10.96%	5.30%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	171	4	11	8	11	17	9	3	4	4	7	3	0	3	2	1	3	3	3	7	1	3	3	8	7	7	2	6	6	6	2	2	3	5	5	0	0	0	1	0	1									
		0.54%	0.70%	1.39%	0.82%	0.98%	1.26%	0.63%	0.26%	0.35%	0.37%	0.59%	0.32%	0.00%	0.36%	0.19%	0.13%	0.30%	0.26%	0.48%	0.66%	0.16%	0.41%	0.31%	1.03%	0.97%	0.88%	0.20%	0.83%	0.99%	0.76%	0.37%	0.42%	0.42%	0.58%	0.37%	0.00%	0.00%	0.00%	1.75%	0.00%	0.38%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3108	67	88	109	150	131	166	173	134	131	118	122	63	102	122	89	106	94	38	95	51	56	24	56	67	69	93	66	64	56	61	43	48	86	120	22	1	11	3	1	12									
		9.89%	11.73%	11.08%	11.11%	13.40%	9.68%	11.68%	14.79%	11.62%	11.99%	9.97%	13.15%	10.33%	12.16%	11.82%	11.88%	10.69%	8.21%	6.02%	9.02%	8.35%	7.68%	2.45%	7.20%	9.29%	8.64%	9.22%	9.13%	10.53%	7.05%	11.23%	9.07%	6.76%	9.93%	8.96%	5.63%	1.79%	12.09%	5.26%	1.37%	4.55%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
