Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Гаврилов-Ямская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452									
		0.80%	0.67%	0.87%	0.65%	0.65%	0.85%	0.35%	0.84%	0.75%	0.39%	0.00%	1.79%	0.95%	0.40%	1.52%	2.09%	0.00%	0.85%	1.33%	1.21%	0.00%	0.00%	0.00%	1.58%	3.64%	0.83%	2.46%	0.65%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	0	2	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0									
		0.13%	0.13%	0.00%	0.26%	0.00%	0.00%	0.00%	0.17%	0.00%	0.10%	1.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.28%	1.64%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	196	14	25	19	10	10	16	17	14	18	1	3	0	0	8	8	0	1	2	7	1	5	5	8	1	1	1	1									
		2.18%	1.89%	3.09%	2.47%	1.62%	2.82%	2.83%	2.87%	2.64%	1.77%	0.68%	2.68%	0.00%	0.00%	2.44%	3.35%	0.00%	0.85%	1.33%	4.24%	0.93%	5.95%	3.01%	4.21%	0.91%	0.28%	0.82%	0.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1500	161	156	160	105	79	102	100	119	185	11	12	6	30	53	34	14	12	25	18	7	0	9	24	7	50	4	17									
		16.70%	21.70%	19.28%	20.83%	17.02%	22.32%	18.05%	16.89%	22.41%	18.21%	7.48%	10.71%	5.71%	12.05%	16.16%	14.23%	17.95%	10.26%	16.67%	10.91%	6.48%	0.00%	5.42%	12.63%	6.36%	13.77%	3.28%	11.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	2	2	5	1	2	1	2	0	4	1	1	1	0	2	2	2	0	0	0	0	0	1	2	0	2	0	1									
		0.38%	0.27%	0.25%	0.65%	0.16%	0.56%	0.18%	0.34%	0.00%	0.39%	0.68%	0.89%	0.95%	0.00%	0.61%	0.84%	2.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	1.05%	0.00%	0.55%	0.00%	0.65%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	674	66	76	67	50	31	36	38	64	87	6	7	3	12	18	24	1	3	8	5	4	2	9	10	7	26	8	6									
		7.51%	8.89%	9.39%	8.72%	8.10%	8.76%	6.37%	6.42%	12.05%	8.56%	4.08%	6.25%	2.86%	4.82%	5.49%	10.04%	1.28%	2.56%	5.33%	3.03%	3.70%	2.38%	5.42%	5.26%	6.36%	7.16%	6.56%	3.92%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
