Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Канская																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	180	7	0	4	0	0	1	6	5	0	3	10	2	15	0	2	4	6	3	0	3	2	0	0	6	0	0	0	1	2	1	4	1	2	1	6	2	0	1	0	1	5	0	20	2	0	2	17	2	6	4	0	3	1	17					
		1.64%	1.56%	0.0%	4.34%	0.0%	0.0%	2.38%	2.06%	5.31%	0.0%	1.33%	1.38%	1.18%	3.53%	0.0%	2.81%	3.88%	1.58%	4.28%	0.0%	0.72%	3.92%	0.0%	0.0%	1.68%	0.0%	0.0%	0.0%	0.72%	3.22%	1.08%	1.32%	0.90%	1.52%	1.36%	1.73%	1.11%	0.0%	0.60%	0.0%	0.58%	0.77%	0.0%	2.45%	1.80%	0.0%	1.22%	3.66%	1.16%	6.0%	3.53%	0.0%	3.48%	1.0%	1.56%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	102	7	0	3	0	0	0	2	1	0	1	11	1	1	0	0	0	3	0	0	1	1	0	0	2	0	0	2	1	0	1	3	0	2	1	2	1	0	0	0	0	4	0	26	1	0	2	9	1	0	1	1	0	0	10					
		0.92%	1.56%	0.0%	3.26%	0.0%	0.0%	0.0%	0.68%	1.06%	0.0%	0.44%	1.52%	0.59%	0.23%	0.0%	0.0%	0.0%	0.79%	0.0%	0.0%	0.24%	1.96%	0.0%	0.0%	0.56%	0.0%	0.0%	6.66%	0.72%	0.0%	1.08%	0.99%	0.0%	1.52%	1.36%	0.57%	0.55%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	3.18%	0.90%	0.0%	1.22%	1.93%	0.58%	0.0%	0.88%	1.72%	0.0%	0.0%	0.92%					
22	"5. ""За Русь Святую"""	34	3	0	0	1	1	0	3	1	0	1	2	0	3	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	2	1	0	0	0	0	0	0	6					
		0.30%	0.67%	0.0%	0.0%	0.62%	0.71%	0.0%	1.03%	1.06%	0.0%	0.44%	0.27%	0.0%	0.70%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.16%	0.0%	1.78%	0.12%	0.0%	0.0%	1.22%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	2	0	2	0	0	0	3	0	1	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	1					
		0.20%	0.44%	0.0%	2.17%	0.0%	0.0%	0.0%	1.03%	0.0%	0.82%	0.44%	0.0%	0.0%	0.0%	1.19%	2.81%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.43%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%					
24	"7. ""Новый курс - Автомобильная Россия"""	35	1	0	0	0	0	0	1	0	0	0	6	0	3	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	4	0	0	3	4	0	0	1	0	0	1	3					
		0.31%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.82%	0.0%	0.70%	0.0%	1.40%	0.97%	0.26%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	1.21%	0.0%	0.0%	0.15%	0.0%	0.49%	0.0%	0.0%	1.84%	0.86%	0.0%	0.0%	0.88%	0.0%	0.0%	1.0%	0.27%					
25	"8. ""Народно-республиканская партия России"""	24	2	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	3	0	0	1					
		0.21%	0.44%	1.35%	1.08%	0.0%	0.0%	0.0%	0.34%	0.0%	0.82%	0.0%	0.13%	0.0%	0.23%	0.0%	1.40%	0.0%	0.26%	0.0%	0.0%	0.0%	1.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.32%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	2.0%	0.88%	5.17%	0.0%	0.0%	0.09%					
26	"9. ""Российская экологическая партия ""Зеленые"""	19	1	0	0	0	0	0	1	0	1	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	2	0	0	0	1	0	0	1	0	0	0	2					
		0.17%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.82%	0.0%	0.0%	0.0%	0.0%	3.57%	0.0%	0.97%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	1.21%	0.0%	0.58%	0.15%	0.0%	0.24%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.88%	0.0%	0.0%	0.0%	0.18%					
27	"10. ""Аграрная партия России"""	2152	42	12	12	9	28	8	39	14	15	18	108	36	145	34	29	21	49	9	11	33	5	4	5	65	2	11	11	14	4	12	23	11	27	16	74	69	76	91	80	91	394	6	85	5	15	7	15	17	15	16	1	9	11	193					
		19.60%	9.41%	16.21%	13.04%	5.62%	19.99%	19.04%	13.40%	14.89%	12.39%	8.03%	14.93%	21.30%	34.19%	40.47%	40.84%	20.38%	12.96%	12.85%	17.46%	7.97%	9.80%	7.84%	6.41%	18.20%	2.40%	15.71%	36.66%	10.21%	6.45%	13.04%	7.61%	9.90%	20.61%	21.91%	21.44%	38.33%	64.40%	55.15%	90.90%	53.21%	60.80%	10.71%	10.41%	4.50%	12.19%	4.29%	3.23%	9.88%	15.0%	14.15%	1.72%	10.46%	11.0%	17.77%					
28	"11. ""Истинные патриоты России"""	12	0	1	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0					
		0.10%	0.0%	1.35%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	1.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	1.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	58	1	1	2	1	2	0	2	1	0	4	5	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	5	1	1	1	1	1	2	0	0	1	0	0	0	1	8	0	1	1	2	1	1	0	2	1	0	3					
		0.52%	0.22%	1.35%	2.17%	0.62%	1.42%	0.0%	0.68%	1.06%	0.0%	1.78%	0.69%	0.0%	0.0%	0.0%	0.0%	1.94%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	1.28%	0.0%	0.0%	0.0%	0.0%	0.0%	8.06%	1.08%	0.33%	0.90%	0.76%	1.36%	0.57%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	1.78%	0.98%	0.0%	0.81%	0.61%	0.43%	0.58%	1.0%	0.0%	3.44%	1.16%	0.0%	0.27%					
30	"13. ""Демократическая партия России"""	23	1	0	0	0	1	0	3	0	0	0	1	0	1	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	1	0	0	0	0	2					
		0.20%	0.22%	0.0%	0.0%	0.0%	0.71%	0.0%	1.03%	0.0%	0.0%	0.0%	0.13%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%	1.96%	0.0%	1.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.08%	0.0%	0.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.43%	0.58%	1.0%	0.0%	0.0%	0.0%	0.0%	0.18%					
31	"14. ""Великая Россия - Евразийский Союз"""	25	0	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	5	0	5	1	0	0	0	0	0	0	0	0	0	1					
		0.22%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.70%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.58%	0.77%	0.0%	0.61%	0.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%					
32	"15. ""Партия СЛОН"""	12	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0					
		0.10%	0.44%	1.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	1.40%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	1.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	889	33	3	13	6	8	1	27	0	1	33	50	21	36	4	1	10	33	11	4	17	3	1	2	28	5	7	1	13	4	5	23	2	7	4	25	13	0	0	0	8	35	4	107	9	20	14	46	18	7	15	13	18	6	114					
		8.10%	7.39%	4.05%	14.13%	3.75%	5.71%	2.38%	9.27%	0.0%	0.82%	14.73%	6.91%	12.42%	8.49%	4.76%	1.40%	9.70%	8.73%	15.71%	6.34%	4.10%	5.88%	1.96%	2.56%	7.84%	6.02%	9.99%	3.33%	9.48%	6.45%	5.43%	7.61%	1.80%	5.34%	5.47%	7.24%	7.22%	0.0%	0.0%	0.0%	4.67%	5.40%	7.14%	13.11%	8.10%	16.26%	8.58%	9.91%	10.46%	7.0%	13.27%	22.41%	20.93%	6.0%	10.49%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	30	0	2	0	0	0	0	1	0	0	0	4	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	7					
		0.27%	0.0%	2.70%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.55%	0.59%	0.23%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	1.36%	0.86%	1.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	1.0%	0.88%	0.0%	0.0%	0.0%	0.64%					
35	"18. ""ЛДПР"""	1309	62	12	13	35	15	1	25	15	31	18	84	15	43	4	16	9	42	12	3	53	5	11	15	32	16	15	1	17	10	5	33	1	17	4	36	19	3	23	0	15	41	10	72	28	24	54	46	8	14	24	8	11	22	161					
		11.92%	13.90%	16.21%	14.13%	21.87%	10.71%	2.38%	8.59%	15.95%	25.61%	8.03%	11.61%	8.87%	10.14%	4.76%	22.53%	8.73%	11.11%	17.14%	4.76%	12.80%	9.80%	21.56%	19.23%	8.96%	19.27%	21.42%	3.33%	12.40%	16.12%	5.43%	10.92%	0.90%	12.97%	5.47%	10.43%	10.55%	2.54%	13.93%	0.0%	8.77%	6.32%	17.85%	8.82%	25.22%	19.51%	33.12%	9.91%	4.65%	14.0%	21.23%	13.79%	12.79%	22.0%	14.82%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	157	5	2	1	2	8	1	6	0	4	1	12	1	8	1	0	1	8	0	1	9	0	1	0	12	2	3	1	2	0	0	3	1	1	2	3	1	2	1	0	0	6	1	14	0	1	2	9	4	1	2	0	3	0	8					
		1.43%	1.12%	2.70%	1.08%	1.25%	5.71%	2.38%	2.06%	0.0%	3.30%	0.44%	1.65%	0.59%	1.88%	1.19%	0.0%	0.97%	2.11%	0.0%	1.58%	2.17%	0.0%	1.96%	0.0%	3.36%	2.40%	4.28%	3.33%	1.45%	0.0%	0.0%	0.99%	0.90%	0.76%	2.73%	0.86%	0.55%	1.69%	0.60%	0.0%	0.0%	0.92%	1.78%	1.71%	0.0%	0.81%	1.22%	1.93%	2.32%	1.0%	1.76%	0.0%	3.48%	0.0%	0.73%					
37	"20. ""Политическая партия ""Единая Россия"""	2706	109	18	23	57	29	14	71	32	18	38	265	42	78	23	9	22	111	16	31	156	8	11	39	100	47	15	7	65	13	28	77	15	24	14	81	27	15	25	7	43	65	10	205	24	34	40	140	40	28	31	11	12	21	222					
		24.65%	24.43%	24.32%	25.0%	35.62%	20.71%	33.33%	24.39%	34.04%	14.87%	16.96%	36.65%	24.85%	18.39%	27.38%	12.67%	21.35%	29.36%	22.85%	49.20%	37.68%	15.68%	21.56%	50.0%	28.01%	56.62%	21.42%	23.33%	47.44%	20.96%	30.43%	25.49%	13.51%	18.32%	19.17%	23.47%	15.0%	12.71%	15.15%	7.95%	25.14%	10.03%	17.85%	25.12%	21.62%	27.64%	24.53%	30.17%	23.25%	28.0%	27.43%	18.96%	13.95%	21.0%	20.44%					
38	"21. ""Российская Конституционно-демократическая партия"""	30	2	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	2	0	0	0	0	0	1	3	0	0	0	5	0	1	0	0	0	1	1	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	3					
		0.27%	0.44%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	1.19%	1.40%	0.97%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	1.28%	0.84%	0.0%	0.0%	0.0%	3.64%	0.0%	1.08%	0.0%	0.0%	0.0%	1.36%	0.28%	0.55%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.12%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.16%	0.0%	0.27%					
39	"22. ""Развитие предпринимательства"""	21	0	0	0	0	0	1	0	0	1	2	1	1	1	0	1	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1					
		0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	2.38%	0.0%	0.0%	0.82%	0.89%	0.13%	0.59%	0.23%	0.0%	1.40%	0.0%	0.26%	0.0%	1.58%	0.24%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.76%	0.0%	0.57%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	1.78%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2352	119	18	16	25	39	15	67	16	46	80	112	40	64	6	3	15	82	18	8	104	19	13	5	87	4	10	6	15	12	33	113	70	41	17	78	27	12	16	0	7	58	11	172	30	20	22	145	62	16	7	13	16	34	268					
		21.43%	26.68%	24.32%	17.39%	15.62%	27.85%	35.71%	23.02%	17.02%	38.01%	35.71%	15.49%	23.66%	15.09%	7.14%	4.22%	14.56%	21.69%	25.71%	12.69%	25.12%	37.25%	25.49%	6.41%	24.36%	4.81%	14.28%	20.0%	10.94%	19.35%	35.86%	37.41%	63.06%	31.29%	23.28%	22.60%	15.0%	10.16%	9.69%	0.0%	4.09%	8.95%	19.64%	21.07%	27.02%	16.26%	13.49%	31.25%	36.04%	16.0%	6.19%	22.41%	18.60%	34.0%	24.67%					
																																																													
41	Против всех	433	15	3	1	19	1	0	17	2	1	17	20	4	12	2	2	7	14	0	0	15	4	7	4	12	5	7	1	2	10	3	8	4	3	10	16	9	3	3	1	1	17	5	51	5	4	10	6	11	1	7	5	7	2	37					
		3.94%	3.36%	4.05%	1.08%	11.87%	0.71%	0.0%	5.84%	2.12%	0.82%	7.58%	2.76%	2.36%	2.83%	2.38%	2.81%	6.79%	3.70%	0.0%	0.0%	3.62%	7.84%	13.72%	5.12%	3.36%	6.02%	9.99%	3.33%	1.45%	16.12%	3.26%	2.64%	3.60%	2.29%	13.69%	4.63%	5.0%	2.54%	1.81%	1.13%	0.58%	2.62%	8.92%	6.25%	4.50%	3.25%	6.13%	1.29%	6.39%	1.0%	6.19%	8.62%	8.13%	2.0%	3.40%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
