Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																														
Дата голосования: 07.12.2003 0:00:00																																																														
																																																														
Наименование Избирательной комиссии:    Новошахтинская																																																														
																																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																														
																																																														
		Сумма	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368	УИК №2369	УИК №2370	УИК №2371	УИК №2372	УИК №2373	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №2380	УИК №2381	УИК №2382	УИК №2383	УИК №2384	УИК №2385	УИК №2386	УИК №2387	УИК №2388	УИК №2389	УИК №2390	УИК №2391	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	2000	50	40	45	25	30	30	35	30	25	40	40	30	50	35	55	60	45	45	35	50	35	40	40	30	50	35	50	45	40	45	20	25	35	30	55	30	40	30	20	15	25	25	40	40	25	35	20	10	30	55	30	35	30	55	40					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	247	8	5	10	6	6	2	2	0	3	3	1	4	8	5	9	2	3	4	4	9	4	1	5	2	5	8	8	8	3	6	4	8	4	3	9	3	4	8	6	1	1	1	6	4	6	4	1	0	6	16	2	1	0	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	129	1	7	6	1	4	0	3	0	3	2	3	3	1	0	6	2	1	8	0	1	3	2	6	0	1	0	0	0	8	13	2	0	3	4	2	0	6	0	0	0	0	1	3	10	1	1	0	1	0	5	0	3	0	1	1					
14	Число погашенных открепительных удостоверений	1753	42	35	35	19	24	28	33	30	22	37	39	26	42	30	46	58	42	41	31	41	31	39	35	28	45	27	42	37	37	39	16	17	31	27	46	27	36	22	14	14	24	24	34	36	19	31	19	10	24	39	28	34	30	51	39					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	"1. ""ЕДИНЕНИЕ"""	437	5	11	16	4	3	1	6	8	2	10	12	11	7	18	19	15	6	8	8	11	9	7	3	8	12	6	7	13	14	12	5	9	14	5	5	3	10	8	1	3	5	3	8	6	4	4	5	2	12	11	1	7	6	16	12					
		1.20%	0.63%	1.52%	2.16%	1.01%	0.48%	0.23%	1.05%	1.58%	0.49%	0.96%	1.60%	1.74%	0.86%	2.76%	1.96%	1.31%	0.76%	1.04%	1.28%	1.40%	1.30%	1.01%	0.44%	1.48%	1.56%	0.86%	0.81%	1.53%	1.67%	1.26%	1.09%	2.4%	2.13%	0.81%	0.60%	0.64%	1.51%	1.53%	0.25%	0.74%	1.15%	0.76%	1.42%	0.86%	0.90%	0.68%	0.96%	0.73%	2.22%	0.96%	0.18%	1.06%	1.02%	1.44%	1.29%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	524	21	16	23	13	19	5	13	6	6	9	13	11	11	19	23	31	22	13	11	7	12	14	8	6	10	9	6	9	9	14	6	5	11	0	3	4	5	8	3	2	3	12	7	8	5	7	2	1	5	14	1	4	4	4	11					
		1.43%	2.64%	2.22%	3.11%	3.29%	3.05%	1.17%	2.27%	1.18%	1.47%	0.86%	1.73%	1.74%	1.36%	2.91%	2.37%	2.71%	2.81%	1.70%	1.76%	0.89%	1.73%	2.02%	1.18%	1.11%	1.30%	1.29%	0.69%	1.06%	1.07%	1.47%	1.31%	1.33%	1.67%	0.0%	0.36%	0.86%	0.75%	1.53%	0.77%	0.49%	0.69%	3.05%	1.24%	1.15%	1.13%	1.19%	0.38%	0.36%	0.92%	1.22%	0.18%	0.60%	0.68%	0.36%	1.18%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1565	45	49	32	16	33	35	29	27	23	23	36	45	26	18	63	52	26	32	19	27	42	23	33	32	37	38	58	24	30	49	7	24	36	20	9	17	35	23	20	6	15	11	12	17	28	24	25	4	29	28	12	35	37	30	39					
		4.29%	5.67%	6.80%	4.33%	4.05%	5.31%	8.21%	5.07%	5.34%	5.65%	2.22%	4.81%	7.14%	3.22%	2.76%	6.51%	4.56%	3.32%	4.18%	3.05%	3.44%	6.07%	3.32%	4.88%	5.94%	4.81%	5.48%	6.71%	2.82%	3.59%	5.17%	1.53%	6.4%	5.48%	3.26%	1.09%	3.67%	5.28%	4.41%	5.19%	1.48%	3.47%	2.79%	2.14%	2.46%	6.36%	4.08%	4.83%	1.47%	5.37%	2.44%	2.16%	5.31%	6.33%	2.70%	4.21%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	710	26	16	24	17	23	11	18	19	7	13	16	14	27	10	18	31	11	17	11	28	11	9	16	8	21	10	16	24	16	13	0	7	13	13	6	8	12	3	3	6	9	4	12	12	9	10	1	3	15	14	6	10	7	13	13					
		1.94%	3.27%	2.22%	3.25%	4.30%	3.70%	2.58%	3.15%	3.76%	1.71%	1.25%	2.13%	2.22%	3.34%	1.53%	1.86%	2.71%	1.40%	2.22%	1.76%	3.57%	1.59%	1.30%	2.36%	1.48%	2.73%	1.44%	1.85%	2.82%	1.91%	1.37%	0.0%	1.86%	1.98%	2.12%	0.72%	1.73%	1.81%	0.57%	0.77%	1.48%	2.08%	1.01%	2.14%	1.73%	2.04%	1.70%	0.19%	1.10%	2.77%	1.22%	1.08%	1.51%	1.19%	1.17%	1.40%					
22	"5. ""За Русь Святую"""	163	6	6	5	1	5	5	1	5	2	4	2	2	0	1	4	9	3	6	2	5	3	4	2	4	5	2	5	3	3	5	0	2	0	0	0	1	8	0	3	0	0	1	1	4	3	2	3	0	1	4	0	3	3	9	5					
		0.44%	0.75%	0.83%	0.67%	0.25%	0.80%	1.17%	0.17%	0.99%	0.49%	0.38%	0.26%	0.31%	0.0%	0.15%	0.41%	0.78%	0.38%	0.78%	0.32%	0.63%	0.43%	0.57%	0.29%	0.74%	0.65%	0.28%	0.57%	0.35%	0.35%	0.52%	0.0%	0.53%	0.0%	0.0%	0.0%	0.21%	1.20%	0.0%	0.77%	0.0%	0.0%	0.25%	0.17%	0.57%	0.68%	0.34%	0.58%	0.0%	0.18%	0.34%	0.0%	0.45%	0.51%	0.81%	0.54%					
23	"6. ""Объединенная Российская партия ""Русь"""	61	1	2	1	2	0	0	0	0	2	2	2	2	0	0	1	4	2	1	1	3	1	2	0	1	2	2	0	1	1	2	0	0	0	3	1	1	0	0	1	0	2	1	1	0	1	1	0	0	0	4	1	0	0	4	2					
		0.16%	0.12%	0.27%	0.13%	0.50%	0.0%	0.0%	0.0%	0.0%	0.49%	0.19%	0.26%	0.31%	0.0%	0.0%	0.10%	0.35%	0.25%	0.13%	0.16%	0.38%	0.14%	0.28%	0.0%	0.18%	0.26%	0.28%	0.0%	0.11%	0.11%	0.21%	0.0%	0.0%	0.0%	0.49%	0.12%	0.21%	0.0%	0.0%	0.25%	0.0%	0.46%	0.25%	0.17%	0.0%	0.22%	0.17%	0.0%	0.0%	0.0%	0.34%	0.18%	0.0%	0.0%	0.36%	0.21%					
24	"7. ""Новый курс - Автомобильная Россия"""	244	7	5	6	2	8	4	3	6	1	6	9	4	8	4	7	3	6	5	5	8	1	2	5	7	7	7	7	8	8	7	1	3	3	4	5	2	6	0	1	0	4	0	2	5	2	0	3	2	3	4	1	8	10	7	2					
		0.67%	0.88%	0.69%	0.81%	0.50%	1.28%	0.93%	0.52%	1.18%	0.24%	0.57%	1.20%	0.63%	0.99%	0.61%	0.72%	0.26%	0.76%	0.65%	0.80%	1.02%	0.14%	0.28%	0.73%	1.30%	0.91%	1.01%	0.81%	0.94%	0.95%	0.73%	0.21%	0.8%	0.45%	0.65%	0.60%	0.43%	0.90%	0.0%	0.25%	0.0%	0.92%	0.0%	0.35%	0.72%	0.45%	0.0%	0.58%	0.73%	0.55%	0.34%	0.18%	1.21%	1.71%	0.63%	0.21%					
25	"8. ""Народно-республиканская партия России"""	38	1	0	0	0	0	0	5	0	0	1	0	0	1	0	2	0	0	0	2	1	0	0	1	2	4	2	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	1	1	1	1	2	0	1	1	2	0					
		0.10%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.09%	0.0%	0.0%	0.12%	0.0%	0.20%	0.0%	0.0%	0.0%	0.32%	0.12%	0.0%	0.0%	0.14%	0.37%	0.52%	0.28%	0.0%	0.11%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.25%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.17%	0.19%	0.36%	0.18%	0.17%	0.0%	0.15%	0.17%	0.18%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	107	2	1	3	0	2	2	1	2	1	2	2	1	1	1	3	3	0	0	0	3	9	4	4	4	1	14	3	4	1	3	1	0	2	3	0	0	0	0	1	0	0	1	1	0	1	1	0	0	1	6	0	0	2	3	7					
		0.29%	0.25%	0.13%	0.40%	0.0%	0.32%	0.46%	0.17%	0.39%	0.24%	0.19%	0.26%	0.15%	0.12%	0.15%	0.31%	0.26%	0.0%	0.0%	0.0%	0.38%	1.30%	0.57%	0.59%	0.74%	0.13%	2.02%	0.34%	0.47%	0.11%	0.31%	0.21%	0.0%	0.30%	0.49%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.25%	0.17%	0.0%	0.22%	0.17%	0.0%	0.0%	0.18%	0.52%	0.0%	0.0%	0.34%	0.27%	0.75%					
27	"10. ""Аграрная партия России"""	610	8	9	12	13	10	7	10	13	10	15	14	6	20	9	24	15	13	26	18	1	20	11	4	9	13	1	9	19	9	0	14	4	11	8	1	10	13	9	5	3	15	8	11	16	3	9	16	1	10	9	2	32	14	15	23					
		1.67%	1.00%	1.25%	1.62%	3.29%	1.61%	1.64%	1.75%	2.57%	2.45%	1.44%	1.87%	0.95%	2.48%	1.38%	2.48%	1.31%	1.66%	3.40%	2.89%	0.12%	2.89%	1.59%	0.59%	1.67%	1.69%	0.14%	1.04%	2.23%	1.07%	0.0%	3.07%	1.06%	1.67%	1.30%	0.12%	2.16%	1.96%	1.72%	1.29%	0.74%	3.47%	2.03%	1.96%	2.31%	0.68%	1.53%	3.09%	0.36%	1.85%	0.78%	0.36%	4.85%	2.39%	1.35%	2.48%					
28	"11. ""Истинные патриоты России"""	22	0	0	0	1	0	0	1	4	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.17%	0.79%	0.0%	0.0%	0.0%	0.15%	0.12%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.11%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.18%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	348	15	6	8	6	4	6	8	4	3	3	8	11	12	8	0	11	8	5	14	10	8	4	4	4	9	1	11	7	8	3	2	5	6	5	2	5	0	9	2	4	2	6	9	13	9	4	3	4	10	9	3	6	4	9	8					
		0.95%	1.89%	0.83%	1.08%	1.51%	0.64%	1.40%	1.40%	0.79%	0.73%	0.28%	1.06%	1.74%	1.48%	1.22%	0.0%	0.96%	1.02%	0.65%	2.25%	1.27%	1.15%	0.57%	0.59%	0.74%	1.17%	0.14%	1.27%	0.82%	0.95%	0.31%	0.43%	1.33%	0.91%	0.81%	0.24%	1.08%	0.0%	1.72%	0.51%	0.99%	0.46%	1.52%	1.60%	1.88%	2.04%	0.68%	0.58%	1.47%	1.85%	0.78%	0.54%	0.91%	0.68%	0.81%	0.86%					
30	"13. ""Демократическая партия России"""	115	2	1	2	2	3	3	0	1	4	0	0	3	1	1	4	4	2	0	6	2	5	5	3	4	2	0	3	0	3	4	2	0	0	1	0	1	2	3	1	2	0	1	0	4	3	3	1	1	4	3	1	1	1	4	6					
		0.31%	0.25%	0.13%	0.27%	0.50%	0.48%	0.70%	0.0%	0.19%	0.98%	0.0%	0.0%	0.47%	0.12%	0.15%	0.41%	0.35%	0.25%	0.0%	0.96%	0.25%	0.72%	0.72%	0.44%	0.74%	0.26%	0.0%	0.34%	0.0%	0.35%	0.42%	0.43%	0.0%	0.0%	0.16%	0.0%	0.21%	0.30%	0.57%	0.25%	0.49%	0.0%	0.25%	0.0%	0.57%	0.68%	0.51%	0.19%	0.36%	0.74%	0.26%	0.18%	0.15%	0.17%	0.36%	0.64%					
31	"14. ""Великая Россия - Евразийский Союз"""	76	4	1	0	0	1	1	0	2	1	0	1	1	2	3	5	3	0	0	2	2	1	0	0	2	0	0	3	1	2	3	1	2	3	0	1	0	1	0	2	0	0	2	0	6	1	2	3	0	2	6	0	0	1	1	1					
		0.20%	0.50%	0.13%	0.0%	0.0%	0.16%	0.23%	0.0%	0.39%	0.24%	0.0%	0.13%	0.15%	0.24%	0.46%	0.51%	0.26%	0.0%	0.0%	0.32%	0.25%	0.14%	0.0%	0.0%	0.37%	0.0%	0.0%	0.34%	0.11%	0.23%	0.31%	0.21%	0.53%	0.45%	0.0%	0.12%	0.0%	0.15%	0.0%	0.51%	0.0%	0.0%	0.50%	0.0%	0.86%	0.22%	0.34%	0.58%	0.0%	0.37%	0.52%	0.0%	0.0%	0.17%	0.09%	0.10%					
32	"15. ""Партия СЛОН"""	43	2	0	2	0	0	1	0	0	0	2	0	2	1	1	2	2	0	2	1	1	1	0	0	0	0	0	2	0	5	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	2	0	4	0	0	0	0	2					
		0.11%	0.25%	0.0%	0.27%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.19%	0.0%	0.31%	0.12%	0.15%	0.20%	0.17%	0.0%	0.26%	0.16%	0.12%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.59%	0.10%	0.21%	0.26%	0.0%	0.16%	0.0%	0.21%	0.0%	0.19%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.73%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.21%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3015	60	73	80	43	55	39	63	52	52	64	67	38	85	56	83	122	63	48	67	59	69	57	44	49	58	53	84	75	57	89	19	27	60	73	26	44	54	37	35	32	36	26	33	71	36	64	27	23	53	80	24	71	29	81	50					
		8.27%	7.56%	10.13%	10.84%	10.88%	8.85%	9.15%	11.03%	10.29%	12.77%	6.18%	8.95%	6.03%	10.54%	8.60%	8.58%	10.70%	8.06%	6.28%	10.77%	7.52%	9.98%	8.24%	6.50%	9.10%	7.54%	7.64%	9.72%	8.83%	6.82%	9.40%	4.16%	7.2%	9.14%	11.92%	3.15%	9.52%	8.15%	7.10%	9.09%	7.94%	8.33%	6.61%	5.89%	10.27%	8.18%	10.90%	5.22%	8.45%	9.81%	6.99%	4.33%	10.77%	4.96%	7.30%	5.40%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	87	4	5	1	0	0	2	1	1	0	1	3	0	4	1	4	2	2	2	0	1	0	1	0	1	1	0	6	3	4	1	2	0	2	3	0	0	0	2	1	3	1	0	1	0	3	2	0	2	1	3	2	3	0	4	1					
		0.23%	0.50%	0.69%	0.13%	0.0%	0.0%	0.46%	0.17%	0.19%	0.0%	0.09%	0.40%	0.0%	0.49%	0.15%	0.41%	0.17%	0.25%	0.26%	0.0%	0.12%	0.0%	0.14%	0.0%	0.18%	0.13%	0.0%	0.69%	0.35%	0.47%	0.10%	0.43%	0.0%	0.30%	0.49%	0.0%	0.0%	0.0%	0.38%	0.25%	0.74%	0.23%	0.0%	0.17%	0.0%	0.68%	0.34%	0.0%	0.73%	0.18%	0.26%	0.36%	0.45%	0.0%	0.36%	0.10%					
35	"18. ""ЛДПР"""	5410	107	92	82	49	80	68	92	88	49	66	131	91	145	104	192	170	100	101	118	122	75	94	93	72	132	96	160	102	136	149	73	58	112	115	88	73	107	64	49	51	54	91	68	122	79	86	113	35	74	172	17	117	97	209	130					
		14.85%	13.49%	12.77%	11.11%	12.40%	12.88%	15.96%	16.11%	17.42%	12.03%	6.37%	17.51%	14.44%	17.99%	15.97%	19.85%	14.91%	12.80%	13.21%	18.97%	15.56%	10.85%	13.60%	13.75%	13.38%	17.16%	13.85%	18.51%	12.01%	16.28%	15.75%	16.00%	15.46%	17.07%	18.79%	10.69%	15.80%	16.16%	12.28%	12.72%	12.65%	12.5%	23.15%	12.14%	17.65%	17.95%	14.65%	21.85%	12.86%	13.70%	15.04%	3.07%	17.75%	16.60%	18.84%	14.05%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	809	14	15	14	5	23	15	6	14	14	11	14	11	24	6	20	42	12	20	9	25	21	8	25	16	22	18	17	18	16	18	11	7	28	17	0	11	19	16	13	7	4	11	10	18	11	9	4	5	3	19	3	18	17	34	21					
		2.22%	1.76%	2.08%	1.89%	1.26%	3.70%	3.52%	1.05%	2.77%	3.43%	1.06%	1.87%	1.74%	2.97%	0.92%	2.06%	3.68%	1.53%	2.61%	1.44%	3.18%	3.03%	1.15%	3.69%	2.97%	2.86%	2.59%	1.96%	2.12%	1.91%	1.90%	2.41%	1.86%	4.26%	2.77%	0.0%	2.38%	2.87%	3.07%	3.37%	1.73%	0.92%	2.79%	1.78%	2.60%	2.5%	1.53%	0.77%	1.83%	0.55%	1.66%	0.54%	2.73%	2.91%	3.06%	2.27%					
37	"20. ""Политическая партия ""Единая Россия"""	12944	272	253	255	116	212	131	156	122	139	625	276	241	259	215	291	299	331	275	136	270	194	243	199	149	214	219	267	306	247	380	228	115	213	215	546	137	213	133	151	210	160	107	253	173	94	158	172	144	172	529	301	230	212	434	352					
		35.54%	34.30%	35.13%	34.55%	29.36%	34.13%	30.75%	27.32%	24.15%	34.15%	60.38%	36.89%	38.25%	32.13%	33.02%	30.09%	26.22%	42.38%	35.99%	21.86%	34.43%	28.07%	35.16%	29.43%	27.69%	27.82%	31.60%	30.90%	36.04%	29.58%	40.16%	49.99%	30.66%	32.46%	35.13%	66.34%	29.65%	32.17%	25.52%	39.22%	52.10%	37.03%	27.22%	45.17%	25.03%	21.36%	26.91%	33.26%	52.94%	31.85%	46.28%	54.43%	34.90%	36.30%	39.13%	38.05%					
38	"21. ""Российская Конституционно-демократическая партия"""	64	0	0	1	0	1	2	1	1	0	0	1	3	1	1	0	3	1	0	0	1	0	1	4	3	1	3	1	0	1	1	1	0	1	1	0	2	3	2	0	1	2	0	3	1	0	0	0	0	1	6	0	1	1	2	4					
		0.17%	0.0%	0.0%	0.13%	0.0%	0.16%	0.46%	0.17%	0.19%	0.0%	0.0%	0.13%	0.47%	0.12%	0.15%	0.0%	0.26%	0.12%	0.0%	0.0%	0.12%	0.0%	0.14%	0.59%	0.55%	0.13%	0.43%	0.11%	0.0%	0.11%	0.10%	0.21%	0.0%	0.15%	0.16%	0.0%	0.43%	0.45%	0.38%	0.0%	0.24%	0.46%	0.0%	0.53%	0.14%	0.0%	0.0%	0.0%	0.0%	0.18%	0.52%	0.0%	0.15%	0.17%	0.18%	0.43%					
39	"22. ""Развитие предпринимательства"""	84	0	1	1	0	5	1	1	3	1	0	3	3	2	0	3	3	0	2	3	2	3	1	2	6	0	1	2	1	4	2	1	0	1	1	0	2	1	1	1	0	2	2	2	3	0	0	1	0	2	3	0	1	0	0	4					
		0.23%	0.0%	0.13%	0.13%	0.0%	0.80%	0.23%	0.17%	0.59%	0.24%	0.0%	0.40%	0.47%	0.24%	0.0%	0.31%	0.26%	0.0%	0.26%	0.48%	0.25%	0.43%	0.14%	0.29%	1.11%	0.0%	0.14%	0.23%	0.11%	0.47%	0.21%	0.21%	0.0%	0.15%	0.16%	0.0%	0.43%	0.15%	0.19%	0.25%	0.0%	0.46%	0.50%	0.35%	0.43%	0.0%	0.0%	0.19%	0.0%	0.37%	0.26%	0.0%	0.15%	0.0%	0.0%	0.43%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6758	143	116	127	83	92	59	119	96	73	142	107	86	114	138	148	246	114	169	142	146	161	153	186	113	179	155	152	171	203	158	56	81	89	90	110	113	130	72	66	48	98	66	106	163	116	162	100	33	117	152	162	84	111	167	175					
		18.55%	18.03%	16.11%	17.20%	21.01%	14.81%	13.84%	20.84%	19.00%	17.93%	13.71%	14.30%	13.65%	14.14%	21.19%	15.30%	21.57%	14.59%	22.12%	22.82%	18.62%	23.29%	22.14%	27.51%	21.00%	23.27%	22.36%	17.59%	20.14%	24.31%	16.70%	12.28%	21.6%	13.56%	14.70%	13.36%	24.45%	19.63%	13.81%	17.14%	11.91%	22.68%	16.79%	18.92%	23.58%	26.36%	27.59%	19.34%	12.13%	21.66%	13.29%	29.29%	12.74%	19.00%	15.05%	18.91%					
																																																														
41	Против всех	1645	35	35	43	16	34	23	23	25	13	30	29	36	46	33	51	52	42	10	38	49	31	33	25	33	26	43	44	47	42	29	22	16	39	24	20	22	29	19	17	17	17	32	12	32	25	25	33	9	20	42	16	23	20	58	40					
		4.51%	4.41%	4.86%	5.82%	4.05%	5.47%	5.39%	4.02%	4.95%	3.19%	2.89%	3.87%	5.71%	5.70%	5.06%	5.27%	4.56%	5.37%	1.30%	6.10%	6.25%	4.48%	4.77%	3.69%	6.13%	3.38%	6.20%	5.09%	5.53%	5.02%	3.06%	4.82%	4.26%	5.94%	3.92%	2.43%	4.76%	4.38%	3.64%	4.41%	4.21%	3.93%	8.14%	2.14%	4.63%	5.68%	4.25%	6.38%	3.30%	3.70%	3.67%	2.89%	3.49%	3.42%	5.22%	4.32%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
