Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																	
Дата голосования: 02.12.2007																																																																																	
																																																																																	
Наименование Избирательной комиссии:    Территориальная избирательная комиссия г.Абакана																																																																																	
																																																																																	
Сводная таблица результатов выборов																																																																																	
																																																																																	
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1490	10	15	45	20	6	38	20	16	24	25	15	26	20	93	20	10	37	22	20	28	10	25	16	23	10	12	12	5	12	17	35	14	12	22	22	13	15	2	15	20	36	16	20	7	9	22	20	20	25	31	19	20	37	22	27	24	10	34	27	21	28	30	20	20	24	24	12	0	0	0	10	21	12	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1439	8	12	45	15	6	38	19	16	22	24	15	26	20	93	20	8	37	22	18	27	9	24	16	23	10	12	12	5	11	17	30	14	10	22	21	13	15	2	13	20	36	16	20	7	9	20	20	20	24	31	19	20	26	22	26	24	10	33	27	21	28	30	20	20	24	22	12	0	0	0	10	21	11	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1581	29	18	74	9	8	14	30	17	11	17	14	21	16	32	8	18	12	9	7	12	8	21	13	16	18	12	11	5	13	5	16	12	18	8	17	6	13	9	20	21	9	18	11	6	9	7	5	9	112	25	8	17	22	13	27	16	7	25	30	12	17	15	11	17	9	8	5	52	363	20	6	3	7	22					
14	Число погашенных неиспользованных открепительных удостоверений	51	2	3	0	5	0	0	1	0	2	1	0	0	0	0	0	2	0	0	2	1	1	1	0	0	0	0	0	0	1	0	5	0	2	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	11	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	288	2	0	0	0	1	5	1	3	3	2	7	4	3	21	8	2	2	7	7	2	8	3	2	4	5	4	11	3	5	3	6	2	0	11	6	4	2	3	2	3	1	3	2	2	4	2	2	0	5	9	1	8	4	5	5	5	2	7	1	7	8	5	2	2	8	6	2	0	0	0	2	3	7	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																	
18	1.Политическая партия «Аграрная партия России»	1556	21	26	35	15	15	21	37	27	26	34	29	37	33	19	20	9	20	30	29	26	14	21	15	20	23	9	11	30	11	15	19	12	16	31	24	11	23	17	23	31	30	14	11	15	27	11	16	15	35	14	20	41	13	31	18	33	19	28	31	25	37	38	18	14	19	16	24	8	4	3	11	12	18	2					
		2.49%	3.24%	4.36%	3.41%	3.09%	2.57%	3.15%	3.64%	3.36%	2.80%	3.74%	3.27%	3.00%	2.75%	2.39%	1.92%	1.57%	2.49%	2.27%	2.04%	2.14%	2.17%	1.51%	2.32%	2.54%	3.15%	1.62%	1.99%	4.48%	1.63%	1.79%	2.44%	1.60%	2.94%	2.78%	2.98%	2.19%	3.49%	3.13%	2.74%	2.76%	2.79%	1.48%	1.89%	2.42%	3.30%	1.92%	2.31%	1.51%	2.64%	1.57%	2.08%	3.20%	1.44%	2.62%	1.63%	2.90%	2.63%	2.30%	2.97%	1.95%	2.63%	2.52%	2.34%	2.11%	2.41%	2.14%	2.58%	2.69%	0.81%	2.73%	2.29%	1.49%	2.73%	1.05%					
19	2.Всероссийская политическая партия «Гражданская Сила»	910	9	13	13	6	6	11	30	13	14	7	19	20	21	5	8	1	12	13	15	8	7	16	6	7	7	4	4	3	8	8	11	7	7	9	17	10	7	2	5	15	15	12	14	2	13	7	11	24	25	13	16	23	17	19	25	22	11	13	17	29	21	53	18	7	11	11	22	2	4	0	6	5	15	3					
		1.46%	1.39%	2.18%	1.27%	1.23%	1.03%	1.65%	2.95%	1.62%	1.51%	0.77%	2.14%	1.62%	1.75%	0.63%	0.77%	0.17%	1.49%	0.98%	1.05%	0.66%	1.09%	1.15%	0.93%	0.89%	0.96%	0.72%	0.72%	0.45%	1.19%	0.96%	1.41%	0.93%	1.29%	0.81%	2.11%	1.99%	1.06%	0.37%	0.60%	1.34%	1.39%	1.27%	2.41%	0.32%	1.59%	1.22%	1.59%	2.41%	1.88%	1.46%	1.67%	1.79%	1.89%	1.60%	2.27%	1.93%	1.52%	1.07%	1.63%	2.26%	1.49%	3.52%	2.34%	1.06%	1.40%	1.47%	2.37%	0.67%	0.81%	0.00%	1.25%	0.62%	2.27%	1.57%					
20	3.Политическая партия «Демократическая партия России»	98	1	1	1	2	2	0	5	0	1	4	1	1	2	1	2	0	1	1	4	2	1	1	2	1	2	1	0	1	0	0	1	2	0	1	0	1	1	0	1	3	0	1	2	1	1	1	0	5	2	2	1	4	0	0	1	0	1	2	5	0	1	0	3	3	1	1	2	0	4	0	0	1	1	1					
		0.16%	0.15%	0.17%	0.10%	0.41%	0.34%	0.00%	0.49%	0.00%	0.11%	0.44%	0.11%	0.08%	0.17%	0.13%	0.19%	0.00%	0.12%	0.08%	0.28%	0.16%	0.16%	0.07%	0.31%	0.13%	0.27%	0.18%	0.00%	0.15%	0.00%	0.00%	0.13%	0.27%	0.00%	0.09%	0.00%	0.20%	0.15%	0.00%	0.12%	0.27%	0.00%	0.11%	0.34%	0.16%	0.12%	0.17%	0.00%	0.50%	0.15%	0.22%	0.10%	0.31%	0.00%	0.00%	0.09%	0.00%	0.14%	0.16%	0.48%	0.00%	0.07%	0.00%	0.39%	0.45%	0.13%	0.13%	0.22%	0.00%	0.81%	0.00%	0.00%	0.12%	0.15%	0.52%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7095	77	80	113	65	69	87	157	127	125	112	100	138	175	79	107	39	93	156	119	146	44	127	67	90	83	59	59	54	70	104	102	113	93	120	77	64	76	56	82	160	105	117	50	82	114	78	74	123	144	76	136	135	122	153	118	136	72	100	102	153	162	153	85	95	93	83	78	34	18	13	44	94	78	11					
		11.35%	11.86%	13.42%	11.02%	13.37%	11.84%	13.06%	15.45%	15.80%	13.47%	12.31%	11.27%	11.20%	14.60%	9.94%	10.29%	6.81%	11.58%	11.82%	8.36%	12.04%	6.83%	9.15%	10.37%	11.45%	11.37%	10.63%	10.67%	8.07%	10.39%	12.44%	13.08%	15.05%	17.10%	10.77%	9.55%	12.72%	11.53%	10.29%	9.76%	14.25%	9.75%	12.34%	8.61%	13.23%	13.95%	13.59%	10.69%	12.36%	10.84%	8.52%	14.17%	10.52%	13.56%	12.92%	10.71%	11.95%	9.97%	8.22%	9.77%	11.92%	11.51%	10.16%	11.04%	14.33%	11.82%	11.08%	8.40%	11.45%	3.63%	11.82%	9.17%	11.63%	11.82%	5.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	655	7	7	9	5	8	16	17	9	13	24	9	9	7	16	13	2	8	11	8	9	6	22	2	9	0	3	7	7	5	4	4	2	8	4	6	3	3	5	9	20	6	5	5	2	12	3	10	7	21	6	10	23	16	11	19	20	9	7	10	11	13	18	6	12	8	5	11	1	2	1	10	8	8	3					
		1.05%	1.08%	1.17%	0.88%	1.03%	1.37%	2.40%	1.67%	1.12%	1.40%	2.64%	1.01%	0.73%	0.58%	2.01%	1.25%	0.35%	0.99%	0.83%	0.56%	0.74%	0.93%	1.59%	0.31%	1.15%	0.00%	0.54%	1.27%	1.05%	0.74%	0.48%	0.51%	0.27%	1.47%	0.36%	0.74%	0.60%	0.46%	0.92%	1.07%	1.78%	0.56%	0.53%	0.86%	0.32%	1.47%	0.52%	1.45%	0.70%	1.58%	0.67%	1.04%	1.79%	1.78%	0.93%	1.72%	1.76%	1.25%	0.58%	0.96%	0.86%	0.92%	1.20%	0.78%	1.81%	1.02%	0.67%	1.18%	0.34%	0.40%	0.91%	2.08%	0.99%	1.21%	1.57%					
23	6.Политическая партия «Партия социальной справедливости»	159	3	2	0	0	3	1	2	1	2	3	4	5	5	1	2	0	1	4	4	5	1	1	0	1	1	2	0	2	1	1	0	3	0	5	2	3	2	1	1	5	2	2	0	3	1	2	1	3	3	1	4	2	5	3	5	4	0	4	3	6	2	4	2	0	2	1	1	1	4	1	0	5	2	0					
		0.25%	0.46%	0.34%	0.00%	0.00%	0.51%	0.15%	0.20%	0.12%	0.22%	0.33%	0.45%	0.41%	0.42%	0.13%	0.19%	0.00%	0.12%	0.30%	0.28%	0.41%	0.16%	0.07%	0.00%	0.13%	0.14%	0.36%	0.00%	0.30%	0.15%	0.12%	0.00%	0.40%	0.00%	0.45%	0.25%	0.60%	0.30%	0.18%	0.12%	0.45%	0.19%	0.21%	0.00%	0.48%	0.12%	0.35%	0.14%	0.30%	0.23%	0.11%	0.42%	0.16%	0.56%	0.25%	0.45%	0.35%	0.00%	0.33%	0.29%	0.47%	0.14%	0.27%	0.26%	0.00%	0.25%	0.13%	0.11%	0.34%	0.81%	0.91%	0.00%	0.62%	0.30%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	7259	48	61	66	55	52	63	102	79	79	90	84	157	131	108	140	60	96	182	186	137	79	193	67	103	99	71	105	90	90	94	81	62	42	120	104	53	68	58	84	114	132	113	67	77	69	85	95	116	134	94	111	143	100	132	115	102	88	179	111	144	149	149	90	86	90	89	95	36	225	18	55	111	69	37					
		11.61%	7.40%	10.23%	6.44%	11.32%	8.92%	9.46%	10.04%	9.83%	8.51%	9.89%	9.47%	12.74%	10.93%	13.58%	13.46%	10.47%	11.96%	13.79%	13.07%	11.29%	12.27%	13.90%	10.37%	13.10%	13.56%	12.79%	18.99%	13.45%	13.35%	11.24%	10.38%	8.26%	7.72%	10.77%	12.90%	10.54%	10.32%	10.66%	10.00%	10.15%	12.26%	11.92%	11.53%	12.42%	8.45%	14.81%	13.73%	11.66%	10.09%	10.54%	11.56%	11.15%	11.11%	11.15%	10.44%	8.96%	12.19%	14.71%	10.63%	11.21%	10.58%	9.89%	11.69%	12.97%	11.44%	11.88%	10.23%	12.12%	45.36%	16.36%	11.46%	13.74%	10.45%	19.37%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3981	39	47	58	37	42	36	81	58	61	70	71	83	84	48	61	26	62	71	69	67	43	67	25	51	47	27	37	36	36	60	55	42	44	69	54	34	36	35	46	90	54	93	27	36	64	38	29	64	105	55	60	81	60	100	73	71	38	70	58	78	92	96	36	45	45	53	64	26	9	5	33	52	54	12					
		6.37%	6.01%	7.89%	5.66%	7.61%	7.20%	5.41%	7.97%	7.21%	6.57%	7.69%	8.00%	6.74%	7.01%	6.04%	5.87%	4.54%	7.72%	5.38%	4.85%	5.52%	6.68%	4.83%	3.87%	6.49%	6.44%	4.86%	6.69%	5.38%	5.34%	7.18%	7.05%	5.59%	8.09%	6.19%	6.70%	6.76%	5.46%	6.43%	5.48%	8.01%	5.01%	9.81%	4.65%	5.81%	7.83%	6.62%	4.19%	6.43%	7.91%	6.17%	6.25%	6.31%	6.67%	8.45%	6.62%	6.24%	5.26%	5.75%	5.56%	6.07%	6.53%	6.37%	4.68%	6.79%	5.72%	7.08%	6.89%	8.75%	1.81%	4.55%	6.88%	6.44%	8.18%	6.28%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	4146	39	48	61	42	50	46	99	63	73	67	86	102	75	42	76	30	56	79	75	87	34	62	39	34	43	38	25	43	40	57	35	35	50	74	48	25	36	27	48	74	73	69	49	28	68	33	39	58	75	44	53	74	75	74	101	91	50	58	42	81	120	126	55	52	71	66	81	20	6	2	41	58	45	5					
		6.63%	6.01%	8.05%	5.95%	8.64%	8.58%	6.91%	9.74%	7.84%	7.87%	7.36%	9.70%	8.28%	6.26%	5.28%	7.31%	5.24%	6.97%	5.98%	5.27%	7.17%	5.28%	4.47%	6.04%	4.33%	5.89%	6.85%	4.52%	6.43%	5.93%	6.82%	4.49%	4.66%	9.19%	6.64%	5.96%	4.97%	5.46%	4.96%	5.71%	6.59%	6.78%	7.28%	8.43%	4.52%	8.32%	5.75%	5.64%	5.83%	5.65%	4.93%	5.52%	5.77%	8.33%	6.25%	9.17%	7.99%	6.93%	4.77%	4.02%	6.31%	8.52%	8.37%	7.14%	7.84%	9.02%	8.81%	8.72%	6.73%	1.21%	1.82%	8.54%	7.18%	6.82%	2.62%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	35140	391	299	644	245	325	367	455	403	507	477	455	655	642	459	595	396	439	742	871	690	404	846	416	456	409	333	285	391	401	475	457	451	261	662	453	287	391	330	520	586	643	506	348	364	427	304	399	548	742	566	533	730	471	624	583	631	412	733	613	723	789	826	430	336	428	409	525	162	204	67	273	452	354	114					
		56.22%	60.25%	50.17%	62.83%	50.41%	55.75%	55.11%	44.78%	50.12%	54.63%	52.42%	51.30%	53.17%	53.54%	57.74%	57.21%	69.11%	54.67%	56.21%	61.21%	56.88%	62.73%	60.95%	64.40%	58.02%	56.03%	60.00%	51.54%	58.45%	59.50%	56.82%	58.59%	60.05%	47.98%	59.43%	56.20%	57.06%	59.33%	60.66%	61.90%	52.18%	59.70%	53.38%	59.90%	58.71%	52.26%	52.96%	57.66%	55.08%	55.87%	63.45%	55.52%	56.90%	52.33%	52.70%	52.90%	55.45%	57.06%	60.23%	58.72%	56.31%	56.04%	54.85%	55.84%	50.68%	54.38%	54.61%	56.51%	54.55%	41.13%	60.91%	56.88%	55.94%	53.64%	59.69%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	872	9	9	14	9	4	11	23	16	15	14	19	12	16	8	9	2	1	14	20	21	7	14	2	4	7	8	8	9	9	12	9	15	15	15	14	7	10	10	17	15	11	8	4	2	13	7	11	23	14	14	9	17	13	21	32	20	9	10	8	27	19	26	21	11	16	7	19	2	7	0	3	5	9	1					
		1.40%	1.39%	1.51%	1.37%	1.85%	0.69%	1.65%	2.26%	1.99%	1.62%	1.54%	2.14%	0.97%	1.33%	1.01%	0.87%	0.35%	0.12%	1.06%	1.41%	1.73%	1.09%	1.01%	0.31%	0.51%	0.96%	1.44%	1.45%	1.35%	1.34%	1.44%	1.15%	1.99%	2.76%	1.35%	1.74%	1.39%	1.52%	1.84%	2.02%	1.34%	1.02%	0.84%	0.69%	0.32%	1.59%	1.22%	1.59%	2.31%	1.05%	1.57%	0.94%	1.33%	1.44%	1.77%	2.90%	1.76%	1.25%	0.82%	0.77%	2.10%	1.35%	1.73%	2.73%	1.66%	2.03%	0.93%	2.05%	0.67%	1.41%	0.00%	0.63%	0.62%	1.36%	0.52%					
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
