Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Онежская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660									
24	"6. Политическая партия ""Гражданская Платформа"""	15	2	2	2	2	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0									
		0.15%	0.19%	0.20%	0.25%	0.30%	0.34%	0.17%	0.18%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2511	264	226	192	185	151	189	172	74	20	115	71	28	19	67	20	27	32	16	6	21	12	12	27	16	20	36	29	6	104	22	29	40	25	55	22	17	32	16	15	22	59									
		25.13%	25.61%	22.20%	24.06%	28.20%	25.55%	31.66%	30.23%	18.05%	21.51%	30.91%	36.79%	20.00%	24.05%	31.31%	19.42%	18.37%	25.81%	22.22%	16.67%	12.73%	13.33%	27.27%	21.77%	22.22%	24.69%	19.25%	30.85%	16.22%	24.82%	21.57%	30.85%	26.85%	31.65%	29.41%	21.78%	22.67%	29.09%	17.98%	19.48%	30.14%	19.73%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	55	8	8	7	2	8	3	1	0	1	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	0	0	0	1	0	1	0	3									
		0.55%	0.78%	0.79%	0.88%	0.30%	1.35%	0.50%	0.18%	0.00%	1.08%	0.81%	1.04%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.98%	1.06%	0.00%	2.53%	0.00%	0.00%	0.00%	0.91%	0.00%	1.30%	0.00%	1.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	84	16	14	11	2	8	4	5	1	0	1	6	0	0	1	0	0	4	0	0	0	0	0	2	0	0	2	1	0	0	1	0	0	0	0	0	2	0	0	0	0	3									
		0.84%	1.55%	1.38%	1.38%	0.30%	1.35%	0.67%	0.88%	0.24%	0.00%	0.27%	3.11%	0.00%	0.00%	0.47%	0.00%	0.00%	3.23%	0.00%	0.00%	0.00%	0.00%	0.00%	1.61%	0.00%	0.00%	1.07%	1.06%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	2.67%	0.00%	0.00%	0.00%	0.00%	1.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	2	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1									
		0.13%	0.00%	0.00%	0.25%	0.00%	0.17%	0.00%	0.00%	0.24%	1.08%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.53%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	125	17	23	18	19	7	5	6	1	0	4	1	2	0	1	2	1	0	0	0	2	1	0	1	0	1	2	0	1	5	0	0	1	0	0	1	0	0	0	0	1	2									
		1.25%	1.65%	2.26%	2.26%	2.90%	1.18%	0.84%	1.05%	0.24%	0.00%	1.08%	0.52%	1.43%	0.00%	0.47%	1.94%	0.68%	0.00%	0.00%	0.00%	1.21%	1.11%	0.00%	0.81%	0.00%	1.23%	1.07%	0.00%	2.70%	1.19%	0.00%	0.00%	0.67%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	1.37%	0.67%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1029	119	133	99	80	63	65	75	35	6	35	13	7	8	21	9	14	9	5	1	22	6	6	7	5	7	16	5	8	42	4	7	11	5	19	7	6	8	6	2	5	28									
		10.30%	11.54%	13.06%	12.41%	12.20%	10.66%	10.89%	13.18%	8.54%	6.45%	9.41%	6.74%	5.00%	10.13%	9.81%	8.74%	9.52%	7.26%	6.94%	2.78%	13.33%	6.67%	13.64%	5.65%	6.94%	8.64%	8.56%	5.32%	21.62%	10.02%	3.92%	7.45%	7.38%	6.33%	10.16%	6.93%	8.00%	7.27%	6.74%	2.60%	6.85%	9.36%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	45	2	3	8	1	0	2	2	1	1	1	0	1	2	1	1	0	0	0	0	0	2	1	0	0	0	1	0	1	3	2	0	1	0	2	0	0	0	1	1	0	4									
		0.45%	0.19%	0.29%	1.00%	0.15%	0.00%	0.34%	0.35%	0.24%	1.08%	0.27%	0.00%	0.71%	2.53%	0.47%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	2.22%	2.27%	0.00%	0.00%	0.00%	0.53%	0.00%	2.70%	0.72%	1.96%	0.00%	0.67%	0.00%	1.07%	0.00%	0.00%	0.00%	1.12%	1.30%	0.00%	1.34%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	800	101	115	95	87	50	43	37	32	7	14	6	6	9	23	7	6	10	7	0	6	7	1	9	2	1	2	5	2	25	5	2	8	1	10	13	6	8	3	5	6	18									
		8.01%	9.80%	11.30%	11.90%	13.26%	8.46%	7.20%	6.50%	7.80%	7.53%	3.76%	3.11%	4.29%	11.39%	10.75%	6.80%	4.08%	8.06%	9.72%	0.00%	3.64%	7.78%	2.27%	7.26%	2.78%	1.23%	1.07%	5.32%	5.41%	5.97%	4.90%	2.13%	5.37%	1.27%	5.35%	12.87%	8.00%	7.27%	3.37%	6.49%	8.22%	6.02%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
