Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Кувшиновская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №1197									
		15.14%	12.76%	12.44%	11.81%	13.62%	14.40%	11.02%	22.89%	17.45%	21.71%	14.44%	15.00%	10.98%	14.81%	10.98%	8.82%	15.32%	22.31%	22.78%	13.00%	15.24%	22.75%	20.43%	33.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	7	1	0	2	0	0	0	5	0	0	1	1	0	1	0	2	0	0	0	0	2	0	0									
		0.51%	1.79%	0.23%	0.00%	0.47%	0.00%	0.00%	0.00%	3.36%	0.00%	0.00%	0.83%	1.22%	0.00%	0.61%	0.00%	1.80%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	2	3	4	3	2	1	0	2	1	0	1	0	1	0	3	0	1	0	0	0	0	0	0									
		0.56%	0.51%	0.69%	1.05%	0.70%	0.80%	0.42%	0.00%	1.34%	0.66%	0.00%	0.83%	0.00%	1.23%	0.00%	1.76%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	2	0	1	2	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0									
		0.26%	0.51%	0.00%	0.26%	0.47%	0.00%	0.00%	0.80%	0.67%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	3	8	0	4	4	5	1	2	3	0	0	0	2	0	3	0	1	0	1	0	2	3	0									
		0.97%	0.77%	1.84%	0.00%	0.94%	1.60%	2.12%	0.40%	1.34%	1.97%	0.00%	0.00%	0.00%	2.47%	0.00%	1.76%	0.00%	0.77%	0.00%	1.00%	0.00%	1.20%	1.30%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	647	58	68	80	85	44	36	29	18	33	1	24	6	10	23	31	19	12	6	12	10	14	26	2									
		15.00%	14.80%	15.67%	20.99%	19.95%	17.60%	15.25%	11.65%	12.08%	21.71%	1.11%	20.00%	7.32%	12.35%	14.02%	18.24%	17.12%	9.23%	7.59%	12.00%	9.52%	8.38%	11.30%	13.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	1	0	1	1	0	1	2	1	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0									
		0.30%	0.26%	0.00%	0.26%	0.23%	0.00%	0.42%	0.80%	0.67%	1.32%	1.11%	0.00%	0.00%	0.00%	0.00%	0.59%	1.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	398	41	54	51	51	31	30	31	11	5	7	10	5	3	14	7	5	5	6	2	1	9	19	0									
		9.23%	10.46%	12.44%	13.39%	11.97%	12.40%	12.71%	12.45%	7.38%	3.29%	7.78%	8.33%	6.10%	3.70%	8.54%	4.12%	4.50%	3.85%	7.59%	2.00%	0.95%	5.39%	8.26%	0.00%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
