Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																														
Дата голосования: 07.12.2003 0:00:00																																																														
																																																														
Наименование Избирательной комиссии:    Карталинская																																																														
																																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																														
																																																														
		Сумма	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	176	4	4	4	4	4	4	5	4	5	4	5	5	5	7	4	5	5	5	5	5	3	2	3	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	3	3	2	4	2	2	2	5	3	2	2	3	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	75	2	1	3	1	1	0	3	0	0	1	1	5	2	6	2	3	5	1	2	4	3	0	3	2	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	2	0	3	0	0	2	0	0	0	5	2	2	0	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	197	4	3	4	2	1	1	2	1	4	0	5	3	4	3	3	1	17	3	3	4	1	4	6	2	3	2	3	4	2	2	2	1	5	2	2	6	2	1	5	1	5	4	16	7	4	2	2	2	13	6	1	3	5	2	1					
14	Число погашенных открепительных удостоверений	101	2	3	1	3	3	4	2	4	5	3	4	0	3	1	2	2	0	4	3	1	0	2	0	0	2	1	2	2	2	3	1	2	1	2	2	2	2	2	1	0	2	0	3	2	2	2	2	2	0	1	0	2	0	2	2					
15	Число открепительных удостоверений выданных ТИК	24	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	2	1	0	0	3	0	1	0	0	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	"1. ""ЕДИНЕНИЕ"""	280	2	4	4	6	5	5	4	5	10	2	5	3	5	2	4	2	4	5	6	6	5	5	3	4	0	13	10	2	1	8	4	2	6	0	6	16	6	3	10	1	3	12	5	0	9	7	2	5	10	7	6	2	13	4	1					
		1.41%	0.49%	1.01%	1.08%	1.65%	1.36%	1.22%	0.65%	1.36%	1.36%	1.07%	0.78%	0.46%	0.80%	0.31%	0.62%	0.29%	0.48%	0.65%	0.89%	0.86%	1.43%	1.85%	0.59%	4.04%	0.0%	4.24%	7.29%	2.02%	0.69%	1.85%	2.02%	1.14%	1.14%	0.0%	7.22%	3.67%	5.76%	3.94%	2.40%	0.59%	1.80%	2.15%	1.57%	0.0%	1.66%	2.81%	1.90%	3.75%	1.95%	2.26%	4.47%	1.52%	2.68%	4.16%	0.73%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	325	5	4	6	8	13	4	14	11	8	9	10	23	8	7	14	12	15	30	13	13	3	2	8	0	4	7	2	0	2	3	0	1	7	0	0	3	1	0	6	0	2	16	0	0	2	3	1	0	4	6	2	2	7	4	0					
		1.64%	1.23%	1.01%	1.62%	2.20%	3.55%	0.98%	2.29%	3.01%	1.09%	4.83%	1.56%	3.57%	1.29%	1.11%	2.17%	1.74%	1.80%	3.94%	1.94%	1.87%	0.86%	0.74%	1.59%	0.0%	3.60%	2.28%	1.45%	0.0%	1.38%	0.69%	0.0%	0.57%	1.33%	0.0%	0.0%	0.68%	0.96%	0.0%	1.44%	0.0%	1.20%	2.86%	0.0%	0.0%	0.36%	1.20%	0.95%	0.0%	0.78%	1.94%	1.49%	1.52%	1.44%	4.16%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1752	36	29	24	39	17	47	98	27	43	12	59	70	70	104	66	97	82	56	48	33	9	46	29	7	5	16	7	4	6	44	6	8	67	23	9	40	7	2	21	5	4	42	9	8	95	18	6	4	40	23	7	15	37	14	12					
		8.87%	8.86%	7.34%	6.48%	10.77%	4.64%	11.51%	16.09%	7.39%	5.86%	6.45%	9.24%	10.86%	11.30%	16.50%	10.26%	14.09%	9.87%	7.35%	7.18%	4.76%	2.58%	17.03%	5.76%	7.07%	4.50%	5.22%	5.10%	4.04%	4.16%	10.18%	3.03%	4.59%	12.73%	29.87%	10.84%	9.19%	6.73%	2.63%	5.04%	2.95%	2.40%	7.52%	2.83%	5.33%	17.56%	7.22%	5.71%	3.00%	7.82%	7.44%	5.22%	11.45%	7.64%	14.58%	8.82%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	663	11	15	14	15	15	10	29	15	41	7	32	31	34	11	17	41	47	49	26	31	15	3	12	0	3	4	3	2	0	17	3	0	14	0	1	3	1	0	7	0	0	27	5	6	3	0	0	4	13	11	1	4	6	2	2					
		3.35%	2.70%	3.79%	3.78%	4.14%	4.09%	2.45%	4.76%	4.10%	5.59%	3.76%	5.01%	4.81%	5.49%	1.74%	2.64%	5.95%	5.66%	6.43%	3.89%	4.47%	4.31%	1.11%	2.38%	0.0%	2.70%	1.30%	2.18%	2.02%	0.0%	3.93%	1.51%	0.0%	2.66%	0.0%	1.20%	0.68%	0.96%	0.0%	1.68%	0.0%	0.0%	4.83%	1.57%	4.0%	0.55%	0.0%	0.0%	3.00%	2.54%	3.55%	0.74%	3.05%	1.23%	2.08%	1.47%					
22	"5. ""За Русь Святую"""	50	1	2	2	1	3	0	1	2	0	1	2	2	0	2	2	0	2	1	2	0	0	2	0	0	0	0	2	1	1	0	0	0	4	0	0	2	0	0	2	0	0	1	4	0	0	0	0	0	4	0	0	0	1	0	0					
		0.25%	0.24%	0.50%	0.54%	0.27%	0.81%	0.0%	0.16%	0.54%	0.0%	0.53%	0.31%	0.31%	0.0%	0.31%	0.31%	0.0%	0.24%	0.13%	0.29%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	1.45%	1.01%	0.69%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.45%	0.0%	0.0%	0.48%	0.0%	0.0%	0.17%	1.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	50	4	0	1	0	2	0	0	0	0	0	3	0	2	0	0	3	4	1	1	0	5	0	2	0	0	0	1	0	1	2	0	0	3	0	0	0	0	0	1	0	1	2	0	1	3	1	0	2	0	1	0	0	1	2	0					
		0.25%	0.98%	0.0%	0.27%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.32%	0.0%	0.0%	0.43%	0.48%	0.13%	0.14%	0.0%	1.43%	0.0%	0.39%	0.0%	0.0%	0.0%	0.72%	0.0%	0.69%	0.46%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.60%	0.35%	0.0%	0.66%	0.55%	0.40%	0.0%	1.50%	0.0%	0.32%	0.0%	0.0%	0.20%	2.08%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	68	0	6	1	0	0	2	3	2	4	0	5	2	3	2	4	1	4	1	4	2	1	0	2	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	2	0	3	0	1	0	1	1	1	0	0	1	0	2					
		0.34%	0.0%	1.51%	0.27%	0.0%	0.0%	0.49%	0.49%	0.54%	0.54%	0.0%	0.78%	0.31%	0.48%	0.31%	0.62%	0.14%	0.48%	0.13%	0.59%	0.28%	0.28%	0.0%	0.39%	1.01%	0.0%	0.0%	0.0%	0.0%	0.69%	0.23%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.59%	0.60%	0.35%	0.0%	2.0%	0.0%	0.40%	0.0%	0.75%	0.19%	0.32%	0.0%	0.0%	0.20%	0.0%	1.47%					
25	"8. ""Народно-республиканская партия России"""	32	0	0	0	3	0	1	0	0	0	1	0	0	1	1	0	1	1	3	0	0	1	0	0	0	0	0	1	1	0	4	0	0	0	0	1	2	0	0	2	0	0	1	0	1	0	2	0	1	2	0	0	0	0	0	1					
		0.16%	0.0%	0.0%	0.0%	0.82%	0.0%	0.24%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.16%	0.15%	0.0%	0.14%	0.12%	0.39%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	1.01%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	1.20%	0.45%	0.0%	0.0%	0.48%	0.0%	0.0%	0.17%	0.0%	0.66%	0.0%	0.80%	0.0%	0.75%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%					
26	"9. ""Российская экологическая партия ""Зеленые"""	45	0	1	1	1	0	0	1	0	1	0	3	4	2	2	2	3	1	6	2	2	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	1	0	0					
		0.22%	0.0%	0.25%	0.27%	0.27%	0.0%	0.0%	0.16%	0.0%	0.13%	0.0%	0.47%	0.62%	0.32%	0.31%	0.31%	0.43%	0.12%	0.78%	0.29%	0.28%	0.28%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.19%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.40%	1.90%	0.0%	0.19%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1083	13	10	10	8	14	9	16	11	18	4	18	23	15	17	21	13	21	30	20	46	16	43	28	16	6	26	12	7	14	44	19	19	65	6	4	36	6	7	28	19	11	9	7	0	70	7	23	20	27	14	15	6	87	7	22					
		5.48%	3.20%	2.53%	2.70%	2.20%	3.82%	2.20%	2.62%	3.01%	2.45%	2.15%	2.82%	3.57%	2.42%	2.69%	3.26%	1.88%	2.53%	3.94%	2.99%	6.64%	4.59%	15.92%	5.56%	16.16%	5.40%	8.49%	8.75%	7.07%	9.72%	10.18%	9.59%	10.91%	12.35%	7.79%	4.81%	8.27%	5.76%	9.21%	6.73%	11.24%	6.62%	1.61%	2.20%	0.0%	12.93%	2.81%	21.90%	15.03%	5.28%	4.53%	11.19%	4.58%	17.97%	7.29%	16.17%					
28	"11. ""Истинные патриоты России"""	30	1	0	0	2	0	0	0	0	1	0	0	2	1	0	2	2	1	1	2	0	0	0	1	0	1	2	0	1	1	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0					
		0.15%	0.24%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.31%	0.16%	0.0%	0.31%	0.29%	0.12%	0.13%	0.29%	0.0%	0.0%	0.0%	0.19%	0.0%	0.90%	0.65%	0.0%	1.01%	0.69%	0.23%	0.0%	0.0%	0.38%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.61%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	131	1	2	5	2	2	7	2	8	4	3	1	8	5	3	2	4	5	2	6	4	5	0	2	1	0	4	2	1	4	3	2	2	2	2	0	3	1	0	2	0	0	6	4	0	3	0	0	0	1	1	2	2	0	0	0					
		0.66%	0.24%	0.50%	1.35%	0.55%	0.54%	1.71%	0.32%	2.19%	0.54%	1.61%	0.15%	1.24%	0.80%	0.47%	0.31%	0.58%	0.60%	0.26%	0.89%	0.57%	1.43%	0.0%	0.39%	1.01%	0.0%	1.30%	1.45%	1.01%	2.77%	0.69%	1.01%	1.14%	0.38%	2.59%	0.0%	0.68%	0.96%	0.0%	0.48%	0.0%	0.0%	1.07%	1.25%	0.0%	0.55%	0.0%	0.0%	0.0%	0.19%	0.32%	1.49%	1.52%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	44	0	0	1	1	0	2	1	0	0	2	1	0	0	1	2	0	3	1	2	1	0	0	1	0	0	0	0	0	0	5	2	0	3	0	0	1	0	0	0	0	0	5	1	0	4	0	0	0	0	0	1	1	1	0	1					
		0.22%	0.0%	0.0%	0.27%	0.27%	0.0%	0.49%	0.16%	0.0%	0.0%	1.07%	0.15%	0.0%	0.0%	0.15%	0.31%	0.0%	0.36%	0.13%	0.29%	0.14%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.15%	1.01%	0.0%	0.57%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.89%	0.31%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.76%	0.20%	0.0%	0.73%					
31	"14. ""Великая Россия - Евразийский Союз"""	37	3	3	1	1	0	1	1	0	2	0	0	0	1	2	1	3	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	2	0	0	1	0	0	0	0	0	2	0	1	0	2	0	1	1	0	0	1					
		0.18%	0.73%	0.75%	0.27%	0.27%	0.0%	0.24%	0.16%	0.0%	0.27%	0.0%	0.0%	0.0%	0.16%	0.31%	0.15%	0.43%	0.0%	0.13%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.23%	0.0%	0.0%	0.38%	0.0%	0.0%	0.45%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.95%	0.0%	0.39%	0.0%	0.74%	0.76%	0.0%	0.0%	0.73%					
32	"15. ""Партия СЛОН"""	19	1	1	0	1	1	0	0	0	0	0	1	0	2	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0					
		0.09%	0.24%	0.25%	0.0%	0.27%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.32%	0.0%	0.15%	0.14%	0.0%	0.0%	0.0%	0.14%	0.28%	0.0%	0.0%	1.01%	0.0%	0.0%	0.0%	0.0%	0.69%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	1.50%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1167	25	25	30	27	23	26	37	22	42	12	48	61	54	52	50	64	52	58	42	47	9	15	27	2	6	18	3	4	5	29	14	4	38	12	2	13	0	2	10	9	1	25	16	5	13	4	2	5	38	17	8	1	7	3	3					
		5.91%	6.15%	6.32%	8.10%	7.45%	6.28%	6.37%	6.07%	6.02%	5.72%	6.45%	7.52%	9.47%	8.72%	8.25%	7.77%	9.30%	6.26%	7.62%	6.28%	6.79%	2.58%	5.55%	5.36%	2.02%	5.40%	5.88%	2.18%	4.04%	3.47%	6.71%	7.07%	2.29%	7.22%	15.58%	2.40%	2.98%	0.0%	2.63%	2.40%	5.32%	0.60%	4.48%	5.03%	3.33%	2.40%	1.60%	1.90%	3.75%	7.43%	5.50%	5.97%	0.76%	1.44%	3.12%	2.20%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	62	1	1	5	2	2	2	1	1	0	2	1	1	1	0	0	3	1	2	0	2	2	0	2	4	0	0	0	0	2	0	0	0	3	0	4	5	0	0	2	0	1	0	0	0	1	0	0	2	4	1	0	0	1	0	0					
		0.31%	0.24%	0.25%	1.35%	0.55%	0.54%	0.49%	0.16%	0.27%	0.0%	1.07%	0.15%	0.15%	0.16%	0.0%	0.0%	0.43%	0.12%	0.26%	0.0%	0.28%	0.57%	0.0%	0.39%	4.04%	0.0%	0.0%	0.0%	0.0%	1.38%	0.0%	0.0%	0.0%	0.57%	0.0%	4.81%	1.14%	0.0%	0.0%	0.48%	0.0%	0.60%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	1.50%	0.78%	0.32%	0.0%	0.0%	0.20%	0.0%	0.0%					
35	"18. ""ЛДПР"""	2976	85	64	47	64	59	77	86	84	191	34	85	69	95	82	108	97	150	108	107	144	51	26	63	9	16	19	13	12	20	39	29	24	69	16	7	67	28	29	50	10	17	75	52	19	58	56	13	14	64	35	13	26	70	11	20					
		15.07%	20.93%	16.20%	12.70%	17.67%	16.12%	18.87%	14.12%	23.01%	26.05%	18.27%	13.32%	10.71%	15.34%	13.01%	16.79%	14.09%	18.07%	14.19%	16.01%	20.80%	14.65%	9.62%	12.52%	9.09%	14.41%	6.20%	9.48%	12.12%	13.88%	9.02%	14.64%	13.79%	13.11%	20.77%	8.43%	15.40%	26.92%	38.15%	12.01%	5.91%	10.24%	13.44%	16.35%	12.66%	10.72%	22.48%	12.38%	10.52%	12.52%	11.32%	9.70%	19.84%	14.46%	11.45%	14.70%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	382	15	10	14	5	8	9	13	9	14	4	18	10	17	9	12	23	14	13	15	13	4	2	5	0	2	2	2	1	4	12	9	3	6	5	1	6	4	2	7	0	2	9	7	2	9	5	0	4	8	4	1	0	3	5	1					
		1.93%	3.69%	2.53%	3.78%	1.38%	2.18%	2.20%	2.13%	2.46%	1.90%	2.15%	2.82%	1.55%	2.74%	1.42%	1.86%	3.34%	1.68%	1.70%	2.24%	1.87%	1.14%	0.74%	0.99%	0.0%	1.80%	0.65%	1.45%	1.01%	2.77%	2.77%	4.54%	1.72%	1.14%	6.49%	1.20%	1.37%	3.84%	2.63%	1.68%	0.0%	1.20%	1.61%	2.20%	1.33%	1.66%	2.00%	0.0%	3.00%	1.56%	1.29%	0.74%	0.0%	0.61%	5.20%	0.73%					
37	"20. ""Политическая партия ""Единая Россия"""	7367	147	151	146	118	150	158	213	122	260	62	232	232	205	243	208	232	272	257	252	250	160	89	197	38	49	105	42	51	62	167	89	85	133	10	38	137	34	11	207	104	86	223	161	80	187	90	32	49	246	159	58	48	167	30	33					
		37.31%	36.20%	38.22%	39.45%	32.59%	40.98%	38.72%	34.97%	33.42%	35.47%	33.33%	36.36%	36.02%	33.11%	38.57%	32.34%	33.72%	32.77%	33.77%	37.72%	36.12%	45.97%	32.96%	39.16%	38.38%	44.14%	34.31%	30.65%	51.51%	43.05%	38.65%	44.94%	48.85%	25.28%	12.98%	45.78%	31.49%	32.69%	14.47%	49.75%	61.53%	51.80%	39.96%	50.62%	53.33%	34.56%	36.14%	30.47%	36.84%	48.14%	51.45%	43.28%	36.64%	34.50%	31.25%	24.26%					
38	"21. ""Российская Конституционно-демократическая партия"""	42	1	1	1	1	2	0	0	1	1	0	0	0	3	0	1	1	0	0	1	2	1	0	1	0	1	0	1	0	2	1	2	1	1	0	0	2	0	0	1	2	0	0	0	2	1	1	0	2	1	2	0	0	1	0	0					
		0.21%	0.24%	0.25%	0.27%	0.27%	0.54%	0.0%	0.0%	0.27%	0.13%	0.0%	0.0%	0.0%	0.48%	0.0%	0.15%	0.14%	0.0%	0.0%	0.14%	0.28%	0.28%	0.0%	0.19%	0.0%	0.90%	0.0%	0.72%	0.0%	1.38%	0.23%	1.01%	0.57%	0.19%	0.0%	0.0%	0.45%	0.0%	0.0%	0.24%	1.18%	0.0%	0.0%	0.0%	1.33%	0.18%	0.40%	0.0%	1.50%	0.19%	0.64%	0.0%	0.0%	0.20%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	31	0	1	0	0	0	1	2	1	1	0	2	0	0	1	3	0	3	2	2	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0					
		0.15%	0.0%	0.25%	0.0%	0.0%	0.0%	0.24%	0.32%	0.27%	0.13%	0.0%	0.31%	0.0%	0.0%	0.15%	0.46%	0.0%	0.36%	0.26%	0.29%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.19%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	1.90%	0.75%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2142	36	45	43	34	38	24	54	27	51	16	78	66	62	56	84	60	104	95	77	70	41	26	91	11	11	79	23	10	12	33	11	13	70	2	2	74	9	16	27	10	28	67	34	16	55	39	17	11	29	18	15	23	60	9	30					
		10.85%	8.86%	11.39%	11.62%	9.39%	10.38%	5.88%	8.86%	7.39%	6.95%	8.60%	12.22%	10.24%	10.01%	8.88%	13.06%	8.72%	12.53%	12.48%	11.52%	10.11%	11.78%	9.62%	18.09%	11.11%	9.90%	25.81%	16.78%	10.10%	8.33%	7.63%	5.55%	7.47%	13.30%	2.59%	2.40%	17.01%	8.65%	21.05%	6.49%	5.91%	16.86%	12.00%	10.69%	10.66%	10.16%	15.66%	16.19%	8.27%	5.67%	5.82%	11.19%	17.55%	12.39%	9.37%	22.05%					
																																																														
41	Против всех	675	15	16	12	19	9	19	30	17	30	8	26	21	26	17	28	24	31	25	31	25	11	3	21	2	5	6	2	2	2	11	5	4	17	1	6	14	1	2	18	8	7	20	7	6	16	7	3	5	9	4	2	0	13	5	1					
		3.41%	3.69%	4.05%	3.24%	5.24%	2.45%	4.65%	4.92%	4.65%	4.09%	4.30%	4.07%	3.26%	4.20%	2.69%	4.35%	3.48%	3.73%	3.28%	4.64%	3.61%	3.16%	1.11%	4.17%	2.02%	4.50%	1.96%	1.45%	2.02%	1.38%	2.54%	2.52%	2.29%	3.23%	1.29%	7.22%	3.21%	0.96%	2.63%	4.32%	4.73%	4.21%	3.58%	2.20%	4.0%	2.95%	2.81%	2.85%	3.75%	1.76%	1.29%	1.49%	0.0%	2.68%	5.20%	0.73%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
