Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																
Дата голосования: 02.12.2007																																																																																
																																																																																
"Наименование Избирательной комиссии:    Чебоксары, Московская"																																																																																
																																																																																
Сводная таблица результатов выборов																																																																																
																																																																																
		Сумма	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	5129	20	108	98	102	72	98	96	89	73	88	85	93	90	101	75	90	103	88	90	140	86	86	83	72	107	78	78	68	81	53	53	126	90	120	64	28	93	30	40	100	54	39	94	52	10	45	75	70	49	90	80	99	84	88	91	89	88	85	112	51	89	75	70	30	9	28	30	18	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	5908	21	22	65	35	42	49	53	81	15	40	39	18	42	46	325	117	31	23	115	99	36	24	44	37	44	53	98	231	150	309	23	73	102	53	43	206	43	67	59	29	26	40	35	23	13	70	80	61	40	45	29	90	84	131	32	53	58	52	65	17	53	38	70	25	6	6	5	74	142	365	533	277	268					
14	Число погашенных неиспользованных открепительных удостоверений	149	0	3	2	7	8	0	1	0	0	3	6	2	0	12	0	5	0	0	0	3	0	0	7	0	0	2	2	3	9	0	2	9	1	10	6	7	2	3	0	0	4	1	0	1	0	0	0	0	1	0	0	2	5	2	0	1	3	0	1	0	0	5	5	0	1	2	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	162	0	4	3	4	1	4	5	1	0	1	1	0	2	4	0	3	3	4	3	7	2	3	1	1	6	2	0	9	3	1	5	1	6	4	3	0	4	0	1	3	2	3	1	4	0	0	2	0	1	4	3	2	7	3	1	2	4	5	2	3	2	1	3	1	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																
18	1.Политическая партия «Аграрная партия России»	1740	2	22	55	30	24	31	33	38	24	25	35	36	43	41	20	23	46	23	24	32	39	39	22	10	31	25	33	28	42	6	22	23	31	24	31	11	41	11	18	21	22	24	29	29	8	15	26	19	16	18	37	38	44	33	32	30	20	26	30	19	22	20	37	7	0	6	1	7	1	3	4	2	0					
		1.83%	0.51%	1.24%	2.78%	1.95%	1.67%	1.94%	2.08%	2.14%	2.08%	1.76%	2.32%	2.20%	2.76%	2.34%	1.26%	1.55%	2.81%	1.40%	1.30%	1.68%	2.56%	2.26%	2.39%	0.96%	1.92%	1.94%	2.44%	1.57%	1.74%	0.56%	1.93%	1.26%	1.84%	1.39%	2.61%	1.49%	2.43%	1.62%	2.01%	1.44%	2.01%	2.12%	1.85%	2.22%	3.77%	1.50%	1.65%	1.50%	1.37%	1.09%	2.22%	2.11%	2.40%	1.90%	2.08%	1.95%	1.39%	1.66%	1.83%	1.37%	1.43%	1.26%	2.47%	1.22%	0.00%	2.67%	0.40%	2.11%	0.70%	0.69%	0.69%	0.71%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1248	1	34	35	29	10	26	29	22	13	18	15	25	13	28	23	16	21	26	35	35	22	18	13	9	28	7	16	19	44	14	15	20	19	30	23	9	58	5	8	18	8	13	16	6	3	9	26	15	13	24	18	28	15	24	18	21	21	17	23	9	21	19	17	4	0	0	1	3	0	0	4	0	3					
		1.31%	0.26%	1.91%	1.77%	1.89%	0.70%	1.62%	1.83%	1.24%	1.13%	1.26%	0.99%	1.53%	0.83%	1.60%	1.45%	1.08%	1.28%	1.59%	1.89%	1.84%	1.44%	1.04%	1.41%	0.86%	1.73%	0.54%	1.18%	1.06%	1.82%	1.31%	1.32%	1.10%	1.12%	1.73%	1.94%	1.22%	3.44%	0.74%	0.89%	1.24%	0.73%	1.15%	1.02%	0.46%	1.42%	0.90%	1.65%	1.18%	1.11%	1.45%	1.08%	1.56%	0.82%	1.38%	1.17%	1.36%	1.45%	1.09%	1.40%	0.65%	1.36%	1.20%	1.13%	0.70%	0.00%	0.00%	0.40%	0.90%	0.00%	0.00%	0.69%	0.00%	0.97%					
20	3.Политическая партия «Демократическая партия России»	106	2	2	1	0	1	1	3	5	0	2	0	1	1	1	0	0	1	0	1	0	3	0	0	0	2	0	5	2	3	1	3	1	2	1	2	3	4	0	5	1	0	4	7	1	0	1	0	1	3	0	1	4	3	0	3	1	0	1	1	1	3	2	2	1	1	0	0	1	0	0	4	0	0					
		0.11%	0.51%	0.11%	0.05%	0.00%	0.07%	0.06%	0.19%	0.28%	0.00%	0.14%	0.00%	0.06%	0.06%	0.06%	0.00%	0.00%	0.06%	0.00%	0.05%	0.00%	0.20%	0.00%	0.00%	0.00%	0.12%	0.00%	0.37%	0.11%	0.12%	0.09%	0.26%	0.05%	0.12%	0.06%	0.17%	0.41%	0.24%	0.00%	0.56%	0.07%	0.00%	0.35%	0.45%	0.08%	0.00%	0.10%	0.00%	0.08%	0.26%	0.00%	0.06%	0.22%	0.16%	0.00%	0.20%	0.06%	0.00%	0.06%	0.06%	0.07%	0.19%	0.13%	0.13%	0.17%	0.65%	0.00%	0.00%	0.30%	0.00%	0.00%	0.69%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	15066	55	268	302	276	247	225	279	312	221	280	297	317	268	289	258	280	373	339	253	186	281	325	133	115	178	240	215	205	253	82	214	160	355	312	218	65	211	108	120	275	179	193	283	223	33	131	269	238	210	227	234	344	314	273	219	203	160	278	228	282	264	340	307	33	17	14	20	54	7	11	55	22	11					
		15.86%	14.10%	15.09%	15.27%	17.95%	17.19%	14.04%	17.59%	17.55%	19.17%	19.66%	19.66%	19.39%	17.18%	16.47%	16.29%	18.92%	22.81%	20.70%	13.69%	9.76%	18.41%	18.85%	14.43%	11.03%	11.03%	18.65%	15.90%	11.46%	10.49%	7.68%	18.82%	8.77%	21.02%	18.02%	18.37%	8.78%	12.50%	15.93%	13.41%	18.89%	16.33%	17.03%	18.09%	17.05%	15.57%	13.07%	17.05%	18.78%	17.99%	13.71%	14.03%	19.12%	17.12%	15.74%	14.25%	13.18%	11.08%	17.80%	13.91%	20.39%	17.12%	21.42%	20.49%	5.76%	10.97%	6.22%	7.91%	16.27%	4.93%	2.54%	9.50%	7.83%	3.57%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	754	7	25	27	15	9	14	5	26	5	12	9	12	10	21	11	18	14	21	18	23	22	12	6	6	11	14	12	16	8	14	5	10	22	4	11	7	25	4	4	6	7	4	7	11	1	3	11	11	5	10	18	9	10	8	14	20	8	5	16	10	17	12	6	2	1	2	0	1	0	0	3	0	1					
		0.79%	1.79%	1.41%	1.37%	0.98%	0.63%	0.87%	0.32%	1.46%	0.43%	0.84%	0.60%	0.73%	0.64%	1.20%	0.69%	1.22%	0.86%	1.28%	0.97%	1.21%	1.44%	0.70%	0.65%	0.58%	0.68%	1.09%	0.89%	0.89%	0.33%	1.31%	0.44%	0.55%	1.30%	0.23%	0.93%	0.95%	1.48%	0.59%	0.45%	0.41%	0.64%	0.35%	0.45%	0.84%	0.47%	0.30%	0.70%	0.87%	0.43%	0.60%	1.08%	0.50%	0.55%	0.46%	0.91%	1.30%	0.55%	0.32%	0.98%	0.72%	1.10%	0.76%	0.40%	0.35%	0.65%	0.89%	0.00%	0.30%	0.00%	0.00%	0.52%	0.00%	0.32%					
23	6.Политическая партия «Партия социальной справедливости»	266	1	3	7	10	4	8	3	5	3	3	2	10	1	1	13	7	2	1	6	2	7	5	3	2	3	2	2	5	10	3	4	2	4	3	0	2	4	0	0	6	2	2	6	3	0	6	10	3	6	0	3	6	6	3	10	7	6	5	2	2	4	4	6	0	0	2	1	2	0	0	0	0	0					
		0.28%	0.26%	0.17%	0.35%	0.65%	0.28%	0.50%	0.19%	0.28%	0.26%	0.21%	0.13%	0.61%	0.06%	0.06%	0.82%	0.47%	0.12%	0.06%	0.32%	0.10%	0.46%	0.29%	0.33%	0.19%	0.19%	0.16%	0.15%	0.28%	0.41%	0.28%	0.35%	0.11%	0.24%	0.17%	0.00%	0.27%	0.24%	0.00%	0.00%	0.41%	0.18%	0.18%	0.38%	0.23%	0.00%	0.60%	0.63%	0.24%	0.51%	0.00%	0.18%	0.33%	0.33%	0.17%	0.65%	0.45%	0.42%	0.32%	0.12%	0.14%	0.26%	0.25%	0.40%	0.00%	0.00%	0.89%	0.40%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	9428	32	195	214	140	150	156	141	163	131	130	157	196	186	139	125	159	158	114	171	152	136	159	131	83	152	122	111	195	229	99	124	129	143	174	86	170	133	79	106	158	151	122	158	138	11	108	128	119	116	198	156	175	216	190	141	169	146	155	185	149	168	125	149	120	22	44	40	40	2	12	25	12	10					
		9.92%	8.21%	10.98%	10.82%	9.10%	10.44%	9.74%	8.89%	9.17%	11.36%	9.13%	10.39%	11.99%	11.92%	7.92%	7.89%	10.74%	9.66%	6.96%	9.25%	7.97%	8.91%	9.22%	14.21%	7.96%	9.42%	9.48%	8.21%	10.90%	9.49%	9.27%	10.91%	7.07%	8.47%	10.05%	7.25%	22.97%	7.88%	11.65%	11.84%	10.85%	13.78%	10.77%	10.10%	10.55%	5.19%	10.78%	8.11%	9.39%	9.94%	11.96%	9.35%	9.73%	11.78%	10.96%	9.17%	10.97%	10.11%	9.92%	11.29%	10.77%	10.89%	7.88%	9.95%	20.94%	14.19%	19.56%	15.81%	12.05%	1.41%	2.77%	4.32%	4.27%	3.25%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	13299	53	268	264	240	275	245	254	255	168	184	230	269	250	257	240	221	257	290	282	255	219	314	113	171	282	166	221	213	243	114	167	187	236	242	181	85	276	122	144	191	126	136	249	150	32	154	197	169	196	244	233	211	250	267	194	201	177	218	217	157	194	198	205	68	5	39	33	38	3	17	34	24	19					
		13.99%	13.59%	15.09%	13.35%	15.60%	19.14%	15.29%	16.02%	14.34%	14.57%	12.92%	15.22%	16.45%	16.03%	14.64%	15.15%	14.93%	15.72%	17.70%	15.26%	13.38%	14.35%	18.21%	12.26%	16.40%	17.47%	12.90%	16.35%	11.91%	10.07%	10.67%	14.69%	10.25%	13.97%	13.98%	15.25%	11.49%	16.35%	17.99%	16.09%	13.12%	11.50%	12.00%	15.92%	11.47%	15.09%	15.37%	12.48%	13.34%	16.80%	14.73%	13.97%	11.73%	13.63%	15.40%	12.62%	13.05%	12.26%	13.96%	13.24%	11.35%	12.58%	12.48%	13.68%	11.87%	3.23%	17.33%	13.04%	11.45%	2.11%	3.93%	5.87%	8.54%	6.17%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1579	6	24	38	20	30	41	23	19	18	26	26	20	23	23	15	24	26	38	31	30	30	19	10	9	32	28	25	30	51	21	20	30	41	29	26	13	30	11	14	16	12	15	31	20	2	13	25	19	15	33	36	30	26	31	36	36	21	30	28	25	23	24	30	7	1	2	2	3	0	4	8	1	4					
		1.66%	1.54%	1.35%	1.92%	1.30%	2.09%	2.56%	1.45%	1.07%	1.56%	1.83%	1.72%	1.22%	1.47%	1.31%	0.95%	1.62%	1.59%	2.32%	1.68%	1.57%	1.97%	1.10%	1.08%	0.86%	1.98%	2.18%	1.85%	1.68%	2.11%	1.97%	1.76%	1.64%	2.43%	1.68%	2.19%	1.76%	1.78%	1.62%	1.56%	1.10%	1.09%	1.32%	1.98%	1.53%	0.94%	1.30%	1.58%	1.50%	1.29%	1.99%	2.16%	1.67%	1.42%	1.79%	2.34%	2.34%	1.45%	1.92%	1.71%	1.81%	1.49%	1.51%	2.00%	1.22%	0.65%	0.89%	0.79%	0.90%	0.00%	0.92%	1.38%	0.36%	1.30%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	49078	219	883	971	738	650	808	768	894	539	699	698	703	720	909	826	694	691	752	965	1138	721	783	471	625	851	645	667	1038	1483	688	531	1213	789	880	564	339	844	323	460	722	550	597	748	695	117	545	842	640	556	868	890	901	904	868	837	815	854	792	884	685	802	797	706	317	107	114	148	177	129	381	435	218	257					
		51.66%	56.15%	49.72%	49.09%	47.98%	45.23%	50.44%	48.42%	50.28%	46.75%	49.09%	46.19%	42.99%	46.15%	51.79%	52.15%	46.89%	42.26%	45.91%	52.22%	59.71%	47.25%	45.42%	51.08%	59.92%	52.73%	50.12%	49.33%	58.02%	61.48%	64.42%	46.70%	66.50%	46.71%	50.84%	47.51%	45.81%	50.00%	47.64%	51.40%	49.59%	50.18%	52.69%	47.83%	53.13%	55.19%	54.39%	53.36%	50.51%	47.64%	52.42%	53.36%	50.08%	49.29%	50.06%	54.46%	52.92%	59.14%	50.70%	53.94%	49.53%	52.01%	50.22%	47.13%	55.32%	69.03%	50.67%	58.50%	53.31%	90.85%	87.99%	75.13%	77.58%	83.44%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1247	5	26	33	24	17	25	26	14	17	21	20	29	19	25	32	21	29	17	41	32	20	29	10	5	23	28	21	18	24	12	19	17	31	14	24	7	44	3	4	14	21	8	20	14	5	9	21	20	15	19	25	25	26	17	19	15	14	19	17	20	8	16	20	2	0	0	0	1	0	4	4	1	2					
		1.31%	1.28%	1.46%	1.67%	1.56%	1.18%	1.56%	1.64%	0.79%	1.47%	1.47%	1.32%	1.77%	1.22%	1.42%	2.02%	1.42%	1.77%	1.04%	2.22%	1.68%	1.31%	1.68%	1.08%	0.48%	1.43%	2.18%	1.55%	1.01%	0.99%	1.12%	1.67%	0.93%	1.84%	0.81%	2.02%	0.95%	2.61%	0.44%	0.45%	0.96%	1.92%	0.71%	1.28%	1.07%	2.36%	0.90%	1.33%	1.58%	1.29%	1.15%	1.50%	1.39%	1.42%	0.98%	1.24%	0.97%	0.97%	1.22%	1.04%	1.45%	0.52%	1.01%	1.34%	0.35%	0.00%	0.00%	0.00%	0.30%	0.00%	0.92%	0.69%	0.36%	0.65%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
