Выборы Президента Российской Федерации																																																						
																																																						
Наименование Избирательной комиссии:    Сокольская																																																						
																																																						
Итоги голосования 																																																						
																																																						
		Сумма	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720					
20	. Миронов Сергей Михайлович	316	12	8	1	11	12	11	13	24	12	31	10	13	3	5	17	15	12	13	13	12	20	3	3	5	0	1	0	1	2	0	2	4	1	3	0	2	1	2	0	0	4	0	0	1	1	6	6					
		1.27%	1.98%	3.88%	0.64%	2.50%	1.88%	1.06%	1.20%	1.86%	1.28%	2.50%	1.15%	1.47%	1.34%	0.99%	1.83%	1.74%	1.44%	1.28%	1.67%	1.49%	2.00%	0.38%	0.78%	0.93%	0.00%	1.39%	0.00%	0.76%	0.58%	0.00%	0.42%	0.68%	0.22%	1.50%	0.00%	1.63%	1.25%	1.31%	0.00%	0.00%	0.67%	0.00%	0.00%	0.68%	0.36%	0.53%	0.64%					
21	. Путин Владимир Владимирович	18557	451	129	129	314	449	740	788	877	662	852	627	661	168	395	662	639	600	739	585	560	715	577	279	370	91	56	150	100	265	73	398	523	378	157	174	102	66	129	51	260	472	105	54	141	236	875	733					
		74.38%	74.55%	62.62%	82.69%	71.36%	70.16%	71.50%	72.69%	68.14%	70.43%	68.71%	72.32%	74.77%	75.00%	78.22%	71.26%	74.22%	71.77%	72.66%	75.19%	69.39%	71.57%	73.22%	72.28%	68.90%	74.59%	77.78%	80.21%	76.34%	76.37%	72.28%	82.74%	89.40%	83.81%	78.50%	84.06%	82.93%	82.50%	84.31%	72.86%	81.00%	79.60%	90.52%	80.60%	95.27%	85.20%	77.30%	78.48%					
22	. Хакамада Ирина Муцуовна	597	19	3	2	8	22	31	23	35	33	46	18	19	7	10	37	18	40	30	23	22	25	13	8	4	1	0	8	1	6	1	3	4	4	4	0	3	1	0	2	2	8	1	1	2	1	34	14					
		2.39%	3.14%	1.46%	1.28%	1.82%	3.44%	3.00%	2.12%	2.72%	3.51%	3.71%	2.08%	2.15%	3.12%	1.98%	3.98%	2.09%	4.78%	2.95%	2.96%	2.73%	2.50%	1.65%	2.07%	0.74%	0.82%	0.00%	4.28%	0.76%	1.73%	0.99%	0.62%	0.68%	0.89%	2.00%	0.00%	2.44%	1.25%	0.00%	2.86%	0.62%	1.35%	0.86%	1.49%	1.35%	0.36%	3.00%	1.50%					
23	. Харитонов Николай Михайлович	3143	62	27	10	50	99	144	149	190	103	170	142	111	32	59	123	115	105	138	77	126	150	120	65	90	14	7	16	21	48	15	45	41	41	17	20	6	10	14	12	43	68	7	9	2	24	123	83					
		12.60%	10.25%	13.11%	6.41%	11.36%	15.47%	13.91%	13.75%	14.76%	10.96%	13.71%	16.38%	12.56%	14.29%	11.68%	13.24%	13.36%	12.56%	13.57%	9.90%	15.61%	15.02%	15.23%	16.84%	16.76%	11.48%	9.72%	8.56%	16.03%	13.83%	14.85%	9.36%	7.01%	9.09%	8.50%	9.66%	4.88%	12.50%	9.15%	17.14%	13.40%	11.47%	6.03%	13.43%	1.35%	8.66%	10.87%	8.89%					
																																																						
24	Против всех	807	16	17	8	23	19	35	41	65	53	57	26	29	6	9	34	20	25	27	25	33	26	29	6	19	7	4	3	1	11	1	10	3	3	9	1	3	1	2	0	1	16	0	1	0	3	44	35					
		3.23%	2.64%	8.25%	5.13%	5.23%	2.97%	3.38%	3.78%	5.05%	5.64%	4.60%	3.00%	3.28%	2.68%	1.78%	3.66%	2.32%	2.99%	2.65%	3.21%	4.09%	2.60%	3.68%	1.55%	3.54%	5.74%	5.56%	1.60%	0.76%	3.17%	0.99%	2.08%	0.51%	0.67%	4.50%	0.48%	2.44%	1.25%	1.31%	0.00%	0.31%	2.70%	0.00%	1.49%	0.00%	1.08%	3.89%	3.75%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
