Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Пинежская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	525	9	20	8	9	8	10	10	21	14	9	8	14	9	15	9	19	7	15	10	20	14	14	21	10	12	20	10	20	14	9	14	7	7	8	14	8	9	7	20	20	8	8	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	184	0	4	1	1	1	0	0	9	6	4	8	5	0	4	9	19	7	15	2	13	10	2	9	0	4	20	0	11	2	0	0	2	0	3	1	0	2	0	7	3	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	97	1	1	1	2	1	0	1	6	1	2	0	8	3	1	3	0	1	8	5	8	8	6	2	1	4	0	0	3	1	1	3	0	2	1	2	3	1	1	3	0	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	341	9	16	7	8	7	10	10	12	8	5	0	9	9	11	0	0	0	0	8	7	4	12	12	10	8	0	10	9	12	9	14	5	7	5	13	8	7	7	13	17	8	8	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	103	1	0	3	0	1	3	1	7	8	0	0	1	1	1	3	2	1	3	1	6	10	2	8	0	0	4	7	6	0	1	0	0	0	1	2	3	1	1	12	1	0	1	0									
		1.05%	0.42%	0.00%	2.01%	0.00%	0.93%	1.68%	0.57%	1.54%	2.23%	0.00%	0.00%	0.45%	1.43%	0.33%	2.17%	1.10%	1.89%	1.76%	0.32%	0.90%	1.17%	0.95%	1.59%	0.00%	0.00%	0.88%	3.80%	1.18%	0.00%	1.89%	0.00%	0.00%	0.00%	1.82%	1.37%	2.11%	0.79%	0.90%	1.65%	0.27%	0.00%	1.54%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	225	6	12	1	4	7	3	4	13	7	2	1	2	2	8	6	0	2	5	3	14	17	3	8	3	2	21	6	11	3	1	2	1	1	1	5	2	3	1	10	8	3	10	1									
		2.29%	2.54%	3.31%	0.67%	3.60%	6.54%	1.68%	2.30%	2.86%	1.95%	2.33%	1.96%	0.90%	2.86%	2.61%	4.35%	0.00%	3.77%	2.94%	0.95%	2.11%	1.99%	1.42%	1.59%	2.00%	1.03%	4.65%	3.26%	2.16%	2.00%	1.89%	1.18%	1.82%	1.56%	1.82%	3.42%	1.41%	2.38%	0.90%	1.37%	2.16%	3.41%	15.38%	2.13%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	262	7	10	8	1	4	9	2	19	22	2	0	4	3	8	4	5	1	1	6	11	17	7	8	2	6	16	8	20	4	0	4	1	1	2	5	1	4	2	19	6	1	0	1									
		2.67%	2.97%	2.76%	5.37%	0.90%	3.74%	5.03%	1.15%	4.18%	6.13%	2.33%	0.00%	1.79%	4.29%	2.61%	2.90%	2.75%	1.89%	0.59%	1.90%	1.66%	1.99%	3.32%	1.59%	1.33%	3.09%	3.54%	4.35%	3.93%	2.67%	0.00%	2.37%	1.82%	1.56%	3.64%	3.42%	0.70%	3.17%	1.80%	2.61%	1.62%	1.14%	0.00%	2.13%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4499	105	151	74	47	47	88	96	234	173	53	25	104	18	126	79	101	18	73	139	285	333	73	192	63	83	186	62	225	67	25	93	27	28	29	70	83	73	62	382	185	48	37	37									
		45.82%	44.49%	41.71%	49.66%	42.34%	43.93%	49.16%	55.17%	51.43%	48.19%	61.63%	49.02%	46.64%	25.71%	41.18%	57.25%	55.49%	33.96%	42.94%	44.13%	42.92%	38.90%	34.60%	38.25%	42.00%	42.78%	41.15%	33.70%	44.20%	44.67%	47.17%	55.03%	49.09%	43.75%	52.73%	47.95%	58.45%	57.94%	55.86%	52.47%	49.87%	54.55%	56.92%	78.72%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	2	3	0	0	0	2	1	2	1	1	0	1	1	3	2	1	1	0	1	3	6	1	4	0	1	2	1	2	1	0	0	1	2	0	0	2	0	1	4	1	0	0	0									
		0.55%	0.85%	0.83%	0.00%	0.00%	0.00%	1.12%	0.57%	0.44%	0.28%	1.16%	0.00%	0.45%	1.43%	0.98%	1.45%	0.55%	1.89%	0.00%	0.32%	0.45%	0.70%	0.47%	0.80%	0.00%	0.52%	0.44%	0.54%	0.39%	0.67%	0.00%	0.00%	1.82%	3.13%	0.00%	0.00%	1.41%	0.00%	0.90%	0.55%	0.27%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	1	3	0	1	0	0	0	2	0	0	0	0	0	2	0	1	0	0	1	0	1	1	0	0	2	0	1	1	2	2	0	1	0	0	1	0	0	0	0	1	0	0	0									
		0.24%	0.42%	0.83%	0.00%	0.90%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.55%	0.00%	0.00%	0.32%	0.00%	0.12%	0.47%	0.00%	0.00%	1.03%	0.00%	0.54%	0.20%	1.33%	3.77%	0.00%	1.82%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1837	44	72	29	25	16	26	43	91	65	13	8	41	7	49	16	35	13	25	70	136	181	56	95	53	52	79	37	78	25	4	27	8	11	8	22	22	27	15	112	65	22	11	3									
		18.71%	18.64%	19.89%	19.46%	22.52%	14.95%	14.53%	24.71%	20.00%	18.11%	15.12%	15.69%	18.39%	10.00%	16.01%	11.59%	19.23%	24.53%	14.71%	22.22%	20.48%	21.14%	26.54%	18.92%	35.33%	26.80%	17.48%	20.11%	15.32%	16.67%	7.55%	15.98%	14.55%	17.19%	14.55%	15.07%	15.49%	21.43%	13.51%	15.38%	17.52%	25.00%	16.92%	6.38%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	4	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.60%	0.12%	0.00%	0.60%	0.67%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	61	1	0	0	0	0	1	0	2	5	0	2	2	1	2	0	1	0	0	2	5	12	1	4	0	0	5	0	3	1	1	2	0	0	0	0	0	1	0	3	4	0	0	0									
		0.62%	0.42%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.44%	1.39%	0.00%	3.92%	0.90%	1.43%	0.65%	0.00%	0.55%	0.00%	0.00%	0.63%	0.75%	1.40%	0.47%	0.80%	0.00%	0.00%	1.11%	0.00%	0.59%	0.67%	1.89%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.41%	1.08%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	0.55%	0.00%	0.59%	0.63%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.68%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	61	0	0	1	0	0	1	0	1	4	2	0	1	1	5	1	0	1	1	1	5	4	4	4	0	0	3	0	2	2	0	0	1	0	0	0	0	0	0	9	4	1	2	0									
		0.62%	0.00%	0.00%	0.67%	0.00%	0.00%	0.56%	0.00%	0.22%	1.11%	2.33%	0.00%	0.45%	1.43%	1.63%	0.72%	0.00%	1.89%	0.59%	0.32%	0.75%	0.47%	1.90%	0.80%	0.00%	0.00%	0.66%	0.00%	0.39%	1.33%	0.00%	0.00%	1.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.24%	1.08%	1.14%	3.08%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	924	23	37	10	17	14	14	17	31	22	3	4	30	13	33	11	18	6	18	30	78	83	16	44	15	12	48	21	54	11	8	11	3	9	4	16	13	4	13	73	27	7	0	3									
		9.41%	9.75%	10.22%	6.71%	15.32%	13.08%	7.82%	9.77%	6.81%	6.13%	3.49%	7.84%	13.45%	18.57%	10.78%	7.97%	9.89%	11.32%	10.59%	9.52%	11.75%	9.70%	7.58%	8.76%	10.00%	6.19%	10.62%	11.41%	10.61%	7.33%	15.09%	6.51%	5.45%	14.06%	7.27%	10.96%	9.15%	3.17%	11.71%	10.03%	7.28%	7.95%	0.00%	6.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	0	1	2	0	0	0	0	3	3	0	0	0	0	2	2	0	0	0	0	1	4	1	1	0	0	2	0	1	0	0	2	0	0	1	1	0	0	0	3	0	0	0	0									
		0.31%	0.00%	0.28%	1.34%	0.00%	0.00%	0.00%	0.00%	0.66%	0.84%	0.00%	0.00%	0.00%	0.00%	0.65%	1.45%	0.00%	0.00%	0.00%	0.00%	0.15%	0.47%	0.47%	0.20%	0.00%	0.00%	0.44%	0.00%	0.20%	0.00%	0.00%	1.18%	0.00%	0.00%	1.82%	0.68%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1499	37	66	19	14	14	24	7	37	41	10	11	33	20	59	12	17	10	38	53	105	161	42	114	13	34	80	40	99	29	9	24	11	12	9	14	12	9	13	79	57	6	4	1									
		15.27%	15.68%	18.23%	12.75%	12.61%	13.08%	13.41%	4.02%	8.13%	11.42%	11.63%	21.57%	14.80%	28.57%	19.28%	8.70%	9.34%	18.87%	22.35%	16.83%	15.81%	18.81%	19.91%	22.71%	8.67%	17.53%	17.70%	21.74%	19.45%	19.33%	16.98%	14.20%	20.00%	18.75%	16.36%	9.59%	8.45%	7.14%	11.71%	10.85%	15.36%	6.82%	6.15%	2.13%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
