Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Cараевская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4633	137	80	116	118	55	94	53	36	79	59	83	65	278	152	181	159	295	139	200	105	146	135	99	153	111	155	93	71	52	49	161	416	343	165									
		59.73%	66.18%	69.57%	74.36%	48.36%	39.57%	69.12%	62.35%	47.37%	50.00%	68.60%	82.18%	80.25%	80.12%	77.16%	44.58%	62.60%	65.85%	66.51%	56.66%	57.38%	48.18%	57.69%	83.90%	57.52%	60.99%	68.28%	61.18%	67.62%	40.63%	48.04%	46.13%	54.95%	63.64%	52.72%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	0	1	1	1	0	1	0	0	0	0	0	2	2	0	2	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	5	2	2	1									
		0.32%	0.00%	0.87%	0.64%	0.41%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	2.47%	0.58%	0.00%	0.49%	0.39%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.78%	0.00%	1.43%	0.26%	0.37%	0.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0									
		0.12%	0.48%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.39%	0.00%	0.48%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.13%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1480	32	19	27	36	23	18	19	22	15	15	12	5	39	30	130	49	72	20	79	44	76	49	8	53	42	34	33	16	36	27	95	175	70	60									
		19.08%	15.46%	16.52%	17.31%	14.75%	16.55%	13.24%	22.35%	28.95%	9.49%	17.44%	11.88%	6.17%	11.24%	15.23%	32.02%	19.29%	16.07%	9.57%	22.38%	24.04%	25.08%	20.94%	6.78%	19.92%	23.08%	14.98%	21.71%	15.24%	28.13%	26.47%	27.22%	23.12%	12.99%	19.17%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	1	0	0	2	0	2	0	0	0	0	0	1	0	0	1	6	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	4	3	0									
		0.32%	0.48%	0.00%	0.00%	0.82%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.25%	2.36%	0.22%	0.00%	0.00%	0.55%	0.00%	0.43%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.53%	0.56%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	16	1	0	0	0	0	1	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	4	2	0	0									
		0.21%	0.48%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.74%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	1.15%	0.26%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	2	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.55%	0.33%	0.43%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.26%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	0	1	0	2	0	1	0	0	3	1	0	0	0	1	0	0	5	2	2	1	2	0	0	0	2	0	1	1	0	0	4	2	8	4									
		0.55%	0.00%	0.87%	0.00%	0.82%	0.00%	0.74%	0.00%	0.00%	1.90%	1.16%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	1.12%	0.96%	0.57%	0.55%	0.66%	0.00%	0.00%	0.00%	1.10%	0.00%	0.66%	0.95%	0.00%	0.00%	1.15%	0.26%	1.48%	1.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	882	19	8	8	60	48	13	5	17	41	8	4	5	16	7	50	22	37	25	32	15	43	28	7	40	12	18	9	14	17	11	30	101	62	50									
		11.37%	9.18%	6.96%	5.13%	24.59%	34.53%	9.56%	5.88%	22.37%	25.95%	9.30%	3.96%	6.17%	4.61%	3.55%	12.32%	8.66%	8.26%	11.96%	9.07%	8.20%	14.19%	11.97%	5.93%	15.04%	6.59%	7.93%	5.92%	13.33%	13.28%	10.78%	8.60%	13.34%	11.50%	15.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	2	0	0									
		0.13%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.28%	0.55%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.29%	0.26%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	108	2	1	0	3	1	1	3	0	1	0	0	0	2	2	4	4	7	7	9	1	5	3	2	1	3	8	1	0	0	0	13	12	10	2									
		1.39%	0.97%	0.87%	0.00%	1.23%	0.72%	0.74%	3.53%	0.00%	0.63%	0.00%	0.00%	0.00%	0.58%	1.02%	0.99%	1.57%	1.56%	3.35%	2.55%	0.55%	1.65%	1.28%	1.69%	0.38%	1.65%	3.52%	0.66%	0.00%	0.00%	0.00%	3.72%	1.59%	1.86%	0.64%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
