Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																							
Дата голосования: 07.12.2003 0:00:00																																																																							
																																																																							
Наименование Избирательной комиссии:     Химкинская																																																																							
																																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																							
																																																																							
		Сумма	УИК №2889	УИК №2890	УИК №2891	УИК №2892	УИК №2893	УИК №2894	УИК №2895	УИК №2896	УИК №2897	УИК №2898	УИК №2899	УИК №2900	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №2934	УИК №2935	УИК №2936	УИК №2937	УИК №2938	УИК №2939	УИК №2940	УИК №2941	УИК №2942	УИК №2943	УИК №2944	УИК №2945	УИК №2946	УИК №2947	УИК №2948	УИК №2949	УИК №2950	УИК №2951	УИК №2952					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1463	20	30	30	20	20	30	20	20	20	20	30	20	20	40	20	20	20	20	20	21	20	20	21	20	20	20	30	45	20	20	20	20	20	20	20	20	20	20	41	20	20	30	40	20	50	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	25					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	875	13	20	21	18	16	29	13	17	12	15	25	18	13	12	14	18	10	12	8	21	19	11	21	11	18	11	23	26	11	18	17	11	11	14	8	7	18	6	20	18	17	27	28	12	32	0	9	14	9	2	7	1	4	15	7	3	2	12	14	9	6	10	1	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	802	32	8	13	19	7	10	8	17	10	10	13	5	9	5	8	5	4	10	15	9	9	8	5	9	14	8	11	1	10	6	15	9	13	1	10	11	5	6	10	10	12	13	14	14	39	5	7	16	9	16	5	12	9	35	7	3	9	5	13	7	31	18	6	109					
14	Число погашенных открепительных удостоверений	588	7	10	9	2	4	1	7	3	8	5	5	2	7	28	6	2	10	8	12	0	1	9	0	9	2	9	7	19	9	2	3	9	9	6	12	13	2	14	21	2	3	3	12	8	18	20	11	6	11	18	13	19	16	5	13	17	18	8	6	11	14	10	19	15					
15	Число открепительных удостоверений выданных ТИК	8	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
16	Число утраченных бюллетеней	150	0	0	0	0	0	0	0	0	0	0	0	0	4	0	18	0	0	0	0	0	0	0	3	0	0	10	0	0	0	24	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																							
18	"1. ""ЕДИНЕНИЕ"""	598	6	12	9	9	12	12	8	12	7	3	10	5	16	13	12	14	16	4	6	3	8	7	5	14	10	12	12	4	7	11	10	9	12	6	10	15	10	4	4	9	13	5	10	21	11	5	17	14	7	1	4	7	9	10	1	12	22	7	7	8	7	12	4	16					
		0.77%	0.47%	0.82%	0.71%	0.60%	0.72%	0.92%	0.59%	0.89%	0.54%	0.24%	0.63%	0.38%	1.03%	1.07%	0.81%	0.90%	0.96%	0.29%	0.36%	0.21%	0.52%	0.46%	0.32%	1.01%	0.63%	1.03%	0.98%	0.27%	0.62%	0.73%	0.62%	0.59%	0.90%	0.46%	0.80%	1.09%	0.68%	0.47%	0.37%	0.65%	0.87%	0.32%	0.66%	1.30%	0.67%	2.60%	1.31%	1.12%	0.65%	0.24%	0.86%	1.23%	1.54%	0.84%	0.27%	1.49%	2.65%	0.94%	0.65%	1.14%	1.51%	1.49%	1.74%	2.14%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	5535	143	137	117	129	108	106	110	122	98	102	120	65	112	83	132	73	151	130	146	159	112	128	132	105	136	64	96	87	80	77	87	102	70	85	59	84	121	108	98	138	121	108	114	110	70	10	73	55	61	28	25	29	37	74	15	23	40	29	42	38	22	28	8	63					
		7.19%	11.29%	9.45%	9.30%	8.64%	6.55%	8.14%	8.17%	9.05%	7.56%	8.25%	7.56%	4.98%	7.22%	6.84%	8.92%	4.73%	9.14%	9.49%	8.84%	11.36%	7.31%	8.41%	8.51%	7.62%	8.64%	5.51%	7.84%	5.99%	7.14%	5.12%	5.39%	6.76%	5.28%	6.65%	4.73%	6.14%	8.33%	12.79%	9.22%	10.08%	8.12%	6.95%	7.62%	6.84%	4.29%	5.20%	5.62%	4.42%	5.70%	6.77%	5.42%	5.09%	6.33%	6.28%	4.17%	2.87%	4.82%	3.93%	3.91%	5.45%	4.75%	3.49%	3.49%	8.43%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2100	33	33	38	34	42	24	42	41	49	24	25	37	37	57	46	45	24	36	42	17	49	50	35	39	48	40	42	44	33	5	75	56	42	32	44	37	25	14	13	41	39	28	41	32	25	17	31	33	23	13	24	13	16	44	17	30	28	25	31	17	18	44	5	16					
		2.72%	2.60%	2.27%	3.02%	2.27%	2.54%	1.84%	3.12%	3.04%	3.78%	1.94%	1.57%	2.83%	2.38%	4.70%	3.11%	2.92%	1.45%	2.62%	2.54%	1.21%	3.19%	3.28%	2.25%	2.83%	3.05%	3.44%	3.43%	3.03%	2.94%	0.33%	4.65%	3.71%	3.16%	2.50%	3.52%	2.70%	1.72%	1.65%	1.22%	2.99%	2.61%	1.80%	2.74%	1.99%	1.53%	8.85%	2.39%	2.65%	2.14%	3.14%	5.20%	2.28%	2.73%	3.73%	4.73%	3.74%	3.37%	3.39%	2.88%	2.44%	3.88%	5.48%	2.18%	2.14%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	6554	107	184	126	125	184	124	109	135	140	116	146	119	187	101	160	100	156	132	187	175	112	142	126	122	149	106	106	102	95	123	110	151	98	113	98	104	123	84	91	130	146	146	144	69	75	8	86	92	57	34	28	39	39	92	23	47	48	41	40	46	32	51	15	58					
		8.51%	8.45%	12.69%	10.01%	8.37%	11.16%	9.53%	8.10%	10.02%	10.81%	9.38%	9.20%	9.12%	12.06%	8.33%	10.81%	6.48%	9.44%	9.64%	11.33%	12.50%	7.31%	9.33%	8.12%	8.85%	9.47%	9.13%	8.66%	7.02%	8.48%	8.18%	6.82%	10.01%	7.39%	8.84%	7.85%	7.60%	8.47%	9.95%	8.56%	9.50%	9.80%	9.40%	9.63%	4.29%	4.60%	4.16%	6.63%	7.40%	5.32%	8.23%	6.07%	6.85%	6.67%	7.80%	6.40%	5.86%	5.79%	5.56%	3.72%	6.60%	6.91%	6.35%	6.55%	7.76%					
22	"5. ""За Русь Святую"""	419	10	8	8	8	6	10	6	14	2	0	13	6	4	8	11	5	7	4	6	8	5	7	11	4	6	3	4	10	10	4	16	5	5	7	3	10	10	3	6	15	14	5	6	16	5	3	11	3	5	2	3	1	1	4	6	3	8	4	3	10	5	4	1	8					
		0.54%	0.78%	0.55%	0.63%	0.53%	0.36%	0.76%	0.44%	1.03%	0.15%	0.0%	0.81%	0.46%	0.25%	0.66%	0.74%	0.32%	0.42%	0.29%	0.36%	0.57%	0.32%	0.46%	0.70%	0.29%	0.38%	0.25%	0.32%	0.68%	0.89%	0.26%	0.99%	0.33%	0.37%	0.54%	0.24%	0.73%	0.68%	0.35%	0.56%	1.09%	0.94%	0.32%	0.40%	0.99%	0.30%	1.56%	0.84%	0.24%	0.46%	0.48%	0.65%	0.17%	0.17%	0.33%	1.67%	0.37%	0.96%	0.54%	0.27%	1.43%	1.07%	0.49%	0.43%	1.07%					
23	"6. ""Объединенная Российская партия ""Русь"""	182	1	1	2	1	3	5	3	3	1	3	3	1	2	4	5	10	1	6	6	3	2	4	1	3	5	2	3	3	4	1	1	2	3	5	3	2	3	0	6	7	2	1	6	6	4	6	3	1	0	1	0	1	4	2	0	2	1	2	1	1	2	2	0	10					
		0.23%	0.07%	0.06%	0.15%	0.06%	0.18%	0.38%	0.22%	0.22%	0.07%	0.24%	0.18%	0.07%	0.12%	0.33%	0.33%	0.64%	0.06%	0.43%	0.36%	0.21%	0.13%	0.26%	0.06%	0.21%	0.31%	0.17%	0.24%	0.20%	0.35%	0.06%	0.06%	0.13%	0.22%	0.39%	0.24%	0.14%	0.20%	0.0%	0.56%	0.51%	0.13%	0.06%	0.40%	0.37%	0.24%	3.12%	0.23%	0.08%	0.0%	0.24%	0.0%	0.17%	0.68%	0.16%	0.0%	0.24%	0.12%	0.27%	0.09%	0.14%	0.43%	0.24%	0.0%	1.33%					
24	"7. ""Новый курс - Автомобильная Россия"""	1222	13	20	12	20	21	15	16	31	17	13	25	12	29	16	15	20	37	11	29	24	28	14	24	22	27	7	21	19	20	35	20	17	22	23	22	37	21	11	14	21	32	26	24	47	25	0	15	20	18	4	12	7	8	14	8	15	17	11	30	12	6	13	4	33					
		1.58%	1.02%	1.38%	0.95%	1.33%	1.27%	1.15%	1.18%	2.30%	1.31%	1.05%	1.57%	0.92%	1.87%	1.32%	1.01%	1.29%	2.23%	0.80%	1.75%	1.71%	1.82%	0.92%	1.54%	1.59%	1.71%	0.60%	1.71%	1.30%	1.78%	2.33%	1.24%	1.12%	1.66%	1.80%	1.76%	2.70%	1.44%	1.30%	1.31%	1.53%	2.14%	1.67%	1.60%	2.92%	1.53%	0.0%	1.15%	1.60%	1.68%	0.96%	2.60%	1.23%	1.36%	1.18%	2.22%	1.87%	2.05%	1.49%	2.79%	1.72%	1.29%	1.62%	1.74%	4.41%					
25	"8. ""Народно-республиканская партия России"""	74	0	3	0	0	1	2	0	2	1	1	0	3	3	1	2	1	3	0	5	1	2	2	2	0	0	0	0	1	2	1	2	1	0	0	1	0	4	1	2	1	1	0	1	3	1	2	0	4	1	1	0	0	0	0	0	0	1	0	0	0	1	2	0	5					
		0.09%	0.0%	0.20%	0.0%	0.0%	0.06%	0.15%	0.0%	0.14%	0.07%	0.08%	0.0%	0.23%	0.19%	0.08%	0.13%	0.06%	0.18%	0.0%	0.30%	0.07%	0.13%	0.13%	0.12%	0.0%	0.0%	0.0%	0.0%	0.06%	0.17%	0.06%	0.12%	0.06%	0.0%	0.0%	0.08%	0.0%	0.27%	0.11%	0.18%	0.07%	0.06%	0.0%	0.06%	0.18%	0.06%	1.04%	0.0%	0.32%	0.09%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.21%	0.24%	0.0%	0.66%					
26	"9. ""Российская экологическая партия ""Зеленые"""	521	11	10	10	15	12	12	9	8	4	9	11	14	10	4	5	16	16	12	14	9	9	12	9	13	12	5	5	13	7	15	1	2	11	9	5	8	9	4	7	8	8	12	9	9	9	1	9	8	7	0	2	3	2	5	3	11	6	5	12	3	1	12	0	9					
		0.67%	0.86%	0.69%	0.79%	1.00%	0.72%	0.92%	0.66%	0.59%	0.30%	0.72%	0.69%	1.07%	0.64%	0.33%	0.33%	1.03%	0.96%	0.87%	0.84%	0.64%	0.58%	0.78%	0.58%	0.94%	0.76%	0.43%	0.40%	0.89%	0.62%	0.99%	0.06%	0.13%	0.83%	0.70%	0.40%	0.58%	0.61%	0.47%	0.65%	0.58%	0.53%	0.77%	0.60%	0.55%	0.55%	0.52%	0.69%	0.64%	0.65%	0.0%	0.43%	0.52%	0.34%	0.42%	0.83%	1.37%	0.72%	0.67%	1.11%	0.43%	0.21%	1.49%	0.0%	1.20%					
27	"10. ""Аграрная партия России"""	1754	41	24	24	35	36	33	43	25	31	25	36	24	33	35	36	34	32	13	32	27	27	42	20	37	28	29	25	28	33	34	45	32	42	31	18	24	29	9	21	22	38	40	53	12	21	3	35	45	31	16	11	18	12	20	10	29	23	15	39	21	16	24	8	19					
		2.27%	3.23%	1.65%	1.90%	2.34%	2.18%	2.53%	3.19%	1.85%	2.39%	2.02%	2.26%	1.84%	2.12%	2.88%	2.43%	2.20%	1.93%	0.94%	1.93%	1.92%	1.76%	2.76%	1.28%	2.68%	1.78%	2.49%	2.04%	1.92%	2.94%	2.26%	2.79%	2.12%	3.16%	2.42%	1.44%	1.75%	1.99%	1.06%	1.97%	1.60%	2.55%	2.57%	3.54%	0.74%	1.28%	1.56%	2.69%	3.62%	2.89%	3.87%	2.38%	3.16%	2.05%	1.69%	2.78%	3.62%	2.77%	2.03%	3.63%	3.01%	3.45%	2.99%	3.49%	2.54%					
28	"11. ""Истинные патриоты России"""	44	0	1	0	0	1	1	1	1	2	2	1	0	1	2	0	0	1	1	1	2	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	2	0	1	1	0	4	3	1	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0					
		0.05%	0.0%	0.06%	0.0%	0.0%	0.06%	0.07%	0.07%	0.07%	0.15%	0.16%	0.06%	0.0%	0.06%	0.16%	0.0%	0.0%	0.06%	0.07%	0.06%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.08%	0.06%	0.06%	0.06%	0.0%	0.07%	0.0%	0.07%	0.06%	0.0%	0.18%	0.0%	0.06%	0.06%	0.0%	0.24%	0.18%	0.52%	0.07%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	924	16	25	18	20	23	19	16	9	12	31	27	26	19	16	27	19	23	20	21	10	13	19	16	10	8	13	11	24	13	7	17	14	17	13	12	13	16	10	5	17	14	26	23	8	10	6	12	19	15	8	2	5	6	20	5	12	17	7	12	6	4	12	1	9					
		1.20%	1.26%	1.72%	1.43%	1.33%	1.39%	1.46%	1.18%	0.66%	0.92%	2.50%	1.70%	1.99%	1.22%	1.32%	1.82%	1.23%	1.39%	1.46%	1.27%	0.71%	0.84%	1.24%	1.03%	0.72%	0.50%	1.11%	0.89%	1.65%	1.16%	0.46%	1.05%	0.92%	1.28%	1.01%	0.96%	0.95%	1.10%	1.18%	0.47%	1.24%	0.94%	1.67%	1.53%	0.49%	0.61%	3.12%	0.92%	1.52%	1.40%	1.93%	0.43%	0.87%	1.02%	1.69%	1.39%	1.49%	2.05%	0.94%	1.11%	0.86%	0.86%	1.49%	0.43%	1.20%					
30	"13. ""Демократическая партия России"""	134	1	3	6	0	0	2	4	1	2	2	2	4	2	1	1	1	1	4	1	1	2	2	3	3	1	3	2	0	5	1	5	3	4	3	1	0	2	0	3	2	8	2	4	5	1	2	3	2	4	0	0	2	0	2	3	0	1	3	0	1	1	4	0	2					
		0.17%	0.07%	0.20%	0.47%	0.0%	0.0%	0.15%	0.29%	0.07%	0.15%	0.16%	0.12%	0.30%	0.12%	0.08%	0.06%	0.06%	0.06%	0.29%	0.06%	0.07%	0.13%	0.13%	0.19%	0.21%	0.06%	0.25%	0.16%	0.0%	0.44%	0.06%	0.31%	0.19%	0.30%	0.23%	0.08%	0.0%	0.13%	0.0%	0.28%	0.14%	0.53%	0.12%	0.26%	0.31%	0.06%	1.04%	0.23%	0.16%	0.37%	0.0%	0.0%	0.35%	0.0%	0.16%	0.83%	0.0%	0.12%	0.40%	0.0%	0.14%	0.21%	0.49%	0.0%	0.26%					
31	"14. ""Великая Россия - Евразийский Союз"""	124	1	2	2	0	1	2	0	0	3	4	1	1	1	2	0	1	4	5	1	2	0	1	4	2	3	1	4	0	2	2	1	3	1	1	1	0	4	2	2	4	2	0	1	13	11	3	1	0	0	0	0	3	0	4	2	2	0	2	2	1	0	1	1	4					
		0.16%	0.07%	0.13%	0.15%	0.0%	0.06%	0.15%	0.0%	0.0%	0.23%	0.32%	0.06%	0.07%	0.06%	0.16%	0.0%	0.06%	0.24%	0.36%	0.06%	0.14%	0.0%	0.06%	0.25%	0.14%	0.19%	0.08%	0.32%	0.0%	0.17%	0.13%	0.06%	0.19%	0.07%	0.07%	0.08%	0.0%	0.27%	0.23%	0.18%	0.29%	0.13%	0.0%	0.06%	0.80%	0.67%	1.56%	0.07%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.33%	0.55%	0.24%	0.0%	0.27%	0.18%	0.14%	0.0%	0.12%	0.43%	0.53%					
32	"15. ""Партия СЛОН"""	155	0	0	1	2	2	2	1	1	3	3	3	4	1	1	3	4	2	6	4	0	2	3	1	3	6	0	1	7	4	6	3	4	3	3	1	3	7	2	3	1	0	3	1	8	7	1	1	2	4	0	0	2	2	1	4	1	0	1	2	2	1	4	0	2					
		0.20%	0.0%	0.0%	0.07%	0.13%	0.12%	0.15%	0.07%	0.07%	0.23%	0.24%	0.18%	0.30%	0.06%	0.08%	0.20%	0.25%	0.12%	0.43%	0.24%	0.0%	0.13%	0.19%	0.06%	0.21%	0.38%	0.0%	0.08%	0.48%	0.35%	0.39%	0.18%	0.26%	0.22%	0.23%	0.08%	0.21%	0.48%	0.23%	0.28%	0.07%	0.0%	0.19%	0.06%	0.49%	0.42%	0.52%	0.07%	0.16%	0.37%	0.0%	0.0%	0.35%	0.34%	0.08%	1.11%	0.12%	0.0%	0.13%	0.18%	0.28%	0.21%	0.49%	0.0%	0.26%					
33	"16. ""Родина"" (народно-патриотический союз)"""	14435	278	265	239	269	300	226	311	277	232	246	326	231	287	200	277	365	355	265	335	276	271	307	304	262	244	224	233	346	186	309	348	269	272	227	224	238	299	140	177	257	304	310	281	147	219	20	229	252	202	102	88	96	110	208	48	131	142	136	240	114	81	149	43	86					
		18.75%	21.95%	18.28%	18.99%	18.01%	18.20%	17.37%	23.12%	20.56%	17.91%	19.90%	20.55%	17.71%	18.51%	16.50%	18.72%	23.68%	21.48%	19.35%	20.30%	19.72%	17.68%	20.18%	19.60%	19.02%	15.51%	19.29%	19.03%	23.82%	16.62%	20.57%	21.58%	17.85%	20.52%	17.77%	17.96%	17.41%	20.59%	16.58%	16.66%	18.78%	20.41%	19.97%	18.79%	9.14%	13.44%	10.41%	17.65%	20.27%	18.87%	24.69%	19.08%	16.87%	18.83%	17.65%	13.37%	16.35%	17.12%	18.45%	22.34%	16.37%	17.49%	18.57%	18.77%	11.51%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	144	4	1	2	3	3	0	1	0	1	0	1	3	1	1	0	1	0	1	2	1	4	1	1	2	3	2	0	2	2	3	4	4	1	2	3	1	0	1	7	0	0	1	0	17	4	0	0	42	0	0	0	0	0	0	0	2	0	2	0	4	1	0	0	2					
		0.18%	0.31%	0.06%	0.15%	0.20%	0.18%	0.0%	0.07%	0.0%	0.07%	0.0%	0.06%	0.23%	0.06%	0.08%	0.0%	0.06%	0.0%	0.07%	0.12%	0.07%	0.26%	0.06%	0.06%	0.14%	0.19%	0.17%	0.0%	0.13%	0.17%	0.19%	0.24%	0.26%	0.07%	0.15%	0.24%	0.07%	0.0%	0.11%	0.65%	0.0%	0.0%	0.06%	0.0%	1.05%	0.24%	0.0%	0.0%	3.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.27%	0.0%	0.57%	0.21%	0.0%	0.0%	0.26%					
35	"18. ""ЛДПР"""	5505	72	86	61	104	109	91	85	62	57	57	94	115	105	76	77	108	98	83	115	104	109	100	121	56	111	71	75	96	103	99	112	106	84	86	92	131	106	74	69	77	73	115	99	299	173	13	111	86	88	18	31	51	32	86	32	64	62	60	106	70	37	45	20	97					
		7.15%	5.68%	5.93%	4.84%	6.96%	6.61%	6.99%	6.31%	4.60%	4.40%	4.61%	5.92%	8.81%	6.77%	6.27%	5.20%	7.00%	5.93%	6.06%	6.96%	7.43%	7.11%	6.57%	7.80%	4.06%	7.05%	6.11%	6.12%	6.61%	9.20%	6.59%	6.94%	7.03%	6.33%	6.73%	7.37%	9.58%	7.30%	8.76%	6.49%	5.62%	4.90%	7.40%	6.62%	18.59%	10.62%	6.77%	8.55%	6.91%	8.22%	4.35%	6.72%	8.96%	5.47%	7.30%	8.91%	7.99%	7.47%	8.14%	9.86%	10.05%	7.99%	5.61%	8.73%	12.98%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	924	9	14	17	14	14	26	8	20	11	12	14	21	12	9	14	16	16	33	14	20	19	16	15	15	12	25	12	16	16	25	15	18	22	15	16	6	21	10	15	21	10	18	19	11	19	6	20	15	13	6	7	9	11	10	7	9	14	12	11	14	10	14	2	13					
		1.20%	0.71%	0.96%	1.35%	0.93%	0.84%	1.99%	0.59%	1.48%	0.84%	0.97%	0.88%	1.61%	0.77%	0.74%	0.94%	1.03%	0.96%	2.41%	0.84%	1.42%	1.24%	1.05%	0.96%	1.08%	0.76%	2.15%	0.98%	1.10%	1.42%	1.66%	0.93%	1.19%	1.66%	1.17%	1.28%	0.43%	1.44%	1.18%	1.41%	1.53%	0.67%	1.15%	1.27%	0.68%	1.16%	3.12%	1.54%	1.20%	1.21%	1.45%	1.51%	1.58%	1.88%	0.84%	1.94%	1.12%	1.68%	1.62%	1.02%	2.01%	2.15%	1.74%	0.87%	1.74%					
37	"20. ""Политическая партия ""Единая Россия"""	22311	312	377	339	450	528	341	368	361	367	361	442	384	436	366	404	448	472	382	409	379	514	413	448	436	491	367	339	400	317	453	451	434	370	361	409	444	392	254	356	365	416	398	389	448	680	31	399	375	337	104	148	183	172	328	97	264	255	230	336	205	131	216	58	171					
		28.98%	24.64%	26.01%	26.94%	30.14%	32.03%	26.21%	27.36%	26.80%	28.33%	29.20%	27.86%	29.44%	28.12%	30.19%	27.31%	29.07%	28.57%	27.90%	24.78%	27.09%	33.55%	27.15%	28.88%	31.66%	31.21%	31.61%	27.69%	27.54%	28.32%	30.15%	27.97%	28.79%	27.92%	28.26%	32.79%	32.47%	26.99%	30.09%	33.52%	26.68%	27.93%	25.64%	26.02%	27.86%	41.74%	16.14%	30.76%	30.16%	31.49%	25.18%	32.10%	32.16%	29.45%	27.84%	27.01%	32.95%	30.75%	31.20%	31.28%	29.45%	28.29%	26.93%	25.32%	22.89%					
38	"21. ""Российская Конституционно-демократическая партия"""	97	1	1	0	1	1	1	0	2	3	0	2	0	6	2	0	4	2	1	2	4	2	0	1	2	0	3	1	2	0	1	7	3	0	0	2	5	1	1	6	0	0	1	1	1	7	2	0	1	1	0	0	1	1	0	0	1	2	0	3	1	1	0	0	3					
