Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Заиграевская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192					
24	7.Политическая партия «Либерально-демократическая партия России»	1550	5	104	91	37	44	88	48	25	49	6	42	30	43	64	25	3	55	68	87	42	88	41	18	8	2	6	42	22	41	51	16	7	22	26	3	11	20	19	43	3	56	36	2	9	2					
		7.60%	8.47%	9.29%	9.29%	12.89%	7.46%	6.88%	10.34%	7.20%	7.34%	8.45%	7.76%	8.13%	5.48%	6.60%	12.50%	1.28%	6.41%	7.71%	8.29%	8.92%	11.06%	11.71%	5.86%	5.48%	2.22%	4.48%	13.50%	14.97%	7.81%	8.36%	4.10%	11.48%	3.67%	6.00%	1.00%	3.19%	6.97%	6.91%	5.56%	3.53%	12.64%	7.30%	2.53%	9.38%	2.02%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1645	3	116	110	19	47	151	40	31	79	2	38	33	52	50	9	41	50	138	110	25	82	23	25	4	11	3	20	4	13	31	12	1	74	26	12	11	34	8	43	1	16	34	2	5	6					
		8.06%	5.08%	10.36%	11.22%	6.62%	7.97%	11.81%	8.62%	8.93%	11.83%	2.82%	7.02%	8.94%	6.63%	5.16%	4.50%	17.45%	5.83%	15.65%	10.49%	5.31%	10.30%	6.57%	8.14%	2.74%	12.22%	2.24%	6.43%	2.72%	2.48%	5.08%	3.08%	1.64%	12.35%	6.00%	4.00%	3.19%	11.85%	2.91%	5.56%	1.18%	3.61%	6.90%	2.53%	5.21%	6.06%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	125	0	6	6	2	4	3	5	2	3	0	1	0	5	4	1	0	9	4	4	4	6	2	0	1	2	2	1	0	4	7	2	0	6	3	1	2	1	4	6	2	3	3	2	1	1					
		0.61%	0.00%	0.54%	0.61%	0.70%	0.68%	0.23%	1.08%	0.58%	0.45%	0.00%	0.18%	0.00%	0.64%	0.41%	0.50%	0.00%	1.05%	0.45%	0.38%	0.85%	0.75%	0.57%	0.00%	0.68%	2.22%	1.49%	0.32%	0.00%	0.76%	1.15%	0.51%	0.00%	1.00%	0.69%	0.33%	0.58%	0.35%	1.45%	0.78%	2.35%	0.68%	0.61%	2.53%	1.04%	1.01%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14097	41	681	644	202	403	850	304	246	435	55	367	249	538	682	134	147	583	548	683	333	482	241	228	117	57	111	205	100	422	440	291	44	387	338	272	276	171	208	607	71	322	367	68	62	85					
		69.11%	69.49%	60.80%	65.71%	70.38%	68.31%	66.46%	65.52%	70.89%	65.12%	77.46%	67.84%	67.48%	68.62%	70.38%	67.00%	62.55%	67.95%	62.13%	65.11%	70.70%	60.55%	68.86%	74.27%	80.14%	63.33%	82.84%	65.92%	68.03%	80.38%	72.13%	74.62%	72.13%	64.61%	78.06%	90.67%	80.00%	59.58%	75.64%	78.53%	83.53%	72.69%	74.44%	86.08%	64.58%	85.86%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	70	0	6	3	0	0	4	0	0	0	0	1	5	3	8	0	4	4	2	2	2	1	0	0	0	0	0	0	2	1	4	1	1	5	1	2	1	1	1	0	2	1	2	0	0	0					
		0.34%	0.00%	0.54%	0.31%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.18%	1.36%	0.38%	0.83%	0.00%	1.70%	0.47%	0.23%	0.19%	0.42%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.36%	0.19%	0.66%	0.26%	1.64%	0.83%	0.23%	0.67%	0.29%	0.35%	0.36%	0.00%	2.35%	0.23%	0.41%	0.00%	0.00%	0.00%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
