Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Большереченская 																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	365	15	15	15	15	10	10	6	15	15	10	0	15	3	10	3	3	10	3	3	3	10	3	3	3	10	3	3	3	10	3	3	3	3	3	10	3	3	3	10	3	3	3	10	10	3	3	10	3	3	3	10	3	3	3	15	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	85	6	3	9	8	6	1	3	5	6	4	0	2	0	2	0	0	6	0	2	0	1	1	0	0	4	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	2	6	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	71	3	3	1	2	1	1	0	1	1	1	0	4	0	1	1	1	4	1	1	1	0	0	1	1	0	1	2	1	3	0	0	1	1	0	1	1	2	1	2	1	2	3	0	1	1	1	2	1	1	1	1	1	1	2	3	1	2					
14	Число погашенных открепительных удостоверений	280	9	12	6	7	4	9	3	10	9	6	0	13	3	8	3	3	4	3	1	3	9	2	3	3	6	3	3	3	8	3	3	3	3	3	9	3	3	3	10	3	3	3	10	9	3	3	10	3	3	3	7	3	3	1	9	3	2					
15	Число открепительных удостоверений выданных ТИК	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	344	12	13	12	11	8	7	3	7	16	11	5	19	3	26	1	3	9	6	2	2	9	0	0	0	18	6	2	0	8	6	0	0	1	2	11	3	11	2	14	0	4	0	12	6	1	1	6	4	1	1	6	1	0	6	16	4	6					
		2.00%	1.86%	2.00%	1.74%	1.50%	1.81%	1.71%	1.2%	1.11%	2.43%	2.57%	3.49%	2.16%	1.98%	3.80%	1.81%	1.91%	1.34%	7.22%	1.25%	2.5%	1.76%	0.0%	0.0%	0.0%	2.45%	2.84%	2.35%	0.0%	1.62%	4.31%	0.0%	0.0%	0.85%	2.46%	2.05%	4.41%	5.18%	1.78%	3.53%	0.0%	2.45%	0.0%	2.62%	1.65%	0.46%	0.90%	1.58%	3.73%	0.62%	1.44%	1.82%	1.42%	0.0%	3.97%	1.60%	1.76%	3.37%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	208	8	14	11	11	4	9	1	8	15	7	1	10	1	5	1	2	10	0	5	0	1	0	0	0	3	1	1	1	13	2	2	0	1	0	18	0	2	2	3	0	0	0	5	2	1	0	1	0	2	1	4	0	7	2	7	3	0					
		1.21%	1.24%	2.16%	1.60%	1.50%	0.90%	2.21%	0.4%	1.27%	2.28%	1.63%	0.69%	1.13%	0.66%	0.73%	1.81%	1.27%	1.49%	0.0%	3.12%	0.0%	0.19%	0.0%	0.0%	0.0%	0.40%	0.47%	1.17%	0.99%	2.64%	1.43%	3.12%	0.0%	0.85%	0.0%	3.36%	0.0%	0.94%	1.78%	0.75%	0.0%	0.0%	0.0%	1.09%	0.55%	0.46%	0.0%	0.26%	0.0%	1.25%	1.44%	1.21%	0.0%	4.82%	1.32%	0.70%	1.32%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	387	23	15	13	21	11	8	6	8	16	4	8	32	15	5	0	2	14	0	12	0	4	0	3	4	16	9	0	0	4	1	0	3	2	1	6	0	6	0	14	3	3	1	8	10	7	0	2	3	2	2	12	2	7	5	29	5	0					
		2.26%	3.56%	2.31%	1.89%	2.87%	2.5%	1.96%	2.4%	1.27%	2.43%	0.93%	5.59%	3.64%	9.93%	0.73%	0.0%	1.27%	2.09%	0.0%	7.5%	0.0%	0.78%	0.0%	3.48%	2.46%	2.18%	4.26%	0.0%	0.0%	0.81%	0.71%	0.0%	3.52%	1.70%	1.23%	1.12%	0.0%	2.83%	0.0%	3.53%	3.52%	1.84%	1.35%	1.75%	2.75%	3.25%	0.0%	0.52%	2.80%	1.25%	2.89%	3.64%	2.85%	4.82%	3.31%	2.91%	2.20%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	197	9	10	13	13	10	8	1	10	16	6	0	13	0	7	0	0	8	4	1	1	4	0	0	0	5	1	0	0	5	4	0	1	1	0	7	0	2	0	2	0	0	0	10	5	4	0	5	0	0	0	2	4	0	0	4	1	0					
		1.15%	1.39%	1.54%	1.89%	1.77%	2.27%	1.96%	0.4%	1.59%	2.43%	1.40%	0.0%	1.48%	0.0%	1.02%	0.0%	0.0%	1.19%	4.81%	0.62%	1.25%	0.78%	0.0%	0.0%	0.0%	0.68%	0.47%	0.0%	0.0%	1.01%	2.87%	0.0%	1.17%	0.85%	0.0%	1.30%	0.0%	0.94%	0.0%	0.50%	0.0%	0.0%	0.0%	2.18%	1.37%	1.86%	0.0%	1.31%	0.0%	0.0%	0.0%	0.60%	5.71%	0.0%	0.0%	0.40%	0.44%	0.0%					
22	"5. ""За Русь Святую"""	71	3	6	0	2	2	0	1	7	5	4	2	3	0	0	0	0	2	0	1	1	2	0	0	0	6	0	0	0	4	0	0	0	1	0	1	0	0	0	4	0	2	0	2	1	0	0	0	1	0	0	5	0	0	0	1	2	0					
		0.41%	0.46%	0.92%	0.0%	0.27%	0.45%	0.0%	0.4%	1.11%	0.76%	0.93%	1.39%	0.34%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.62%	1.25%	0.39%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.85%	0.0%	0.18%	0.0%	0.0%	0.0%	1.01%	0.0%	1.22%	0.0%	0.43%	0.27%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	1.51%	0.0%	0.0%	0.0%	0.10%	0.88%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	0	2	0	0	2	0	0	3	2	1	0	2	0	2	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0					
		0.16%	0.0%	0.30%	0.0%	0.0%	0.45%	0.0%	0.0%	0.47%	0.30%	0.23%	0.0%	0.22%	0.0%	0.29%	0.0%	0.63%	0.14%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.70%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.30%	0.0%	0.0%	0.66%	0.0%	0.44%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	85	6	3	9	4	2	1	3	4	10	7	0	3	2	2	0	1	3	0	0	0	3	0	0	0	2	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	3	1	0	2	1	1	0	0	3	0	0	0	4	0	0					
		0.49%	0.93%	0.46%	1.31%	0.54%	0.45%	0.24%	1.2%	0.63%	1.52%	1.63%	0.0%	0.34%	1.32%	0.29%	0.0%	0.63%	0.44%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.99%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.18%	1.47%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.65%	0.27%	0.0%	1.81%	0.26%	0.93%	0.0%	0.0%	0.91%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	22	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0					
		0.12%	0.0%	0.15%	0.14%	0.13%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.47%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	23	0	3	0	2	1	0	0	1	0	2	0	1	0	0	0	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1					
		0.13%	0.0%	0.46%	0.0%	0.27%	0.22%	0.0%	0.0%	0.15%	0.0%	0.46%	0.0%	0.11%	0.0%	0.0%	0.0%	1.27%	0.14%	1.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.94%	0.89%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.20%	0.0%	0.56%					
27	"10. ""Аграрная партия России"""	1321	29	36	26	32	22	27	10	27	30	26	10	82	6	84	10	30	40	2	3	6	56	5	2	4	59	32	10	6	44	17	6	13	21	5	62	7	15	13	20	1	10	4	30	16	15	6	33	8	10	4	19	1	9	23	156	23	18					
		7.71%	4.49%	5.56%	3.79%	4.37%	5.0%	6.63%	4.0%	4.31%	4.56%	6.07%	6.99%	9.33%	3.97%	12.29%	18.18%	19.10%	5.97%	2.40%	1.87%	7.5%	10.98%	6.49%	2.32%	2.46%	8.06%	15.16%	11.76%	5.94%	8.94%	12.23%	9.37%	15.29%	17.94%	6.17%	11.58%	10.29%	7.07%	11.60%	5.05%	1.17%	6.13%	5.40%	6.56%	4.40%	6.97%	5.45%	8.70%	7.47%	6.28%	5.79%	5.77%	1.42%	6.20%	15.23%	15.66%	10.13%	10.11%					
28	"11. ""Истинные патриоты России"""	36	1	0	2	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	4	0	0	0	2	0	0	0	0	0	1	0	6	0	2	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0	2	0	2					
		0.21%	0.15%	0.0%	0.29%	0.13%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.25%	1.25%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	2.83%	0.0%	0.50%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.89%	0.91%	0.0%	0.0%	0.0%	0.20%	0.0%	1.12%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	142	7	1	10	4	6	1	2	5	4	2	5	7	0	5	3	2	9	0	0	1	5	0	2	0	3	2	0	0	5	0	0	0	0	0	2	2	1	1	3	0	0	1	7	11	1	2	3	0	2	0	7	0	0	1	1	3	3					
		0.82%	1.08%	0.15%	1.45%	0.54%	1.36%	0.24%	0.8%	0.79%	0.60%	0.46%	3.49%	0.79%	0.0%	0.73%	5.45%	1.27%	1.34%	0.0%	0.0%	1.25%	0.98%	0.0%	2.32%	0.0%	0.40%	0.94%	0.0%	0.0%	1.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	2.94%	0.47%	0.89%	0.75%	0.0%	0.0%	1.35%	1.53%	3.03%	0.46%	1.81%	0.79%	0.0%	1.25%	0.0%	2.12%	0.0%	0.0%	0.66%	0.10%	1.32%	1.68%					
30	"13. ""Демократическая партия России"""	62	2	3	6	3	0	1	1	1	1	2	0	6	0	4	1	0	4	1	0	0	0	0	0	1	4	0	0	0	4	2	0	0	0	0	3	0	0	0	2	0	0	0	1	1	1	0	0	2	1	0	0	0	0	0	2	0	2					
		0.36%	0.31%	0.46%	0.87%	0.41%	0.0%	0.24%	0.4%	0.15%	0.15%	0.46%	0.0%	0.68%	0.0%	0.58%	1.81%	0.0%	0.59%	1.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%	0.54%	0.0%	0.0%	0.0%	0.81%	1.43%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.21%	0.27%	0.46%	0.0%	0.0%	1.86%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	1.12%					
31	"14. ""Великая Россия - Евразийский Союз"""	144	2	0	4	1	1	0	0	1	0	2	0	4	0	2	0	0	3	0	6	7	1	0	0	4	4	1	0	3	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	44	4	17	22	0	0	0	1	3	0	1					
		0.84%	0.31%	0.0%	0.58%	0.13%	0.22%	0.0%	0.0%	0.15%	0.0%	0.46%	0.0%	0.45%	0.0%	0.29%	0.0%	0.0%	0.44%	0.0%	3.75%	8.75%	0.19%	0.0%	0.0%	2.46%	0.54%	0.47%	0.0%	2.97%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.47%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.27%	0.0%	0.0%	11.60%	3.73%	10.69%	31.88%	0.0%	0.0%	0.0%	0.66%	0.30%	0.0%	0.56%					
32	"15. ""Партия СЛОН"""	25	2	1	1	1	0	0	0	0	1	0	1	4	0	0	0	1	1	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.14%	0.31%	0.15%	0.14%	0.13%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.69%	0.45%	0.0%	0.0%	0.0%	0.63%	0.14%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.94%	0.89%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	592	36	39	32	32	13	14	6	15	21	28	2	35	0	26	1	6	28	0	7	4	15	4	0	3	17	7	0	0	21	2	2	2	1	2	13	0	4	3	4	0	0	1	20	19	9	0	1	5	13	5	16	9	7	2	26	5	9					
		3.45%	5.58%	6.02%	4.66%	4.37%	2.95%	3.43%	2.4%	2.39%	3.19%	6.54%	1.39%	3.98%	0.0%	3.80%	1.81%	3.82%	4.18%	0.0%	4.37%	5.0%	2.94%	5.19%	0.0%	1.85%	2.32%	3.31%	0.0%	0.0%	4.26%	1.43%	3.12%	2.35%	0.85%	2.46%	2.42%	0.0%	1.88%	2.67%	1.01%	0.0%	0.0%	1.35%	4.37%	5.23%	4.18%	0.0%	0.26%	4.67%	8.17%	7.24%	4.86%	12.85%	4.82%	1.32%	2.61%	2.20%	5.05%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	61	0	3	0	3	0	1	1	3	5	1	2	4	1	2	2	1	3	0	0	1	0	0	0	1	2	0	0	0	3	1	0	0	0	0	3	0	0	0	1	0	1	0	1	0	0	0	3	0	1	0	4	0	0	1	3	1	2					
		0.35%	0.0%	0.46%	0.0%	0.41%	0.0%	0.24%	0.4%	0.47%	0.76%	0.23%	1.39%	0.45%	0.66%	0.29%	3.63%	0.63%	0.44%	0.0%	0.0%	1.25%	0.0%	0.0%	0.0%	0.61%	0.27%	0.0%	0.0%	0.0%	0.60%	0.71%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.25%	0.0%	0.61%	0.0%	0.21%	0.0%	0.0%	0.0%	0.79%	0.0%	0.62%	0.0%	1.21%	0.0%	0.0%	0.66%	0.30%	0.44%	1.12%					
35	"18. ""ЛДПР"""	2407	109	82	98	116	75	77	75	132	118	119	27	140	24	70	1	15	85	13	30	9	48	1	5	11	78	30	16	0	102	14	3	8	24	5	49	33	13	17	67	9	39	14	51	79	48	8	8	11	5	3	29	12	12	8	97	21	14					
		14.06%	16.89%	12.67%	14.28%	15.86%	17.04%	18.91%	30.0%	21.08%	17.96%	27.80%	18.88%	15.94%	15.89%	10.24%	1.81%	9.55%	12.70%	15.66%	18.75%	11.25%	9.41%	1.29%	5.81%	6.79%	10.65%	14.21%	18.82%	0.0%	20.73%	10.07%	4.68%	9.41%	20.51%	6.17%	9.15%	48.52%	6.13%	15.17%	16.91%	10.58%	23.92%	18.91%	11.15%	21.76%	22.32%	7.27%	2.11%	10.28%	3.14%	4.34%	8.81%	17.14%	8.27%	5.29%	9.73%	9.25%	7.86%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	276	13	11	3	21	9	6	7	15	9	4	1	19	1	6	4	1	9	0	5	0	2	2	0	0	17	4	3	2	5	0	0	2	0	0	20	0	10	0	9	1	1	0	2	12	1	2	14	1	2	0	3	0	1	3	9	3	1					
		1.61%	2.01%	1.70%	0.43%	2.87%	2.04%	1.47%	2.8%	2.39%	1.36%	0.93%	0.69%	2.16%	0.66%	0.87%	7.27%	0.63%	1.34%	0.0%	3.12%	0.0%	0.39%	2.59%	0.0%	0.0%	2.32%	1.89%	3.52%	1.98%	1.01%	0.0%	0.0%	2.35%	0.0%	0.0%	3.73%	0.0%	4.71%	0.0%	2.27%	1.17%	0.61%	0.0%	0.43%	3.30%	0.46%	1.81%	3.69%	0.93%	1.25%	0.0%	0.91%	0.0%	0.68%	1.98%	0.90%	1.32%	0.56%					
37	"20. ""Политическая партия ""Единая Россия"""	6715	234	221	285	294	170	132	87	263	223	114	49	211	42	203	22	60	267	47	73	31	196	46	59	104	344	54	27	73	201	42	24	49	37	49	152	8	64	44	200	56	92	46	232	152	113	79	97	26	34	11	82	10	54	52	545	135	98					
		39.22%	36.27%	34.15%	41.54%	40.21%	38.63%	32.43%	34.8%	42.01%	33.94%	26.63%	34.26%	24.03%	27.81%	29.72%	40.0%	38.21%	39.91%	56.62%	45.62%	38.75%	38.43%	59.74%	68.60%	64.19%	46.99%	25.59%	31.76%	72.27%	40.85%	30.21%	37.5%	57.64%	31.62%	60.49%	28.41%	11.76%	30.18%	39.28%	50.50%	65.88%	56.44%	62.16%	50.76%	41.87%	52.55%	71.81%	25.59%	24.29%	21.38%	15.94%	24.92%	14.28%	37.24%	34.43%	54.71%	59.47%	55.05%					
38	"21. ""Российская Конституционно-демократическая партия"""	38	1	0	0	2	0	1	0	6	0	1	1	5	0	2	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	1	2	1					
		0.22%	0.15%	0.0%	0.0%	0.27%	0.0%	0.24%	0.0%	0.95%	0.0%	0.23%	0.69%	0.56%	0.0%	0.29%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	1.16%	1.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	2.94%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.21%	0.0%	0.46%	0.0%	0.0%	0.0%	0.62%	2.89%	0.0%	0.0%	0.0%	0.0%	0.10%	0.88%	0.56%					
39	"22. ""Развитие предпринимательства"""	27	4	0	1	3	0	3	0	1	1	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1					
		0.15%	0.62%	0.0%	0.14%	0.41%	0.0%	0.73%	0.0%	0.15%	0.15%	0.0%	0.0%	0.11%	0.0%	0.0%	1.81%	0.0%	0.0%	0.0%	0.0%	1.25%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.35%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.44%	0.56%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3216	117	149	129	129	90	98	39	85	137	75	21	229	38	188	4	21	139	6	8	8	128	19	13	27	106	54	23	14	33	40	25	6	18	17	145	10	63	28	39	12	6	2	53	41	7	6	146	38	54	13	115	23	40	34	76	16	16					
		18.78%	18.13%	23.02%	18.80%	17.64%	20.45%	24.07%	15.6%	13.57%	20.85%	17.52%	14.68%	26.08%	25.16%	27.52%	7.27%	13.37%	20.77%	7.22%	5.0%	10.0%	25.09%	24.67%	15.11%	16.66%	14.48%	25.59%	27.05%	13.86%	6.70%	28.77%	39.06%	7.05%	15.38%	20.98%	27.10%	14.70%	29.71%	24.99%	9.84%	14.11%	3.68%	2.70%	11.59%	11.29%	3.25%	5.45%	38.52%	35.51%	33.96%	18.84%	34.95%	32.85%	27.58%	22.51%	7.63%	7.04%	8.98%					
																																																																
41	Против всех	401	18	23	17	12	7	8	5	10	19	11	8	29	14	21	3	2	18	2	4	5	12	0	1	1	19	8	2	0	12	5	2	1	0	0	17	2	3	0	6	0	4	4	14	1	2	2	3	0	6	0	6	8	6	7	7	1	3					
		2.34%	2.79%	3.55%	2.47%	1.64%	1.59%	1.96%	2.0%	1.59%	2.89%	2.57%	5.59%	3.30%	9.27%	3.07%	5.45%	1.27%	2.69%	2.40%	2.5%	6.25%	2.35%	0.0%	1.16%	0.61%	2.59%	3.79%	2.35%	0.0%	2.43%	3.59%	3.12%	1.17%	0.0%	0.0%	3.17%	2.94%	1.41%	0.0%	1.51%	0.0%	2.45%	5.40%	3.06%	0.27%	0.93%	1.81%	0.79%	0.0%	3.77%	0.0%	1.82%	11.42%	4.13%	4.63%	0.70%	0.44%	1.68%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
