Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Троицкая городская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	509	15	19	16	10	25	27	25	10	12	10	0	10	25	10	20	10	13	19	10	10	10	10	16	12	10	10	10	10	10	10	5	20	15	10	25	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	476	15	13	16	5	25	27	25	7	12	10	0	10	23	10	20	10	13	19	10	10	10	10	16	12	8	10	10	3	7	10	5	20	15	10	25	10	10	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	249	6	7	6	3	10	6	12	7	2	5	7	8	8	9	23	15	3	9	2	7	4	5	0	8	3	4	1	7	1	5	9	5	5	10	10	10	3	4									
14	Число погашенных неиспользованных открепительных удостоверений	33	0	6	0	5	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	3	0	0	0	0	0	0	0	0	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	90	2	10	3	0	3	8	2	0	3	5	0	2	2	4	5	4	2	3	1	3	1	2	0	3	1	2	2	3	1	2	2	3	0	2	3	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	230	7	11	10	8	14	16	4	1	0	2	0	12	0	4	10	5	6	8	11	1	1	4	0	4	1	7	8	8	0	1	2	18	9	4	16	10	4	3									
		1.15%	1.14%	1.71%	1.97%	2.51%	1.29%	1.80%	1.46%	0.27%	0.00%	0.51%	0.00%	1.70%	0.00%	1.53%	1.11%	1.08%	0.71%	1.18%	1.95%	0.18%	0.38%	1.25%	0.00%	0.92%	0.50%	1.75%	1.49%	1.19%	0.00%	0.34%	0.71%	1.78%	1.18%	0.90%	1.23%	1.41%	1.29%	0.99%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	579	13	14	15	7	40	35	3	17	12	12	1	24	22	8	23	25	27	13	17	16	10	6	9	17	8	3	29	29	3	4	6	28	17	16	15	14	13	8									
		2.89%	2.12%	2.17%	2.96%	2.19%	3.68%	3.94%	1.09%	4.63%	4.11%	3.04%	1.61%	3.39%	3.58%	3.07%	2.56%	5.39%	3.21%	1.91%	3.02%	2.88%	3.85%	1.88%	2.60%	3.91%	4.02%	0.75%	5.41%	4.30%	0.76%	1.35%	2.14%	2.77%	2.23%	3.60%	1.15%	1.97%	4.21%	2.65%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	467	12	14	12	12	31	21	7	6	7	0	4	18	28	5	22	8	14	9	16	10	6	10	7	9	5	12	12	10	15	4	5	27	26	6	20	19	5	13									
		2.33%	1.95%	2.17%	2.37%	3.76%	2.85%	2.36%	2.55%	1.63%	2.40%	0.00%	6.45%	2.55%	4.56%	1.92%	2.45%	1.72%	1.67%	1.33%	2.84%	1.80%	2.31%	3.13%	2.02%	2.07%	2.51%	3.00%	2.24%	1.48%	3.82%	1.35%	1.79%	2.67%	3.41%	1.35%	1.54%	2.68%	1.62%	4.30%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7212	183	232	161	111	347	250	89	133	120	132	30	244	184	71	296	150	246	254	163	261	95	109	152	166	69	164	161	214	177	140	121	284	207	129	793	355	126	93									
		36.05%	29.80%	36.02%	31.76%	34.80%	31.92%	28.15%	32.48%	36.24%	41.10%	33.42%	48.39%	34.51%	29.97%	27.20%	32.99%	32.33%	29.29%	37.41%	28.95%	46.94%	36.54%	34.06%	43.93%	38.16%	34.67%	41.00%	30.04%	31.70%	45.04%	47.14%	43.21%	28.12%	27.17%	28.99%	61.05%	50.07%	40.78%	30.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	115	2	3	8	3	7	5	2	1	0	1	0	3	5	0	3	4	4	6	1	1	2	0	3	4	7	5	4	4	3	1	4	4	4	1	4	3	1	2									
		0.57%	0.33%	0.47%	1.58%	0.94%	0.64%	0.56%	0.73%	0.27%	0.00%	0.25%	0.00%	0.42%	0.81%	0.00%	0.33%	0.86%	0.48%	0.88%	0.18%	0.18%	0.77%	0.00%	0.87%	0.92%	3.52%	1.25%	0.75%	0.59%	0.76%	0.34%	1.43%	0.40%	0.52%	0.22%	0.31%	0.42%	0.32%	0.66%									
24	"6. Политическая партия ""Гражданская Платформа"""	37	0	2	1	1	2	2	0	1	1	2	0	2	1	1	2	1	1	1	0	1	0	1	2	1	0	0	1	2	1	2	1	0	1	0	0	2	0	1									
		0.18%	0.00%	0.31%	0.20%	0.31%	0.18%	0.23%	0.00%	0.27%	0.34%	0.51%	0.00%	0.28%	0.16%	0.38%	0.22%	0.22%	0.12%	0.15%	0.00%	0.18%	0.00%	0.31%	0.58%	0.23%	0.00%	0.00%	0.19%	0.30%	0.25%	0.67%	0.36%	0.00%	0.13%	0.00%	0.00%	0.28%	0.00%	0.33%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3940	103	168	90	54	176	149	66	72	82	77	17	145	109	59	134	88	152	206	141	119	65	62	74	92	55	96	135	179	90	36	54	218	135	106	138	103	48	47									
		19.69%	16.78%	26.09%	17.75%	16.93%	16.19%	16.78%	24.09%	19.62%	28.08%	19.49%	27.42%	20.51%	17.75%	22.61%	14.94%	18.97%	18.10%	30.34%	25.04%	21.40%	25.00%	19.38%	21.39%	21.15%	27.64%	24.00%	25.19%	26.52%	22.90%	12.12%	19.29%	21.58%	17.72%	23.82%	10.62%	14.53%	15.53%	15.56%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	148	7	2	5	7	14	1	8	2	1	1	0	4	9	5	5	3	3	1	6	1	4	0	1	4	0	3	4	4	0	0	1	6	5	8	14	1	5	3									
		0.74%	1.14%	0.31%	0.99%	2.19%	1.29%	0.11%	2.92%	0.54%	0.34%	0.25%	0.00%	0.57%	1.47%	1.92%	0.56%	0.65%	0.36%	0.15%	1.07%	0.18%	1.54%	0.00%	0.29%	0.92%	0.00%	0.75%	0.75%	0.59%	0.00%	0.00%	0.36%	0.59%	0.66%	1.80%	1.08%	0.14%	1.62%	0.99%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	131	11	2	8	3	6	9	3	3	0	2	0	9	5	3	6	0	4	1	6	4	0	2	0	2	1	4	0	0	4	1	1	7	3	3	8	0	2	8									
		0.65%	1.79%	0.31%	1.58%	0.94%	0.55%	1.01%	1.09%	0.82%	0.00%	0.51%	0.00%	1.27%	0.81%	1.15%	0.67%	0.00%	0.48%	0.15%	1.07%	0.72%	0.00%	0.63%	0.00%	0.46%	0.50%	1.00%	0.00%	0.00%	1.02%	0.34%	0.36%	0.69%	0.39%	0.67%	0.62%	0.00%	0.65%	2.65%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	2	1	0	0	4	2	1	2	0	0	0	0	1	0	0	0	1	1	0	0	0	1	2	0	0	1	1	1	0	0	1	0	0	1	0	1	0	2									
		0.13%	0.33%	0.16%	0.00%	0.00%	0.37%	0.23%	0.36%	0.54%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.12%	0.15%	0.00%	0.00%	0.00%	0.31%	0.58%	0.00%	0.00%	0.25%	0.19%	0.15%	0.00%	0.00%	0.36%	0.00%	0.00%	0.22%	0.00%	0.14%	0.00%	0.66%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	189	7	3	15	0	3	12	2	3	4	5	0	4	5	6	17	3	9	6	6	1	3	1	3	5	3	2	2	3	3	4	1	8	21	2	6	3	2	6									
		0.94%	1.14%	0.47%	2.96%	0.00%	0.28%	1.35%	0.73%	0.82%	1.37%	1.27%	0.00%	0.57%	0.81%	2.30%	1.90%	0.65%	1.07%	0.88%	1.07%	0.18%	1.15%	0.31%	0.87%	1.15%	1.51%	0.50%	0.37%	0.44%	0.76%	1.35%	0.36%	0.79%	2.76%	0.45%	0.46%	0.42%	0.65%	1.99%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3222	125	102	81	52	193	173	47	68	35	61	5	131	101	42	166	72	161	77	125	89	45	69	37	60	32	56	100	151	64	43	39	134	125	73	128	73	43	44									
		16.10%	20.36%	15.84%	15.98%	16.30%	17.76%	19.48%	17.15%	18.53%	11.99%	15.44%	8.06%	18.53%	16.45%	16.09%	18.51%	15.52%	19.17%	11.34%	22.20%	16.01%	17.31%	21.56%	10.69%	13.79%	16.08%	14.00%	18.66%	22.37%	16.28%	14.48%	13.93%	13.27%	16.40%	16.40%	9.85%	10.30%	13.92%	14.57%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	78	0	3	1	3	4	4	2	2	0	3	1	3	0	0	3	0	4	6	2	1	0	0	1	1	1	3	4	0	0	5	1	5	4	1	7	0	2	1									
		0.39%	0.00%	0.47%	0.20%	0.94%	0.37%	0.45%	0.73%	0.54%	0.00%	0.76%	1.61%	0.42%	0.00%	0.00%	0.33%	0.00%	0.48%	0.88%	0.36%	0.18%	0.00%	0.00%	0.29%	0.23%	0.50%	0.75%	0.75%	0.00%	0.00%	1.68%	0.36%	0.50%	0.52%	0.22%	0.54%	0.00%	0.65%	0.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3092	134	67	87	54	222	196	33	40	23	77	3	72	124	51	190	95	193	71	47	41	23	41	50	55	12	34	56	41	26	53	27	238	186	85	134	109	40	62									
		15.45%	21.82%	10.40%	17.16%	16.93%	20.42%	22.07%	12.04%	10.90%	7.88%	19.49%	4.84%	10.18%	20.20%	19.54%	21.18%	20.47%	22.98%	10.46%	8.35%	7.37%	8.85%	12.81%	14.45%	12.64%	6.03%	8.50%	10.45%	6.07%	6.62%	17.85%	9.64%	23.56%	24.41%	19.10%	10.32%	15.37%	12.94%	20.53%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
