Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Брейтовская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453					
		0.20%	0.39%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.31%	0.73%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	735	194	124	51	11	13	34	10	8	53	28	38	51	19	12	40	4	45					
		16.05%	18.95%	17.10%	20.56%	12.79%	6.88%	9.66%	11.76%	13.79%	16.21%	10.22%	16.38%	15.99%	21.35%	13.04%	28.17%	3.67%	19.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	433	138	91	8	5	16	32	7	1	17	25	22	30	3	6	14	3	15					
		9.46%	13.48%	12.55%	3.23%	5.81%	8.47%	9.09%	8.24%	1.72%	5.20%	9.12%	9.48%	9.40%	3.37%	6.52%	9.86%	2.75%	6.58%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	36	7	8	1	1	1	4	0	1	2	4	1	2	2	0	0	0	2					
		0.79%	0.68%	1.10%	0.40%	1.16%	0.53%	1.14%	0.00%	1.72%	0.61%	1.46%	0.43%	0.63%	2.25%	0.00%	0.00%	0.00%	0.88%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2696	500	388	160	58	137	236	57	40	195	187	143	176	48	62	70	93	146					
		58.88%	48.83%	53.52%	64.52%	67.44%	72.49%	67.05%	67.06%	68.97%	59.63%	68.25%	61.64%	55.17%	53.93%	67.39%	49.30%	85.32%	64.04%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	11	6	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0					
		0.24%	0.59%	0.14%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.70%	0.00%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
