Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Красногородская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351					
33	"16. ""Родина"" (народно-патриотический союз)"""	252	81	80	6	3	3	1	21	29	6	3	6	6	3	4					
		4.94%	7.31%	6.98%	3.19%	2.18%	1.47%	0.76%	4.76%	5.57%	2.21%	2.43%	2.62%	3.70%	0.99%	2.96%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	15	3	3	1	0	1	1	1	2	0	1	0	0	2	0					
		0.29%	0.27%	0.26%	0.53%	0.0%	0.49%	0.76%	0.22%	0.38%	0.0%	0.81%	0.0%	0.0%	0.66%	0.0%					
35	"18. ""ЛДПР"""	604	154	118	25	24	14	14	52	63	30	18	24	17	35	16					
		11.85%	13.89%	10.30%	13.29%	17.51%	6.86%	10.68%	11.79%	12.11%	11.07%	14.63%	10.48%	10.49%	11.55%	11.85%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	394	79	80	4	9	25	30	34	26	27	4	18	6	29	23					
		7.73%	7.12%	6.98%	2.12%	6.56%	12.25%	22.90%	7.70%	5.0%	9.96%	3.25%	7.86%	3.70%	9.57%	17.03%					
37	"20. ""Политическая партия ""Единая Россия"""	1737	358	362	71	42	69	42	169	185	129	32	102	45	100	31					
		34.07%	32.31%	31.61%	37.76%	30.65%	33.82%	32.06%	38.32%	35.57%	47.60%	26.01%	44.54%	27.77%	33.00%	22.96%					
38	"21. ""Российская Конституционно-демократическая партия"""	11	4	1	0	2	1	0	1	0	0	0	0	0	1	1					
		0.21%	0.36%	0.08%	0.0%	1.45%	0.49%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.74%					
39	"22. ""Развитие предпринимательства"""	6	2	3	0	0	0	0	0	1	0	0	0	0	0	0					
		0.11%	0.18%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	952	211	261	29	21	37	30	53	75	45	34	38	42	51	25					
		18.67%	19.04%	22.79%	15.42%	15.32%	18.13%	22.90%	12.01%	14.42%	16.60%	27.64%	16.59%	25.92%	16.83%	18.51%					
																					
41	Против всех	157	29	43	4	4	7	3	13	10	3	3	10	9	17	2					
		3.08%	2.61%	3.75%	2.12%	2.91%	3.43%	2.29%	2.94%	1.92%	1.10%	2.43%	4.36%	5.55%	5.61%	1.48%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
