Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
"Наименование Избирательной комиссии:    Пермь, Ленинская"																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130									
		34.92%	28.92%	29.91%	33.82%	29.41%	31.69%	33.19%	37.76%	31.16%	29.21%	28.92%	29.12%	32.86%	32.69%	36.03%	37.37%	33.95%	35.50%	32.65%	34.93%	29.08%	31.59%	34.30%	43.38%	33.51%	50.00%	62.79%	71.06%	32.00%	48.49%	55.74%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	188	12	7	8	12	13	4	6	10	7	16	6	4	3	5	8	5	6	10	7	5	8	9	4	4	1	3	0	0	2	3									
		1.24%	1.85%	1.09%	1.29%	1.38%	2.00%	0.88%	1.27%	1.30%	1.49%	1.86%	0.96%	0.94%	1.15%	1.31%	1.64%	0.78%	0.91%	1.47%	0.99%	0.82%	1.50%	1.31%	0.81%	2.09%	0.74%	0.78%	0.00%	0.00%	0.67%	2.46%									
24	"6. Политическая партия ""Гражданская Платформа"""	47	2	2	2	3	1	1	2	2	2	2	9	1	1	1	0	2	5	2	1	1	0	0	0	1	1	1	1	0	0	1									
		0.31%	0.31%	0.31%	0.32%	0.35%	0.15%	0.22%	0.42%	0.26%	0.43%	0.23%	1.44%	0.23%	0.38%	0.26%	0.00%	0.31%	0.76%	0.29%	0.14%	0.16%	0.00%	0.00%	0.00%	0.52%	0.74%	0.26%	0.29%	0.00%	0.00%	0.82%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1705	76	62	60	88	73	46	39	63	65	84	55	56	32	40	47	70	81	73	69	91	71	62	52	29	22	79	59	4	37	20									
		11.23%	11.69%	9.66%	9.71%	10.15%	11.23%	10.18%	8.23%	8.21%	13.86%	9.76%	8.80%	13.15%	12.31%	10.44%	9.65%	10.85%	12.24%	10.74%	9.72%	14.87%	13.27%	9.01%	10.59%	15.18%	16.18%	20.41%	16.91%	8.00%	12.37%	16.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	288	11	16	2	24	19	12	7	18	14	17	10	15	2	7	6	19	11	7	13	11	11	18	7	2	1	2	2	1	2	1									
		1.90%	1.69%	2.49%	0.32%	2.77%	2.92%	2.65%	1.48%	2.35%	2.99%	1.97%	1.60%	3.52%	0.77%	1.83%	1.23%	2.95%	1.66%	1.03%	1.83%	1.80%	2.06%	2.62%	1.43%	1.05%	0.74%	0.52%	0.57%	2.00%	0.67%	0.82%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	634	30	28	17	53	31	22	24	51	20	41	17	12	12	21	26	31	26	21	28	26	32	31	11	9	5	2	0	1	5	1									
		4.17%	4.62%	4.36%	2.75%	6.11%	4.77%	4.87%	5.06%	6.65%	4.26%	4.76%	2.72%	2.82%	4.62%	5.48%	5.34%	4.81%	3.93%	3.09%	3.94%	4.25%	5.98%	4.51%	2.24%	4.71%	3.68%	0.52%	0.00%	2.00%	1.67%	0.82%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	1	2	0	2	1	0	0	2	1	0	2	0	0	2	0	0	1	1	2	0	0	3	0	0	0	0	0	0	0	0									
		0.13%	0.15%	0.31%	0.00%	0.23%	0.15%	0.00%	0.00%	0.26%	0.21%	0.00%	0.32%	0.00%	0.00%	0.52%	0.00%	0.00%	0.15%	0.15%	0.28%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1500	66	54	59	123	85	50	47	122	51	72	76	42	30	44	52	75	70	54	76	55	53	80	30	9	2	4	2	1	8	8									
		9.88%	10.15%	8.41%	9.55%	14.19%	13.08%	11.06%	9.92%	15.91%	10.87%	8.36%	12.16%	9.86%	11.54%	11.49%	10.68%	11.63%	10.57%	7.94%	10.70%	8.99%	9.91%	11.63%	6.11%	4.71%	1.47%	1.03%	0.57%	2.00%	2.68%	6.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2200	104	98	90	123	94	69	83	98	64	147	117	54	46	42	83	98	89	129	121	86	73	112	49	28	17	16	7	11	44	8									
		14.49%	16.00%	15.26%	14.56%	14.19%	14.46%	15.27%	17.51%	12.78%	13.65%	17.07%	18.72%	12.68%	17.69%	10.97%	17.04%	15.19%	13.44%	18.97%	17.04%	14.05%	13.64%	16.28%	9.98%	14.66%	12.50%	4.13%	2.01%	22.00%	14.72%	6.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	74	5	3	3	7	3	2	1	2	3	3	3	5	1	4	2	3	3	3	4	4	3	3	1	1	0	2	0	0	0	0									
		0.49%	0.77%	0.47%	0.49%	0.81%	0.46%	0.44%	0.21%	0.26%	0.64%	0.35%	0.48%	1.17%	0.38%	1.04%	0.41%	0.47%	0.45%	0.44%	0.56%	0.65%	0.56%	0.44%	0.20%	0.52%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1555	96	100	75	92	52	49	47	77	61	111	77	52	12	38	33	52	64	62	56	83	45	74	64	20	9	9	12	3	22	8									
		10.24%	14.77%	15.58%	12.14%	10.61%	8.00%	10.84%	9.92%	10.04%	13.01%	12.89%	12.32%	12.21%	4.62%	9.92%	6.78%	8.06%	9.67%	9.12%	7.89%	13.56%	8.41%	10.76%	13.03%	10.47%	6.62%	2.33%	3.44%	6.00%	7.36%	6.56%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
