Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Переславская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641									
		2.59%	3.95%	1.54%	3.01%	2.46%	2.94%	3.26%	2.59%	1.49%	5.45%	2.15%	1.57%	4.72%	3.02%	2.24%	2.21%	0.00%	0.00%	2.37%	2.77%	2.46%	2.08%	0.00%	2.78%	3.65%	1.98%	1.03%	1.44%	4.80%	3.38%	0.72%	2.40%	0.51%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3214	65	83	80	52	164	97	200	84	231	122	55	65	109	167	88	58	76	99	170	132	45	60	146	77	69	115	88	100	61	76	93	87									
		48.31%	36.72%	63.85%	48.19%	42.62%	48.24%	52.72%	47.06%	62.69%	52.50%	43.73%	43.31%	51.18%	54.77%	41.54%	32.47%	54.21%	55.47%	46.92%	47.09%	54.10%	46.88%	60.61%	45.06%	56.20%	34.16%	59.28%	63.31%	43.67%	41.22%	55.07%	55.69%	44.16%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	81	1	0	2	1	3	3	2	2	2	1	2	0	3	3	2	2	0	2	6	4	3	0	7	0	2	1	1	8	3	9	1	5									
		1.22%	0.56%	0.00%	1.20%	0.82%	0.88%	1.63%	0.47%	1.49%	0.45%	0.36%	1.57%	0.00%	1.51%	0.75%	0.74%	1.87%	0.00%	0.95%	1.66%	1.64%	3.13%	0.00%	2.16%	0.00%	0.99%	0.52%	0.72%	3.49%	2.03%	6.52%	0.60%	2.54%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	0	0	1	1	0	1	0	3	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	1									
		0.20%	0.00%	0.00%	0.00%	0.82%	0.29%	0.00%	0.24%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.47%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	1.45%	0.00%	0.51%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1115	35	24	33	32	86	42	68	20	74	37	26	20	37	59	53	16	20	34	54	35	14	16	51	29	31	31	7	27	29	18	30	27									
		16.76%	19.77%	18.46%	19.88%	26.23%	25.29%	22.83%	16.00%	14.93%	16.82%	13.26%	20.47%	15.75%	18.59%	14.68%	19.56%	14.95%	14.60%	16.11%	14.96%	14.34%	14.58%	16.16%	15.74%	21.17%	15.35%	15.98%	5.04%	11.79%	19.59%	13.04%	17.96%	13.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	30	4	0	0	0	5	1	3	2	2	1	0	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	4	0	0	1	1									
		0.45%	2.26%	0.00%	0.00%	0.00%	1.47%	0.54%	0.71%	1.49%	0.45%	0.36%	0.00%	0.00%	0.50%	0.25%	0.00%	0.00%	1.46%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.75%	0.00%	0.00%	0.60%	0.51%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	45	1	0	1	0	4	0	3	4	2	3	1	0	0	1	0	1	3	0	0	3	1	2	3	0	0	2	0	2	0	1	4	3									
		0.68%	0.56%	0.00%	0.60%	0.00%	1.18%	0.00%	0.71%	2.99%	0.45%	1.08%	0.79%	0.00%	0.00%	0.25%	0.00%	0.93%	2.19%	0.00%	0.00%	1.23%	1.04%	2.02%	0.93%	0.00%	0.00%	1.03%	0.00%	0.87%	0.00%	0.72%	2.40%	1.52%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	84	7	1	0	6	7	4	4	1	6	3	1	1	1	3	6	0	3	2	1	0	0	1	2	6	0	0	0	0	5	5	4	4									
		1.26%	3.95%	0.77%	0.00%	4.92%	2.06%	2.17%	0.94%	0.75%	1.36%	1.08%	0.79%	0.79%	0.50%	0.75%	2.21%	0.00%	2.19%	0.95%	0.28%	0.00%	0.00%	1.01%	0.62%	4.38%	0.00%	0.00%	0.00%	0.00%	3.38%	3.62%	2.40%	2.03%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	947	33	7	19	16	25	11	74	10	42	49	21	15	20	72	72	18	9	41	59	25	9	8	44	14	74	19	29	33	17	12	14	36									
		14.23%	18.64%	5.38%	11.45%	13.11%	7.35%	5.98%	17.41%	7.46%	9.55%	17.56%	16.54%	11.81%	10.05%	17.91%	26.57%	16.82%	6.57%	19.43%	16.34%	10.25%	9.38%	8.08%	13.58%	10.22%	36.63%	9.79%	20.86%	14.41%	11.49%	8.70%	8.38%	18.27%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	0	1	2	0	4	0	2	0	4	4	1	1	1	3	0	0	2	4	3	1	1	0	1	0	1	0	2	0	1	0	2	0									
		0.62%	0.00%	0.77%	1.20%	0.00%	1.18%	0.00%	0.47%	0.00%	0.91%	1.43%	0.79%	0.79%	0.50%	0.75%	0.00%	0.00%	1.46%	1.90%	0.83%	0.41%	1.04%	0.00%	0.31%	0.00%	0.50%	0.00%	1.44%	0.00%	0.68%	0.00%	1.20%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	492	16	4	11	6	14	14	24	6	28	40	11	10	10	58	24	8	10	11	32	15	20	4	28	6	6	12	4	14	9	7	9	21									
		7.40%	9.04%	3.08%	6.63%	4.92%	4.12%	7.61%	5.65%	4.48%	6.36%	14.34%	8.66%	7.87%	5.03%	14.43%	8.86%	7.48%	7.30%	5.21%	8.86%	6.15%	20.83%	4.04%	8.64%	4.38%	2.97%	6.19%	2.88%	6.11%	6.08%	5.07%	5.39%	10.66%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
