Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
"Наименование Избирательной комиссии:    Оренбург, Дзержинская"																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971					
		3.11%	1.95%	2.89%	3.62%	3.32%	3.66%	2.61%	3.49%	3.41%	4.90%	2.00%	4.34%	3.61%	3.62%	3.82%	2.30%	2.49%	2.78%	5.17%	2.76%	3.03%	3.53%	5.06%	3.77%	3.73%	4.05%	2.55%	3.70%	2.38%	3.17%	2.73%	1.83%	2.58%	2.09%	4.02%	3.79%	4.39%	3.55%	3.45%	2.55%	1.34%	1.59%	3.04%	2.31%	4.31%	3.08%	2.70%	3.01%	3.21%	3.97%	3.68%	1.58%	2.31%	2.22%	3.73%	2.74%	2.50%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3435	74	60	81	62	70	63	15	46	13	38	11	45	52	98	60	88	90	73	43	64	43	45	60	70	60	37	73	79	74	76	55	49	65	62	72	71	80	69	77	86	78	51	38	44	41	86	73	64	81	65	93	99	97	14	41	21					
		5.23%	5.79%	5.42%	5.64%	6.45%	6.57%	7.15%	4.37%	4.36%	2.65%	3.46%	1.77%	3.77%	4.83%	7.07%	4.76%	6.27%	6.76%	5.55%	4.24%	5.10%	4.10%	4.38%	4.72%	4.93%	6.40%	4.30%	5.75%	5.88%	5.87%	6.49%	4.57%	3.95%	4.68%	4.61%	5.69%	5.37%	5.46%	4.66%	5.31%	7.22%	6.89%	5.00%	3.82%	3.79%	3.41%	6.12%	5.11%	4.46%	5.64%	4.43%	7.36%	7.16%	6.74%	2.18%	4.89%	2.28%					
22	"5. ""За Русь Святую"""	333	3	5	6	5	1	2	0	12	4	2	3	8	8	7	6	5	12	4	4	6	5	4	10	5	4	7	8	10	10	8	6	10	8	12	6	6	8	4	10	5	4	5	4	6	8	6	4	7	4	7	6	2	6	0	6	9					
		0.50%	0.23%	0.45%	0.41%	0.52%	0.09%	0.22%	0.0%	1.13%	0.81%	0.18%	0.48%	0.67%	0.74%	0.50%	0.47%	0.35%	0.90%	0.30%	0.39%	0.47%	0.47%	0.38%	0.78%	0.35%	0.42%	0.81%	0.63%	0.74%	0.79%	0.68%	0.49%	0.80%	0.57%	0.89%	0.47%	0.45%	0.54%	0.27%	0.69%	0.41%	0.35%	0.49%	0.40%	0.51%	0.66%	0.42%	0.28%	0.48%	0.27%	0.47%	0.47%	0.14%	0.41%	0.0%	0.71%	0.97%					
23	"6. ""Объединенная Российская партия ""Русь"""	135	3	2	6	2	2	2	0	2	0	4	3	3	2	6	1	0	3	1	3	3	0	6	4	4	1	0	5	3	7	3	5	6	2	1	4	1	2	2	1	3	0	1	1	0	0	3	3	3	1	4	1	2	3	0	2	3					
		0.20%	0.23%	0.18%	0.41%	0.20%	0.18%	0.22%	0.0%	0.18%	0.0%	0.36%	0.48%	0.25%	0.18%	0.43%	0.07%	0.0%	0.22%	0.07%	0.29%	0.23%	0.0%	0.58%	0.31%	0.28%	0.10%	0.0%	0.39%	0.22%	0.55%	0.25%	0.41%	0.48%	0.14%	0.07%	0.31%	0.07%	0.13%	0.13%	0.06%	0.25%	0.0%	0.09%	0.10%	0.0%	0.0%	0.21%	0.21%	0.20%	0.06%	0.27%	0.07%	0.14%	0.20%	0.0%	0.23%	0.32%					
24	"7. ""Новый курс - Автомобильная Россия"""	653	5	7	8	9	9	18	2	16	9	10	6	8	10	20	11	14	11	10	10	18	8	4	14	9	8	6	15	19	9	13	12	17	12	17	18	15	20	13	17	8	16	13	17	12	17	17	7	12	17	19	9	10	14	4	3	1					
		0.99%	0.39%	0.63%	0.55%	0.93%	0.84%	2.04%	0.58%	1.51%	1.84%	0.91%	0.96%	0.67%	0.92%	1.44%	0.87%	0.99%	0.82%	0.76%	0.98%	1.43%	0.76%	0.38%	1.10%	0.63%	0.85%	0.69%	1.18%	1.41%	0.71%	1.11%	0.99%	1.37%	0.86%	1.26%	1.42%	1.13%	1.36%	0.87%	1.17%	0.67%	1.41%	1.27%	1.71%	1.03%	1.41%	1.21%	0.49%	0.83%	1.18%	1.29%	0.71%	0.72%	0.97%	0.62%	0.35%	0.10%					
25	"8. ""Народно-республиканская партия России"""	72	2	1	4	2	3	0	0	0	8	1	0	2	1	2	3	2	0	2	2	0	0	1	0	0	0	4	0	0	0	1	0	1	2	0	3	1	1	2	0	0	2	0	0	3	1	1	1	1	3	0	0	0	2	2	1	4					
		0.10%	0.15%	0.09%	0.27%	0.20%	0.28%	0.0%	0.0%	0.0%	1.63%	0.09%	0.0%	0.16%	0.09%	0.14%	0.23%	0.14%	0.0%	0.15%	0.19%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.08%	0.0%	0.08%	0.14%	0.0%	0.23%	0.07%	0.06%	0.13%	0.0%	0.0%	0.17%	0.0%	0.0%	0.25%	0.08%	0.07%	0.07%	0.06%	0.20%	0.0%	0.0%	0.0%	0.13%	0.31%	0.11%	0.43%					
26	"9. ""Российская экологическая партия ""Зеленые"""	242	5	4	4	3	7	4	0	4	0	1	1	0	5	3	7	6	6	12	4	16	5	3	3	4	5	2	8	5	2	5	5	5	4	1	8	3	5	7	6	4	2	3	1	3	5	10	4	4	8	7	4	1	5	0	2	1					
		0.36%	0.39%	0.36%	0.27%	0.31%	0.65%	0.45%	0.0%	0.37%	0.0%	0.09%	0.16%	0.0%	0.46%	0.21%	0.55%	0.42%	0.45%	0.91%	0.39%	1.27%	0.47%	0.29%	0.23%	0.28%	0.53%	0.23%	0.63%	0.37%	0.15%	0.42%	0.41%	0.40%	0.28%	0.07%	0.63%	0.22%	0.34%	0.47%	0.41%	0.33%	0.17%	0.29%	0.10%	0.25%	0.41%	0.71%	0.28%	0.27%	0.55%	0.47%	0.31%	0.07%	0.34%	0.0%	0.23%	0.10%					
27	"10. ""Аграрная партия России"""	1560	18	15	26	23	18	12	22	22	17	53	13	33	27	38	23	33	44	26	20	27	22	8	16	16	24	16	34	37	24	18	29	28	25	32	32	28	22	31	23	27	17	21	24	19	21	29	20	42	38	34	33	20	28	82	44	86					
		2.37%	1.41%	1.35%	1.81%	2.39%	1.69%	1.36%	6.41%	2.08%	3.47%	4.82%	2.09%	2.77%	2.50%	2.74%	1.82%	2.35%	3.30%	1.98%	1.97%	2.15%	2.09%	0.77%	1.25%	1.12%	2.56%	1.86%	2.67%	2.75%	1.90%	1.53%	2.41%	2.25%	1.80%	2.38%	2.53%	2.11%	1.50%	2.09%	1.58%	2.26%	1.50%	2.06%	2.41%	1.63%	1.74%	2.06%	1.40%	2.93%	2.64%	2.32%	2.61%	1.44%	1.94%	12.77%	5.25%	9.35%					
28	"11. ""Истинные патриоты России"""	128	2	2	0	1	2	1	0	4	3	4	2	4	4	5	3	1	2	0	2	0	4	5	1	2	0	3	3	1	0	0	3	3	3	2	0	1	4	5	1	5	1	1	0	3	3	2	3	3	6	8	2	2	4	0	1	1					
		0.19%	0.15%	0.18%	0.0%	0.10%	0.18%	0.11%	0.0%	0.37%	0.61%	0.36%	0.32%	0.33%	0.37%	0.36%	0.23%	0.07%	0.15%	0.0%	0.19%	0.0%	0.38%	0.48%	0.07%	0.14%	0.0%	0.34%	0.23%	0.07%	0.0%	0.0%	0.24%	0.24%	0.21%	0.14%	0.0%	0.07%	0.27%	0.33%	0.06%	0.41%	0.08%	0.09%	0.0%	0.25%	0.24%	0.14%	0.21%	0.20%	0.41%	0.54%	0.15%	0.14%	0.27%	0.0%	0.11%	0.10%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	549	10	12	11	9	5	9	4	11	4	19	11	17	11	14	5	11	10	9	11	3	9	5	19	14	9	5	12	11	10	13	7	15	6	7	14	12	9	9	13	13	7	7	8	9	9	8	6	6	10	15	11	12	7	7	9	10					
		0.83%	0.78%	1.08%	0.76%	0.93%	0.46%	1.02%	1.16%	1.04%	0.81%	1.73%	1.77%	1.42%	1.02%	1.01%	0.39%	0.78%	0.75%	0.68%	1.08%	0.23%	0.85%	0.48%	1.49%	0.98%	0.96%	0.58%	0.94%	0.81%	0.79%	1.11%	0.58%	1.20%	0.43%	0.52%	1.10%	0.90%	0.61%	0.60%	0.89%	1.09%	0.61%	0.68%	0.80%	0.77%	0.74%	0.57%	0.42%	0.41%	0.69%	1.02%	0.87%	0.86%	0.48%	1.09%	1.07%	1.08%					
30	"13. ""Демократическая партия России"""	146	2	4	1	0	6	4	0	2	4	5	2	3	3	0	4	1	2	1	0	3	2	4	2	4	2	0	3	0	1	4	6	2	1	1	4	4	7	4	5	5	4	2	4	3	4	3	4	3	1	1	2	3	2	2	0	0					
		0.22%	0.15%	0.36%	0.06%	0.0%	0.56%	0.45%	0.0%	0.18%	0.81%	0.45%	0.32%	0.25%	0.27%	0.0%	0.31%	0.07%	0.15%	0.07%	0.0%	0.23%	0.19%	0.38%	0.15%	0.28%	0.21%	0.0%	0.23%	0.0%	0.07%	0.34%	0.49%	0.16%	0.07%	0.07%	0.31%	0.30%	0.47%	0.27%	0.34%	0.41%	0.35%	0.19%	0.40%	0.25%	0.33%	0.21%	0.28%	0.20%	0.06%	0.06%	0.15%	0.21%	0.13%	0.31%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	133	1	1	9	3	1	2	1	2	2	8	0	2	0	3	1	1	2	0	1	5	5	5	2	4	4	1	0	2	6	4	4	3	4	2	3	1	3	4	6	2	3	1	2	0	2	0	3	4	1	2	2	0	3	0	0	0					
		0.20%	0.07%	0.09%	0.62%	0.31%	0.09%	0.22%	0.29%	0.18%	0.40%	0.72%	0.0%	0.16%	0.0%	0.21%	0.07%	0.07%	0.15%	0.0%	0.09%	0.39%	0.47%	0.48%	0.15%	0.28%	0.42%	0.11%	0.0%	0.14%	0.47%	0.34%	0.33%	0.24%	0.28%	0.14%	0.23%	0.07%	0.20%	0.27%	0.41%	0.16%	0.26%	0.09%	0.20%	0.0%	0.16%	0.0%	0.21%	0.27%	0.06%	0.13%	0.15%	0.0%	0.20%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	153	2	4	2	1	3	1	0	4	3	3	1	4	1	4	18	4	5	6	2	2	2	2	2	2	4	5	2	2	2	6	1	5	2	4	3	0	3	1	2	3	2	0	1	0	4	4	3	3	2	2	0	2	4	1	2	0					
		0.23%	0.15%	0.36%	0.13%	0.10%	0.28%	0.11%	0.0%	0.37%	0.61%	0.27%	0.16%	0.33%	0.09%	0.28%	1.42%	0.28%	0.37%	0.45%	0.19%	0.15%	0.19%	0.19%	0.15%	0.14%	0.42%	0.58%	0.15%	0.14%	0.15%	0.51%	0.08%	0.40%	0.14%	0.29%	0.23%	0.0%	0.20%	0.06%	0.13%	0.25%	0.17%	0.0%	0.10%	0.0%	0.33%	0.28%	0.21%	0.20%	0.13%	0.13%	0.0%	0.14%	0.27%	0.15%	0.23%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	6797	153	143	166	125	113	81	30	67	30	83	25	89	76	136	104	139	122	144	64	143	99	79	160	143	81	99	135	105	133	88	148	113	139	128	139	145	162	156	158	147	103	118	93	117	146	109	173	161	175	165	160	209	213	63	93	109					
		10.35%	11.99%	12.92%	11.55%	13.00%	10.61%	9.19%	8.74%	6.36%	6.13%	7.55%	4.02%	7.47%	7.06%	9.81%	8.25%	9.91%	9.17%	10.96%	6.32%	11.40%	9.44%	7.69%	12.59%	10.07%	8.64%	11.51%	10.63%	7.81%	10.56%	7.51%	12.31%	9.11%	10.02%	9.53%	10.99%	10.97%	11.06%	10.55%	10.90%	12.34%	9.10%	11.57%	9.36%	10.08%	12.15%	7.76%	12.11%	11.24%	12.20%	11.27%	12.66%	15.12%	14.80%	9.81%	11.11%	11.86%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	104	0	2	5	3	1	1	1	2	2	0	1	10	2	4	3	2	5	2	1	1	0	2	1	0	2	0	3	0	0	0	1	2	4	1	0	6	1	4	1	0	0	3	0	0	2	4	2	3	4	4	0	0	0	1	3	2					
		0.15%	0.0%	0.18%	0.34%	0.31%	0.09%	0.11%	0.29%	0.18%	0.40%	0.0%	0.16%	0.83%	0.18%	0.28%	0.23%	0.14%	0.37%	0.15%	0.09%	0.07%	0.0%	0.19%	0.07%	0.0%	0.21%	0.0%	0.23%	0.0%	0.0%	0.0%	0.08%	0.16%	0.28%	0.07%	0.0%	0.45%	0.06%	0.27%	0.06%	0.0%	0.0%	0.29%	0.0%	0.0%	0.16%	0.28%	0.14%	0.20%	0.27%	0.27%	0.0%	0.0%	0.0%	0.15%	0.35%	0.21%					
35	"18. ""ЛДПР"""	10504	192	143	211	125	153	150	42	178	77	210	121	219	196	210	238	276	222	200	198	216	172	169	188	260	152	121	180	234	151	144	193	205	207	193	160	201	205	235	225	181	174	160	167	179	219	264	228	243	256	230	222	200	247	83	140	139					
		16.00%	15.04%	12.92%	14.69%	13.00%	14.36%	17.02%	12.24%	16.90%	15.74%	19.12%	19.48%	18.38%	18.21%	15.15%	18.88%	19.68%	16.69%	15.23%	19.56%	17.22%	16.41%	16.45%	14.80%	18.32%	16.22%	14.06%	14.18%	17.42%	11.99%	12.29%	16.05%	16.53%	14.92%	14.38%	12.65%	15.21%	14.00%	15.89%	15.52%	15.19%	15.38%	15.70%	16.81%	15.43%	18.23%	18.81%	15.96%	16.96%	17.85%	15.71%	17.57%	14.47%	17.16%	12.92%	16.72%	15.12%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1054	16	13	26	14	12	11	9	16	7	12	14	19	19	17	20	33	31	17	18	19	24	11	28	20	13	20	25	37	24	23	16	16	19	15	18	23	21	30	20	12	21	13	13	23	16	20	25	27	31	18	18	20	20	10	12	9					
		1.60%	1.25%	1.17%	1.81%	1.45%	1.12%	1.24%	2.62%	1.51%	1.43%	1.09%	2.25%	1.59%	1.76%	1.22%	1.58%	2.35%	2.33%	1.29%	1.77%	1.51%	2.29%	1.07%	2.20%	1.40%	1.38%	2.32%	1.97%	2.75%	1.90%	1.96%	1.33%	1.29%	1.36%	1.11%	1.42%	1.74%	1.43%	2.02%	1.38%	1.00%	1.85%	1.27%	1.30%	1.98%	1.33%	1.42%	1.75%	1.88%	2.16%	1.22%	1.42%	1.44%	1.38%	1.55%	1.43%	0.97%					
37	"20. ""Политическая партия ""Единая Россия"""	18926	400	335	401	270	284	253	110	321	126	352	205	341	315	386	369	392	367	369	319	400	292	307	345	410	255	253	380	415	351	353	346	369	387	424	392	381	414	445	439	368	356	288	296	372	354	409	412	405	389	410	341	419	424	123	141	146					
		28.83%	31.34%	30.28%	27.92%	28.09%	26.66%	28.71%	32.06%	30.48%	25.76%	32.05%	33.01%	28.63%	29.27%	27.84%	29.28%	27.96%	27.59%	28.10%	31.52%	31.89%	27.86%	29.89%	27.16%	28.89%	27.21%	29.41%	29.94%	30.90%	27.87%	30.14%	28.78%	29.75%	27.90%	31.59%	31.01%	28.84%	28.27%	30.10%	30.29%	30.89%	31.47%	28.26%	29.80%	32.06%	29.47%	29.15%	28.85%	28.28%	27.12%	28.00%	26.99%	30.31%	29.46%	19.15%	16.84%	15.88%					
38	"21. ""Российская Конституционно-демократическая партия"""	88	2	1	0	0	0	2	0	3	1	0	2	3	1	2	2	0	2	3	2	2	3	1	1	6	0	0	1	2	2	3	0	1	2	1	1	1	0	1	1	3	3	2	1	4	2	4	1	0	1	2	0	1	1	2	3	3					
		0.13%	0.15%	0.09%	0.0%	0.0%	0.0%	0.22%	0.0%	0.28%	0.20%	0.0%	0.32%	0.25%	0.09%	0.14%	0.15%	0.0%	0.15%	0.22%	0.19%	0.15%	0.28%	0.09%	0.07%	0.42%	0.0%	0.0%	0.07%	0.14%	0.15%	0.25%	0.0%	0.08%	0.14%	0.07%	0.07%	0.07%	0.0%	0.06%	0.06%	0.25%	0.26%	0.19%	0.10%	0.34%	0.16%	0.28%	0.07%	0.0%	0.06%	0.13%	0.0%	0.07%	0.06%	0.31%	0.35%	0.32%					
39	"22. ""Развитие предпринимательства"""	204	4	2	4	5	2	2	1	1	1	1	1	4	7	6	6	7	1	6	1	2	1	4	6	3	5	5	4	7	3	4	4	5	8	2	5	5	5	1	6	1	8	4	7	3	3	3	0	1	3	8	3	7	3	1	1	1					
		0.31%	0.31%	0.18%	0.27%	0.52%	0.18%	0.22%	0.29%	0.09%	0.20%	0.09%	0.16%	0.33%	0.65%	0.43%	0.47%	0.49%	0.07%	0.45%	0.09%	0.15%	0.09%	0.38%	0.47%	0.21%	0.53%	0.58%	0.31%	0.52%	0.23%	0.34%	0.33%	0.40%	0.57%	0.14%	0.39%	0.37%	0.34%	0.06%	0.41%	0.08%	0.70%	0.39%	0.70%	0.25%	0.24%	0.21%	0.0%	0.06%	0.20%	0.54%	0.23%	0.50%	0.20%	0.15%	0.11%	0.10%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	9651	210	167	249	120	146	101	45	163	71	136	112	182	167	185	169	206	192	184	115	142	163	166	212	196	142	130	198	183	204	180	196	158	225	213	198	197	235	224	206	103	129	182	151	166	164	181	190	199	161	212	178	166	149	167	228	237					
		14.70%	16.45%	15.09%	17.33%	12.48%	13.70%	11.46%	13.11%	15.47%	14.51%	12.38%	18.03%	15.28%	15.52%	13.34%	13.41%	14.69%	14.43%	14.01%	11.36%	11.32%	15.55%	16.16%	16.69%	13.81%	15.15%	15.11%	15.60%	13.62%	16.20%	15.37%	16.30%	12.74%	16.22%	15.87%	15.66%	14.91%	16.05%	15.15%	14.21%	8.64%	11.40%	17.86%	15.20%	14.31%	13.65%	12.90%	13.30%	13.89%	11.22%	14.48%	14.09%	12.01%	10.35%	26.01%	27.24%	25.78%					
																																																															
41	Против всех	3674	69	60	76	43	68	61	11	55	19	66	26	69	65	74	92	73	63	75	67	60	72	59	58	76	60	38	54	82	85	53	73	72	94	83	53	63	81	84	69	78	67	45	59	71	65	85	98	72	84	91	75	80	92	27	32	52					
		5.59%	5.40%	5.42%	5.29%	4.47%	6.38%	6.92%	3.20%	5.22%	3.88%	6.01%	4.18%	5.79%	6.04%	5.33%	7.30%	5.20%	4.73%	5.71%	6.62%	4.78%	6.87%	5.74%	4.56%	5.35%	6.40%	4.41%	4.25%	6.10%	6.75%	4.52%	6.07%	5.80%	6.77%	6.18%	4.19%	4.76%	5.53%	5.68%	4.76%	6.54%	5.92%	4.41%	5.94%	6.12%	5.41%	6.05%	6.86%	5.02%	5.85%	6.21%	5.93%	5.78%	6.39%	4.20%	3.82%	5.65%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
