Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Кировская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №496	УИК №497	УИК №498					
23	6.Политическая партия «Партия социальной справедливости»	57	7	0	5	3	6	6	2	1	3	4	4	3	1	2	4	4	0	1	1					
		0.32%	0.51%	0.00%	0.48%	0.29%	0.63%	0.62%	0.21%	0.11%	0.30%	0.40%	0.42%	0.32%	0.11%	0.20%	0.43%	0.40%	0.00%	0.12%	0.16%					
24	7.Политическая партия «Либерально-демократическая партия России»	2537	226	249	129	142	141	128	130	129	125	131	113	114	130	136	136	148	9	113	108					
		14.07%	16.47%	16.25%	12.49%	13.81%	14.69%	13.24%	13.86%	14.33%	12.54%	13.05%	11.81%	12.32%	13.87%	13.71%	14.58%	14.84%	9.09%	13.58%	17.20%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3152	256	289	213	213	188	165	163	139	167	166	163	167	150	174	123	179	15	137	85					
		17.48%	18.66%	18.86%	20.62%	20.72%	19.58%	17.06%	17.38%	15.44%	16.75%	16.53%	17.03%	18.05%	16.01%	17.54%	13.18%	17.95%	15.15%	16.47%	13.54%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	215	13	12	20	7	6	18	18	10	8	16	17	6	13	13	7	18	0	6	7					
		1.19%	0.95%	0.78%	1.94%	0.68%	0.63%	1.86%	1.92%	1.11%	0.80%	1.59%	1.78%	0.65%	1.39%	1.31%	0.75%	1.81%	0.00%	0.72%	1.11%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8902	640	749	459	466	454	488	472	473	486	445	458	484	498	472	504	485	61	475	333					
		49.37%	46.65%	48.89%	44.43%	45.33%	47.29%	50.47%	50.32%	52.56%	48.75%	44.32%	47.86%	52.32%	53.15%	47.58%	54.02%	48.65%	61.62%	57.09%	53.03%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	248	13	16	7	13	13	14	17	11	21	29	19	10	24	15	11	9	1	1	4					
		1.38%	0.95%	1.04%	0.68%	1.26%	1.35%	1.45%	1.81%	1.22%	2.11%	2.89%	1.99%	1.08%	2.56%	1.51%	1.18%	0.90%	1.01%	0.12%	0.64%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
