Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
"Наименование Избирательной комиссии:    Грозный, Октябрьская"																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №441	УИК №461	УИК №462	УИК №468									
14	Число погашенных неиспользованных открепительных удостоверений	321	20	20	20	19	19	18	10	10	10	20	20	19	10	9	9	10	20	10	13	19	16	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	112	5	6	3	5	8	6	4	9	5	4	6	4	3	2	5	4	5	3	6	7	8	4									
		0.31%	0.34%	0.30%	0.28%	0.27%	0.34%	0.26%	0.20%	0.36%	0.24%	0.27%	0.27%	0.24%	0.42%	0.39%	0.25%	0.21%	0.41%	0.32%	0.28%	0.28%	0.66%	0.84%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	283	8	12	14	11	14	10	24	22	20	18	11	17	12	6	21	8	9	7	16	14	6	3									
		0.77%	0.54%	0.61%	1.32%	0.60%	0.60%	0.43%	1.17%	0.87%	0.97%	1.22%	0.49%	1.02%	1.69%	1.18%	1.04%	0.42%	0.74%	0.74%	0.74%	0.57%	0.50%	0.63%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	49	2	3	1	2	3	2	1	2	1	2	3	2	0	0	3	4	2	1	3	5	4	3									
		0.13%	0.13%	0.15%	0.09%	0.11%	0.13%	0.09%	0.05%	0.08%	0.05%	0.14%	0.13%	0.12%	0.00%	0.00%	0.15%	0.21%	0.16%	0.11%	0.14%	0.20%	0.33%	0.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	34724	1389	1855	991	1753	2243	2218	1929	2394	1960	1364	2167	1578	664	476	1913	1785	1153	896	2080	2331	1136	449									
		94.61%	93.60%	94.26%	93.58%	95.27%	95.49%	95.03%	94.37%	94.55%	94.96%	92.60%	96.01%	94.83%	93.79%	93.89%	94.84%	94.34%	94.28%	94.12%	95.63%	94.14%	94.20%	93.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	106	2	6	4	6	9	5	3	6	4	5	7	4	3	2	6	4	3	2	6	7	9	3									
		0.29%	0.13%	0.30%	0.38%	0.33%	0.38%	0.21%	0.15%	0.24%	0.19%	0.34%	0.31%	0.24%	0.42%	0.39%	0.30%	0.21%	0.25%	0.21%	0.28%	0.28%	0.75%	0.63%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1									
		0.02%	0.07%	0.00%	0.00%	0.05%	0.00%	0.04%	0.00%	0.04%	0.00%	0.07%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.04%	0.00%	0.21%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	7	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	1	1	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.04%	0.08%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1									
		0.02%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.25%	0.21%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	64	2	3	1	2	3	4	0	3	2	4	3	2	3	2	1	3	2	3	1	8	10	2									
		0.17%	0.13%	0.15%	0.09%	0.11%	0.13%	0.17%	0.00%	0.12%	0.10%	0.27%	0.13%	0.12%	0.42%	0.39%	0.05%	0.16%	0.16%	0.32%	0.05%	0.32%	0.83%	0.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	0	1	0	1	2	0	2	1	2	1	0	0	1	2	1	0	0	1	0	3	2	1									
		0.06%	0.00%	0.05%	0.00%	0.05%	0.09%	0.00%	0.10%	0.04%	0.10%	0.07%	0.00%	0.00%	0.14%	0.39%	0.05%	0.00%	0.00%	0.11%	0.00%	0.12%	0.17%	0.21%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	9	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0									
		0.02%	0.07%	0.00%	0.00%	0.05%	0.00%	0.04%	0.00%	0.04%	0.00%	0.07%	0.00%	0.06%	0.00%	0.20%	0.00%	0.05%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0									
		0.01%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	103	3	2	4	3	5	4	5	7	0	3	7	5	4	3	6	7	3	6	4	11	9	2									
		0.28%	0.20%	0.10%	0.38%	0.16%	0.21%	0.17%	0.24%	0.28%	0.00%	0.20%	0.31%	0.30%	0.56%	0.59%	0.30%	0.37%	0.25%	0.63%	0.18%	0.44%	0.75%	0.42%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1195	71	78	40	54	60	83	75	84	68	70	52	50	16	13	59	75	45	33	59	84	17	9									
		3.26%	4.78%	3.96%	3.78%	2.93%	2.55%	3.56%	3.67%	3.32%	3.29%	4.75%	2.30%	3.00%	2.26%	2.56%	2.93%	3.96%	3.68%	3.47%	2.71%	3.39%	1.41%	1.88%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
