Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																				
Дата голосования: 18.09.2016																																																																				
																																																																				
Наименование Избирательной комиссии:    Туапсинская районная																																																																				
																																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																																				
																																																																				
		Сумма	УИК №5301	УИК №5302	УИК №5303	УИК №5304	УИК №5305	УИК №5306	УИК №5307	УИК №5308	УИК №5309	УИК №5310	УИК №5311	УИК №5312	УИК №5313	УИК №5314	УИК №5315	УИК №5316	УИК №5317	УИК №5318	УИК №5319	УИК №5320	УИК №5321	УИК №5322	УИК №5323	УИК №5324	УИК №5325	УИК №5326	УИК №5327	УИК №5328	УИК №5329	УИК №5330	УИК №5331	УИК №5332	УИК №5333	УИК №5334	УИК №5335	УИК №5336	УИК №5337	УИК №5338	УИК №5339	УИК №5340	УИК №5341	УИК №5342	УИК №5343	УИК №5344	УИК №5345	УИК №5346	УИК №5347	УИК №5348	УИК №5349	УИК №5350	УИК №5351	УИК №5352	УИК №5353	УИК №5354	УИК №5355	УИК №5356	УИК №5357									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	942	10	30	10	10	20	20	30	20	20	20	20	30	30	30	30	10	20	30	20	10	20	32	20	30	30	20	20	20	10	10	5	5	10	10	20	20	30	5	5	20	10	5	20	10	10	10	30	5	5	5	10	10	10	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	768	10	30	10	10	20	20	30	20	20	20	20	30	30	8	1	10	4	6	4	10	20	32	20	30	30	20	20	20	10	10	5	5	10	10	20	20	30	5	5	20	10	0	9	4	1	0	4	5	5	5	10	10	10	10	10	10	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1214	6	7	0	24	10	35	90	6	104	2	5	23	33	48	122	2	14	59	158	26	80	80	54	37	7	20	33	25	3	3	6	6	4	3	0	3	5	2	0	5	4	7	1	4	4	4	6	6	3	0	5	0	1	8	6	2	3									
14	Число погашенных неиспользованных открепительных удостоверений	174	0	0	0	0	0	0	0	0	0	0	0	0	0	22	29	0	16	24	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	6	9	10	26	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	0	2	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	6	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	301	1	12	2	5	10	4	0	0	15	4	2	16	18	13	19	2	9	14	6	5	12	15	1	8	3	4	9	0	5	11	0	0	2	3	8	2	0	3	0	12	1	0	3	3	5	0	7	0	0	0	1	2	6	3	5	5	5									
		1.01%	0.26%	1.36%	0.69%	1.47%	1.19%	0.77%	0.00%	0.00%	2.31%	0.68%	0.38%	1.53%	1.82%	1.26%	2.13%	1.31%	1.23%	2.47%	1.36%	1.72%	1.35%	1.37%	0.08%	0.67%	0.27%	0.54%	1.40%	0.00%	2.23%	4.91%	0.00%	0.00%	0.65%	0.87%	0.98%	0.90%	0.00%	1.74%	0.00%	1.78%	0.25%	0.00%	0.57%	1.52%	1.72%	0.00%	1.40%	0.00%	0.00%	0.00%	0.37%	0.43%	1.57%	0.64%	1.31%	1.24%	1.15%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	536	8	16	8	6	10	11	1	0	21	10	15	11	35	34	25	13	10	19	9	4	16	10	2	13	34	10	19	8	4	9	0	3	5	8	13	4	2	1	5	6	7	0	9	0	7	4	23	2	0	3	3	7	5	3	7	6	12									
		1.81%	2.05%	1.82%	2.78%	1.76%	1.19%	2.11%	0.08%	0.00%	3.23%	1.71%	2.82%	1.05%	3.54%	3.29%	2.80%	8.50%	1.37%	3.36%	2.05%	1.38%	1.80%	0.92%	0.17%	1.09%	3.06%	1.36%	2.95%	2.35%	1.79%	4.02%	0.00%	2.50%	1.62%	2.33%	1.59%	1.80%	0.25%	0.58%	3.23%	0.89%	1.75%	0.00%	1.71%	0.00%	2.41%	2.19%	4.61%	2.13%	0.00%	2.68%	1.12%	1.50%	1.31%	0.64%	1.84%	1.49%	2.77%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	385	2	25	5	2	12	4	8	0	9	12	6	11	20	20	28	3	12	7	9	4	23	8	2	0	9	10	13	2	1	9	0	2	5	9	8	5	0	5	0	11	2	2	8	2	7	2	2	4	0	2	2	0	6	7	5	4	9									
		1.30%	0.51%	2.84%	1.74%	0.59%	1.43%	0.77%	0.65%	0.00%	1.38%	2.05%	1.13%	1.05%	2.02%	1.94%	3.13%	1.96%	1.65%	1.24%	2.05%	1.38%	2.58%	0.73%	0.17%	0.00%	0.81%	1.36%	2.02%	0.59%	0.45%	4.02%	0.00%	1.67%	1.62%	2.62%	0.98%	2.25%	0.00%	2.91%	0.00%	1.63%	0.50%	2.90%	1.52%	1.01%	2.41%	1.09%	0.40%	4.26%	0.00%	1.79%	0.75%	0.00%	1.57%	1.50%	1.31%	0.99%	2.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18079	238	593	169	197	303	303	418	417	367	402	419	715	465	690	453	74	606	257	190	199	555	642	638	907	703	468	423	230	136	111	46	71	223	134	517	85	573	112	97	383	311	50	336	113	195	136	329	54	62	68	221	284	260	340	276	239	276									
		60.89%	61.03%	67.31%	58.68%	57.77%	36.11%	58.16%	33.85%	60.43%	56.46%	68.60%	78.91%	68.55%	47.02%	66.86%	50.67%	48.37%	83.13%	45.41%	43.18%	68.62%	62.36%	58.85%	53.79%	76.03%	63.33%	63.59%	65.58%	67.65%	60.71%	49.55%	56.79%	59.17%	72.17%	38.95%	63.28%	38.29%	70.31%	65.12%	62.58%	56.66%	77.75%	72.46%	64.00%	57.07%	67.24%	74.32%	65.93%	57.45%	71.26%	60.71%	82.46%	60.94%	68.24%	72.81%	72.44%	59.45%	63.74%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	164	1	1	1	2	3	11	0	0	4	2	8	5	12	4	6	1	2	4	6	0	8	10	1	5	3	5	5	1	1	2	0	0	1	3	0	2	0	0	0	11	0	0	3	0	1	0	2	0	0	0	0	9	1	6	3	3	5									
		0.55%	0.26%	0.11%	0.35%	0.59%	0.36%	2.11%	0.00%	0.00%	0.62%	0.34%	1.51%	0.48%	1.21%	0.39%	0.67%	0.65%	0.27%	0.71%	1.36%	0.00%	0.90%	0.92%	0.08%	0.42%	0.27%	0.68%	0.78%	0.29%	0.45%	0.89%	0.00%	0.00%	0.32%	0.87%	0.00%	0.90%	0.00%	0.00%	0.00%	1.63%	0.00%	0.00%	0.57%	0.00%	0.34%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	1.93%	0.26%	1.28%	0.79%	0.75%	1.15%									
24	"6. Политическая партия ""Гражданская Платформа"""	58	1	3	1	1	6	1	0	0	0	3	0	3	1	2	1	0	0	0	1	0	0	10	1	2	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	5	0	1	0	2	0									
		0.20%	0.26%	0.34%	0.35%	0.29%	0.72%	0.19%	0.00%	0.00%	0.00%	0.51%	0.00%	0.29%	0.10%	0.19%	0.11%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.92%	0.08%	0.17%	0.00%	0.14%	0.00%	0.00%	0.00%	2.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	1.07%	0.00%	0.21%	0.00%	0.50%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4188	62	112	32	57	381	44	501	167	102	41	32	97	166	65	151	10	40	115	69	24	122	109	117	81	41	109	65	53	42	31	19	15	24	124	78	78	81	33	17	68	52	4	99	20	28	29	59	11	9	11	12	60	44	48	38	45	44									
		14.10%	15.90%	12.71%	11.11%	16.72%	45.41%	8.45%	40.57%	24.20%	15.69%	6.99%	6.03%	9.30%	16.78%	6.30%	16.89%	6.54%	5.49%	20.32%	15.68%	8.28%	13.71%	9.99%	9.87%	6.79%	3.69%	14.81%	10.08%	15.59%	18.75%	13.84%	23.46%	12.50%	7.77%	36.05%	9.55%	35.14%	9.94%	19.19%	10.97%	10.06%	13.00%	5.80%	18.86%	10.10%	9.66%	15.85%	11.82%	11.70%	10.34%	9.82%	4.48%	12.88%	11.55%	10.28%	9.97%	11.19%	10.16%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	109	0	5	1	1	6	1	0	0	6	1	3	4	4	7	6	1	1	4	2	0	4	4	1	3	3	5	3	2	1	0	1	2	1	0	1	3	0	2	0	0	4	0	1	1	0	0	3	0	0	3	1	2	1	2	0	2	0									
		0.37%	0.00%	0.57%	0.35%	0.29%	0.72%	0.19%	0.00%	0.00%	0.92%	0.17%	0.56%	0.38%	0.40%	0.68%	0.67%	0.65%	0.14%	0.71%	0.45%	0.00%	0.45%	0.37%	0.08%	0.25%	0.27%	0.68%	0.47%	0.59%	0.45%	0.00%	1.23%	1.67%	0.32%	0.00%	0.12%	1.35%	0.00%	1.16%	0.00%	0.00%	1.00%	0.00%	0.19%	0.51%	0.00%	0.00%	0.60%	0.00%	0.00%	2.68%	0.37%	0.43%	0.26%	0.43%	0.00%	0.50%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	239	1	1	1	0	3	5	0	0	5	0	3	4	10	9	3	0	3	9	2	15	6	6	74	7	16	0	0	2	0	7	0	0	0	1	2	2	0	0	0	7	1	1	3	8	0	1	2	0	0	0	1	1	2	9	1	2	3									
		0.80%	0.26%	0.11%	0.35%	0.00%	0.36%	0.96%	0.00%	0.00%	0.77%	0.00%	0.56%	0.38%	1.01%	0.87%	0.34%	0.00%	0.41%	1.59%	0.45%	5.17%	0.67%	0.55%	6.24%	0.59%	1.44%	0.00%	0.00%	0.59%	0.00%	3.13%	0.00%	0.00%	0.00%	0.29%	0.24%	0.90%	0.00%	0.00%	0.00%	1.04%	0.25%	1.45%	0.57%	4.04%	0.00%	0.55%	0.40%	0.00%	0.00%	0.00%	0.37%	0.21%	0.52%	1.93%	0.26%	0.50%	0.69%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	39	0	2	0	1	5	0	0	0	1	0	1	0	1	3	1	2	2	0	2	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	2	0	0	1	0	0	0	0	0	0	2	0	1	0									
		0.13%	0.00%	0.23%	0.00%	0.29%	0.60%	0.00%	0.00%	0.00%	0.15%	0.00%	0.19%	0.00%	0.10%	0.29%	0.11%	1.31%	0.27%	0.00%	0.45%	0.00%	0.00%	0.27%	0.08%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.19%	1.01%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.25%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	273	2	2	1	2	6	9	6	0	5	6	2	12	17	13	18	4	4	7	11	1	16	10	1	8	10	4	7	1	2	7	2	1	11	3	8	2	5	0	0	9	1	0	4	2	3	0	4	3	0	0	4	2	0	4	3	7	1									
		0.92%	0.51%	0.23%	0.35%	0.59%	0.72%	1.73%	0.49%	0.00%	0.77%	1.02%	0.38%	1.15%	1.72%	1.26%	2.01%	2.61%	0.55%	1.24%	2.50%	0.34%	1.80%	0.92%	0.08%	0.67%	0.90%	0.54%	1.09%	0.29%	0.89%	3.13%	2.47%	0.83%	3.56%	0.87%	0.98%	0.90%	0.61%	0.00%	0.00%	1.33%	0.25%	0.00%	0.76%	1.01%	1.03%	0.00%	0.80%	3.19%	0.00%	0.00%	1.49%	0.43%	0.00%	0.86%	0.79%	1.74%	0.23%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3497	36	57	41	31	26	74	178	37	89	70	37	105	165	131	127	36	20	91	99	19	98	150	249	93	268	86	72	35	21	23	13	8	20	33	123	33	86	15	22	89	15	11	49	27	30	4	39	13	10	15	20	52	45	33	21	49	58									
		11.78%	9.23%	6.47%	14.24%	9.09%	3.10%	14.20%	14.41%	5.36%	13.69%	11.95%	6.97%	10.07%	16.68%	12.69%	14.21%	23.53%	2.74%	16.08%	22.50%	6.55%	11.01%	13.75%	20.99%	7.80%	24.14%	11.68%	11.16%	10.29%	9.38%	10.27%	16.05%	6.67%	6.47%	9.59%	15.06%	14.86%	10.55%	8.72%	14.19%	13.17%	3.75%	15.94%	9.33%	13.64%	10.34%	2.19%	7.82%	13.83%	11.49%	13.39%	7.46%	11.16%	11.81%	7.07%	5.51%	12.19%	13.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	98	0	1	0	0	1	0	0	0	1	1	0	4	7	5	10	0	0	2	2	1	1	9	1	2	2	6	1	0	0	1	0	0	0	12	0	0	0	0	0	14	1	0	1	2	0	0	0	0	0	1	0	3	0	0	3	0	3									
		0.33%	0.00%	0.11%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.15%	0.17%	0.00%	0.38%	0.71%	0.48%	1.12%	0.00%	0.00%	0.35%	0.45%	0.34%	0.11%	0.82%	0.08%	0.17%	0.18%	0.82%	0.16%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	3.49%	0.00%	0.00%	0.00%	0.00%	0.00%	2.07%	0.25%	0.00%	0.19%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.64%	0.00%	0.00%	0.79%	0.00%	0.69%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1503	35	51	26	32	67	54	114	67	25	31	3	49	46	22	27	1	14	21	20	13	27	85	96	57	12	15	23	5	7	5	0	18	15	9	59	2	68	1	14	54	4	1	7	18	14	4	20	7	6	9	3	38	6	9	16	37	14									
		5.06%	8.97%	5.79%	9.03%	9.38%	7.99%	10.36%	9.23%	9.71%	3.85%	5.29%	0.56%	4.70%	4.65%	2.13%	3.02%	0.65%	1.92%	3.71%	4.55%	4.48%	3.03%	7.79%	8.09%	4.78%	1.08%	2.04%	3.57%	1.47%	3.13%	2.23%	0.00%	15.00%	4.85%	2.62%	7.22%	0.90%	8.34%	0.58%	9.03%	7.99%	1.00%	1.45%	1.33%	9.09%	4.83%	2.19%	4.01%	7.45%	6.90%	8.04%	1.12%	8.15%	1.57%	1.93%	4.20%	9.20%	3.23%									
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
