Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
"Наименование Избирательной комиссии:    Владивосток, Первореченская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №1334	УИК №1335	УИК №1336					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	3000	50	50	50	50	75	75	75	75	75	75	75	75	50	75	75	75	75	50	50	75	75	50	50	50	50	75	75	75	75	50	75	75	50	50	75	105	50	50	50	50	50	50	50	45	75	25	25	25	25	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1016	11	14	8	9	16	17	15	20	17	25	21	19	16	10	20	24	45	19	21	63	18	27	10	15	11	19	19	22	10	29	16	14	16	26	59	96	11	8	17	15	13	9	8	37	54	3	0	0	13	11	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	757	8	21	15	4	8	10	10	18	13	11	14	15	19	13	21	13	31	12	17	63	8	9	10	32	12	13	9	8	7	15	11	14	15	15	8	20	13	8	12	9	31	18	22	21	22	4	16	0	5	28	6					
14	Число погашенных неиспользованных открепительных удостоверений	1984	39	36	42	41	59	58	60	55	58	50	54	56	34	65	55	51	30	31	29	12	57	23	40	35	39	56	56	53	65	21	59	61	34	24	16	9	39	42	33	35	37	41	42	8	21	22	25	25	12	14	25					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	1328	34	43	37	30	46	38	46	31	31	26	42	29	36	40	65	36	24	33	33	9	36	37	12	39	40	36	29	31	22	20	24	27	30	39	19	13	13	9	36	39	21	9	13	4	6	5	2	3	0	2	3					
		2.59%	3.06%	3.64%	4.55%	3.01%	3.30%	2.89%	3.50%	2.25%	2.81%	2.16%	3.14%	2.26%	3.39%	3.67%	3.33%	2.75%	1.57%	4.29%	2.61%	0.66%	3.13%	2.55%	3.13%	2.99%	3.35%	2.64%	2.72%	2.50%	1.83%	1.93%	1.99%	2.22%	2.51%	2.89%	1.05%	1.43%	1.92%	1.56%	3.58%	3.32%	2.07%	1.78%	2.54%	1.22%	1.53%	2.28%	1.20%	2.00%	0.00%	0.48%	1.85%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1001	24	23	11	23	28	24	24	31	24	21	23	23	19	19	26	28	49	18	23	5	27	33	3	47	47	33	20	30	17	24	14	23	28	33	11	8	16	14	23	19	25	8	15	6	4	3	0	0	0	4	0					
		1.95%	2.16%	1.95%	1.35%	2.31%	2.01%	1.82%	1.82%	2.25%	2.17%	1.75%	1.72%	1.80%	1.79%	1.74%	1.33%	2.14%	3.21%	2.34%	1.82%	0.37%	2.34%	2.28%	0.78%	3.61%	3.94%	2.42%	1.87%	2.42%	1.41%	2.32%	1.17%	1.89%	2.35%	2.44%	0.61%	0.88%	2.36%	2.43%	2.29%	1.62%	2.47%	1.58%	2.93%	1.83%	1.02%	1.37%	0.00%	0.00%	0.00%	0.96%	0.00%					
20	3.Политическая партия «Демократическая партия России»	121	5	3	0	1	2	5	6	1	2	1	2	4	0	4	3	5	3	4	3	2	3	2	1	2	1	4	1	4	1	0	5	5	3	4	0	2	1	4	6	7	2	1	1	1	1	1	0	0	1	1	0					
		0.24%	0.45%	0.25%	0.00%	0.10%	0.14%	0.38%	0.46%	0.07%	0.18%	0.08%	0.15%	0.31%	0.00%	0.37%	0.15%	0.38%	0.20%	0.52%	0.24%	0.15%	0.26%	0.14%	0.26%	0.15%	0.08%	0.29%	0.09%	0.32%	0.08%	0.00%	0.42%	0.41%	0.25%	0.30%	0.00%	0.22%	0.15%	0.69%	0.60%	0.60%	0.20%	0.20%	0.20%	0.31%	0.26%	0.46%	0.00%	0.00%	0.49%	0.24%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6814	197	202	110	151	212	172	172	174	157	140	188	183	160	136	221	242	228	116	190	52	145	215	69	220	186	154	148	164	145	171	142	116	226	303	69	55	87	90	134	225	124	64	67	18	15	11	8	10	10	16	4					
		13.28%	17.73%	17.10%	13.53%	15.15%	15.22%	13.06%	13.07%	12.64%	14.22%	11.65%	14.06%	14.29%	15.08%	12.49%	11.33%	18.47%	14.93%	15.08%	15.01%	3.84%	12.59%	14.84%	17.97%	16.90%	15.58%	11.27%	13.86%	13.22%	12.06%	16.51%	11.82%	9.56%	18.94%	22.43%	3.81%	6.06%	12.85%	15.63%	13.33%	19.15%	12.24%	12.62%	13.09%	5.50%	3.83%	5.02%	4.79%	6.67%	4.90%	3.84%	2.47%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	835	34	13	19	12	16	15	20	28	13	36	14	25	21	12	22	32	15	12	24	4	15	25	9	24	37	27	16	16	17	13	18	28	34	36	5	5	9	14	30	16	17	5	6	8	8	3	0	2	1	4	0					
		1.63%	3.06%	1.10%	2.34%	1.20%	1.15%	1.14%	1.52%	2.03%	1.18%	2.99%	1.05%	1.95%	1.98%	1.10%	1.13%	2.44%	0.98%	1.56%	1.90%	0.30%	1.30%	1.73%	2.34%	1.84%	3.10%	1.98%	1.50%	1.29%	1.41%	1.25%	1.50%	2.31%	2.85%	2.66%	0.28%	0.55%	1.33%	2.43%	2.99%	1.36%	1.68%	0.99%	1.17%	2.45%	2.04%	1.37%	0.00%	1.33%	0.49%	0.96%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	193	2	8	2	6	3	8	8	4	3	5	4	3	4	1	6	7	7	5	4	1	7	3	1	7	3	5	5	4	3	4	7	2	3	5	5	5	3	4	5	1	5	0	2	3	5	1	0	0	0	4	0					
		0.38%	0.18%	0.68%	0.25%	0.60%	0.22%	0.61%	0.61%	0.29%	0.27%	0.42%	0.30%	0.23%	0.38%	0.09%	0.31%	0.53%	0.46%	0.65%	0.32%	0.07%	0.61%	0.21%	0.26%	0.54%	0.25%	0.37%	0.47%	0.32%	0.25%	0.39%	0.58%	0.16%	0.25%	0.37%	0.28%	0.55%	0.44%	0.69%	0.50%	0.09%	0.49%	0.00%	0.39%	0.92%	1.28%	0.46%	0.00%	0.00%	0.00%	0.96%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	7931	136	158	150	134	186	207	193	223	190	210	182	185	166	231	356	222	264	163	272	157	166	259	55	165	144	201	158	204	183	139	168	198	153	164	273	180	106	84	139	132	203	65	82	44	52	35	35	17	29	89	24					
		15.45%	12.24%	13.38%	18.45%	13.44%	13.35%	15.72%	14.67%	16.19%	17.21%	17.47%	13.61%	14.44%	15.65%	21.21%	18.26%	16.95%	17.29%	21.20%	21.48%	11.60%	14.41%	17.87%	14.32%	12.67%	12.06%	14.71%	14.79%	16.44%	15.22%	13.42%	13.99%	16.31%	12.82%	12.14%	15.09%	19.82%	15.66%	14.58%	13.83%	11.23%	20.04%	12.82%	16.02%	13.46%	13.27%	15.98%	20.96%	11.33%	14.22%	21.34%	14.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6703	143	170	82	153	242	211	187	156	171	143	219	202	158	124	186	167	182	82	156	34	158	211	52	195	200	207	165	155	206	161	181	157	209	198	144	80	99	65	153	189	117	77	44	23	19	8	11	7	14	21	9					
		13.06%	12.87%	14.39%	10.09%	15.35%	17.37%	16.02%	14.21%	11.33%	15.49%	11.90%	16.38%	15.77%	14.89%	11.39%	9.54%	12.75%	11.92%	10.66%	12.32%	2.51%	13.72%	14.56%	13.54%	14.98%	16.75%	15.15%	15.45%	12.49%	17.14%	15.54%	15.07%	12.93%	17.52%	14.66%	7.96%	8.81%	14.62%	11.28%	15.22%	16.09%	11.55%	15.19%	8.59%	7.03%	4.85%	3.65%	6.59%	4.67%	6.86%	5.04%	5.56%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1391	31	20	25	28	45	50	44	35	29	20	37	37	34	33	38	40	36	20	42	18	35	43	13	30	31	44	36	39	35	33	38	49	36	50	15	14	16	17	30	48	27	8	14	10	4	2	2	2	3	4	1					
		2.71%	2.79%	1.69%	3.08%	2.81%	3.23%	3.80%	3.34%	2.54%	2.63%	1.66%	2.77%	2.89%	3.20%	3.03%	1.95%	3.05%	2.36%	2.60%	3.32%	1.33%	3.04%	2.97%	3.39%	2.30%	2.60%	3.22%	3.37%	3.14%	2.91%	3.19%	3.16%	4.04%	3.02%	3.70%	0.83%	1.54%	2.36%	2.95%	2.99%	4.09%	2.67%	1.58%	2.73%	3.06%	1.02%	0.91%	1.20%	1.33%	1.47%	0.96%	0.62%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	22052	440	462	330	402	538	532	554	612	424	523	535	516	393	416	917	452	643	267	452	1040	490	544	142	466	417	546	434	508	491	402	545	541	397	407	1206	517	298	234	372	423	415	237	246	192	269	139	103	102	141	259	121					
		42.96%	39.60%	39.12%	40.59%	40.32%	38.62%	40.39%	42.10%	44.44%	38.41%	43.51%	40.01%	40.28%	37.04%	38.20%	47.03%	34.50%	42.11%	34.72%	35.70%	76.81%	42.53%	37.54%	36.98%	35.79%	34.92%	39.97%	40.64%	40.93%	40.85%	38.80%	45.38%	44.56%	33.28%	30.13%	66.67%	56.94%	44.02%	40.63%	37.01%	36.00%	40.97%	46.75%	48.05%	58.72%	68.62%	63.47%	61.68%	68.00%	69.12%	62.11%	74.69%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1842	44	45	29	31	57	33	34	49	45	57	55	45	41	46	58	48	56	29	43	8	42	45	22	74	63	62	39	64	51	48	37	35	53	84	26	7	18	28	43	56	37	18	10	9	3	6	1	5	3	0	0					
		3.59%	3.96%	3.81%	3.57%	3.11%	4.09%	2.51%	2.58%	3.56%	4.08%	4.74%	4.11%	3.51%	3.86%	4.22%	2.97%	3.66%	3.67%	3.77%	3.40%	0.59%	3.65%	3.11%	5.73%	5.68%	5.28%	4.54%	3.65%	5.16%	4.24%	4.63%	3.08%	2.88%	4.44%	6.22%	1.44%	0.77%	2.66%	4.86%	4.28%	4.77%	3.65%	3.55%	1.95%	2.75%	0.77%	2.74%	0.60%	3.33%	1.47%	0.00%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
