Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																															
Дата голосования: 02.12.2007																																																																															
																																																																															
"Наименование Избирательной комиссии:    Воронеж, Советская"																																																																															
																																																																															
Сводная таблица результатов выборов																																																																															
																																																																															
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1999	30	40	40	40	40	30	25	20	20	30	25	36	25	20	31	30	15	26	43	30	0	46	20	33	40	20	33	25	20	33	25	20	32	42	31	41	18	43	30	20	30	20	0	30	30	35	21	14	18	20	28	39	30	30	25	25	53	40	20	35	40	38	25	78	25	20	20	26	16	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1677	30	35	35	33	32	24	21	18	16	27	23	35	22	19	28	30	15	24	41	23	0	37	20	29	26	19	32	20	20	31	21	18	30	36	23	35	16	29	20	20	23	16	0	26	26	27	21	11	12	17	25	32	24	23	23	21	35	25	15	19	34	30	19	70	22	19	20	16	13	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1614	16	65	20	28	14	17	20	24	18	15	25	25	20	10	15	21	23	15	26	25	76	17	26	14	15	10	4	13	8	22	48	16	27	23	18	15	14	23	5	15	15	10	140	10	25	69	21	14	18	16	25	13	9	35	24	22	33	7	4	25	35	9	16	7	22	13	11	13	10	11	43	38					
14	Число погашенных неиспользованных открепительных удостоверений	322	0	5	5	7	8	6	4	2	4	3	2	1	3	1	3	0	0	2	2	7	0	9	0	4	14	1	1	5	0	2	4	2	2	6	8	6	2	14	10	0	7	4	0	4	4	8	0	3	6	3	3	7	6	7	2	4	18	15	5	16	6	8	6	8	3	1	0	10	3	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																															
18	1.Политическая партия «Аграрная партия России»	2216	30	54	40	37	37	30	24	39	20	38	29	42	25	18	8	34	28	32	40	43	10	41	17	34	24	45	37	44	32	40	28	44	27	30	31	43	9	62	40	42	39	36	4	22	26	37	33	19	13	36	59	46	32	21	38	46	46	33	19	37	57	32	23	34	19	32	25	14	9	1	0	0					
		2.48%	1.91%	3.16%	2.38%	2.14%	2.39%	2.07%	2.37%	2.62%	1.81%	2.70%	2.11%	2.92%	2.05%	1.85%	0.61%	2.58%	3.77%	3.01%	2.69%	3.55%	1.69%	2.56%	1.45%	2.41%	1.62%	3.03%	2.32%	3.49%	2.79%	2.89%	2.31%	4.14%	1.79%	1.81%	2.06%	2.54%	2.48%	4.17%	2.91%	2.73%	3.01%	2.09%	1.25%	1.92%	1.81%	2.36%	2.49%	2.38%	1.86%	2.82%	3.76%	3.04%	2.56%	2.33%	2.88%	3.26%	3.14%	2.64%	2.02%	2.90%	3.42%	2.06%	2.18%	2.30%	1.82%	2.19%	1.73%	1.55%	1.72%	0.48%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1302	17	20	21	15	12	23	11	13	22	24	20	19	9	18	15	35	15	19	29	29	5	20	19	29	26	24	12	25	12	17	17	18	23	26	29	19	2	17	27	17	20	33	2	15	24	17	26	15	7	20	24	20	20	10	17	21	28	24	26	32	19	12	14	17	9	24	12	13	9	0	0	2					
		1.46%	1.08%	1.17%	1.25%	0.87%	0.78%	1.59%	1.09%	0.87%	1.99%	1.71%	1.46%	1.32%	0.74%	1.85%	1.14%	2.65%	2.02%	1.79%	1.95%	2.40%	0.85%	1.25%	1.62%	2.06%	1.75%	1.61%	0.75%	1.99%	1.05%	1.23%	1.40%	1.69%	1.53%	1.56%	1.93%	1.12%	0.55%	1.14%	1.97%	1.10%	1.54%	1.92%	0.63%	1.31%	1.67%	1.08%	1.96%	1.88%	1.00%	1.57%	1.53%	1.32%	1.60%	1.11%	1.29%	1.49%	1.91%	1.92%	2.77%	2.50%	1.14%	0.77%	1.33%	1.15%	0.86%	1.64%	0.83%	1.44%	1.72%	0.00%	0.00%	1.77%					
20	3.Политическая партия «Демократическая партия России»	135	5	2	1	4	0	5	3	1	4	1	4	2	0	0	3	3	3	3	4	1	2	1	2	4	6	3	3	0	1	2	4	2	0	2	5	1	2	3	3	2	1	2	1	0	3	0	2	0	0	1	2	1	3	0	0	6	1	0	0	2	3	2	0	2	0	1	0	2	1	2	0	0					
		0.15%	0.32%	0.12%	0.06%	0.23%	0.00%	0.35%	0.30%	0.07%	0.36%	0.07%	0.29%	0.14%	0.00%	0.00%	0.23%	0.23%	0.40%	0.28%	0.27%	0.08%	0.34%	0.06%	0.17%	0.28%	0.40%	0.20%	0.19%	0.00%	0.09%	0.14%	0.33%	0.19%	0.00%	0.12%	0.33%	0.06%	0.55%	0.20%	0.22%	0.13%	0.08%	0.12%	0.31%	0.00%	0.21%	0.00%	0.15%	0.00%	0.00%	0.08%	0.13%	0.07%	0.24%	0.00%	0.00%	0.43%	0.07%	0.00%	0.00%	0.16%	0.18%	0.13%	0.00%	0.14%	0.00%	0.07%	0.00%	0.22%	0.19%	0.96%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	20251	328	385	338	330	327	314	187	378	237	332	356	301	270	197	296	333	151	255	397	316	74	332	263	334	343	394	475	356	320	382	285	294	361	405	360	392	84	413	348	389	260	253	91	260	360	394	311	166	163	380	379	351	318	205	295	352	351	330	224	389	292	300	161	215	163	210	189	140	82	16	15	4					
		22.66%	20.92%	22.55%	20.11%	19.06%	21.17%	21.67%	18.50%	25.40%	21.45%	23.63%	25.93%	20.95%	22.11%	20.29%	22.58%	25.23%	20.32%	23.97%	26.73%	26.12%	12.54%	20.70%	22.36%	23.70%	23.11%	26.50%	29.74%	28.28%	27.92%	27.60%	23.55%	27.63%	23.99%	24.37%	23.95%	23.15%	23.14%	27.76%	25.35%	25.24%	20.05%	14.71%	28.53%	22.73%	25.09%	25.08%	23.44%	20.80%	23.29%	29.78%	24.14%	23.21%	25.40%	22.70%	22.37%	24.96%	23.93%	26.44%	23.83%	30.44%	17.53%	19.35%	15.25%	14.53%	15.63%	14.35%	13.10%	15.54%	15.68%	7.66%	19.74%	3.54%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	756	9	8	16	9	10	13	10	8	4	22	12	5	3	7	12	11	9	9	21	13	0	11	5	22	10	12	20	8	9	5	5	5	16	18	14	9	0	22	15	16	8	11	2	6	9	12	10	4	3	6	19	16	5	12	21	14	13	13	14	10	15	9	7	10	5	36	15	11	6	0	1	0					
		0.85%	0.57%	0.47%	0.95%	0.52%	0.65%	0.90%	0.99%	0.54%	0.36%	1.57%	0.87%	0.35%	0.25%	0.72%	0.92%	0.83%	1.21%	0.85%	1.41%	1.07%	0.00%	0.69%	0.43%	1.56%	0.67%	0.81%	1.25%	0.64%	0.79%	0.36%	0.41%	0.47%	1.06%	1.08%	0.93%	0.53%	0.00%	1.48%	1.09%	1.04%	0.62%	0.64%	0.63%	0.52%	0.63%	0.76%	0.75%	0.50%	0.43%	0.47%	1.21%	1.06%	0.40%	1.33%	1.59%	0.99%	0.89%	1.04%	1.49%	0.78%	0.90%	0.58%	0.66%	0.68%	0.48%	2.46%	1.04%	1.22%	1.15%	0.00%	1.32%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	211	4	0	3	2	3	4	2	3	6	2	2	1	6	5	10	2	3	7	7	5	4	1	5	4	2	1	4	6	3	0	1	0	1	10	7	4	0	5	1	5	4	4	3	2	3	3	1	2	2	4	4	7	2	2	6	4	2	2	1	0	2	0	0	5	2	0	1	1	0	1	0	0					
		0.24%	0.26%	0.00%	0.18%	0.12%	0.19%	0.28%	0.20%	0.20%	0.54%	0.14%	0.15%	0.07%	0.49%	0.51%	0.76%	0.15%	0.40%	0.66%	0.47%	0.41%	0.68%	0.06%	0.43%	0.28%	0.13%	0.07%	0.25%	0.48%	0.26%	0.00%	0.08%	0.00%	0.07%	0.60%	0.47%	0.24%	0.00%	0.34%	0.07%	0.32%	0.31%	0.23%	0.94%	0.17%	0.21%	0.19%	0.08%	0.25%	0.29%	0.31%	0.25%	0.46%	0.16%	0.22%	0.45%	0.28%	0.14%	0.16%	0.11%	0.00%	0.12%	0.00%	0.00%	0.34%	0.19%	0.00%	0.07%	0.11%	0.00%	0.48%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	12154	265	276	237	286	258	207	172	174	169	171	157	235	157	104	172	179	98	153	143	112	96	215	201	156	212	168	201	139	131	194	183	100	213	203	189	219	71	172	175	196	212	293	41	167	201	198	195	92	119	170	198	198	158	140	194	213	197	151	121	126	219	199	195	288	128	156	157	157	40	44	8	20					
		13.60%	16.90%	16.17%	14.10%	16.52%	16.70%	14.29%	17.01%	11.69%	15.29%	12.17%	11.43%	16.35%	12.86%	10.71%	13.12%	13.56%	13.19%	14.38%	9.63%	9.26%	16.27%	13.40%	17.09%	11.07%	14.29%	11.30%	12.59%	11.04%	11.43%	14.02%	15.12%	9.40%	14.15%	12.21%	12.57%	12.94%	19.56%	11.56%	12.75%	12.72%	16.35%	17.03%	12.85%	14.60%	14.01%	12.60%	14.69%	11.53%	17.00%	13.32%	12.61%	13.10%	12.62%	15.50%	14.71%	15.11%	13.43%	12.10%	12.87%	9.86%	13.15%	12.84%	18.47%	19.46%	12.27%	10.66%	10.88%	17.43%	7.65%	21.05%	10.53%	17.70%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7747	135	158	181	206	126	169	101	141	88	154	94	111	101	102	127	102	73	89	141	79	29	153	77	141	145	161	103	109	91	98	66	72	148	143	164	179	28	103	125	158	119	109	24	106	117	122	99	89	62	86	110	138	98	80	107	115	127	126	100	101	124	133	113	77	81	138	149	68	27	19	7	5					
		8.67%	8.61%	9.26%	10.77%	11.90%	8.16%	11.66%	9.99%	9.48%	7.96%	10.96%	6.85%	7.72%	8.27%	10.50%	9.69%	7.73%	9.83%	8.36%	9.49%	6.53%	4.92%	9.54%	6.55%	10.01%	9.77%	10.83%	6.45%	8.66%	7.94%	7.08%	5.45%	6.77%	9.83%	8.60%	10.91%	10.57%	7.71%	6.92%	9.10%	10.25%	9.18%	6.34%	7.52%	9.27%	8.15%	7.77%	7.46%	11.15%	8.86%	6.74%	7.01%	9.13%	7.83%	8.86%	8.11%	8.16%	8.66%	10.10%	10.64%	7.90%	7.44%	8.58%	10.70%	5.20%	7.77%	9.43%	10.33%	7.55%	5.16%	9.09%	9.21%	4.42%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	750	15	9	15	16	18	6	4	9	11	13	11	8	7	8	8	10	6	7	14	12	8	10	7	11	15	18	21	9	10	15	6	8	13	19	8	16	4	5	16	9	15	18	3	12	16	13	12	7	5	9	12	6	9	13	12	15	14	14	12	15	5	12	12	11	8	16	3	7	5	3	1	0					
		0.84%	0.96%	0.53%	0.89%	0.92%	1.17%	0.41%	0.40%	0.60%	0.99%	0.93%	0.80%	0.56%	0.57%	0.82%	0.61%	0.76%	0.81%	0.66%	0.94%	0.99%	1.36%	0.62%	0.60%	0.78%	1.01%	1.21%	1.31%	0.71%	0.87%	1.08%	0.50%	0.75%	0.86%	1.14%	0.53%	0.95%	1.10%	0.34%	1.17%	0.58%	1.16%	1.05%	0.94%	1.05%	1.11%	0.83%	0.90%	0.88%	0.71%	0.71%	0.76%	0.40%	0.72%	1.44%	0.91%	1.06%	0.95%	1.12%	1.28%	1.17%	0.30%	0.77%	1.14%	0.74%	0.77%	1.09%	0.21%	0.78%	0.96%	1.44%	1.32%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	41220	725	744	786	789	723	647	468	676	507	625	628	662	602	472	610	570	334	463	644	558	358	778	554	618	658	593	684	526	513	584	580	487	659	747	657	746	150	626	570	658	579	920	136	512	628	736	593	384	304	520	705	697	559	389	592	571	646	530	391	519	892	820	508	784	610	813	867	474	331	112	41	78					
		46.12%	46.24%	43.59%	46.76%	45.58%	46.80%	44.65%	46.29%	45.43%	45.88%	44.48%	45.74%	46.07%	49.30%	48.61%	46.53%	43.18%	44.95%	43.52%	43.37%	46.12%	60.68%	48.50%	47.11%	43.86%	44.34%	39.88%	42.83%	41.78%	44.76%	42.20%	47.93%	45.77%	43.79%	44.95%	43.71%	44.06%	41.32%	42.07%	41.51%	42.70%	44.64%	53.49%	42.63%	44.76%	43.76%	46.85%	44.69%	48.12%	43.43%	40.75%	44.90%	46.10%	44.65%	43.08%	44.88%	40.50%	44.04%	42.47%	41.60%	40.61%	53.54%	52.90%	48.11%	52.97%	58.49%	55.57%	60.08%	52.61%	63.29%	53.59%	53.95%	69.03%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1639	14	21	19	24	16	16	19	28	21	19	41	36	26	23	34	32	16	19	37	30	4	26	14	34	19	43	25	26	12	18	27	28	30	40	25	36	4	36	33	37	28	13	6	24	32	29	33	13	13	26	41	23	34	27	28	34	19	16	20	35	25	17	11	21	11	22	9	3	11	4	1	2					
		1.83%	0.89%	1.23%	1.13%	1.39%	1.04%	1.10%	1.88%	1.88%	1.90%	1.35%	2.99%	2.51%	2.13%	2.37%	2.59%	2.42%	2.15%	1.79%	2.49%	2.48%	0.68%	1.62%	1.19%	2.41%	1.28%	2.89%	1.57%	2.07%	1.05%	1.30%	2.23%	2.63%	1.99%	2.41%	1.66%	2.13%	1.10%	2.42%	2.40%	2.40%	2.16%	0.76%	1.88%	2.10%	2.23%	1.85%	2.49%	1.63%	1.86%	2.04%	2.61%	1.52%	2.72%	2.99%	2.12%	2.41%	1.30%	1.28%	2.13%	2.74%	1.50%	1.10%	1.04%	1.42%	1.05%	1.50%	0.62%	0.33%	2.10%	1.91%	1.32%	1.77%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
