Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Шаблыкинская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №767					
20	3.Политическая партия «Демократическая партия России»	5	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0					
		0.09%	0.00%	0.11%	0.15%	0.00%	0.47%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	769	145	180	120	8	28	55	17	6	10	19	16	47	53	1	28	11	25	0					
		14.09%	17.12%	20.32%	18.49%	4.47%	13.08%	11.65%	8.42%	9.38%	7.69%	10.33%	7.92%	9.94%	18.99%	2.04%	22.40%	5.98%	9.06%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	4	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0					
		0.07%	0.00%	0.00%	0.31%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	10	0	2	0	0	3	3	0	0	0	0	0	0	0	0	0	1	1	0					
		0.18%	0.00%	0.23%	0.00%	0.00%	1.40%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.36%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	340	21	74	18	13	15	35	14	5	6	6	5	41	19	6	8	16	35	3					
		6.23%	2.48%	8.35%	2.77%	7.26%	7.01%	7.42%	6.93%	7.81%	4.62%	3.26%	2.48%	8.67%	6.81%	12.24%	6.40%	8.70%	12.68%	6.82%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	398	66	62	38	13	16	24	6	6	14	34	3	37	13	0	12	26	20	8					
		7.29%	7.79%	6.99%	5.86%	7.26%	7.48%	5.08%	2.97%	9.38%	10.77%	18.48%	1.49%	7.82%	4.66%	0.00%	9.60%	14.13%	7.25%	18.18%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	36	5	6	1	1	0	3	3	2	2	1	3	2	3	1	1	1	1	0					
		0.66%	0.59%	0.68%	0.15%	0.56%	0.00%	0.64%	1.49%	3.13%	1.54%	0.54%	1.49%	0.42%	1.08%	2.04%	0.80%	0.54%	0.36%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3674	594	530	458	144	147	292	142	42	95	122	160	340	183	41	70	107	175	32					
		67.30%	70.13%	59.82%	70.57%	80.45%	68.69%	61.86%	70.30%	65.63%	73.08%	66.30%	79.21%	71.88%	65.59%	83.67%	56.00%	58.15%	63.41%	72.73%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	14	5	3	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0					
		0.26%	0.59%	0.34%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
