Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Михайловская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119					
		0.38%	0.00%	0.37%	0.30%	0.56%	0.47%	0.61%	0.61%	0.30%	0.17%	0.29%	0.00%	0.32%	0.26%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
