Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Оймяконская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445					
25	"8. ""Народно-республиканская партия России"""	3	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0					
		0.06%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.37%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	19	1	2	0	1	1	1	1	1	2	4	2	0	0	2	0	1					
		0.38%	0.42%	1.05%	0.0%	0.19%	1.01%	0.22%	0.70%	0.59%	0.74%	0.52%	0.37%	0.0%	0.0%	0.75%	0.0%	0.36%					
27	"10. ""Аграрная партия России"""	96	8	5	4	11	0	14	3	2	1	17	3	4	7	7	7	3					
		1.96%	3.40%	2.64%	1.77%	2.14%	0.0%	3.18%	2.11%	1.18%	0.37%	2.23%	0.55%	3.63%	1.96%	2.64%	2.38%	1.08%					
28	"11. ""Истинные патриоты России"""	10	0	1	0	0	0	0	0	1	0	1	4	0	0	0	3	0					
		0.20%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.13%	0.74%	0.0%	0.0%	0.0%	1.02%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	35	1	2	2	5	0	1	0	1	6	3	3	0	2	1	2	6					
		0.71%	0.42%	1.05%	0.88%	0.97%	0.0%	0.22%	0.0%	0.59%	2.24%	0.39%	0.55%	0.0%	0.56%	0.37%	0.68%	2.16%					
30	"13. ""Демократическая партия России"""	10	2	1	0	0	0	1	0	0	2	2	0	1	0	0	0	1					
		0.20%	0.85%	0.52%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.74%	0.26%	0.0%	0.90%	0.0%	0.0%	0.0%	0.36%					
31	"14. ""Великая Россия - Евразийский Союз"""	33	1	6	2	4	0	2	5	1	3	3	1	0	2	0	1	2					
		0.67%	0.42%	3.17%	0.88%	0.77%	0.0%	0.45%	3.52%	0.59%	1.12%	0.39%	0.18%	0.0%	0.56%	0.0%	0.34%	0.72%					
32	"15. ""Партия СЛОН"""	7	1	0	2	1	0	1	0	0	0	0	0	0	0	1	0	1					
		0.14%	0.42%	0.0%	0.88%	0.19%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.36%					
33	"16. ""Родина"" (народно-патриотический союз)"""	517	28	19	22	52	9	44	13	15	15	78	43	13	40	57	37	32					
		10.59%	11.91%	10.05%	9.77%	10.13%	9.09%	10.02%	9.15%	8.87%	5.61%	10.23%	7.99%	11.81%	11.23%	21.50%	12.58%	11.55%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	5	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.72%					
35	"18. ""ЛДПР"""	482	10	11	6	10	11	7	29	18	38	101	71	13	55	39	28	35					
		9.87%	4.25%	5.82%	2.66%	1.94%	11.11%	1.59%	20.42%	10.65%	14.23%	13.25%	13.19%	11.81%	15.44%	14.71%	9.52%	12.63%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	107	1	8	7	11	2	10	4	3	4	18	15	3	2	4	6	9					
		2.19%	0.42%	4.23%	3.11%	2.14%	2.02%	2.27%	2.81%	1.77%	1.49%	2.36%	2.78%	2.72%	0.56%	1.50%	2.04%	3.24%					
37	"20. ""Политическая партия ""Единая Россия"""	1882	82	79	75	203	45	214	50	64	98	293	215	32	169	50	116	97					
		38.56%	34.89%	41.79%	33.33%	39.57%	45.45%	48.74%	35.21%	37.86%	36.70%	38.45%	39.96%	29.09%	47.47%	18.86%	39.45%	35.01%					
38	"21. ""Российская Конституционно-демократическая партия"""	8	1	2	0	0	0	1	0	0	0	0	0	0	1	1	1	1					
		0.16%	0.42%	1.05%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.37%	0.34%	0.36%					
39	"22. ""Развитие предпринимательства"""	16	0	0	0	3	0	0	1	0	0	5	0	0	0	0	4	3					
		0.32%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.70%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	1.36%	1.08%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	396	19	4	64	40	0	15	8	17	32	55	65	3	14	24	13	23					
		8.11%	8.08%	2.11%	28.44%	7.79%	0.0%	3.41%	5.63%	10.05%	11.98%	7.21%	12.08%	2.72%	3.93%	9.05%	4.42%	8.30%					
																							
41	Против всех	267	1	13	9	8	5	10	6	9	14	58	25	11	24	32	20	22					
		5.47%	0.42%	6.87%	4.0%	1.55%	5.05%	2.27%	4.22%	5.32%	5.24%	7.61%	4.64%	10.0%	6.74%	12.07%	6.80%	7.94%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
