7	Число избирательных бюллетеней в переносных ящиках для голосования	3034	51	19	3	7	27	40	105	22	23	41	40	91	11	24	100	100	30	30	35	10	20	27	20	63	37	69	19	39	30	36	34	34	98	23	45	28	47	82	40	26	42	15	14	30	36	24	198	93	54	20	47	66	26	24	34	68	31	34	41	18	160	11	21	25	45	40	70	15	8	63	7	28					
8	Число бюллетеней в стационарных ящиках для голосования	86378	230	178	601	850	817	1296	1221	1394	1716	697	588	784	877	1316	934	1768	1293	1388	1326	1224	1262	1327	1366	1399	1334	862	1240	1194	1683	1592	1684	1438	731	1553	1829	1447	1107	1310	1503	1366	1622	1729	1393	1482	1296	1137	1505	1298	1703	1577	1196	1614	1221	1272	1147	1363	941	1415	1356	969	1077	1719	1432	829	1490	1191	754	810	148	375	437	1155					
9	Число недействительных избирательных бюллетеней	1264	4	5	5	10	6	12	23	22	24	13	18	7	16	17	16	25	21	26	28	16	20	20	30	30	24	18	16	23	24	15	23	27	23	26	13	21	14	17	14	6	35	19	14	22	21	22	24	16	21	20	20	18	23	16	17	14	11	17	22	18	11	17	24	17	16	20	14	9	6	4	8	10					
10	Число действительных избирательных бюллетеней	88148	277	192	599	847	838	1324	1303	1394	1715	725	610	868	872	1323	1018	1843	1302	1392	1333	1218	1262	1334	1356	1432	1347	913	1243	1210	1689	1613	1695	1445	806	1550	1861	1454	1140	1375	1529	1386	1629	1725	1393	1490	1311	1139	1679	1375	1736	1577	1223	1662	1224	1280	1164	1417	961	1432	1375	969	1226	1713	1429	837	1519	1211	810	816	150	434	436	1173					
11	Число полученных открепительных  удостоверений	2545	10	10	20	20	20	40	40	40	50	20	20	20	30	50	30	40	30	40	40	40	40	40	40	40	40	30	30	40	40	40	40	40	20	40	50	40	40	50	50	40	50	50	50	50	40	40	50	50	50	40	30	40	30	40	40	40	30	55	40	30	40	40	40	20	40	30	20	20	10	10	0	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1501	5	3	6	5	8	19	20	25	45	11	8	12	20	23	11	30	11	21	15	25	20	16	22	23	15	12	17	11	26	19	31	25	9	22	25	24	22	30	28	27	35	34	42	22	21	33	24	27	40	26	11	23	13	16	22	27	29	41	25	25	22	40	40	15	13	20	17	11	4	9	0	27					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1319	7	5	9	9	14	11	11	14	22	9	4	24	10	31	4	21	13	8	12	19	60	4	13	22	71	14	7	15	15	23	7	24	14	9	18	22	14	14	14	17	14	12	28	28	9	18	17	15	14	13	16	15	23	19	11	21	9	10	20	77	28	16	25	43	16	9	11	9	34	8	0	77					
14	Число неиспользованных открепительных удостоверений	1044	5	7	14	15	12	21	20	15	5	9	12	8	10	27	19	10	19	19	25	15	20	24	18	17	25	18	13	29	14	21	9	15	11	18	25	16	18	20	22	13	15	16	8	28	19	7	26	23	10	14	19	17	17	24	18	13	1	14	15	5	18	0	0	5	27	10	3	9	6	1	0	3					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	175	0	0	2	1	0	7	2	4	5	1	2	2	2	1	1	4	2	1	3	3	1	3	2	2	2	1	4	2	3	2	0	2	2	1	5	2	3	2	2	3	3	0	8	4	1	3	5	7	3	3	1	3	2	4	2	3	3	1	3	2	3	7	2	2	6	4	1	0	1	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																															
18	Богданов Андрей Владимирович	1363	8	8	7	15	7	25	4	13	22	12	4	19	11	20	15	31	21	28	25	16	16	23	25	28	16	14	17	20	25	26	17	17	10	22	20	29	18	14	28	23	29	26	22	33	17	23	29	17	39	26	19	28	14	9	20	29	15	37	21	20	23	29	23	10	12	9	13	11	2	6	16	17					
		1.52%	2.85%	4.06%	1.16%	1.75%	0.83%	1.87%	0.30%	0.92%	1.27%	1.63%	0.64%	2.17%	1.24%	1.49%	1.45%	1.66%	1.59%	1.97%	1.84%	1.30%	1.25%	1.70%	1.80%	1.92%	1.17%	1.50%	1.35%	1.62%	1.46%	1.60%	0.99%	1.15%	1.21%	1.40%	1.07%	1.97%	1.56%	1.01%	1.81%	1.65%	1.74%	1.49%	1.56%	2.18%	1.28%	1.98%	1.70%	1.22%	2.22%	1.63%	1.53%	1.67%	1.12%	0.69%	1.69%	2.03%	1.54%	2.55%	1.50%	2.03%	1.86%	1.68%	1.58%	1.17%	0.78%	0.73%	1.58%	1.33%	1.28%	1.37%	3.60%	1.44%					
19	Жириновский Владимир Вольфович	14642	54	22	144	160	137	176	186	231	300	135	127	137	143	226	222	284	209	227	203	180	234	184	236	189	221	175	233	216	262	258	276	233	191	246	316	226	195	255	243	211	264	285	223	259	238	181	278	249	282	275	174	280	181	242	173	229	148	226	287	146	163	266	206	155	249	208	128	143	37	64	72	228					
		16.38%	19.22%	11.17%	23.84%	18.67%	16.23%	13.17%	14.03%	16.31%	17.25%	18.29%	20.22%	15.66%	16.10%	16.87%	21.47%	15.20%	15.80%	16.01%	14.92%	14.59%	18.25%	13.59%	17.03%	12.93%	16.12%	18.80%	18.51%	17.52%	15.29%	15.85%	16.07%	15.83%	23.04%	15.61%	16.86%	15.32%	16.90%	18.32%	15.75%	15.16%	15.87%	16.34%	15.85%	17.13%	17.87%	15.59%	16.32%	17.90%	16.05%	17.22%	13.99%	16.67%	14.51%	18.67%	14.65%	16.00%	15.23%	15.60%	20.54%	14.79%	13.18%	15.38%	14.18%	18.15%	16.22%	16.90%	15.53%	17.33%	23.72%	14.61%	16.22%	19.27%					
20	Зюганов Геннадий Андреевич	15245	34	25	56	162	140	275	263	259	248	101	74	140	172	159	133	305	208	260	194	225	246	288	247	285	266	144	227	208	310	261	257	242	108	278	319	261	213	219	286	289	279	302	217	271	247	140	320	211	333	289	227	287	242	203	224	253	176	326	237	184	251	235	242	108	253	215	127	135	10	81	54	179					
		17.05%	12.10%	12.69%	9.27%	18.90%	16.59%	20.58%	19.83%	18.29%	14.26%	13.69%	11.78%	16.00%	19.37%	11.87%	12.86%	16.33%	15.72%	18.34%	14.25%	18.23%	19.19%	21.27%	17.82%	19.49%	19.40%	15.47%	18.03%	16.87%	18.10%	16.03%	14.96%	16.44%	13.03%	17.64%	17.02%	17.69%	18.46%	15.73%	18.54%	20.76%	16.77%	17.32%	15.42%	17.92%	18.54%	12.06%	18.79%	15.17%	18.95%	18.10%	18.26%	17.08%	19.41%	15.66%	18.97%	17.68%	18.11%	22.50%	16.96%	18.64%	20.29%	13.58%	16.66%	12.65%	16.48%	17.47%	15.41%	16.36%	6.41%	18.49%	12.16%	15.13%					
21	Медведев Дмитрий Анатольевич	56898	181	137	392	510	554	848	850	891	1145	477	405	572	546	918	648	1223	864	877	911	797	766	839	848	930	844	580	766	766	1092	1068	1145	953	497	1004	1206	938	714	887	972	863	1057	1112	931	927	809	795	1052	898	1082	987	803	1067	787	826	747	906	622	843	830	619	789	1183	958	564	1005	779	542	527	101	283	294	749					
		63.64%	64.41%	69.54%	64.90%	59.51%	65.64%	63.47%	64.10%	62.92%	65.84%	64.63%	64.49%	65.37%	61.49%	68.51%	62.67%	65.47%	65.31%	61.85%	66.94%	64.59%	59.75%	61.96%	61.18%	63.61%	61.56%	62.30%	60.84%	62.12%	63.75%	65.60%	66.65%	64.74%	59.95%	63.71%	64.35%	63.59%	61.87%	63.72%	62.99%	61.99%	63.52%	63.76%	66.17%	61.31%	60.74%	68.48%	61.77%	64.56%	61.58%	61.80%	64.60%	63.51%	63.11%	63.73%	63.25%	63.31%	63.99%	58.18%	59.41%	62.72%	63.78%	68.38%	65.93%	66.04%	65.47%	63.28%	65.78%	63.88%	64.74%	64.61%	66.22%	63.31%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
