Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Усолье-Сибирская городская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1913	УИК №1914									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	614	13	14	18	21	6	16	32	27	16	21	16	8	21	21	30	15	18	14	14	13	20	20	23	28	19	13	10	16	9	11	14	14	11	19	13	17	1	2									
		2.94%	2.65%	2.94%	2.30%	4.25%	2.93%	4.97%	4.52%	2.73%	2.19%	3.49%	3.62%	1.48%	3.30%	2.72%	4.46%	2.36%	2.73%	2.77%	3.24%	2.23%	3.01%	3.11%	3.76%	4.15%	2.64%	2.09%	2.35%	2.14%	1.74%	2.61%	2.92%	3.02%	2.22%	4.32%	2.43%	3.13%	0.92%	1.71%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	366	8	8	10	5	2	6	8	10	21	8	11	5	16	15	17	19	19	9	3	5	12	14	10	14	14	17	5	8	3	9	8	8	8	10	6	10	3	2									
		1.75%	1.63%	1.68%	1.28%	1.01%	0.98%	1.86%	1.13%	1.01%	2.87%	1.33%	2.49%	0.92%	2.51%	1.94%	2.53%	2.99%	2.88%	1.78%	0.69%	0.86%	1.80%	2.18%	1.63%	2.07%	1.94%	2.74%	1.17%	1.07%	0.58%	2.13%	1.67%	1.73%	1.62%	2.27%	1.12%	1.84%	2.75%	1.71%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8642	201	207	302	191	76	133	265	404	290	232	196	250	258	321	249	283	303	188	189	232	267	281	248	276	306	277	172	318	206	182	217	178	209	196	223	227	45	44									
		41.32%	41.02%	43.40%	38.52%	38.66%	37.07%	41.30%	37.43%	40.85%	39.67%	38.60%	44.34%	46.13%	40.50%	41.53%	36.99%	44.57%	45.91%	37.23%	43.75%	39.79%	40.15%	43.70%	40.52%	40.89%	42.50%	44.61%	40.38%	42.57%	39.77%	43.13%	45.30%	38.44%	42.22%	44.55%	41.60%	41.80%	41.28%	37.61%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	152	7	5	5	5	1	0	2	3	4	7	4	7	4	8	7	5	2	3	2	4	3	3	7	2	4	5	2	8	4	3	3	4	3	5	5	4	1	1									
		0.73%	1.43%	1.05%	0.64%	1.01%	0.49%	0.00%	0.28%	0.30%	0.55%	1.16%	0.90%	1.29%	0.63%	1.03%	1.04%	0.79%	0.30%	0.59%	0.46%	0.69%	0.45%	0.47%	1.14%	0.30%	0.56%	0.81%	0.47%	1.07%	0.77%	0.71%	0.63%	0.86%	0.61%	1.14%	0.93%	0.74%	0.92%	0.85%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	0	0	1	0	0	3	2	1	1	0	1	0	2	1	2	1	0	4	3	0	1	2	2	2	2	0	1	0	4	0	0	0	1	2	1	0	0	0									
		0.19%	0.00%	0.00%	0.13%	0.00%	0.00%	0.93%	0.28%	0.10%	0.14%	0.00%	0.23%	0.00%	0.31%	0.13%	0.30%	0.16%	0.00%	0.79%	0.69%	0.00%	0.15%	0.31%	0.33%	0.30%	0.28%	0.00%	0.23%	0.00%	0.77%	0.00%	0.00%	0.00%	0.20%	0.45%	0.19%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3691	93	83	166	78	45	70	130	162	160	126	54	106	112	121	127	92	122	94	88	88	136	90	108	108	117	97	67	126	88	80	82	85	86	60	92	104	22	26									
		17.65%	18.98%	17.40%	21.17%	15.79%	21.95%	21.74%	18.36%	16.38%	21.89%	20.97%	12.22%	19.56%	17.58%	15.65%	18.87%	14.49%	18.48%	18.61%	20.37%	15.09%	20.45%	13.99%	17.65%	16.00%	16.25%	15.62%	15.73%	16.87%	16.99%	18.96%	17.12%	18.36%	17.37%	13.64%	17.16%	19.15%	20.18%	22.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	150	2	2	8	3	0	2	13	6	6	4	6	4	2	10	6	2	6	2	2	3	5	4	6	2	4	5	4	4	3	4	4	4	7	1	2	1	0	1									
		0.72%	0.41%	0.42%	1.02%	0.61%	0.00%	0.62%	1.84%	0.61%	0.82%	0.67%	1.36%	0.74%	0.31%	1.29%	0.89%	0.31%	0.91%	0.40%	0.46%	0.51%	0.75%	0.62%	0.98%	0.30%	0.56%	0.81%	0.94%	0.54%	0.58%	0.95%	0.84%	0.86%	1.41%	0.23%	0.37%	0.18%	0.00%	0.85%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	134	3	3	7	3	0	2	3	6	3	8	8	5	4	5	2	3	2	1	1	2	3	9	3	3	4	3	4	7	4	1	2	5	5	2	5	1	1	1									
		0.64%	0.61%	0.63%	0.89%	0.61%	0.00%	0.62%	0.42%	0.61%	0.41%	1.33%	1.81%	0.92%	0.63%	0.65%	0.30%	0.47%	0.30%	0.20%	0.23%	0.34%	0.45%	1.40%	0.49%	0.44%	0.56%	0.48%	0.94%	0.94%	0.77%	0.24%	0.42%	1.08%	1.01%	0.45%	0.93%	0.18%	0.92%	0.85%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	0	1	1	0	0	0	0	1	0	0	0	3	1	1	1	0	3	1	0	0	2	0	0	1	1	0	0	1	1	0	0	0	0	1	2	0	0	0									
		0.11%	0.00%	0.21%	0.13%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.55%	0.16%	0.13%	0.15%	0.00%	0.45%	0.20%	0.00%	0.00%	0.30%	0.00%	0.00%	0.15%	0.14%	0.00%	0.00%	0.13%	0.19%	0.00%	0.00%	0.00%	0.00%	0.23%	0.37%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	192	8	3	13	10	0	1	4	16	3	2	4	2	3	8	6	10	2	1	2	8	7	9	10	6	4	4	2	9	2	1	2	12	2	6	4	3	2	1									
		0.92%	1.63%	0.63%	1.66%	2.02%	0.00%	0.31%	0.56%	1.62%	0.41%	0.33%	0.90%	0.37%	0.47%	1.03%	0.89%	1.57%	0.30%	0.20%	0.46%	1.37%	1.05%	1.40%	1.63%	0.89%	0.56%	0.64%	0.47%	1.20%	0.39%	0.24%	0.42%	2.59%	0.40%	1.36%	0.75%	0.55%	1.83%	0.85%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4947	112	105	188	139	61	62	179	255	163	132	108	109	155	186	149	148	118	111	91	163	135	165	131	163	189	130	117	177	148	105	110	116	116	103	132	124	22	30									
		23.65%	22.86%	22.01%	23.98%	28.14%	29.76%	19.25%	25.28%	25.78%	22.30%	21.96%	24.43%	20.11%	24.33%	24.06%	22.14%	23.31%	17.88%	21.98%	21.06%	27.96%	20.30%	25.66%	21.41%	24.15%	26.25%	20.93%	27.46%	23.69%	28.57%	24.88%	22.96%	25.05%	23.43%	23.41%	24.63%	22.84%	20.18%	25.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	111	5	0	5	4	1	1	2	1	2	6	1	2	3	3	3	2	2	9	3	3	3	3	4	7	3	2	4	4	4	3	4	2	2	3	1	4	0	0									
		0.53%	1.02%	0.00%	0.64%	0.81%	0.49%	0.31%	0.28%	0.10%	0.27%	0.99%	0.23%	0.37%	0.47%	0.39%	0.45%	0.31%	0.30%	1.78%	0.69%	0.51%	0.45%	0.47%	0.65%	1.04%	0.42%	0.32%	0.94%	0.54%	0.77%	0.71%	0.84%	0.43%	0.40%	0.68%	0.19%	0.74%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1203	25	28	36	22	8	18	42	66	44	34	23	21	37	43	47	32	40	46	21	41	47	27	39	44	29	49	27	47	27	16	21	24	29	22	31	33	8	9									
		5.75%	5.10%	5.87%	4.59%	4.45%	3.90%	5.59%	5.93%	6.67%	6.02%	5.66%	5.20%	3.87%	5.81%	5.56%	6.98%	5.04%	6.06%	9.11%	4.86%	7.03%	7.07%	4.20%	6.37%	6.52%	4.03%	7.89%	6.34%	6.29%	5.21%	3.79%	4.38%	5.18%	5.86%	5.00%	5.78%	6.08%	7.34%	7.69%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
