Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
"Наименование Избирательной комиссии:    Владивосток, Советская"																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №1853					
		1.30%	0.33%	1.92%	2.04%	1.21%	1.47%	1.32%	0.58%	0.58%	0.96%	0.68%	2.41%	0.92%	1.81%	1.20%	0.72%	1.48%	1.24%	2.02%	1.32%	0.37%	1.69%	1.17%	1.76%	1.89%	1.34%	1.20%	1.98%	1.33%	1.42%	1.51%	1.37%	0.51%	1.31%	2.10%	1.38%	1.95%	1.47%	1.69%	1.10%	1.03%	1.01%	0.93%	1.65%	0.75%	0.63%	0.86%	1.47%	0.00%	1.15%					
23	6.Политическая партия «Партия социальной справедливости»	134	1	1	6	3	1	0	4	3	1	3	0	2	2	2	2	3	1	1	0	1	4	0	7	4	4	4	3	5	2	4	0	5	6	1	5	2	3	4	11	3	6	2	3	3	1	2	3	0	0					
		0.31%	0.33%	0.09%	0.61%	0.33%	0.10%	0.00%	0.33%	0.35%	0.16%	0.29%	0.00%	0.37%	0.26%	0.20%	0.36%	0.32%	0.18%	0.25%	0.00%	0.19%	0.45%	0.00%	0.51%	0.42%	0.34%	0.37%	0.33%	0.42%	0.16%	0.35%	0.00%	0.42%	0.49%	0.19%	0.35%	0.24%	0.27%	0.34%	0.67%	0.31%	0.43%	0.23%	0.26%	0.28%	0.21%	0.29%	0.55%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	6015	52	189	136	131	131	112	181	137	74	142	36	102	100	174	71	128	73	85	59	28	145	70	208	118	183	152	112	142	184	109	204	164	164	81	176	106	145	155	239	134	197	152	144	136	55	78	74	35	12					
		14.00%	17.05%	16.54%	13.86%	14.44%	13.73%	14.80%	15.01%	16.00%	11.84%	13.72%	14.46%	18.85%	12.95%	17.35%	12.84%	13.57%	12.92%	21.46%	15.53%	5.23%	16.37%	13.62%	15.27%	12.42%	15.37%	14.02%	12.31%	11.82%	14.51%	9.66%	16.46%	13.92%	13.38%	15.43%	12.15%	12.90%	13.28%	13.12%	14.61%	13.86%	14.22%	17.72%	12.50%	12.77%	11.63%	11.16%	13.60%	20.23%	13.79%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5527	50	122	146	109	119	97	163	107	103	108	41	31	96	113	58	121	80	54	36	20	143	45	159	156	135	110	128	167	174	132	159	184	145	75	235	108	158	158	209	155	125	70	176	174	84	109	67	4	9					
		12.87%	16.39%	10.67%	14.88%	12.02%	12.47%	12.81%	13.52%	12.50%	16.48%	10.43%	16.47%	5.73%	12.44%	11.27%	10.49%	12.83%	14.16%	13.64%	9.47%	3.74%	16.14%	8.75%	11.67%	16.42%	11.34%	10.15%	14.07%	13.91%	13.72%	11.70%	12.83%	15.62%	11.83%	14.29%	16.22%	13.14%	14.47%	13.38%	12.78%	16.03%	9.03%	8.16%	15.28%	16.34%	17.76%	15.59%	12.32%	2.31%	10.34%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1150	12	27	24	21	19	17	19	26	20	25	11	8	20	18	15	18	8	11	6	7	30	15	43	25	34	31	35	44	38	25	28	50	12	14	55	15	46	42	50	25	23	14	37	29	6	28	21	1	2					
		2.68%	3.93%	2.36%	2.45%	2.32%	1.99%	2.25%	1.58%	3.04%	3.20%	2.42%	4.42%	1.48%	2.59%	1.79%	2.71%	1.91%	1.42%	2.78%	1.58%	1.31%	3.39%	2.92%	3.16%	2.63%	2.85%	2.86%	3.85%	3.66%	2.99%	2.22%	2.26%	4.24%	0.98%	2.67%	3.80%	1.82%	4.21%	3.56%	3.06%	2.59%	1.66%	1.63%	3.21%	2.72%	1.27%	4.01%	3.86%	0.58%	2.30%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19785	128	565	441	452	521	368	630	407	284	588	96	329	421	533	283	445	294	153	180	375	379	269	588	357	500	525	339	492	539	599	477	423	535	209	533	366	455	473	755	410	778	449	506	420	232	307	221	117	39					
		46.06%	41.97%	49.43%	44.95%	49.83%	54.61%	48.61%	52.24%	47.55%	45.44%	56.81%	38.55%	60.81%	54.53%	53.14%	51.18%	47.19%	52.04%	38.64%	47.37%	70.09%	42.78%	52.33%	43.17%	37.58%	41.98%	48.43%	37.25%	40.97%	42.51%	53.10%	38.50%	35.91%	43.64%	39.81%	36.78%	44.53%	41.67%	40.05%	46.15%	42.40%	56.17%	52.33%	43.92%	39.44%	49.05%	43.92%	40.63%	67.63%	44.83%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1395	4	12	22	26	15	17	17	28	12	24	9	14	14	23	14	26	13	15	11	2	35	16	69	54	45	27	68	45	35	27	41	40	44	24	83	48	47	38	37	34	41	41	35	38	7	35	21	2	0					
		3.25%	1.31%	1.05%	2.24%	2.87%	1.57%	2.25%	1.41%	3.27%	1.92%	2.32%	3.61%	2.59%	1.81%	2.29%	2.53%	2.76%	2.30%	3.79%	2.89%	0.37%	3.95%	3.11%	5.07%	5.68%	3.78%	2.49%	7.47%	3.75%	2.76%	2.39%	3.31%	3.40%	3.59%	4.57%	5.73%	5.84%	4.30%	3.22%	2.26%	3.52%	2.96%	4.78%	3.04%	3.57%	1.48%	5.01%	3.86%	1.16%	0.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
