Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Климовская городская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758					
		1.77%	1.59%	1.66%	1.52%	2.38%	2.01%	1.52%	1.71%	1.60%	0.31%	1.36%	1.97%	1.41%	1.47%	1.27%	1.98%	1.89%	2.14%	3.46%					
20	3.Политическая партия «Демократическая партия России»	36	1	1	2	2	3	5	2	2	1	0	4	1	0	3	0	3	1	5					
		0.13%	0.08%	0.06%	0.11%	0.14%	0.18%	0.23%	0.13%	0.13%	0.10%	0.00%	0.28%	0.07%	0.00%	0.17%	0.00%	0.16%	0.06%	0.29%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4189	179	201	189	205	267	336	193	192	57	208	196	229	293	340	261	305	272	266					
		14.71%	14.27%	12.81%	10.23%	14.79%	16.29%	15.50%	12.25%	12.30%	5.97%	14.90%	13.78%	15.37%	17.90%	19.69%	16.66%	16.49%	15.74%	15.58%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	422	29	11	13	11	21	25	28	24	5	20	19	27	27	31	32	33	27	39					
		1.48%	2.31%	0.70%	0.70%	0.79%	1.28%	1.15%	1.78%	1.54%	0.52%	1.43%	1.34%	1.81%	1.65%	1.80%	2.04%	1.78%	1.56%	2.28%					
23	6.Политическая партия «Партия социальной справедливости»	86	7	3	8	2	3	8	8	5	1	6	3	4	4	2	5	4	4	9					
		0.30%	0.56%	0.19%	0.43%	0.14%	0.18%	0.37%	0.51%	0.32%	0.10%	0.43%	0.21%	0.27%	0.24%	0.12%	0.32%	0.22%	0.23%	0.53%					
24	7.Политическая партия «Либерально-демократическая партия России»	2368	99	129	321	102	143	172	135	128	50	117	103	130	114	111	108	147	133	126					
		8.32%	7.89%	8.22%	17.37%	7.36%	8.72%	7.93%	8.57%	8.20%	5.24%	8.38%	7.24%	8.72%	6.96%	6.43%	6.89%	7.95%	7.70%	7.38%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2275	107	99	127	128	126	135	143	155	36	96	139	123	131	177	123	156	136	138					
		7.99%	8.53%	6.31%	6.87%	9.24%	7.69%	6.23%	9.08%	9.93%	3.77%	6.88%	9.77%	8.26%	8.00%	10.25%	7.85%	8.43%	7.87%	8.08%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	399	18	14	21	20	12	28	23	27	3	22	15	24	32	30	27	33	33	17					
		1.40%	1.44%	0.89%	1.14%	1.44%	0.73%	1.29%	1.46%	1.73%	0.31%	1.58%	1.05%	1.61%	1.95%	1.74%	1.72%	1.78%	1.91%	0.99%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16199	704	991	1042	795	934	1322	903	910	769	795	815	825	868	883	865	972	931	875					
		56.88%	56.14%	63.16%	56.39%	57.36%	56.99%	60.98%	57.33%	58.30%	80.61%	56.95%	57.31%	55.37%	53.02%	51.13%	55.20%	52.54%	53.88%	51.26%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	698	35	30	30	23	35	35	44	39	7	33	36	32	43	35	35	57	67	82					
		2.45%	2.79%	1.91%	1.62%	1.66%	2.14%	1.61%	2.79%	2.50%	0.73%	2.36%	2.53%	2.15%	2.63%	2.03%	2.23%	3.08%	3.88%	4.80%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
