Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Третьяковская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613					
		4.50%	8.87%	3.53%	6.03%	3.09%	3.36%	4.16%	6.69%	5.01%	7.98%	4.87%	0.81%	1.32%	2.72%	4.09%	0.54%	0.66%	2.71%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	9	1	0	0	0	0	0	3	1	0	2	0	0	0	0	1	0	1					
		0.11%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	1.43%	0.22%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.24%					
35	"18. ""ЛДПР"""	1215	139	63	146	65	119	135	26	61	40	56	14	78	78	12	76	33	74					
		15.64%	14.69%	15.90%	13.34%	11.83%	15.39%	20.05%	12.44%	13.89%	13.88%	13.65%	11.47%	17.25%	21.25%	9.83%	20.54%	21.85%	18.27%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	133	17	9	21	8	8	12	7	13	3	5	3	5	5	4	9	1	3					
		1.71%	1.79%	2.27%	1.91%	1.45%	1.03%	1.78%	3.34%	2.96%	1.04%	1.21%	2.45%	1.10%	1.36%	3.27%	2.43%	0.66%	0.74%					
37	"20. ""Политическая партия ""Единая Россия"""	2493	300	147	340	218	243	191	61	167	101	140	58	105	73	45	122	73	109					
		32.10%	31.71%	37.12%	31.07%	39.70%	31.43%	28.38%	29.18%	38.04%	35.06%	34.14%	47.54%	23.23%	19.89%	36.88%	32.97%	48.34%	26.91%					
38	"21. ""Российская Конституционно-демократическая партия"""	10	2	0	2	2	0	0	0	0	0	0	0	0	1	1	2	0	0					
		0.12%	0.21%	0.0%	0.18%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.81%	0.54%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	28	3	1	5	4	2	3	0	0	2	0	0	3	0	1	2	0	2					
		0.36%	0.31%	0.25%	0.45%	0.72%	0.25%	0.44%	0.0%	0.0%	0.69%	0.0%	0.0%	0.66%	0.0%	0.81%	0.54%	0.0%	0.49%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1512	172	68	223	111	158	92	47	93	44	82	22	114	102	30	46	16	92					
		19.46%	18.18%	17.17%	20.38%	20.21%	20.43%	13.67%	22.48%	21.18%	15.27%	20.0%	18.03%	25.22%	27.79%	24.59%	12.43%	10.59%	22.71%					
																								
41	Против всех	187	28	11	35	13	14	17	1	8	1	8	2	17	12	3	4	1	12					
		2.40%	2.95%	2.77%	3.19%	2.36%	1.81%	2.52%	0.47%	1.82%	0.34%	1.95%	1.63%	3.76%	3.26%	2.45%	1.08%	0.66%	2.96%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
