Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Березовская городская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1000	40	40	40	40	40	30	30	40	30	20	20	50	40	20	10	20	10	10	30	20	20	30	20	20	10	30	10	10	10	30	30	10	50	20	30	20	30	40									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	347	13	10	7	12	15	2	5	18	12	9	12	16	25	6	5	1	4	6	13	7	5	19	5	13	2	17	2	1	0	13	12	7	6	6	15	6	0	20									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	409	11	7	6	7	10	4	10	46	8	11	7	11	4	10	4	2	3	2	1	7	4	11	6	13	1	8	5	3	4	22	7	12	74	28	4	16	10	10									
14	Число погашенных неиспользованных открепительных удостоверений	653	27	30	33	28	25	28	25	22	18	11	8	34	15	14	5	19	6	4	17	13	15	11	15	7	8	13	8	9	10	17	18	3	44	14	15	14	30	20									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	74	5	1	4	4	1	5	1	4	3	4	1	7	10	2	3	2	0	0	0	3	0	0	0	1	0	0	0	0	3	0	1	0	1	0	5	1	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	376	20	16	8	9	17	14	7	11	14	10	12	22	18	7	4	6	6	7	9	7	9	15	11	3	1	11	0	4	0	14	2	5	13	18	18	5	0	23									
		1.56%	1.92%	1.79%	0.83%	0.82%	1.40%	1.79%	1.17%	1.48%	1.58%	1.94%	1.72%	1.81%	1.91%	1.24%	1.19%	1.68%	2.16%	1.64%	1.16%	1.31%	1.48%	1.83%	2.03%	0.62%	1.00%	1.31%	0.00%	5.41%	0.00%	1.85%	0.31%	2.18%	1.36%	2.71%	2.32%	1.47%	0.00%	2.07%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	487	16	19	20	25	28	9	12	16	14	9	17	23	27	10	5	3	5	9	14	7	8	18	9	6	2	22	1	2	1	16	22	2	26	12	22	4	8	18									
		2.02%	1.54%	2.13%	2.07%	2.28%	2.30%	1.15%	2.00%	2.15%	1.58%	1.75%	2.44%	1.89%	2.87%	1.78%	1.49%	0.84%	1.80%	2.10%	1.81%	1.31%	1.31%	2.20%	1.66%	1.23%	2.00%	2.62%	0.95%	2.70%	1.92%	2.11%	3.40%	0.87%	2.73%	1.81%	2.83%	1.17%	5.13%	1.62%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	911	34	26	46	35	52	26	17	26	29	17	26	46	24	19	15	11	5	16	32	16	16	28	34	24	2	35	3	4	4	57	41	6	34	24	24	13	6	38									
		3.78%	3.27%	2.91%	4.76%	3.19%	4.28%	3.33%	2.84%	3.49%	3.28%	3.30%	3.73%	3.78%	2.55%	3.37%	4.48%	3.08%	1.80%	3.74%	4.13%	2.99%	2.62%	3.41%	6.26%	4.93%	2.00%	4.17%	2.86%	5.41%	7.69%	7.52%	6.34%	2.62%	3.57%	3.61%	3.09%	3.81%	3.85%	3.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10674	419	346	408	493	470	337	280	371	444	232	291	506	473	268	164	177	131	174	299	227	248	344	242	231	60	384	54	29	32	301	293	92	496	328	279	175	70	506									
		44.24%	40.25%	38.75%	42.24%	44.98%	38.65%	43.21%	46.74%	49.80%	50.17%	45.05%	41.75%	41.61%	50.32%	47.60%	48.96%	49.58%	47.12%	40.65%	38.58%	42.51%	40.66%	41.95%	44.57%	47.43%	60.00%	45.71%	51.43%	39.19%	61.54%	39.71%	45.29%	40.17%	52.05%	49.40%	35.91%	51.32%	44.87%	45.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	425	12	15	15	12	17	10	10	14	15	11	19	21	20	5	9	9	5	9	23	9	10	12	12	8	3	14	4	4	2	15	9	7	11	12	13	4	4	21									
		1.76%	1.15%	1.68%	1.55%	1.09%	1.40%	1.28%	1.67%	1.88%	1.69%	2.14%	2.73%	1.73%	2.13%	0.89%	2.69%	2.52%	1.80%	2.10%	2.97%	1.69%	1.64%	1.46%	2.21%	1.64%	3.00%	1.67%	3.81%	5.41%	3.85%	1.98%	1.39%	3.06%	1.15%	1.81%	1.67%	1.17%	2.56%	1.89%									
24	"6. Политическая партия ""Гражданская Платформа"""	81	5	6	1	5	1	1	0	3	4	1	2	6	2	3	1	3	0	1	1	3	3	2	1	2	0	4	0	0	1	2	5	0	1	3	1	2	0	5									
		0.34%	0.48%	0.67%	0.10%	0.46%	0.08%	0.13%	0.00%	0.40%	0.45%	0.19%	0.29%	0.49%	0.21%	0.53%	0.30%	0.84%	0.00%	0.23%	0.13%	0.56%	0.49%	0.24%	0.18%	0.41%	0.00%	0.48%	0.00%	0.00%	1.92%	0.26%	0.77%	0.00%	0.10%	0.45%	0.13%	0.59%	0.00%	0.45%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3597	151	117	140	130	173	84	83	112	131	83	105	156	146	87	39	64	50	59	114	83	88	132	91	87	19	123	17	14	6	143	116	40	193	91	108	71	24	127									
		14.91%	14.51%	13.10%	14.49%	11.86%	14.23%	10.77%	13.86%	15.03%	14.80%	16.12%	15.06%	12.83%	15.53%	15.45%	11.64%	17.93%	17.99%	13.79%	14.71%	15.54%	14.43%	16.10%	16.76%	17.86%	19.00%	14.64%	16.19%	18.92%	11.54%	18.87%	17.93%	17.47%	20.25%	13.70%	13.90%	20.82%	15.38%	11.41%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	221	19	11	11	11	13	7	4	4	14	6	15	7	8	4	1	1	1	2	11	5	7	5	2	1	1	6	0	1	1	7	3	0	3	12	5	3	0	9									
		0.92%	1.83%	1.23%	1.14%	1.00%	1.07%	0.90%	0.67%	0.54%	1.58%	1.17%	2.15%	0.58%	0.85%	0.71%	0.30%	0.28%	0.36%	0.47%	1.42%	0.94%	1.15%	0.61%	0.37%	0.21%	1.00%	0.71%	0.00%	1.35%	1.92%	0.92%	0.46%	0.00%	0.31%	1.81%	0.64%	0.88%	0.00%	0.81%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	422	32	24	21	20	25	10	10	13	12	14	19	23	27	12	1	7	8	4	13	8	10	13	5	4	0	14	1	0	0	9	8	5	7	6	8	1	7	21									
		1.75%	3.07%	2.69%	2.17%	1.82%	2.06%	1.28%	1.67%	1.74%	1.36%	2.72%	2.73%	1.89%	2.87%	2.13%	0.30%	1.96%	2.88%	0.93%	1.68%	1.50%	1.64%	1.59%	0.92%	0.82%	0.00%	1.67%	0.95%	0.00%	0.00%	1.19%	1.24%	2.18%	0.73%	0.90%	1.03%	0.29%	4.49%	1.89%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	44	1	1	3	2	0	2	2	2	1	1	2	3	1	2	0	1	1	0	4	2	0	1	1	0	0	0	0	0	0	1	0	0	2	4	1	1	0	2									
		0.18%	0.10%	0.11%	0.31%	0.18%	0.00%	0.26%	0.33%	0.27%	0.11%	0.19%	0.29%	0.25%	0.11%	0.36%	0.00%	0.28%	0.36%	0.00%	0.52%	0.37%	0.00%	0.12%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.21%	0.60%	0.13%	0.29%	0.00%	0.18%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	658	50	38	28	25	31	17	7	16	10	12	21	30	24	19	8	12	7	15	25	20	24	28	7	13	0	19	1	1	0	6	13	14	11	20	38	5	7	36									
		2.73%	4.80%	4.26%	2.90%	2.28%	2.55%	2.18%	1.17%	2.15%	1.13%	2.33%	3.01%	2.47%	2.55%	3.37%	2.39%	3.36%	2.52%	3.50%	3.23%	3.75%	3.93%	3.41%	1.29%	2.67%	0.00%	2.26%	0.95%	1.35%	0.00%	0.79%	2.01%	6.11%	1.15%	3.01%	4.89%	1.47%	4.49%	3.23%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2314	106	86	114	105	136	82	52	77	71	50	69	150	69	55	34	26	24	37	73	48	58	62	67	50	5	98	9	12	3	82	59	20	70	48	71	22	10	104									
		9.59%	10.18%	9.63%	11.80%	9.58%	11.18%	10.51%	8.68%	10.34%	8.02%	9.71%	9.90%	12.34%	7.34%	9.77%	10.15%	7.28%	8.63%	8.64%	9.42%	8.99%	9.51%	7.56%	12.34%	10.27%	5.00%	11.67%	8.57%	16.22%	5.77%	10.82%	9.12%	8.73%	7.35%	7.23%	9.14%	6.45%	6.41%	9.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	109	5	6	2	2	9	1	2	3	2	5	3	8	5	1	1	0	3	0	3	4	3	5	1	1	0	3	1	0	0	3	5	3	3	2	4	1	2	7									
		0.45%	0.48%	0.67%	0.21%	0.18%	0.74%	0.13%	0.33%	0.40%	0.23%	0.97%	0.43%	0.66%	0.53%	0.18%	0.30%	0.00%	1.08%	0.00%	0.39%	0.75%	0.49%	0.61%	0.18%	0.21%	0.00%	0.36%	0.95%	0.00%	0.00%	0.40%	0.77%	1.31%	0.31%	0.30%	0.51%	0.29%	1.28%	0.63%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2881	122	143	119	190	204	144	87	51	92	45	78	163	77	51	44	31	26	79	116	80	99	120	39	45	2	57	6	3	0	55	40	24	48	50	160	24	13	154									
		11.94%	11.72%	16.01%	12.32%	17.34%	16.78%	18.46%	14.52%	6.85%	10.40%	8.74%	11.19%	13.40%	8.19%	9.06%	13.13%	8.68%	9.35%	18.46%	14.97%	14.98%	16.23%	14.63%	7.18%	9.24%	2.00%	6.79%	5.71%	4.05%	0.00%	7.26%	6.18%	10.48%	5.04%	7.53%	20.59%	7.04%	8.33%	13.84%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
