Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Майминская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	370	20	15	20	15	15	10	10	15	15	10	10	5	5	20	15	10	10	10	10	10	20	20	10	5	5	5	5	20	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	120	9	5	8	10	6	4	5	5	8	4	4	1	1	0	4	1	1	1	2	5	7	4	3	0	0	0	5	5	12									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	140	2	5	10	4	9	6	8	3	1	4	2	4	6	8	10	6	5	0	4	3	6	2	2	0	2	1	2	10	15									
14	Число погашенных неиспользованных открепительных удостоверений	250	11	10	12	5	9	6	5	10	7	6	6	4	4	20	11	9	9	9	8	5	13	16	7	5	5	5	0	15	18									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	1	1	0	3	2	1	3	1	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	790	46	43	30	36	37	28	20	31	36	39	18	19	29	22	29	16	19	2	26	23	54	33	7	10	13	4	20	14	86									
		8.41%	9.60%	11.14%	6.48%	8.96%	6.80%	6.65%	7.72%	6.55%	9.33%	14.13%	6.95%	12.93%	17.37%	5.68%	8.26%	6.43%	9.36%	1.39%	13.90%	9.70%	7.21%	7.37%	3.07%	9.26%	9.09%	4.00%	17.39%	3.37%	12.89%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	238	13	8	8	8	18	11	15	13	9	5	8	3	3	9	5	6	2	8	4	5	18	5	10	6	2	2	0	13	21									
		2.53%	2.71%	2.07%	1.73%	1.99%	3.31%	2.61%	5.79%	2.75%	2.33%	1.81%	3.09%	2.04%	1.80%	2.33%	1.42%	2.41%	0.99%	5.56%	2.14%	2.11%	2.40%	1.12%	4.39%	5.56%	1.40%	2.00%	0.00%	3.13%	3.15%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	147	6	6	8	6	12	3	1	15	8	3	4	1	6	4	11	3	0	1	5	2	7	5	4	0	0	3	3	8	12									
		1.56%	1.25%	1.55%	1.73%	1.49%	2.21%	0.71%	0.39%	3.17%	2.07%	1.09%	1.54%	0.68%	3.59%	1.03%	3.13%	1.20%	0.00%	0.69%	2.67%	0.84%	0.93%	1.12%	1.75%	0.00%	0.00%	3.00%	2.61%	1.93%	1.80%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3434	158	112	176	151	195	146	71	139	157	76	80	52	48	148	148	85	64	75	72	84	310	155	89	51	93	69	54	135	241									
		36.56%	32.99%	29.02%	38.01%	37.56%	35.85%	34.68%	27.41%	29.39%	40.67%	27.54%	30.89%	35.37%	28.74%	38.24%	42.17%	34.14%	31.53%	52.08%	38.50%	35.44%	41.39%	34.60%	39.04%	47.22%	65.03%	69.00%	46.96%	32.53%	36.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	65	3	1	4	2	2	4	1	2	3	4	2	0	0	3	2	2	2	0	1	2	4	4	2	1	1	1	1	3	8									
		0.69%	0.63%	0.26%	0.86%	0.50%	0.37%	0.95%	0.39%	0.42%	0.78%	1.45%	0.77%	0.00%	0.00%	0.78%	0.57%	0.80%	0.99%	0.00%	0.53%	0.84%	0.53%	0.89%	0.88%	0.93%	0.70%	1.00%	0.87%	0.72%	1.20%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	0	1	0	2	1	0	2	1	2	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0									
		0.17%	0.00%	0.00%	0.22%	0.00%	0.37%	0.24%	0.00%	0.42%	0.26%	0.72%	0.39%	0.00%	0.00%	0.26%	0.00%	0.40%	0.00%	0.00%	0.53%	0.42%	0.13%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1691	75	68	72	61	85	78	64	67	54	35	43	27	37	73	72	58	68	32	37	45	167	74	52	15	13	4	19	72	124									
		18.00%	15.66%	17.62%	15.55%	15.17%	15.63%	18.53%	24.71%	14.16%	13.99%	12.68%	16.60%	18.37%	22.16%	18.86%	20.51%	23.29%	33.50%	22.22%	19.79%	18.99%	22.30%	16.52%	22.81%	13.89%	9.09%	4.00%	16.52%	17.35%	18.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	59	2	5	6	1	4	2	0	3	3	5	1	2	1	2	0	4	0	0	3	1	8	1	2	0	0	0	0	0	3									
		0.63%	0.42%	1.30%	1.30%	0.25%	0.74%	0.48%	0.00%	0.63%	0.78%	1.81%	0.39%	1.36%	0.60%	0.52%	0.00%	1.61%	0.00%	0.00%	1.60%	0.42%	1.07%	0.22%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	59	4	4	1	5	7	2	1	11	1	3	0	0	2	1	0	1	0	0	0	2	7	3	0	0	0	0	0	1	3									
		0.63%	0.84%	1.04%	0.22%	1.24%	1.29%	0.48%	0.39%	2.33%	0.26%	1.09%	0.00%	0.00%	1.20%	0.26%	0.00%	0.40%	0.00%	0.00%	0.00%	0.84%	0.93%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.45%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	1	1	0	1	1	1	0	1	2	0	2	0	1	1	0	1	1	0	0	1	2	1	1	1	0	0	0	0	0									
		0.21%	0.21%	0.26%	0.00%	0.25%	0.18%	0.24%	0.00%	0.21%	0.52%	0.00%	0.77%	0.00%	0.60%	0.26%	0.00%	0.40%	0.49%	0.00%	0.00%	0.42%	0.27%	0.22%	0.44%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	86	5	3	7	1	4	5	5	5	5	4	4	2	1	3	2	0	1	2	0	5	6	7	0	2	1	0	0	3	3									
		0.92%	1.04%	0.78%	1.51%	0.25%	0.74%	1.19%	1.93%	1.06%	1.30%	1.45%	1.54%	1.36%	0.60%	0.78%	0.57%	0.00%	0.49%	1.39%	0.00%	2.11%	0.80%	1.56%	0.00%	1.85%	0.70%	0.00%	0.00%	0.72%	0.45%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2106	119	91	112	99	130	114	63	146	69	86	78	33	27	83	51	55	34	17	22	60	133	136	54	15	11	10	16	120	122									
		22.42%	24.84%	23.58%	24.19%	24.63%	23.90%	27.08%	24.32%	30.87%	17.88%	31.16%	30.12%	22.45%	16.17%	21.45%	14.53%	22.09%	16.75%	11.81%	11.76%	25.32%	17.76%	30.36%	23.68%	13.89%	7.69%	10.00%	13.91%	28.92%	18.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	0	0	1	0	1	0	0	3	2	4	1	0	1	3	0	1	0	1	0	0	3	2	0	1	1	0	0	3	0									
		0.30%	0.00%	0.00%	0.22%	0.00%	0.18%	0.00%	0.00%	0.63%	0.52%	1.45%	0.39%	0.00%	0.60%	0.78%	0.00%	0.40%	0.00%	0.69%	0.00%	0.00%	0.40%	0.45%	0.00%	0.93%	0.70%	0.00%	0.00%	0.72%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	475	35	33	25	25	42	19	11	31	27	8	13	1	8	25	25	14	9	2	10	4	10	16	3	4	6	6	2	34	27									
		5.06%	7.31%	8.55%	5.40%	6.22%	7.72%	4.51%	4.25%	6.55%	6.99%	2.90%	5.02%	0.68%	4.79%	6.46%	7.12%	5.62%	4.43%	1.39%	5.35%	1.69%	1.34%	3.57%	1.32%	3.70%	4.20%	6.00%	1.74%	8.19%	4.05%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
